code,name,unit,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CHE,Switzerland,MtCO2,29.234076969,29.6551733362,31.343924956,34.291209061,36.9074888407,40.4144593956,42.0608402186,42.9387993886,46.19113068490001,41.3311569393,39.867300141200005,41.5948158598,42.1132209581,42.56458434569981,40.98243367336342,41.609030183368006,39.35971479926824,37.23303746219425,40.78007283385804,40.143652099780034,41.26580088667048,44.32224595858781,41.9078150828868,41.72309659154771,40.38509384225602,43.27644997303831,44.17307857348153,44.63895308860526,42.20466231203592,43.442557555933305,40.92573193981715,42.50435053489017,44.20214525155211,44.74799075089703,44.155791269470924,43.11260510178325,46.2318839920802,43.938321027963084,43.21436808549392,43.25976537961657,44.21571520611251,44.974482721791325,40.99350042313358,43.76265511350492,44.23838223520597,42.056439038567405,40.05205279488736,41.42314248312254,43.59608370256135,38.7132865566628,39.52717226692735,38.01958947506516,38.81920767077596,37.212512097750654,38.155770431567696,32.41090713994113
