,code,name,year,unit,sector,source,subsource,gas,value
51,,World,1991,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2150.389032153586
52,,World,1991,MtCO2eq,Agriculture,Livestock,Manure,CH4,247.9159946231861
53,,World,1991,MtCO2eq,Agriculture,Livestock,Manure,N2O,207.88507476458395
54,,World,1991,MtCO2eq,Agriculture,OtherAg,,CH4,23.16409074071881
55,,World,1991,MtCO2eq,Agriculture,OtherAg,,N2O,24.50573751314363
56,,World,1991,MtCO2eq,Agriculture,Rice,,CH4,605.3017107425151
57,,World,1991,MtCO2eq,Energy,Coal,Surface,CH4,29.89951161623397
58,,World,1991,MtCO2eq,Energy,Coal,Under,CH4,575.607703658032
59,,World,1991,MtCO2eq,Energy,Combustion,Biomass,CH4,197.07721783729076
60,,World,1991,MtCO2eq,Energy,Combustion,Biomass,N2O,45.99940719260525
61,,World,1991,MtCO2eq,Energy,Combustion,StatMob,CH4,176.21774106957915
62,,World,1991,MtCO2eq,Energy,Combustion,StatMob,N2O,184.59616818829255
63,,World,1991,MtCO2eq,Energy,NGO,Gas Product,CH4,265.3504968989945
64,,World,1991,MtCO2eq,Energy,NGO,Gas TSD,CH4,171.9843185767381
65,,World,1991,MtCO2eq,Energy,NGO,Oil Product,CH4,970.1018526894907
66,,World,1991,MtCO2eq,Energy,NGO,Oil Refining,CH4,2.3478801926757633
67,,World,1991,MtCO2eq,Energy,OtherEnergy,,CH4,10.591853735520182
68,,World,1991,MtCO2eq,Energy,OtherEnergy,,N2O,2.8374197667313146
69,,World,1991,MtCO2eq,Industrial Processes,EPS,,SF6,46.28768992531813
70,,World,1991,MtCO2eq,Industrial Processes,Electronics,FPD,HFCs,0.000341353605872756
71,,World,1991,MtCO2eq,Industrial Processes,Electronics,FPD,NF3,0.0075036458518599105
72,,World,1991,MtCO2eq,Industrial Processes,Electronics,FPD,PFCs,0.03750600054170405
73,,World,1991,MtCO2eq,Industrial Processes,Electronics,FPD,SF6,0.1522937907787587
74,,World,1991,MtCO2eq,Industrial Processes,Electronics,PV,NF3,0.0
75,,World,1991,MtCO2eq,Industrial Processes,Electronics,PV,PFCs,0.001273431033
76,,World,1991,MtCO2eq,Industrial Processes,Electronics,Semi,HFCs,0.4923641598538469
77,,World,1991,MtCO2eq,Industrial Processes,Electronics,Semi,NF3,0.23645713985026273
78,,World,1991,MtCO2eq,Industrial Processes,Electronics,Semi,PFCs,6.10322878137107
79,,World,1991,MtCO2eq,Industrial Processes,Electronics,Semi,SF6,1.6205574917052723
80,,World,1991,MtCO2eq,Industrial Processes,HCFC22,,HFCs,132.26448211967906
81,,World,1991,MtCO2eq,Industrial Processes,Metals,Aluminum,PFCs,92.31564614513199
82,,World,1991,MtCO2eq,Industrial Processes,Metals,Magnesium,SF6,14.495761544684331
83,,World,1991,MtCO2eq,Industrial Processes,NitricAdipic,Adipic,N2O,101.17019583777287
84,,World,1991,MtCO2eq,Industrial Processes,NitricAdipic,Nitric,N2O,85.19282976000866
85,,World,1991,MtCO2eq,Industrial Processes,ODSSubs,Aerosols,HFCs,0.1857925335672876
86,,World,1991,MtCO2eq,Industrial Processes,ODSSubs,Fire Ext,HFCs,0.01309118304517457
87,,World,1991,MtCO2eq,Industrial Processes,ODSSubs,Foams,HFCs,0.03747994043421941
88,,World,1991,MtCO2eq,Industrial Processes,ODSSubs,RefAC,HFCs,3.1285949958104116
89,,World,1991,MtCO2eq,Industrial Processes,ODSSubs,Solvents,HFCs,0.12942685057239456
90,,World,1991,MtCO2eq,Industrial Processes,OtherIPPU,,CH4,4.942819791469642
91,,World,1991,MtCO2eq,Industrial Processes,OtherIPPU,,N2O,11.195187559275547
92,,World,1991,MtCO2eq,Waste,Landfills,Industrial,CH4,167.4234424718505
93,,World,1991,MtCO2eq,Waste,Landfills,MSW,CH4,624.3956180976055
94,,World,1991,MtCO2eq,Waste,OtherWaste,,CH4,14.550968384981134
95,,World,1991,MtCO2eq,Waste,OtherWaste,,N2O,2.85633
96,,World,1991,MtCO2eq,Waste,Wastewater,Rural,CH4,281.8901297119785
97,,World,1991,MtCO2eq,Waste,Wastewater,Rural,N2O,38.45169434251132
98,,World,1991,MtCO2eq,Waste,Wastewater,Urban,CH4,229.81837820065098
99,,World,1991,MtCO2eq,Waste,Wastewater,Urban,N2O,35.78924872889581
100,,World,1992,MtCO2eq,Agriculture,AgSoils,,N2O,1524.9709849443407
101,,World,1992,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2145.8113521443865
102,,World,1992,MtCO2eq,Agriculture,Livestock,Manure,CH4,243.73538999775573
103,,World,1992,MtCO2eq,Agriculture,Livestock,Manure,N2O,211.74473570806683
104,,World,1992,MtCO2eq,Agriculture,OtherAg,,CH4,23.579783331723213
105,,World,1992,MtCO2eq,Agriculture,OtherAg,,N2O,37.36525894413612
106,,World,1992,MtCO2eq,Agriculture,Rice,,CH4,610.6682776120706
107,,World,1992,MtCO2eq,Energy,Coal,Surface,CH4,28.623469174730566
108,,World,1992,MtCO2eq,Energy,Coal,Under,CH4,565.942457537061
109,,World,1992,MtCO2eq,Energy,Combustion,Biomass,CH4,196.78344611071043
110,,World,1992,MtCO2eq,Energy,Combustion,Biomass,N2O,45.55038925751982
111,,World,1992,MtCO2eq,Energy,Combustion,StatMob,CH4,170.05090249448745
112,,World,1992,MtCO2eq,Energy,Combustion,StatMob,N2O,186.9744405783745
113,,World,1992,MtCO2eq,Energy,NGO,Gas Product,CH4,254.82908895944254
114,,World,1992,MtCO2eq,Energy,NGO,Gas TSD,CH4,166.46704065270154
115,,World,1992,MtCO2eq,Energy,NGO,Oil Product,CH4,930.1412368438431
116,,World,1992,MtCO2eq,Energy,NGO,Oil Refining,CH4,2.247220472702419
117,,World,1992,MtCO2eq,Energy,OtherEnergy,,CH4,11.137885092103978
118,,World,1992,MtCO2eq,Energy,OtherEnergy,,N2O,2.978368328692232
119,,World,1992,MtCO2eq,Industrial Processes,EPS,,SF6,46.631986556710764
120,,World,1992,MtCO2eq,Industrial Processes,Electronics,FPD,HFCs,0.000427534899072311
121,,World,1992,MtCO2eq,Industrial Processes,Electronics,FPD,NF3,0.00864410470232291
122,,World,1992,MtCO2eq,Industrial Processes,Electronics,FPD,PFCs,0.038607745610175846
123,,World,1992,MtCO2eq,Industrial Processes,Electronics,FPD,SF6,0.17202096477808312
124,,World,1992,MtCO2eq,Industrial Processes,Electronics,PV,NF3,0.0
125,,World,1992,MtCO2eq,Industrial Processes,Electronics,PV,PFCs,0.000358639911
126,,World,1992,MtCO2eq,Industrial Processes,Electronics,Semi,HFCs,0.5013609948588966
127,,World,1992,MtCO2eq,Industrial Processes,Electronics,Semi,NF3,0.23833295516626274
128,,World,1992,MtCO2eq,Industrial Processes,Electronics,Semi,PFCs,6.1969579122906175
129,,World,1992,MtCO2eq,Industrial Processes,Electronics,Semi,SF6,1.7298023712371164
130,,World,1992,MtCO2eq,Industrial Processes,HCFC22,,HFCs,133.8601870674895
131,,World,1992,MtCO2eq,Industrial Processes,Metals,Aluminum,PFCs,84.66969972471834
132,,World,1992,MtCO2eq,Industrial Processes,Metals,Magnesium,SF6,12.075265667462613
133,,World,1992,MtCO2eq,Industrial Processes,NitricAdipic,Adipic,N2O,103.27495005540699
134,,World,1992,MtCO2eq,Industrial Processes,NitricAdipic,Nitric,N2O,80.63720642236183
135,,World,1992,MtCO2eq,Industrial Processes,ODSSubs,Aerosols,HFCs,0.7775926866718679
136,,World,1992,MtCO2eq,Industrial Processes,ODSSubs,Fire Ext,HFCs,0.026412245825464985
137,,World,1992,MtCO2eq,Industrial Processes,ODSSubs,Foams,HFCs,0.09152393075383769
138,,World,1992,MtCO2eq,Industrial Processes,ODSSubs,RefAC,HFCs,7.259557866398551
139,,World,1992,MtCO2eq,Industrial Processes,ODSSubs,Solvents,HFCs,0.2934568873704506
140,,World,1992,MtCO2eq,Industrial Processes,OtherIPPU,,CH4,4.913915992300919
141,,World,1992,MtCO2eq,Industrial Processes,OtherIPPU,,N2O,11.000854076307407
142,,World,1992,MtCO2eq,Waste,Landfills,Industrial,CH4,171.91872651891975
143,,World,1992,MtCO2eq,Waste,Landfills,MSW,CH4,637.5941499185398
144,,World,1992,MtCO2eq,Waste,OtherWaste,,CH4,13.854331512248782
145,,World,1992,MtCO2eq,Waste,OtherWaste,,N2O,2.9412599999999998
146,,World,1992,MtCO2eq,Waste,Wastewater,Rural,CH4,282.29856936966
147,,World,1992,MtCO2eq,Waste,Wastewater,Rural,N2O,38.066727542150524
148,,World,1992,MtCO2eq,Waste,Wastewater,Urban,CH4,235.9633654742692
149,,World,1992,MtCO2eq,Waste,Wastewater,Urban,N2O,35.64200141608732
150,,World,1993,MtCO2eq,Agriculture,AgSoils,,N2O,1534.1451269566242
151,,World,1993,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2144.9587443768523
152,,World,1993,MtCO2eq,Agriculture,Livestock,Manure,CH4,242.12486720777056
153,,World,1993,MtCO2eq,Agriculture,Livestock,Manure,N2O,216.21884889175138
154,,World,1993,MtCO2eq,Agriculture,OtherAg,,CH4,23.20916509282516
155,,World,1993,MtCO2eq,Agriculture,OtherAg,,N2O,50.44411269815971
156,,World,1993,MtCO2eq,Agriculture,Rice,,CH4,611.215149154782
157,,World,1993,MtCO2eq,Energy,Coal,Surface,CH4,27.101828255804563
158,,World,1993,MtCO2eq,Energy,Coal,Under,CH4,540.785395208061
159,,World,1993,MtCO2eq,Energy,Combustion,Biomass,CH4,197.53260772127308
160,,World,1993,MtCO2eq,Energy,Combustion,Biomass,N2O,45.367888968210515
161,,World,1993,MtCO2eq,Energy,Combustion,StatMob,CH4,170.47339580805408
162,,World,1993,MtCO2eq,Energy,Combustion,StatMob,N2O,190.6973307545308
163,,World,1993,MtCO2eq,Energy,NGO,Gas Product,CH4,269.7388043172562
164,,World,1993,MtCO2eq,Energy,NGO,Gas TSD,CH4,166.69479571962475
165,,World,1993,MtCO2eq,Energy,NGO,Oil Product,CH4,908.0702296821818
166,,World,1993,MtCO2eq,Energy,NGO,Oil Refining,CH4,2.171578530357237
167,,World,1993,MtCO2eq,Energy,OtherEnergy,,CH4,11.344771892754551
168,,World,1993,MtCO2eq,Energy,OtherEnergy,,N2O,2.9248805666144007
169,,World,1993,MtCO2eq,Industrial Processes,EPS,,SF6,45.442946810769214
170,,World,1993,MtCO2eq,Industrial Processes,Electronics,FPD,HFCs,0.000622076192271867
171,,World,1993,MtCO2eq,Industrial Processes,Electronics,FPD,NF3,0.01062850487030993
172,,World,1993,MtCO2eq,Industrial Processes,Electronics,FPD,PFCs,0.05538426658721906
173,,World,1993,MtCO2eq,Industrial Processes,Electronics,FPD,SF6,0.1788518784136674
174,,World,1993,MtCO2eq,Industrial Processes,Electronics,PV,NF3,0.0
175,,World,1993,MtCO2eq,Industrial Processes,Electronics,PV,PFCs,2.0231064e-05
176,,World,1993,MtCO2eq,Industrial Processes,Electronics,Semi,HFCs,0.6749760460253885
177,,World,1993,MtCO2eq,Industrial Processes,Electronics,Semi,NF3,0.2614774726494387
178,,World,1993,MtCO2eq,Industrial Processes,Electronics,Semi,PFCs,7.719975979876858
179,,World,1993,MtCO2eq,Industrial Processes,Electronics,Semi,SF6,1.9289563750368846
180,,World,1993,MtCO2eq,Industrial Processes,HCFC22,,HFCs,121.61569281136826
181,,World,1993,MtCO2eq,Industrial Processes,Metals,Aluminum,PFCs,81.13944736190527
182,,World,1993,MtCO2eq,Industrial Processes,Metals,Magnesium,SF6,11.897589115493405
183,,World,1993,MtCO2eq,Industrial Processes,NitricAdipic,Adipic,N2O,102.40562255368931
184,,World,1993,MtCO2eq,Industrial Processes,NitricAdipic,Nitric,N2O,79.0167940964257
185,,World,1993,MtCO2eq,Industrial Processes,ODSSubs,Aerosols,HFCs,2.7808384316518033
186,,World,1993,MtCO2eq,Industrial Processes,ODSSubs,Fire Ext,HFCs,0.04076339561621725
187,,World,1993,MtCO2eq,Industrial Processes,ODSSubs,Foams,HFCs,0.2576600179793909
188,,World,1993,MtCO2eq,Industrial Processes,ODSSubs,RefAC,HFCs,15.898177332769507
189,,World,1993,MtCO2eq,Industrial Processes,ODSSubs,Solvents,HFCs,0.6487389501013352
190,,World,1993,MtCO2eq,Industrial Processes,OtherIPPU,,CH4,4.743315445245024
191,,World,1993,MtCO2eq,Industrial Processes,OtherIPPU,,N2O,11.518328066501656
192,,World,1993,MtCO2eq,Waste,Landfills,Industrial,CH4,175.34937467110527
193,,World,1993,MtCO2eq,Waste,Landfills,MSW,CH4,648.2436056799158
194,,World,1993,MtCO2eq,Waste,OtherWaste,,CH4,13.84909404296555
195,,World,1993,MtCO2eq,Waste,OtherWaste,,N2O,3.21393
196,,World,1993,MtCO2eq,Waste,Wastewater,Rural,CH4,283.9566243967943
197,,World,1993,MtCO2eq,Waste,Wastewater,Rural,N2O,37.75094777472581
198,,World,1993,MtCO2eq,Waste,Wastewater,Urban,CH4,246.4751828262545
199,,World,1993,MtCO2eq,Waste,Wastewater,Urban,N2O,35.549899764130906
200,,World,1994,MtCO2eq,Agriculture,AgSoils,,N2O,1531.1437461744042
201,,World,1994,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2147.655564152612
202,,World,1994,MtCO2eq,Agriculture,Livestock,Manure,CH4,241.70741000685732
203,,World,1994,MtCO2eq,Agriculture,Livestock,Manure,N2O,219.2436852606292
204,,World,1994,MtCO2eq,Agriculture,OtherAg,,CH4,132.089476277421
205,,World,1994,MtCO2eq,Agriculture,OtherAg,,N2O,88.36508298443387
206,,World,1994,MtCO2eq,Agriculture,Rice,,CH4,616.6096718098574
207,,World,1994,MtCO2eq,Energy,Coal,Surface,CH4,26.057935330666545
208,,World,1994,MtCO2eq,Energy,Coal,Under,CH4,522.035172345959
209,,World,1994,MtCO2eq,Energy,Combustion,Biomass,CH4,196.20583512427237
210,,World,1994,MtCO2eq,Energy,Combustion,Biomass,N2O,45.07585801277117
211,,World,1994,MtCO2eq,Energy,Combustion,StatMob,CH4,167.06871868776662
212,,World,1994,MtCO2eq,Energy,Combustion,StatMob,N2O,194.2494534493389
213,,World,1994,MtCO2eq,Energy,NGO,Gas Product,CH4,251.99357562853936
214,,World,1994,MtCO2eq,Energy,NGO,Gas TSD,CH4,161.27144629600073
215,,World,1994,MtCO2eq,Energy,NGO,Oil Product,CH4,882.5959898266872
216,,World,1994,MtCO2eq,Energy,NGO,Oil Refining,CH4,2.092034666715019
217,,World,1994,MtCO2eq,Energy,OtherEnergy,,CH4,12.809642676558031
218,,World,1994,MtCO2eq,Energy,OtherEnergy,,N2O,3.088321207806221
219,,World,1994,MtCO2eq,Industrial Processes,EPS,,SF6,43.257902223027806
220,,World,1994,MtCO2eq,Industrial Processes,Electronics,FPD,HFCs,0.000798617485471423
221,,World,1994,MtCO2eq,Industrial Processes,Electronics,FPD,NF3,0.01430078767368895
222,,World,1994,MtCO2eq,Industrial Processes,Electronics,FPD,PFCs,0.06803584653569085
223,,World,1994,MtCO2eq,Industrial Processes,Electronics,FPD,SF6,0.1792346618672678
224,,World,1994,MtCO2eq,Industrial Processes,Electronics,PV,NF3,0.0
225,,World,1994,MtCO2eq,Industrial Processes,Electronics,PV,PFCs,0.000112027671
226,,World,1994,MtCO2eq,Industrial Processes,Electronics,Semi,HFCs,0.8039592739301585
227,,World,1994,MtCO2eq,Industrial Processes,Electronics,Semi,NF3,0.29703612138243474
228,,World,1994,MtCO2eq,Industrial Processes,Electronics,Semi,PFCs,8.723761917939786
229,,World,1994,MtCO2eq,Industrial Processes,Electronics,Semi,SF6,2.0380286052837606
230,,World,1994,MtCO2eq,Industrial Processes,HCFC22,,HFCs,121.3006525592487
231,,World,1994,MtCO2eq,Industrial Processes,Metals,Aluminum,PFCs,76.37972637678148
232,,World,1994,MtCO2eq,Industrial Processes,Metals,Magnesium,SF6,11.820545658304608
233,,World,1994,MtCO2eq,Industrial Processes,NitricAdipic,Adipic,N2O,109.68654144200464
234,,World,1994,MtCO2eq,Industrial Processes,NitricAdipic,Nitric,N2O,79.30773519683831
235,,World,1994,MtCO2eq,Industrial Processes,ODSSubs,Aerosols,HFCs,5.482383997200108
236,,World,1994,MtCO2eq,Industrial Processes,ODSSubs,Fire Ext,HFCs,0.05764326573867348
237,,World,1994,MtCO2eq,Industrial Processes,ODSSubs,Foams,HFCs,0.37576125856926273
238,,World,1994,MtCO2eq,Industrial Processes,ODSSubs,RefAC,HFCs,26.114252586814423
239,,World,1994,MtCO2eq,Industrial Processes,ODSSubs,Solvents,HFCs,1.0251949369426676
240,,World,1994,MtCO2eq,Industrial Processes,OtherIPPU,,CH4,5.390250852265877
241,,World,1994,MtCO2eq,Industrial Processes,OtherIPPU,,N2O,67.19758127224647
242,,World,1994,MtCO2eq,Waste,Landfills,Industrial,CH4,178.7534329981299
243,,World,1994,MtCO2eq,Waste,Landfills,MSW,CH4,658.9341356999461
244,,World,1994,MtCO2eq,Waste,OtherWaste,,CH4,15.239358698943946
245,,World,1994,MtCO2eq,Waste,OtherWaste,,N2O,8.7463
246,,World,1994,MtCO2eq,Waste,Wastewater,Rural,CH4,283.85243730371775
247,,World,1994,MtCO2eq,Waste,Wastewater,Rural,N2O,37.47084925913367
248,,World,1994,MtCO2eq,Waste,Wastewater,Urban,CH4,252.4930095771883
249,,World,1994,MtCO2eq,Waste,Wastewater,Urban,N2O,35.46965593605556
250,,World,1995,MtCO2eq,Agriculture,AgSoils,,N2O,1566.9460105188798
251,,World,1995,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2155.1331828132825
252,,World,1995,MtCO2eq,Agriculture,Livestock,Manure,CH4,241.691619923482
253,,World,1995,MtCO2eq,Agriculture,Livestock,Manure,N2O,218.09016337046225
254,,World,1995,MtCO2eq,Agriculture,OtherAg,,CH4,131.38474570081607
255,,World,1995,MtCO2eq,Agriculture,OtherAg,,N2O,87.72996668292667
256,,World,1995,MtCO2eq,Agriculture,Rice,,CH4,615.0168241369666
257,,World,1995,MtCO2eq,Energy,Coal,Surface,CH4,27.602083752078087
258,,World,1995,MtCO2eq,Energy,Coal,Under,CH4,517.0778555188379
259,,World,1995,MtCO2eq,Energy,Combustion,Biomass,CH4,197.51831523855685
260,,World,1995,MtCO2eq,Energy,Combustion,Biomass,N2O,45.8053983373219
261,,World,1995,MtCO2eq,Energy,Combustion,StatMob,CH4,162.0629290402218
262,,World,1995,MtCO2eq,Energy,Combustion,StatMob,N2O,196.9359501169319
263,,World,1995,MtCO2eq,Energy,NGO,Gas Product,CH4,252.86471665834517
264,,World,1995,MtCO2eq,Energy,NGO,Gas TSD,CH4,161.3210005301627
265,,World,1995,MtCO2eq,Energy,NGO,Oil Product,CH4,879.1364903446088
266,,World,1995,MtCO2eq,Energy,NGO,Oil Refining,CH4,2.032807305793409
267,,World,1995,MtCO2eq,Energy,OtherEnergy,,CH4,13.419986779795112
268,,World,1995,MtCO2eq,Energy,OtherEnergy,,N2O,3.261733280366927
269,,World,1995,MtCO2eq,Industrial Processes,EPS,,SF6,42.70412640867142
270,,World,1995,MtCO2eq,Industrial Processes,Electronics,FPD,HFCs,0.000899558778670978
271,,World,1995,MtCO2eq,Industrial Processes,Electronics,FPD,NF3,0.02514657167679596
272,,World,1995,MtCO2eq,Industrial Processes,Electronics,FPD,PFCs,0.08893730854130547
273,,World,1995,MtCO2eq,Industrial Processes,Electronics,FPD,SF6,0.1989618358665921
274,,World,1995,MtCO2eq,Industrial Processes,Electronics,PV,NF3,0.0
275,,World,1995,MtCO2eq,Industrial Processes,Electronics,PV,PFCs,6.27606e-05
276,,World,1995,MtCO2eq,Industrial Processes,Electronics,Semi,HFCs,0.8829626553543013
277,,World,1995,MtCO2eq,Industrial Processes,Electronics,Semi,NF3,0.40530965472751473
278,,World,1995,MtCO2eq,Industrial Processes,Electronics,Semi,PFCs,10.864903554890466
279,,World,1995,MtCO2eq,Industrial Processes,Electronics,Semi,SF6,2.2724565710351645
280,,World,1995,MtCO2eq,Industrial Processes,HCFC22,,HFCs,129.16964629502093
281,,World,1995,MtCO2eq,Industrial Processes,Metals,Aluminum,PFCs,75.04699691905715
282,,World,1995,MtCO2eq,Industrial Processes,Metals,Magnesium,SF6,11.636179708946353
283,,World,1995,MtCO2eq,Industrial Processes,NitricAdipic,Adipic,N2O,113.8097615959089
284,,World,1995,MtCO2eq,Industrial Processes,NitricAdipic,Nitric,N2O,82.90123776901592
285,,World,1995,MtCO2eq,Industrial Processes,ODSSubs,Aerosols,HFCs,10.870422901263595
286,,World,1995,MtCO2eq,Industrial Processes,ODSSubs,Fire Ext,HFCs,0.0801015787642756
287,,World,1995,MtCO2eq,Industrial Processes,ODSSubs,Foams,HFCs,0.5667977678737969
288,,World,1995,MtCO2eq,Industrial Processes,ODSSubs,RefAC,HFCs,42.93270248342128
289,,World,1995,MtCO2eq,Industrial Processes,ODSSubs,Solvents,HFCs,1.6100875238242571
290,,World,1995,MtCO2eq,Industrial Processes,OtherIPPU,,CH4,5.369851950447364
291,,World,1995,MtCO2eq,Industrial Processes,OtherIPPU,,N2O,67.26270653511189
292,,World,1995,MtCO2eq,Waste,Landfills,Industrial,CH4,180.17143341659042
293,,World,1995,MtCO2eq,Waste,Landfills,MSW,CH4,663.4815605553453
294,,World,1995,MtCO2eq,Waste,OtherWaste,,CH4,15.43237218830837
295,,World,1995,MtCO2eq,Waste,OtherWaste,,N2O,8.874231896666666
296,,World,1995,MtCO2eq,Waste,Wastewater,Rural,CH4,277.41480661496837
297,,World,1995,MtCO2eq,Waste,Wastewater,Rural,N2O,38.87844602286545
298,,World,1995,MtCO2eq,Waste,Wastewater,Urban,CH4,254.86285612370955
299,,World,1995,MtCO2eq,Waste,Wastewater,Urban,N2O,37.39573681256274
300,,World,1996,MtCO2eq,Agriculture,AgSoils,,N2O,1592.622569636264
301,,World,1996,MtCO2eq,Agriculture,Livestock,Enteric,CH4,2153.664584915878
302,,World,1996,MtCO2eq,Agriculture,Livestock,Manure,CH4,238.63352120045465
303,,World,1996,MtCO2eq,Agriculture,Livestock,Manure,N2O,215.2765759165432
304,,World,1996,MtCO2eq,Agriculture,OtherAg,,CH4,126.88939138503852
305,,World,1996,MtCO2eq,Agriculture,OtherAg,,N2O,86.70753862734297
306,,World,1996,MtCO2eq,Agriculture,Rice,,CH4,601.9980867694983
307,,World,1996,MtCO2eq,Energy,Coal,Surface,CH4,26.964855359341957
308,,World,1996,MtCO2eq,Energy,Coal,Under,CH4,518.4676820251256
309,,World,1996,MtCO2eq,Energy,Combustion,Biomass,CH4,198.75490447902942
310,,World,1996,MtCO2eq,Energy,Combustion,Biomass,N2O,46.62506142977206
311,,World,1996,MtCO2eq,Energy,Combustion,StatMob,CH4,168.11841012596602
312,,World,1996,MtCO2eq,Energy,Combustion,StatMob,N2O,200.39428423098772
313,,World,1996,MtCO2eq,Energy,NGO,Gas Product,CH4,257.5471860721413
314,,World,1996,MtCO2eq,Energy,NGO,Gas TSD,CH4,162.4822242472073
315,,World,1996,MtCO2eq,Energy,NGO,Oil Product,CH4,891.6513338578096
316,,World,1996,MtCO2eq,Energy,NGO,Oil Refining,CH4,2.049073304638526
317,,World,1996,MtCO2eq,Energy,OtherEnergy,,CH4,13.651563313929685
