,code,name,unit,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
234,,World,MtCO2,8862.63422279004,9393.765500299289,9424.316685312613,9757.152775422506,10279.000030772366,10836.738838842437,11325.469624618892,11874.497394323631,12251.95605348891,12919.308381845653,13776.58999233088,14908.409573833602,15509.546346046538,16232.9580554075,17091.222076371265,17021.974031255744,17058.903692270036,17997.061619171687,18507.991179996377,19081.64473777331,19624.289940194245,19506.80027848332,19040.758002774455,18889.49809192842,19011.85836320287,19671.023072343716,20332.27062889528,20634.63066242292,21281.67211349696,22117.48493329606,22423.140256541094,22766.13154692778,23255.014885809633,22586.050498386063,22820.091779543596,22981.29702962335,23471.01428188084,24172.541235538083,24318.236421059057,24223.888643182654,24536.807238729718,25252.572757858085,25469.577827123245,26058.142853981848,27386.64084779854,28648.368209973083,29624.322157461313,30605.78883645118,31516.662798486508,32092.784215180043,31630.046079848118,33367.56777487064,34493.53725466132,34999.52934917813,35308.70450117102,35560.30499220441,35522.240695952416,35478.26167007269,35951.88451215137,36672.8109197923,36729.215077533,34832.59191156232
