,IPCC_annex,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,fossil_bio,gas,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0,Annex_I,1.A.1.a,Main Activity Electricity and Heat Production,bio,CH4,MtCO2,0.0915103858176,0.0916602032097,0.094787095905,0.09825565661775,0.11639090826179999,0.11905203330050398,0.11864175468110999,0.12964832898759,0.14021349586989298,0.142068963035106,0.16431739430022896,0.180785223127944,0.239347748738538,0.24868266865716598,0.30495199542887697,0.32935980961746003,0.3371508036405,0.35423765502876,0.37467064073844,1.49959502049582,1.6805950626822208,1.62767633000667,1.6901890513275366,1.692525399816105,1.7611468588675212,1.6967914679381664,1.8084855915568268,1.7930806611593926,1.7522945249690396,1.1152909143025254,1.1353403515827507,1.159250619418794,1.3264594077026068,1.3795831182019849,1.4901543111359565,1.5949508013753082,1.5433479127717253,1.6053749931512429,1.6652005439431967,1.644881802037154,1.8768397167952093,1.8754063546738677,2.030492878080615,2.079690047388603,2.1912785862806428,2.2244949801451104,2.2081363362670157,2.25081302207256,2.25081302207256
1,Annex_I,1.A.1.a,Main Activity Electricity and Heat Production,bio,N2O,MtCO2,0.119381594787,0.119577055416,0.12365608600799999,0.128181363219,0.15184087907898,0.155310736946274,0.15477469466277,0.16913446750746,0.182918408969478,0.18533923826145,0.21436590082089,0.235847473013334,0.312250475443998,0.32442916869909,0.397841280630612,0.42968454245807997,0.43984114506696,0.46213069945224,0.48878461071531,1.9564181752178702,2.19217461982701,2.123113014283443,2.204627620053085,2.207584599253761,2.297077620600399,2.2130132040762565,2.3586292417160655,2.3383813888294505,2.2851047341792055,1.4539267339655058,1.479839148191586,1.510808938466646,1.728939165076578,1.7981803129726528,1.9425930239241436,2.0799726989106975,2.0128719764954894,2.0926091169940317,2.1704222924653,2.1446114382798647,2.4474866453355864,2.444112673036944,2.646014037915339,2.70972147958512,2.8549594812844563,2.8983389121903924,2.8767238116534948,2.932401043236483,2.932401043236483
2,Annex_I,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CH4,MtCO2,1.0388526174558088,1.094322910675581,1.2150275958185428,1.31620690920501,1.3656693284042218,1.3627181194609264,1.4452732898381997,1.5133224311202698,1.5393361271556913,1.563742152362376,1.5521436516218021,1.5329275904348214,1.496899279147283,1.5135691028145812,1.5659463882791511,1.5679598448103493,1.5956379041956839,1.6406374688538337,1.6965889776551428,1.8564841959816958,2.230250115862394,2.3586067434714417,2.4391606595529276,2.3955808869962243,2.442154196278386,2.486300290893639,2.515525536629431,2.7217855192863043,2.829788946555923,2.873787536759343,2.844348275796136,2.94859972543296,2.9307527533516002,2.9397476572058183,3.025386215089121,3.1133767849608667,3.143661509498523,3.2564880585805747,3.2647203905747233,3.1680114581761014,3.373213476122723,3.434303181004178,3.5065813210444476,3.3601355551414325,3.294056373056052,3.333209722565888,3.419933785162211,3.3759466354840844,3.4762056116501103
3,Annex_I,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2 (fossil),MtCO2,3213.815549501,3315.8267872711,3539.201950756,3814.6580847512,3859.7326509164,3860.84715071446,4164.26755861893,4316.0604754511805,4374.01321250866,4510.37921521452,4566.62121597876,4531.72535874724,4474.51165556637,4551.81789264585,4661.66674413968,4731.51241044178,4780.41263401254,4932.29477917484,5040.70582633531,5227.405220804361,5661.0408606688925,5690.761425178882,5684.5585497372485,5504.697141929524,5446.880976932111,5430.1166214259765,5542.706087393636,5659.564272491877,5722.607461562855,5713.328440090077,5798.559048240163,5850.177005517745,5740.372806512543,5875.630552389842,5871.794925790771,5956.221959518682,5943.232379187306,6068.868306744523,5894.485348925457,5434.03877390334,5697.005748525771,5702.852710169702,5609.772495588769,5489.523630366278,5299.1823580021355,5077.945208294941,4929.190635391124,4813.571128487418,4806.39916013249
4,Annex_I,1.A.1.a,Main Activity Electricity and Heat Production,fossil,N2O,MtCO2,9.70933561959816,9.890361691232021,10.440563877832453,11.095111076529207,11.124896325165714,11.368489433051861,12.255597828981589,12.939624205936727,13.232771789885877,13.642481063235843,14.067391340511627,14.120623244178825,14.500454610551472,14.941591674869114,15.245650696132802,15.703869142866285,15.944248919533116,16.068613656775025,16.884915790942753,18.80310898624347,20.453660168080432,21.40849057673517,21.588501087146305,21.879562829334706,22.29519495262463,22.90471860928615,23.408799152069612,24.28361346730895,24.478814312533252,25.013300696242595,26.751637718862394,28.127380779069156,27.429040266623115,28.64341013657525,28.9861838257357,28.746028198610055,29.131345827687312,29.618298167956212,29.563885293441277,27.112469060837004,28.480766591629887,27.855747412441946,26.376998107872762,26.475408285884498,26.043564112834144,24.37843564148612,23.141366318051507,22.456851850894832,21.967703864452652
5,Annex_I,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,bio,CH4,MtCO2,0.000187488,0.000205065,0.00010964699999999999,0.00011048399999999998,0.00014898599999999999,1.7576999999999998e-05,1.5066e-05,1.5902999999999997e-05,1.4229e-05,1.3392e-05,1.4229e-05,1.8414e-05,2.1762e-05,2.0925e-05,9.207e-05,0.00010881,0.000198369,0.0,0.0,0.0,0.0030583979999999995,0.002885139,0.002699325,0.0017518409999999999,0.0003264578999999999,0.0015301755000000001,0.0013284305999999998,0.00021103559999999998,1.3531499999999999e-05,4.053869999999999e-05,7.47999e-05,9.285120000000001e-05,0.0002896299,0.00023974469999999998,0.0001626291,0.00033226109999999996,0.0013079519999999998,0.0007927505999999998,0.0008138151,0.007287089399999999,0.0064256769,0.0069400413,0.007208355599999999,0.0091217376,0.0092737089,0.0033474978,0.0027109314,0.0027068022,0.0026968899159
6,Annex_I,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,bio,N2O,MtCO2,0.000244608,0.00026754000000000003,0.00014305199999999998,0.000144144,0.00019437599999999998,2.2931999999999997e-05,1.9656e-05,2.0748000000000002e-05,1.8564e-05,1.7471999999999998e-05,1.8564e-05,2.4024e-05,2.8392e-05,2.7300000000000003e-05,0.00012012000000000001,0.00014195999999999998,0.00025880399999999996,0.0,0.0,0.0,0.0039901680000000005,0.0037641239999999998,0.0035217,0.0022855560000000002,0.0004259073,0.0019963125000000003,0.0017331132,0.0002752932,1.73355e-05,5.2497900000000004e-05,9.72153e-05,0.00012088439999999998,0.0003770402999999999,0.0002875509,0.0001976247,0.0004182087,0.001685502,0.0010291827,0.0010073427,0.009449649299999998,0.0082910373,0.0092896167,0.0094696056,0.0121753905,0.0123563622,0.0047064381,0.0038614212,0.0037980579,0.00382163393976
7,Annex_I,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CH4,MtCO2,0.3947903735985899,0.40312538525763,0.42603040447695,0.46439847252179994,0.4632451920396,0.439162117887753,0.476414993110293,0.49201727951874596,0.49341781576764004,0.48244009568859,0.43542699640199994,0.42395728719563996,0.45105252109794,0.44961111432485995,0.46362318201800995,0.47927159466867,0.49430384579637,0.5176555518528,0.53024298916284,0.53420779089594,0.50281296520689,0.47822282178326997,0.48636994839182995,0.5011382931209999,0.49835807842662,0.52020086335092,0.52812114324255,0.5353086530422799,0.5501479962406499,0.54054504330201,0.546907973150556,0.548757362491605,0.5808305368776779,0.5987782566149399,0.5916729680036099,0.610708200824196,0.623712135743145,0.647524805487138,0.634589189937657,0.619022155242816,0.628319488604526,0.6204256382046149,0.6338453189399099,0.6496581322708199,0.6559961913791639,0.669572615041254,0.666831801630834,0.665580180433914,0.6724200895366743
8,Annex_I,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2 (fossil),MtCO2,569.719735746,570.625563946,595.947283374,658.8405041230001,660.424123498,610.716656409,636.027893653,648.5208458660001,647.744157653,642.093141158,598.625842778,569.9874338,587.36120208,575.46865364,585.8939683,597.58737845,611.89765874,630.1270161900001,646.67132988,651.10998495,635.4828421,610.803265,611.6976738,617.7831207,619.7911903,632.3454504,640.5625605,646.3947334999999,662.1247252000001,644.9677388,650.4260523,639.0919665,678.6771653000001,692.3309767000001,686.8042716,700.6776998,713.1153723,733.5271286,716.2884942999999,681.3027645,702.7019069,663.9741028,668.8931971000001,674.1056106,675.0149801,687.2004466,678.4504988,675.1994868,676.5416845861
9,Annex_I,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,N2O,MtCO2,0.566307910623,0.5695330474197,0.579701790213,0.6832884471777001,0.6838920482667,0.6600599457160801,0.66427026610308,0.67998969403638,0.671107585239,0.660179215878,0.628759242657,0.602930808753,0.5859955406214,0.5744571612507,0.5691805093884,0.5669599410930001,0.576222581025,0.5742170192577,0.5815925032827,0.577401520878,0.5747234705394,0.5517672792177,0.537498536484,0.561592942911,0.5524273771379999,0.569154657435,0.5735862639507,0.579698261688,0.5912098337964,0.5689009832961,0.557835283824,0.5589324629069999,0.56327696061,0.575797066845,0.57191623671,0.57850373763,0.57613115196,0.58687528263,0.567658458003,0.539880622827,0.5480493512129999,0.527135640213,0.539010920994,0.53093629953,0.5239678901729999,0.5270218862727,0.517323124227,0.49503756365427004,0.4968655208139714
