,Year,unit,Total CO2 emissions from fossil-fuels and cement production (MtCO2),Emissions from solid fuel consumption,Emissions from liquid fuel consumption,Emissions from gas fuel consumption,Emissions from cement production,Emissions from gas flaring,Per capita CO2 emissions (tCO2),Emissions from bunker fuels (not included in the totals)
31,1782,MtCO2,16.859333333333332,16.859333333333332,0.0,0.0,0.0,0.0,0.0,0.0
32,1783,MtCO2,16.866666666666664,16.866666666666664,0.0,0.0,0.0,0.0,0.0,0.0
33,1784,MtCO2,16.87033333333333,16.87033333333333,0.0,0.0,0.0,0.0,0.0,0.0
34,1785,MtCO2,16.88133333333333,16.88133333333333,0.0,0.0,0.0,0.0,0.0,0.0
35,1786,MtCO2,19.165666666666667,19.165666666666667,0.0,0.0,0.0,0.0,0.0,0.0
36,1787,MtCO2,19.173,19.173,0.0,0.0,0.0,0.0,0.0,0.0
37,1788,MtCO2,19.176666666666666,19.176666666666666,0.0,0.0,0.0,0.0,0.0,0.0
38,1789,MtCO2,19.184,19.184,0.0,0.0,0.0,0.0,0.0,0.0
39,1790,MtCO2,19.191333333333333,19.191333333333333,0.0,0.0,0.0,0.0,0.0,0.0
40,1791,MtCO2,21.435333333333332,21.435333333333332,0.0,0.0,0.0,0.0,0.0,0.0
41,1792,MtCO2,21.912,21.912,0.0,0.0,0.0,0.0,0.0,0.0
42,1793,MtCO2,21.93033333333333,21.93033333333333,0.0,0.0,0.0,0.0,0.0,0.0
43,1794,MtCO2,21.897333333333332,21.897333333333332,0.0,0.0,0.0,0.0,0.0,0.0
44,1795,MtCO2,21.90833333333333,21.90833333333333,0.0,0.0,0.0,0.0,0.0,0.0
45,1796,MtCO2,22.968,22.968,0.0,0.0,0.0,0.0,0.0,0.0
46,1797,MtCO2,24.112000000000002,24.112000000000002,0.0,0.0,0.0,0.0,0.0,0.0
47,1798,MtCO2,25.113,25.113,0.0,0.0,0.0,0.0,0.0,0.0
48,1799,MtCO2,26.447666666666667,26.447666666666667,0.0,0.0,0.0,0.0,0.0,0.0
49,1800,MtCO2,28.112333333333332,28.112333333333332,0.0,0.0,0.0,0.0,0.0,0.0
50,1801,MtCO2,27.980333333333334,27.980333333333334,0.0,0.0,0.0,0.0,0.0,0.0
51,1802,MtCO2,36.809666666666665,36.809666666666665,0.0,0.0,0.0,0.0,0.0,0.0
52,1803,MtCO2,31.511333333333333,31.511333333333333,0.0,0.0,0.0,0.0,0.0,0.0
53,1804,MtCO2,34.334666666666664,34.334666666666664,0.0,0.0,0.0,0.0,0.0,0.0
54,1805,MtCO2,33.443666666666665,33.443666666666665,0.0,0.0,0.0,0.0,0.0,0.0
55,1806,MtCO2,35.071666666666665,35.071666666666665,0.0,0.0,0.0,0.0,0.0,0.0
56,1807,MtCO2,36.901333333333326,36.901333333333326,0.0,0.0,0.0,0.0,0.0,0.0
57,1808,MtCO2,35.089999999999996,35.089999999999996,0.0,0.0,0.0,0.0,0.0,0.0
58,1809,MtCO2,35.11566666666666,35.11566666666666,0.0,0.0,0.0,0.0,0.0,0.0
59,1810,MtCO2,37.40733333333333,37.40733333333333,0.0,0.0,0.0,0.0,0.0,0.0
60,1811,MtCO2,39.611,39.611,0.0,0.0,0.0,0.0,0.0,0.0
61,1812,MtCO2,41.03733333333333,41.03733333333333,0.0,0.0,0.0,0.0,0.0,0.0
62,1813,MtCO2,41.24999999999999,41.24999999999999,0.0,0.0,0.0,0.0,0.0,0.0
63,1814,MtCO2,42.159333333333336,42.159333333333336,0.0,0.0,0.0,0.0,0.0,0.0
64,1815,MtCO2,43.51966666666667,43.51966666666667,0.0,0.0,0.0,0.0,0.0,0.0
65,1816,MtCO2,47.69966666666666,47.69966666666666,0.0,0.0,0.0,0.0,0.0,0.0
66,1817,MtCO2,49.467,49.467,0.0,0.0,0.0,0.0,0.0,0.0
67,1818,MtCO2,49.67966666666666,49.67966666666666,0.0,0.0,0.0,0.0,0.0,0.0
68,1819,MtCO2,49.983999999999995,49.983999999999995,0.0,0.0,0.0,0.0,0.0,0.0
69,1820,MtCO2,50.724666666666664,50.724666666666664,0.0,0.0,0.0,0.0,0.0,0.0
70,1821,MtCO2,51.47266666666666,51.47266666666666,0.0,0.0,0.0,0.0,0.0,0.0
71,1822,MtCO2,53.504,53.504,0.0,0.0,0.0,0.0,0.0,0.0
72,1823,MtCO2,56.59133333333333,56.59133333333333,0.0,0.0,0.0,0.0,0.0,0.0
73,1824,MtCO2,58.56766666666667,58.56766666666667,0.0,0.0,0.0,0.0,0.0,0.0
74,1825,MtCO2,60.80066666666666,60.80066666666666,0.0,0.0,0.0,0.0,0.0,0.0
75,1826,MtCO2,61.464333333333336,61.464333333333336,0.0,0.0,0.0,0.0,0.0,0.0
76,1827,MtCO2,65.96333333333334,65.96333333333334,0.0,0.0,0.0,0.0,0.0,0.0
77,1828,MtCO2,66.68566666666666,66.68566666666666,0.0,0.0,0.0,0.0,0.0,0.0
78,1829,MtCO2,66.44366666666666,66.44366666666666,0.0,0.0,0.0,0.0,0.0,0.0
79,1830,MtCO2,89.188,89.188,0.0,0.0,0.0,0.0,0.0,0.0
80,1831,MtCO2,84.59,84.59,0.0,0.0,0.0,0.0,0.0,0.0
81,1832,MtCO2,85.17299999999999,85.17299999999999,0.0,0.0,0.0,0.0,0.0,0.0
82,1833,MtCO2,86.87066666666665,86.87066666666665,0.0,0.0,0.0,0.0,0.0,0.0
83,1834,MtCO2,88.54999999999998,88.54999999999998,0.0,0.0,0.0,0.0,0.0,0.0
84,1835,MtCO2,90.51166666666666,90.51166666666666,0.0,0.0,0.0,0.0,0.0,0.0
85,1836,MtCO2,104.85199999999999,104.85199999999999,0.0,0.0,0.0,0.0,0.0,0.0
86,1837,MtCO2,104.76766666666666,104.76766666666666,0.0,0.0,0.0,0.0,0.0,0.0
87,1838,MtCO2,108.12266666666667,108.12266666666667,0.0,0.0,0.0,0.0,0.0,0.0
88,1839,MtCO2,111.694,111.694,0.0,0.0,0.0,0.0,0.0,0.0
89,1840,MtCO2,119.01633333333334,119.01633333333334,0.0,0.0,0.0,0.0,0.0,0.0
90,1841,MtCO2,122.70866666666664,122.70866666666664,0.0,0.0,0.0,0.0,0.0,0.0
91,1842,MtCO2,129.59833333333333,129.59833333333333,0.0,0.0,0.0,0.0,0.0,0.0
92,1843,MtCO2,132.94966666666664,132.94966666666664,0.0,0.0,0.0,0.0,0.0,0.0
93,1844,MtCO2,141.526,141.526,0.0,0.0,0.0,0.0,0.0,0.0
94,1845,MtCO2,155.32366666666667,155.32366666666667,0.0,0.0,0.0,0.0,0.0,0.0
95,1846,MtCO2,157.90866666666665,157.90866666666665,0.0,0.0,0.0,0.0,0.0,0.0
96,1847,MtCO2,172.52766666666665,172.52766666666665,0.0,0.0,0.0,0.0,0.0,0.0
97,1848,MtCO2,173.94299999999998,173.94299999999998,0.0,0.0,0.0,0.0,0.0,0.0
98,1849,MtCO2,183.645,183.645,0.0,0.0,0.0,0.0,0.0,0.0
99,1850,MtCO2,197.03933333333333,197.03933333333333,0.0,0.0,0.0,0.0,0.0,0.0
100,1851,MtCO2,198.88733333333334,198.88733333333334,0.0,0.0,0.0,0.0,0.0,0.0
101,1852,MtCO2,207.647,207.647,0.0,0.0,0.0,0.0,0.0,0.0
102,1853,MtCO2,217.25733333333332,217.25733333333332,0.0,0.0,0.0,0.0,0.0,0.0
103,1854,MtCO2,255.19633333333334,255.19633333333334,0.0,0.0,0.0,0.0,0.0,0.0
104,1855,MtCO2,260.2233333333333,260.18666666666667,0.03666666666666667,0.0,0.0,0.0,0.0,0.0
105,1856,MtCO2,277.31,277.26966666666664,0.040333333333333325,0.0,0.0,0.0,0.0,0.0
106,1857,MtCO2,279.88399999999996,279.8326666666667,0.05133333333333333,0.0,0.0,0.0,0.0,0.0
107,1858,MtCO2,284.174,284.1116666666666,0.06233333333333333,0.0,0.0,0.0,0.0,0.0
108,1859,MtCO2,301.2203333333333,301.17266666666666,0.05499999999999999,0.0,0.0,0.0,0.0,0.0
109,1860,MtCO2,330.94966666666664,330.6856666666667,0.264,0.0,0.0,0.0,0.0,0.0
110,1861,MtCO2,348.04,347.10866666666664,0.9313333333333332,0.0,0.0,0.0,0.0,0.0
111,1862,MtCO2,354.3723333333333,352.98633333333333,1.3896666666666666,0.0,0.0,0.0,0.0,0.0
112,1863,MtCO2,378.1983333333333,376.91499999999996,1.2796666666666665,0.0,0.0,0.0,0.0,0.0
113,1864,MtCO2,407.44733333333335,406.351,1.0926666666666667,0.0,0.0,0.0,0.0,0.0
114,1865,MtCO2,432.6813333333333,431.37966666666665,1.3016666666666667,0.0,0.0,0.0,0.0,0.0
115,1866,MtCO2,446.3616666666666,444.43666666666667,1.9213333333333331,0.0,0.0,0.0,0.0,0.0
116,1867,MtCO2,478.16266666666667,476.212,1.9433333333333334,0.0,0.0,0.0,0.0,0.0
117,1868,MtCO2,491.10966666666667,488.87666666666667,2.233,0.0,0.0,0.0,0.0,0.0
118,1869,MtCO2,521.51,518.958,2.552,0.0,0.0,0.0,0.0,0.0
119,1870,MtCO2,532.9243333333333,529.8516666666667,3.069,0.0,0.0,0.0,0.0,0.0
120,1871,MtCO2,566.555,563.3356666666666,3.219333333333333,0.0,0.0,0.0,0.0,0.0
121,1872,MtCO2,626.8276666666667,623.194,3.63,0.0,0.0,0.0,0.0,0.0
122,1873,MtCO2,665.9033333333333,660.3373333333333,5.562333333333333,0.0,0.0,0.0,0.0,0.0
123,1874,MtCO2,623.4506666666666,617.3639999999999,6.094,0.0,0.0,0.0,0.0,0.0
124,1875,MtCO2,676.2909999999999,670.6516666666665,5.635666666666666,0.0,0.0,0.0,0.0,0.0
125,1876,MtCO2,686.0516666666666,679.778,6.262666666666666,0.0,0.0,0.0,0.0,0.0
126,1877,MtCO2,699.6073333333334,691.0823333333333,8.525,0.0,0.0,0.0,0.0,0.0
127,1878,MtCO2,705.078,695.4383333333333,9.654333333333334,0.0,0.0,0.0,0.0,0.0
128,1879,MtCO2,755.5863333333333,743.336,12.254,0.0,0.0,0.0,0.0,0.0
129,1880,MtCO2,854.513,839.6263333333333,14.89033333333333,0.0,0.0,0.0,0.0,0.0
130,1881,MtCO2,883.2303333333333,866.4846666666666,16.742,0.0,0.0,0.0,0.0,0.0
131,1882,MtCO2,932.8073333333333,914.2246666666666,18.413999999999998,0.165,0.0,0.0,0.0,0.0
132,1883,MtCO2,991.9946666666666,975.7219999999999,15.898666666666667,0.3813333333333333,0.0,0.0,0.0,0.0
133,1884,MtCO2,1003.1596666666667,984.203,17.765,1.1733333333333333,0.0,0.0,0.0,0.0
134,1885,MtCO2,1010.6433333333333,988.5333333333333,18.406666666666666,3.718,0.0,0.0,0.0,0.0
135,1886,MtCO2,1026.4759999999999,997.5276666666666,21.262999999999998,7.681666666666666,0.0,0.0,0.0,0.0
136,1887,MtCO2,1077.8276666666666,1043.0566666666666,22.98633333333333,11.795666666666666,0.0,0.0,0.0,0.0
137,1888,MtCO2,1193.4523333333334,1152.5726666666667,24.086333333333332,16.786,0.0,0.0,0.0,0.0
138,1889,MtCO2,1193.0233333333333,1152.965,27.822666666666663,12.235666666666667,0.0,0.0,0.0,0.0
139,1890,MtCO2,1299.8003333333334,1254.0549999999998,34.04866666666666,11.696666666666665,0.0,0.0,0.0,0.0
140,1891,MtCO2,1360.2893333333334,1311.0569999999998,40.27466666666666,8.954,0.0,0.0,0.0,0.0
141,1892,MtCO2,1371.5386666666666,1324.1836666666666,39.58533333333333,7.780666666666666,0.0,0.0,0.0,0.0
142,1893,MtCO2,1355.1229999999998,1305.9969999999998,41.84033333333333,7.293,0.0,0.0,0.0,0.0
143,1894,MtCO2,1402.3936666666666,1354.826,40.842999999999996,6.702666666666666,0.0,0.0,0.0,0.0
144,1895,MtCO2,1487.002,1432.1413333333333,47.81333333333333,7.0473333333333334,0.0,0.0,0.0,0.0
145,1896,MtCO2,1535.523,1476.8783333333333,51.795333333333325,6.853,0.0,0.0,0.0,0.0
146,1897,MtCO2,1608.2146666666665,1546.3249999999998,54.60033333333333,7.293,0.0,0.0,0.0,0.0
147,1898,MtCO2,1696.3429999999998,1631.7546666666665,56.14033333333333,8.466333333333331,0.0,0.0,0.0,0.0
148,1899,MtCO2,1853.1736666666668,1783.6206666666667,58.641,10.912,0.0,0.0,0.0,0.0
149,1900,MtCO2,1954.7293333333332,1877.3846666666666,65.78733333333332,11.55,0.0,0.0,0.0,0.0
150,1901,MtCO2,2019.4386666666667,1933.0849999999998,73.47999999999999,12.87,0.0,0.0,0.0,0.0
151,1902,MtCO2,2070.603333333333,1977.426,79.47133333333332,13.705999999999998,0.0,0.0,0.0,0.0
152,1903,MtCO2,2258.912333333333,2160.429333333333,83.941,14.538333333333332,0.0,0.0,0.0,0.0
153,1904,MtCO2,2282.8849999999998,2173.7246666666665,93.99866666666667,15.176333333333332,0.0,0.0,0.0,0.0
154,1905,MtCO2,2430.4353333333333,2318.7303333333334,94.53399999999999,17.182,0.0,0.0,0.0,0.0
155,1906,MtCO2,2552.722333333333,2438.711,94.97766666666666,19.041,0.0,0.0,0.0,0.0
156,1907,MtCO2,2886.759333333333,2750.6966666666663,116.18199999999999,19.891666666666662,0.0,0.0,0.0,0.0
157,1908,MtCO2,2777.7236666666663,2633.037,125.00033333333332,19.689999999999998,0.0,0.0,0.0,0.0
158,1909,MtCO2,2887.3936666666664,2733.786,130.075,23.54,0.0,0.0,0.0,0.0
159,1910,MtCO2,3028.219333333333,2863.3366666666666,139.94933333333333,24.93333333333333,0.0,0.0,0.0,0.0
160,1911,MtCO2,3083.4796666666666,2909.1919999999996,148.5403333333333,25.73633333333333,0.0,0.0,0.0,0.0
161,1912,MtCO2,3229.068333333333,3049.229333333333,151.51033333333334,28.335999999999995,0.0,0.0,0.0,0.0
162,1913,MtCO2,3493.9043333333334,3288.0356666666667,176.2493333333333,29.619333333333334,0.0,0.0,0.0,0.0
163,1914,MtCO2,3170.383333333333,2958.820333333333,181.39366666666666,30.15833333333333,0.0,0.0,0.0,0.0
164,1915,MtCO2,3127.432,2901.616666666667,193.93,31.889,0.0,0.0,0.0,0.0
165,1916,MtCO2,3374.7780000000002,3125.679333333333,210.672,38.404666666666664,0.0,0.0,0.0,0.0
166,1917,MtCO2,3530.9449999999997,3254.3096666666665,236.08566666666667,40.538666666666664,0.0,0.0,0.0,0.0
167,1918,MtCO2,3483.219666666667,3202.9873333333335,243.67933333333332,36.54566666666666,0.0,0.0,0.0,0.0
168,1919,MtCO2,3018.836333333333,2708.284333333333,272.58366666666666,37.97566666666667,0.0,0.0,0.0,0.0
169,1920,MtCO2,3510.1659999999997,3118.544,349.89533333333327,41.715666666666664,0.0,0.0,0.0,0.0
170,1921,MtCO2,3079.952333333333,2661.1493333333333,383.801,35.013,0.0,0.0,0.0,0.0
171,1922,MtCO2,3229.618333333333,2764.0029999999997,425.49099999999993,40.13166666666666,0.0,0.0,0.0,0.0
172,1923,MtCO2,3664.3786666666665,3139.1946666666663,472.63333333333327,52.56166666666666,0.0,0.0,0.0,0.0
173,1924,MtCO2,3675.9726666666666,3146.7259999999997,469.524,59.72266666666666,0.0,0.0,0.0,0.0
174,1925,MtCO2,3701.9179999999997,3146.3849999999998,491.59366666666665,63.92466666666666,0.0,0.0,0.0,0.0
175,1926,MtCO2,3644.575,3076.337,499.1176666666667,69.12766666666666,0.0,0.0,0.0,0.0
176,1927,MtCO2,3980.2729999999997,3358.978333333333,545.3066666666666,75.999,0.0,0.0,0.0,0.0
177,1928,MtCO2,3994.0266666666666,3302.288,573.7856666666667,82.59533333333334,35.364999999999995,0.0,0.0,0.0
178,1929,MtCO2,4293.871999999999,3520.4216666666666,633.7723333333333,102.87199999999999,36.82066666666666,0.0,0.0,0.0
179,1930,MtCO2,3968.3379999999997,3212.8616666666667,615.9119999999999,104.21400000000001,35.36866666666666,0.0,0.0,0.0
180,1931,MtCO2,3545.4466666666667,2829.1963333333333,592.5846666666666,92.818,30.843999999999998,0.0,0.0,0.0
181,1932,MtCO2,3198.613,2519.6746666666663,566.236,88.08433333333333,24.643666666666665,0.0,0.0,0.0
182,1933,MtCO2,3368.046,2636.3406666666665,617.2429999999999,90.71699999999998,23.741666666666664,0.0,0.0,0.0
183,1934,MtCO2,3664.2136666666665,2880.1189999999997,654.0636666666666,101.65466666666667,28.358,0.0,0.0,0.0
184,1935,MtCO2,3849.3106666666663,2998.6659999999997,707.586,110.98633333333332,32.07233333333333,0.0,0.0,0.0
185,1936,MtCO2,4226.75,3293.3889999999997,769.604,125.01133333333333,38.76033333333333,0.0,0.0,0.0
186,1937,MtCO2,4526.162666666666,3472.740333333333,872.6666666666666,140.04466666666664,40.718333333333334,0.0,0.0,0.0
187,1938,MtCO2,4267.992666666666,3242.316,852.2433333333333,134.95166666666665,38.45233333333333,0.0,0.0,0.0
188,1939,MtCO2,4506.406666666667,3448.606333333333,881.4739999999999,140.78533333333334,35.53366666666666,0.0,0.0,0.0
189,1940,MtCO2,4907.576666666666,3813.6119999999996,910.03,152.54433333333336,31.394,0.0,0.0,0.0
190,1941,MtCO2,5028.312666666667,3899.3349999999996,932.1216666666666,153.57466666666667,43.27766666666666,0.0,0.0,0.0
191,1942,MtCO2,5043.643,3969.445333333333,869.682,166.16966666666667,38.335,0.0,0.0,0.0
192,1943,MtCO2,5220.079333333333,4059.1356666666666,943.3416666666666,183.03266666666667,34.55833333333333,0.0,0.0,0.0
193,1944,MtCO2,5184.894,3878.7576666666664,1085.7256666666665,197.74699999999999,22.663666666666668,0.0,0.0,0.0
194,1945,MtCO2,4336.548333333333,3013.4426666666664,1084.809,215.53766666666664,22.762666666666664,0.0,0.0,0.0
195,1946,MtCO2,4734.102999999999,3252.135333333333,1223.7499999999998,222.52633333333333,35.69499999999999,0.0,0.0,0.0
196,1947,MtCO2,5240.374333333333,3639.6066666666666,1312.1643333333332,246.28633333333332,42.33533333333333,0.0,0.0,0.0
197,1948,MtCO2,5509.434333333333,3752.287,1427.9576666666667,278.465,50.72833333333333,0.0,0.0,0.0
198,1949,MtCO2,5248.672,3573.669,1319.0283333333332,298.771,57.22566666666666,0.0,0.0,0.0
199,1950,MtCO2,5790.352333333333,3889.046333333333,1410.3539999999998,350.933,66.33733333333333,73.678,0.45397,128.48733333333334
200,1951,MtCO2,6230.928,4095.1166666666663,1567.2763333333332,413.81266666666664,74.77066666666667,79.93333333333334,0.54219,153.28866666666667
201,1952,MtCO2,6314.968,4045.9209999999994,1658.4956666666665,444.785,80.39533333333333,85.42599999999999,0.45455666666666666,156.26966666666667
202,1953,MtCO2,6491.000999999999,4081.733333333333,1766.2406666666666,472.164,89.463,81.40733333333333,0.39875,162.22066666666666
203,1954,MtCO2,6634.008333333333,4080.2813333333334,1880.0613333333333,498.81333333333333,97.207,77.67099999999999,0.5745666666666667,162.81099999999998
204,1955,MtCO2,7263.487,4417.915333333333,2095.9766666666665,544.2726666666666,108.40499999999999,96.90633333333332,0.5794066666666666,187.22733333333332
205,1956,MtCO2,7730.741333333333,4644.984666666666,2276.567333333333,583.5096666666666,117.43233333333332,108.25466666666667,0.62392,201.36966666666666
206,1957,MtCO2,7970.552333333333,4732.856333333333,2366.778333333333,641.3073333333333,123.17066666666666,106.46166666666666,0.5780133333333333,223.84633333333332
207,1958,MtCO2,8221.462333333333,4806.255666666666,2488.9223333333334,698.8336666666665,132.286,95.18666666666667,0.5904433333333333,208.05766666666665
208,1959,MtCO2,8652.123333333333,5000.655,2662.6269999999995,750.2843333333333,146.80599999999998,91.75833333333333,0.49250666666666665,213.52466666666666
209,1960,MtCO2,9114.911666666667,5188.054666666666,2854.4596666666666,825.3336666666665,157.86833333333334,89.20633333333333,0.5471033333333333,238.414
210,1961,MtCO2,9111.644666666667,4970.995333333333,3016.2659999999996,871.7243333333333,166.375,86.28033333333333,0.55814,263.4316666666667
211,1962,MtCO2,9434.949333333332,4955.346,3257.5326666666665,957.2713333333332,178.81966666666665,85.99066666666666,0.5346366666666666,272.811
212,1963,MtCO2,9972.185666666666,5156.052,3500.244,1036.8196666666665,188.518,90.574,0.6336366666666666,285.34366666666665
213,1964,MtCO2,10478.794333333331,5249.658333333334,3767.1369999999997,1141.8329999999999,207.29866666666666,112.871,0.66198,312.33033333333333
214,1965,MtCO2,10968.873666666666,5335.275,4067.107,1219.6653333333334,216.29299999999998,130.52966666666666,0.6699733333333333,322.85366666666664
215,1966,MtCO2,11467.481666666667,5382.468666666667,4380.552,1328.2463333333333,231.528,144.66833333333332,0.66572,349.30133333333333
216,1967,MtCO2,11820.71,5295.598,4672.987,1421.9883333333332,239.21699999999998,190.91966666666664,0.6978033333333333,373.835
217,1968,MtCO2,12465.757333333333,5350.191,5105.338333333333,1549.306,256.9783333333333,203.94733333333332,0.7233233333333333,395.11266666666666
218,1969,MtCO2,13303.935333333333,5549.0673333333325,5541.018999999999,1698.7849999999999,270.88966666666664,244.21466666666663,0.8562766666666667,413.71366666666665
219,1970,MtCO2,14416.123333333333,5730.270333333333,6342.526666666667,1780.5406666666668,284.823,277.95533333333333,0.9546533333333332,437.5433333333333
220,1971,MtCO2,14996.927,5730.318,6714.682333333333,1923.3316666666665,307.6003333333333,321.046,0.9961966666666666,461.406
221,1972,MtCO2,15686.612333333333,5724.312,7246.455333333333,2041.8933333333332,327.448,346.5403333333333,1.0133566666666667,492.6973333333333
222,1973,MtCO2,16513.863666666668,5881.384666666666,7756.888333333332,2123.579333333333,350.0566666666667,401.97666666666663,1.07503,527.923
223,1974,MtCO2,16477.794666666665,5890.111333333333,7677.160333333333,2168.646333333333,350.67266666666666,391.20033333333333,1.0219733333333334,489.7383333333333
224,1975,MtCO2,16498.834,6017.916666666666,7613.8443333333325,2180.592333333333,350.1263333333333,336.3616666666667,0.9730599999999999,448.7633333333333
225,1976,MtCO2,17407.327666666664,6285.630999999999,8039.768,2309.1566666666668,377.42466666666667,395.2923333333333,1.0427633333333333,440.11366666666663
226,1977,MtCO2,17892.332333333332,6416.703333333333,8344.834666666666,2352.0273333333334,397.49966666666666,381.27099999999996,0.9894133333333333,450.6553333333333
227,1978,MtCO2,18566.485666666664,6605.896,8667.373,2477.8086666666663,425.37,390.04166666666663,0.9846466666666666,456.89966666666663
228,1979,MtCO2,19071.514,6852.134666666666,8808.154666666665,2615.9356666666667,435.00966666666665,360.2903333333333,1.00012,458.8173333333333
229,1980,MtCO2,18999.119333333332,7057.772333333332,8488.967666666666,2695.4986666666664,440.37399999999997,316.5396666666667,0.97834,447.37
230,1981,MtCO2,18510.495666666666,7009.1449999999995,8089.062666666666,2733.412,442.15233333333333,236.71999999999997,0.8933099999999999,413.18566666666663
231,1982,MtCO2,18412.940333333332,7134.211333333333,7925.159,2675.8379999999997,442.51533333333333,235.213,0.8654799999999999,374.4253333333333
232,1983,MtCO2,18605.931666666667,7347.442666666666,7869.832666666666,2719.2329999999997,456.93266666666665,212.509,0.8088666666666666,359.1463333333333
233,1984,MtCO2,19160.478333333333,7659.296333333334,7906.488333333333,2939.1926666666664,469.25266666666664,186.2373333333333,0.8499333333333333,360.536
234,1985,MtCO2,19853.141,8222.525666666666,7911.812333333333,3059.3236666666667,478.53666666666663,180.939,0.8826766666666667,368.3863333333333
235,1986,MtCO2,20124.829999999998,8318.236666666666,8132.19,3003.0,502.39199999999994,169.01866666666666,0.8137433333333333,394.29133333333334
236,1987,MtCO2,20832.735,8619.937333333333,8276.682333333332,3248.124,525.3416666666667,162.68266666666665,0.82456,432.443
237,1988,MtCO2,21633.421333333332,8912.148666666666,8567.727666666666,3411.041333333333,557.6486666666666,184.855,0.86064,447.6963333333333
238,1989,MtCO2,21966.164,8933.818666666666,8715.963666666667,3593.4836666666665,572.7443333333333,150.16833333333332,0.9036133333333333,464.5373333333333
239,1990,MtCO2,21388.319333333333,8532.443333333333,8404.432666666666,3728.6076666666663,576.708,146.13866666666667,0.90552,551.5803333333333
240,1991,MtCO2,21948.912333333334,8387.712666666666,8937.081999999999,3870.423333333333,589.3066666666666,164.40966666666665,0.8841433333333333,532.631
241,1992,MtCO2,21516.957,8408.407333333333,8380.775333333333,3983.4006666666664,613.9319999999999,130.45633333333333,1.0316166666666666,597.85
242,1993,MtCO2,21733.990666666665,8416.268666666667,8451.622666666666,4086.214,643.7383333333333,136.16533333333334,1.05303,605.8689999999999
243,1994,MtCO2,21806.711666666666,8495.699666666666,8394.65,4091.9449999999997,682.9789999999999,141.45633333333333,1.0441933333333333,625.3536666666666
