code,name,unit,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
BWA,Botswana,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7023333333333333,2.6363333333333334,2.7793333333333337,3.1973333333333334,3.0323333333333333,3.047,2.7573333333333334,2.801333333333333,3.344,3.1606666666666663,7.687481018739867,6.98508048833331,3.23065870079971,12.2512542024048,9.06461208437983,7.540983631306033,7.567333384290863,9.780821970568589,11.96800986344744,5.293581864572723,6.790182946695206,5.032112871080094,5.9268761828850565,16.098248009056622,17.604357008056574,16.103031597594846,16.945014580678137,17.71763965423958,18.160979935969863,18.442475055226456,
