,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,World,marine_bunkers,MtCO2eq,354.0490186,370.5888037,391.5413835,365.8961762,341.2127,351.851792,351.6580902,353.7938286,364.5550653,356.973902,331.8471616,299.0233684,279.9521293,283.7214165,306.2667819,325.590341,322.119184,337.6499087,337.4523668,370.9937676,385.7450473,414.4063705,401.6475295,414.3017115,427.5375907,437.5935573,448.3629849,461.9317223,489.1869273,502.1308119,476.4400245,494.635876,502.35,551.9781317,571.6361705,608.958072,645.3054986,646.6868449,614.876374,661.801826,662.4634633,616.3653305,614.8859112,635.5683726,659.8416472,678.2022564,701.8738746,700.4282654,684.8432725,0.0
1,Annex I Parties ,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,236.6943799,235.9260995,242.8806334,232.4419161,227.8999994,231.491156,226.7787577,228.0797255,233.8164875,236.061031,252.9687153,226.5206944,241.3756264,233.3289935,260.0772113,271.8649884,286.961301,301.964824,287.0262232,259.3501999,269.009284,267.7909317,229.7082445,232.2717468,257.4321532,250.0492171,258.7755526,273.0293128,269.245087,275.1799798,0.0
2,   Annex II Parties   ,marine_bunkers,MtCO2eq,205.2420072,214.6837776,232.3265952,215.4867154,219.5666798,222.0642874,222.5395597,231.8266283,239.6773659,237.6889833,221.6261726,189.3625096,173.4700878,169.364381,173.4735557,181.672111,176.9351755,182.5895934,186.1630216,226.1589513,232.1772732,238.7114994,228.981978,224.1097249,227.9457919,223.5881384,225.5988544,231.075578,232.6694495,247.1829128,220.3908984,234.266087,225.3673346,250.9235011,262.3147471,277.3642319,292.7157414,277.7225375,250.5790213,254.6870201,250.1522988,215.7526912,205.1555443,199.5025683,196.187631,212.2169618,221.7877021,218.0240655,226.3753253,0.0
3,      North America      ,marine_bunkers,MtCO2eq,26.69033211,25.97687563,33.34181684,35.40392685,36.50492699,48.22031185,58.54564415,71.78930173,83.79474107,94.90166391,84.41391025,67.85857509,60.55749495,59.42868791,57.02847176,55.39819127,55.48643677,59.99300691,62.83435399,94.53311182,100.3150885,105.723265,93.07418708,89.62765513,94.66810564,89.49115329,77.45403322,76.72635922,86.39722794,93.21078795,65.65362903,76.40644634,62.71311896,79.51934125,85.47889533,91.3670594,99.75067898,85.51241105,79.46224452,85.70755309,81.86408004,58.9669335,56.64434934,55.43247717,54.22659353,64.18007754,75.20119607,65.68768253,73.92331486,0.0
4,      Europe      ,marine_bunkers,MtCO2eq,121.8877895,134.3812511,134.9732305,114.9994083,111.9534879,116.9169069,111.430613,112.5925677,106.9931607,98.48762197,96.35261925,92.2523011,85.70609385,82.40234338,89.14837715,104.4954966,101.6746387,104.0958678,103.9669875,110.5112389,110.0949472,111.0283041,111.3700977,109.275811,111.1789838,117.4319014,127.8431015,133.3440846,126.0107388,133.0666442,136.4916554,139.0244825,141.8113671,149.8968091,153.0227546,162.8988642,170.4304196,170.8547306,151.9114935,150.860232,151.9603573,140.1457607,132.5588986,128.3863672,125.1881051,130.6671099,130.120978,135.0159855,134.3844299,0.0
5,      Asia Oceania,marine_bunkers,MtCO2eq,56.66388559,54.32565088,64.01154786,65.08338029,71.10826488,56.92706862,52.563302469999996,47.44475881,48.88946413,44.29969741,40.85964314,29.25163337,27.20649902,27.5333497,27.29670677,21.77842308,19.7741,18.50071865,19.36168005,21.11460056,21.76723749,21.95993025,24.53769326,25.20625882,22.09870254,16.66508362,20.30171964,21.00513416,20.26148282,20.90548071,18.24561391,18.83515824,20.84284857,21.50735082,23.81309726,23.09830828,22.53464287,21.35539581,19.20528328,18.11923503,16.32786138,16.63999702,15.95229636,15.68372401,16.77293239,17.3697744,16.46552807,17.32039748,18.06758052,0.0
6,   Annex I EIT   ,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,9.88265489,3.027748452,3.482566055,2.898696229,3.153926459,2.605214254,2.36950822,1.509934926,1.783041833,1.86954339,1.816368124,2.473189582,2.63531753,2.700838984,2.718400179,3.175337073,3.159558491,3.015430087,3.492315144,3.59411771,7.90847071,12.24122387,8.934730804,19.7020101,50.08752007,45.45127221,37.23992373,40.87860267,40.36317502,37.80737864,0.0
7,Non-Annex I Parties ,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,134.2993877,149.8189479,171.5257371,169.2056134,186.4017121,196.0464347,210.8147996,220.2832594,228.1152347,253.1258963,249.1620966,249.9193301,253.2602497,269.0210064,291.9009204,299.7711821,321.9967709,343.3406746,359.6606217,355.5261741,392.7925421,394.6725316,386.657086,382.6141644,378.1362193,409.79243,419.4267038,428.8445618,431.1831784,409.6632927,0.0
8,Annex B Kyoto Parties,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,116.9014601,115.3755755,116.9293056,116.7858786,115.2249289,116.9587456,123.1028452,132.4744566,137.9134186,131.1920954,140.5806352,144.4814211,146.8831161,150.723304,158.8390065,161.9956132,172.6655964,179.692385,181.1275451,162.6523782,161.3669002,161.5976209,150.4150097,142.5680031,138.3146451,136.1648927,143.1352233,143.6932131,148.4699298,149.5019616,0.0
9,OECD Total,marine_bunkers,MtCO2eq,210.5242433,220.4785139,237.9032179,220.1899162,223.5138061,226.0777702,226.6408809,235.8829646,244.0942707,241.841775,226.3408517,193.4620394,177.081542,173.7996586,179.0980649,189.4296518,186.6277448,192.2843235,197.1007502,236.7770932,244.1496803,253.7079096,246.4572629,249.9233829,256.6956389,256.569132,262.0216361,269.0397365,273.6326649,287.9621956,260.49745,273.4813097,268.2140024,296.4193986,310.0270298,325.9757409,338.3111586,321.7094791,289.162863,294.5358759,289.0038283,255.278942,242.9504706,236.7180481,236.8512452,257.1118141,265.5650889,259.3151098,263.7861643,0.0
10,Non-OECD Total,marine_bunkers,MtCO2eq,143.5247753,150.1102899,153.6381656,145.70626,117.6988939,125.7740218,125.0172093,117.910864,120.4607946,115.1321271,105.5063099,105.561329,102.8705873,109.9217578,127.1687171,136.1606892,135.4914393,145.3655852,140.3516166,134.2166744,141.595367,160.6984609,155.1902665,164.3783287,170.8419518,181.0244253,186.3413488,192.8919857,215.5542624,214.1686163,215.9425745,221.1545664,234.1359975,255.5587331,261.6091407,282.982331,306.99434,324.9773658,325.713511,367.2659502,373.4596351,361.0863886,371.9354406,398.8503244,422.990402,421.0904423,436.3087858,441.1131556,421.0571082,0.0
11,Canada,marine_bunkers,MtCO2eq,3.099452497,3.39603721,3.688696798,3.275050847,2.607160979,2.765937036,2.834524819,5.612862846,5.000934226,4.758193422,3.073934331,2.463270924,1.900267467,1.673039585,1.189088299,1.145346671,1.720072937,1.78618219,2.064639817,2.897483219,2.99280991,3.072985179,2.739469719,3.078937115,3.200962836,2.979821889,2.938197924,3.695236073,3.321723022,3.371732659,3.632464269,2.754891463,1.587628875,1.933093323,2.860404796,2.281850427,2.781081654,2.7063612,2.111164654,2.201894531,1.619279727,1.326394286,1.404678055,1.174383359,0.691206333,1.040098449,1.201850467,1.444455638,1.803405228,0.0
12,Chile,marine_bunkers,MtCO2eq,0.606738605,0.612961497,0.588069605,0.460499187,0.373377728,0.289367553,0.236472485,0.267587269,0.329816836,0.273810161,0.314259445,0.093344351,0.099567243,0.071564067,0.090233067,0.143128134,0.133793635,0.158685526,0.364043228,0.57785606,0.619178537,0.646017454,0.74539056,1.022991682,1.129461508,0.846316847,1.021432959,1.195093748,1.316441274,1.96430853,2.169860059,2.005825159,2.790015204,3.007333473,3.329762835,3.943986153,3.799887587,3.678539736,2.642125987,1.296219714,1.585393129,0.536048056,0.669744453,0.640964997,0.413826687,0.420049903,0.441126981,0.421947913,0.317591736,0.0
13,Mexico,marine_bunkers,MtCO2eq,0.258252769,0.295590445,0.35159712,0.37026612,0.385823512,0.528951646,0.616073105,0.945889942,0.983227617,1.011231117,1.070349076,0.94900155,0.942778334,1.328601845,1.344159237,1.621131969,1.643861404,1.641201503,1.772245341,0.0,0.0,0.0,0.72380383,2.505768343,2.576699643,2.661342262,2.785671932,3.400503546,3.810314983,3.876604676,3.719597053,2.762722813,2.835325928,2.624540412,2.731957259,2.816780628,2.719466048,3.215197587,2.416426744,2.530066483,2.883793295,2.89939579,2.533313414,2.565241392,2.648037628,2.789680543,2.474647472,2.565648306,2.458773696,0.0
14,United States,marine_bunkers,MtCO2eq,23.59087962,22.58083842,29.65312004,32.128876,33.89776601,45.45437481,55.71111933,66.17643888,78.79380684,90.14347049,81.33997592,65.39530416,58.65722748,57.75564833,55.83938347,54.2528446,53.76636384,58.20682472,60.76971417,91.6356286,97.32227859,102.6502799,90.33471736,86.54871801,91.46714281,86.5113314,74.5158353,73.03112314,83.07550492,89.8390553,62.02116476,73.65155488,61.12549008,77.58624792,82.61849053,89.08520897,96.96959732,82.80604985,77.35107987,83.50565856,80.24480031,57.64053921,55.23967128,54.25809381,53.5353872,63.13997909,73.99934561,64.24322689,72.11990963,0.0
15,OECD Americas,marine_bunkers,MtCO2eq,28.5135424,27.87558795,35.07999968,37.03320828,37.75920842,49.42830595,59.7303708,73.27427341,85.62202545,96.49971844,86.03168212,69.14366854,61.84897208,61.02368576,58.68644233,57.35408788,57.57071632,61.93661989,65.12395092,95.44313195,101.3143417,106.8260149,94.92345311,93.62910949,98.95875158,93.60245665,81.91588772,81.96392889,92.07333182,99.79907555,72.6226276,81.98625162,69.28386422,86.39684992,92.69041721,99.65132871,107.7200689,93.94561524,86.0985857,91.5779726,88.62651347,66.34059868,60.8918791,59.23596912,58.23389297,68.44064897,78.95632241,69.1003711,77.1127375,0.0
16,Australia,marine_bunkers,MtCO2eq,5.152768116,4.493320129,5.967186247,5.712941131,5.080228957,4.601848026,4.943904558,4.718644477,4.498930653,3.715797795,3.685777371,2.616423788,2.738638908,2.311058583,2.307620707,1.55725592,1.650767116,1.860870223,2.115039078,2.158887306,1.951518852,2.076673475,2.26580456,2.506503089,2.817351231,2.871934495,2.648207487,2.331187126,2.674738763,2.993715199,2.600090897,2.422257178,2.899283587,2.927987511,2.764876349,3.259513221,2.673550486,3.05357655,2.833364354,2.184868935,1.942441189,2.539807582,2.025141054,2.327902223,1.766860695,1.762262441,1.805335467,1.832286112,2.47356934,0.0
17,Israel,marine_bunkers,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35479979,0.370842397,0.426655246,0.364813657,0.407404117,0.383482656,0.481200112,0.599921556,0.600698161,0.63890903,0.652616634,0.296361197,0.566762834,0.423149484,0.465836857,0.587766837,0.555196096,0.847669405,0.855645171,0.719522385,0.814807909,0.821521869,1.073940048,1.176133683,1.113806878,1.070246311,0.984968477,1.017442305,0.777649556,0.432912264,0.813240773,0.489731989,0.755556617,0.97034522,1.070236868,0.0
18,Japan,marine_bunkers,MtCO2eq,50.45768772,48.73491219,57.00549951,58.41515973,64.93309652,51.0240377,46.40016037,41.59049641,42.82635117,39.39446498,36.13505633,25.89658925,23.71212736,24.39044075,24.24555843,19.6259385,17.61973138,15.91630875,16.58716184,17.90277116,18.88688284,19.00665107,21.34289251,21.33110691,18.13929207,12.69892562,16.52428397,17.57880342,16.65168248,17.14822424,14.81842702,15.50835829,17.07177728,17.83265361,20.04671639,18.85566786,18.85761943,17.17719188,15.27254492,14.85546941,13.28778993,13.12084707,12.94774745,12.43001314,13.92599544,14.63827683,13.73241552,14.48723312,14.54216332,0.0
19,Korea,marine_bunkers,MtCO2eq,1.542673945,1.955876834,1.892040631,0.923853519,0.170472603,0.190115457,0.291204977,0.240762486,0.343398695,0.31470744,0.855237601,0.577988017,0.576518576,1.246765879,1.711599846,3.069909441,4.44133126,5.213779722,6.195015425,5.324199117,7.962591661,10.31236097,12.63430784,18.63610275,21.57704923,26.64635097,29.489952,30.42114161,32.16103601,30.77956943,29.76270309,28.88577789,31.27142005,32.47883627,33.59360854,33.64756737,31.22261351,29.47112702,27.09367645,29.05138114,28.25472699,27.50640696,26.88869818,27.33829855,30.37859689,34.04290391,32.89354744,30.76961354,26.75170036,0.0
20,New Zealand,marine_bunkers,MtCO2eq,1.053429755,1.097418566,1.038862108,0.955279427,1.094939399,1.301182898,1.219237548,1.135617922,1.56418231,1.189434643,1.038809433,0.738620336,0.75573275,0.831850367,0.743527639,0.595228654,0.503601504,0.723539678,0.659479138,1.052942087,0.928835793,0.876605708,0.928996187,1.368648818,1.142059243,1.094223508,1.129228184,1.095143613,0.935061574,0.763541277,0.827095992,0.904542778,0.8717877,0.746709703,1.001504519,0.983127202,1.003472953,1.124627385,1.099374006,1.078896687,1.097630267,0.979342368,0.979407851,0.925808649,1.080076259,0.969235131,0.927777084,1.000878247,1.051847851,0.0
21,OECD Asia Oceania,marine_bunkers,MtCO2eq,58.20655953,56.28152772,65.90358849,66.00723381,71.27873748,57.11718408,52.85450745,47.68552129,49.23286283,44.61440485,41.71488074,29.82962139,27.78301759,28.78011558,29.36310641,25.21917492,24.6420865,24.07931203,25.9640996,26.82228233,30.21102926,32.87221277,37.77269926,44.4812706,44.32836841,43.60779579,50.35843447,51.84942525,52.88835568,52.27281698,48.5635131,48.56860553,52.96991379,54.70570947,58.22151371,57.56739752,54.83119642,52.00265652,47.41276661,48.24086248,45.56755686,45.16384629,43.6186441,43.45493482,47.96477005,51.9024103,50.11463213,49.06035624,45.88951774,0.0
22,Austria,marine_bunkers,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050506447,0.044193335,0.041036624,0.044193335,0.053663158,0.063133292,0.063133292,0.063133292,0.066290003,0.066290003,0.072603115,0.075759826,0.08522996,0.069446404,0.082073248,0.080459991,0.070412497,0.075529316,0.069756025,0.05960398,0.07060826,0.062315494,0.063938059,0.068679486,0.064013758,0.064458955,0.064995674,0.065563727,0.04426283,0.045424375,0.0
23,Belgium,marine_bunkers,MtCO2eq,8.166021252,9.078697484,9.745412154,8.579383243,8.76175669,8.445340876,8.583332638,8.772955477,7.797460074,7.635809076,8.882957975,7.997307167,7.998944986,7.773907561,7.412173974,9.144260855,10.61798772,11.84145934,12.42553483,13.04171904,13.34676488,13.26080255,13.64628828,13.06970657,12.43611412,14.33378239,16.2273793,17.36870921,14.86132034,17.19648332,16.80863422,21.96298904,24.0188588,24.9126392,24.65391011,26.68014498,29.85263992,30.81186108,22.58804354,24.54699923,21.81281787,19.51655412,19.87908949,17.35232381,18.6521166,21.39313779,24.12977614,29.89218198,26.39530191,0.0
24,Czech Republic,marine_bunkers,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Denmark,marine_bunkers,MtCO2eq,2.112617698,2.222433461,2.18437125,1.655685849,1.687494985,1.694717994,1.492932152,1.556082328,1.355026473,1.341141308,1.533881946,1.561076137,1.421184653,1.419953837,1.360982734,1.525070637,2.238121125,2.837330204,2.903455541,3.053640663,2.739226627,2.866036772,4.262434107,4.789641902,5.016271424,4.747630272,4.3579004,4.37871606,4.111347166,4.082256957,3.392276079,2.789301615,2.933435333,2.385691034,2.434440719,3.213523644,3.365914605,2.904486754,1.621590227,2.186578689,2.216022393,1.63397444,1.994262995,2.34010251,2.416563739,2.105569175,1.667700046,1.858998821,2.325196614,0.0
26,Estonia,marine_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,0.574822247,0.677415001,0.392765267,0.478055574,0.403265992,0.28106634,0.290050872,0.317672382,0.336187719,0.352092604,0.333819588,0.318521944,0.374492251,0.355613277,0.476721044,0.380441712,0.674561904,0.785168636,0.799981313,0.71299014,0.700969889,0.598983741,1.277672925,1.339898384,1.027809114,0.925092656,0.867421484,0.994418054,0.929035574,0.574859774,0.0
27,Finland,marine_bunkers,MtCO2eq,0.242155201,0.164815825,0.254842393,0.230013944,0.307535307,0.480850387,0.698538727,0.81472857,1.752508742,1.858502917,1.820140101,2.086517454,2.132168699,2.671479163,1.468533098,1.633227283,1.560136827,1.560136827,1.666067956,1.799923898,1.715907139,2.162822905,1.696054898,1.321621241,1.046441005,1.185578833,1.288050271,1.647489574,1.76513765,2.122876102,1.816677698,2.043355345,2.030486165,1.634564511,1.606700357,1.768420129,1.45044207,1.270752896,0.789295591,0.669461682,0.632188376,0.386451844,0.411522925,0.305409809,0.943853013,0.913215822,1.123671565,1.037354317,1.07040111,0.0
28,France,marine_bunkers,MtCO2eq,12.89773437,15.09599585,17.08056294,15.86802748,14.71639181,16.70886092,16.96868471,15.18423548,15.3817496,12.72454065,12.46821503,9.455454517,8.379069847,7.48126508,7.656114279,7.700168683,7.207922267,7.210368053,7.408399637,7.861719994,7.909407211,7.644260673,7.377521756,6.60235368,6.786035534,7.139203856,7.800075825,8.654951776,8.703385525,8.988899407,7.623167534,7.384552378,7.991899448,9.029980592,8.254966239,8.552427618,8.76803826,7.659843885,7.643463221,7.412285904,8.424310243,7.97197674,7.276589883,6.215829282,5.552299705,5.262838269,5.561636041,6.284408717,5.480757441,0.0
29,Germany,marine_bunkers,MtCO2eq,13.13702067,13.89825313,13.07291669,11.40880306,10.7136092,10.65343732,10.89484925,10.49910688,10.82717457,11.22580453,11.97683969,10.64477136,9.922062692,9.179072733,11.05707442,14.31724033,11.13821917,9.294786188,8.102176493,7.951939564,6.716969529,5.651390886,7.059843071,6.540800292,6.575948538,6.487700889,6.870990276,6.523401795,6.65089447,6.986389189,7.0861056,7.598097744,8.277925641,8.46635128,7.930257875,8.20803536,9.768322371,9.471335804,8.685401203,8.839566864,8.670572387,8.097520528,7.316964773,7.326978158,7.609661518,8.899662125,7.234991731,5.354164435,4.296729953,0.0
