,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
10,Non-OECD Total,gas,MtCO2eq,558.0522424,587.5106225,620.2125137,657.9668443,692.7646672,749.6943969,798.8856348,845.1257544,906.642121,967.0803549,1029.087897,1106.353561,1177.480297,1273.748575,1361.027933,1454.411943,1543.638584,1621.537514,1720.370775,1769.84047,1818.703432,1766.37572,1755.806793,1723.367603,1727.074318,1768.44427,1771.170736,1809.418241,1884.365798,1931.212948,2009.756891,2092.868515,2235.461986,2324.747118,2424.929707,2558.282223,2652.521713,2771.194796,2700.118031,2983.973843,3081.681683,3137.838261,3196.80362,3247.69951,3285.472179,3376.913539,3514.628926,3676.841417,3792.081288,
11,International marine bunkers,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000748848,0.003190877,0.095122756,0.117733444,0.17390586,0.227360997,0.46576923,
12,International aviation bunkers,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Canada,gas,MtCO2eq,68.3526568,78.19661892,83.15352501,86.21162738,87.94210294,89.90959547,95.00793644,91.41470004,95.32248699,96.71004747,94.34395769,95.8393467,93.90759798,100.9911354,108.8132312,107.7909191,106.839805,117.9223362,122.8111235,119.3129973,119.2076282,125.4557248,131.0550719,138.10653,143.6245882,150.844357,151.5105411,146.545576,153.6619474,162.8331627,156.4472117,164.3867037,172.4247281,166.7894909,167.3581262,165.1541061,176.0497228,174.4496633,169.1683714,171.7193557,189.1794516,192.1012245,203.2375925,214.3550975,212.5939157,213.6469783,217.2188595,234.1926725,235.5778628,225.799603
14,Chile,gas,MtCO2eq,1.324191205,1.205946041,0.946810402,0.986535221,1.121167431,1.221866489,1.257474252,1.174517057,1.389969351,1.423419181,1.40163681,1.451139616,1.565738374,1.601655008,1.597858067,1.464180831,1.421595268,1.99571847,3.111746731,0.941847187,1.014721616,1.037628399,0.915554995,0.976327105,1.020072114,1.018510624,1.929577849,3.281259937,4.348639226,6.699549692,8.485668883,8.331260446,9.887803045,11.15002434,10.57885148,8.525427125,5.118013816,3.397438,4.582965751,8.740337866,10.23558141,9.01685645,9.215148156,7.722158634,8.292818103,8.730183651,9.229977038,9.219697294,10.42190405,10.92665169
15,Mexico,gas,MtCO2eq,19.58605364,20.99657917,23.48492806,24.62194779,24.48832034,23.63302693,24.84559332,30.73800504,38.2175878,40.49705388,42.63782262,48.67716585,48.6923372,49.05821832,50.59766584,44.87026143,44.50739093,45.0879276,43.04924768,48.43850776,52.21903906,53.00832477,55.15459431,57.30106887,56.36906179,61.05830568,65.4120239,75.55651362,72.23943874,82.07313044,83.13276203,93.60386252,104.7295011,109.6117227,109.2805228,120.6303107,124.2642461,130.7795,130.8120234,135.2920444,140.2933239,146.8817261,140.7914632,138.6309699,144.3973045,146.3541836,150.2619476,146.6505016,139.4515012,162.3237737
16,United States,gas,MtCO2eq,1197.765398,1210.073551,1200.070221,1158.606873,1063.442204,1084.694273,1062.505354,1066.333177,1101.719533,1087.211202,1062.404007,986.581999,925.344674,986.6488136,950.8288489,890.7974636,942.7374589,989.6516658,1034.20003,996.5121831,1015.553827,1043.588635,1079.513046,1102.432774,1145.996124,1169.476527,1206.482652,1186.809285,1192.453034,1236.215767,1183.68716,1222.846386,1192.173627,1197.925647,1182.500157,1167.989653,1245.355864,1250.055695,1223.383263,1289.095644,1305.635281,1363.085137,1387.865024,1414.76307,1461.652775,1472.198386,1439.04502,1603.218387,1662.681954,1618.224229
17,OECD Americas,gas,MtCO2eq,1289.657254,1313.684014,1310.982993,1273.889078,1180.257071,1202.936781,1187.50885,1194.482008,1241.849372,1231.577238,1206.980429,1139.227203,1076.901223,1145.639374,1119.202676,1052.41712,1103.115185,1162.295395,1210.46279,1172.772109,1195.797857,1230.769319,1274.611113,1306.705009,1355.399209,1391.521731,1436.812982,1425.520035,1434.216249,1500.6616,1445.357727,1502.724389,1492.266608,1499.214009,1484.142213,1476.775179,1565.107213,1574.061724,1545.519158,1623.460472,1662.923214,1729.316849,1759.95448,1794.818196,1846.88092,1861.731763,1834.791239,2013.067336,2066.126568,2031.73297
18,Australia,gas,MtCO2eq,4.005109765,5.821039335,7.119742313,7.819600906,8.652729521,9.747363904,11.46581066,12.60838385,14.06807758,16.31051036,18.85261219,20.84870644,20.78408361,22.27560556,23.80766816,26.1421266,26.86961076,28.16508311,29.09184063,32.31721645,30.63119637,31.92842482,33.31828256,34.83357803,37.44417773,37.73265907,38.0162005,39.68977699,41.50303757,43.68089497,46.10930484,50.73800616,46.39848621,47.87970445,47.7597773,48.56564512,55.62946408,57.42306791,59.67656003,60.98448507,61.86253434,64.88902123,65.47227438,66.59171531,67.25083294,69.28524722,71.92589866,74.24978328,76.62728698,86.56347222
19,Israel,gas,MtCO2eq,0.032800045,0.02324804,0.0,0.000658064,0.000658064,0.000658064,0.000658064,0.001265724,0.000860618,0.002126343,0.002126343,0.000860618,0.000860618,0.000860618,0.007228542,0.005712326,0.006318097,0.005711751,0.005964493,0.005155718,0.003791146,0.003942431,0.000455296,0.000505934,0.008036238,0.010360995,0.010562738,0.008440175,0.010562738,0.007075603,0.006923958,0.015060607,0.016930663,2.298780959,3.164115315,4.541564382,5.452131342,6.930810785,8.470945818,10.20110904,9.480924116,4.944716692,13.62605524,15.50894773,16.38346524,18.64348161,19.96741712,18.15105625,18.18720714,19.03055554
20,Japan,gas,MtCO2eq,8.587565906,8.744651168,13.67397142,17.54164674,19.30800223,22.99291087,28.2218196,38.45430654,45.4025581,51.56542299,52.81228343,53.46999273,57.06928302,76.67252008,81.99077007,83.46235809,86.15088183,90.3564349,96.6108567,111.7106743,119.700434,121.1120115,124.021854,130.2016205,134.8722442,140.6677774,145.3979289,149.2192849,158.1727614,163.1233786,162.532796,166.4565402,171.8750918,170.8913586,169.7030131,186.4821016,202.6288478,198.5393564,196.4095607,207.0519656,241.3737398,250.5959801,249.8593823,251.9702866,239.9554683,245.3312298,239.3183555,229.3517065,219.8730916,229.64484
21,Korea,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122810554,4.434851513,5.747477867,5.554988349,6.409636336,7.415229678,9.699457873,12.11791012,16.13089957,19.50929056,25.77298092,31.32382582,29.30436661,35.86650324,40.193293,44.01997528,49.181106,51.25242753,60.42595497,64.29033337,68.73376134,73.86455668,75.54697346,72.65748847,91.49599304,98.61990416,106.8459142,111.0184399,100.133418,93.6450759,99.34749293,102.9964976,114.2955214,110.3255697,115.2486553
22,New Zealand,gas,MtCO2eq,0.245839685,0.481226877,0.578821384,0.600469544,0.649906647,1.834361078,3.093266456,3.031258856,2.089303494,1.857067559,2.200728204,3.892206915,3.970974657,4.346689414,5.334093367,4.636578617,4.763738826,4.931876507,5.039972575,6.599502023,7.323567558,7.749801592,7.500846864,6.973764469,6.435303711,7.446142126,8.607252993,7.410473054,8.419131674,8.72135771,9.699584928,9.001891555,7.628862141,6.544419913,6.888557171,6.84406083,7.673477177,6.907135442,6.72080865,7.507677111,6.785069039,7.044391406,7.375568019,7.542796494,7.13840782,6.878318216,7.440871557,6.425194545,7.111645915,6.686309152
23,OECD Asia Oceania,gas,MtCO2eq,12.8713154,15.07016542,21.37253512,25.96237526,28.61129646,34.57529391,42.78155478,54.09521497,61.56079979,69.73512725,73.86775017,78.2117667,81.8252019,103.2956757,111.1397601,114.3695862,122.225401,129.2065841,136.3036227,157.0421848,165.0742188,170.4936382,176.9593488,188.1403685,198.2690524,211.6299206,223.355771,225.6323417,243.9719967,255.7259999,262.368585,275.3926045,277.1717984,288.0402189,291.8057962,315.1671333,345.2484771,345.3473439,343.9353637,377.2412298,418.1221714,434.3200236,447.3517198,441.7471642,424.3732501,439.4857697,441.6490405,442.473262,432.1248013,457.1738323
24,Austria,gas,MtCO2eq,5.426587948,5.992810675,6.525522901,7.225294047,7.145563571,8.155447669,8.268054636,8.672199351,8.762515958,8.28528893,7.821996324,7.624769828,7.66367158,8.657801003,9.503856379,9.358861152,9.797640299,9.256615352,9.972116318,11.45857518,12.10813371,12.16932728,12.62900628,13.29555446,14.54115375,15.5028844,14.92763858,15.35803237,15.62925648,14.73809946,15.8538432,15.7560892,16.98509279,17.3588898,18.27151768,17.04796716,16.09816315,16.98102192,16.53274936,18.21673153,17.24916792,16.48808471,15.90624824,14.39872352,15.46522536,16.23209461,17.50901457,16.66372477,17.21722153,16.44624817
25,Belgium,gas,MtCO2eq,11.34447898,14.42279418,15.2070895,17.95290009,17.41370736,19.02150058,18.68078024,18.55826424,20.68175815,19.65875905,17.90374494,14.59282926,15.61411243,16.18193488,16.20282836,14.46274859,16.27375944,15.8074314,17.84125048,18.37536136,19.58930221,19.83885292,20.81365523,21.28730084,23.39396614,26.18381254,24.85629429,27.71512848,29.27236633,29.55851704,29.61359294,30.45924072,32.19957835,32.71740539,31.99113075,33.09317023,33.07821021,32.98250293,33.66194752,37.19870266,31.57694898,32.03429433,31.97565705,27.93060025,30.44367566,31.15818666,31.60922288,32.79327296,33.31083949,33.12505447
26,Czech Republic,gas,MtCO2eq,1.868771083,2.029390586,2.228749279,2.717334326,3.110993976,3.434660639,3.90337087,4.373800176,4.907243466,5.652638022,5.670692341,6.00674953,7.047489997,7.501533548,9.188177143,9.732732766,10.64259939,10.75498606,11.07827544,11.53344358,11.35738805,12.6743888,12.82501125,12.79589315,14.62945609,17.00188413,17.48857033,17.39849207,17.61583869,17.12252743,18.43300605,17.82344499,18.0749411,18.14416617,17.90911968,17.57321305,16.62119803,16.28060452,15.3202004,17.37923183,15.85016324,15.61762771,15.85575448,14.04728825,14.76309313,16.02167228,16.52829918,15.63827559,16.42024795,16.68906494
27,Denmark,gas,MtCO2eq,0.0,0.000454936,0.000859088,0.000505484,0.000859088,0.000606581,0.001162378,0.001010733,0.001061281,0.000960185,0.04568754,0.072070821,0.121069799,0.330609819,1.48174868,2.581330851,3.349473368,3.668259463,3.927046867,4.181432606,4.747411529,4.999723551,5.673768364,6.3629686,7.383745841,8.713009216,9.18515576,9.99041877,10.51206904,10.45293787,10.88547471,10.87482532,11.00610967,10.95761675,10.52784509,10.73379938,9.604599819,9.657833013,9.262291706,10.38028678,8.76937017,8.222506062,7.750834169,6.691435067,6.851973196,6.991059942,6.900739861,6.822458172,6.507087774,5.247067576
28,Estonia,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,2.444309417,2.486005955,1.481577941,0.754883468,0.937242112,1.091355904,1.234721285,1.197115706,1.119926912,1.092427141,1.323048539,1.420133601,1.336849627,1.459569077,1.56694884,1.604931301,1.62551878,1.625560114,1.539044595,1.204710008,1.322907229,1.183686525,1.257901038,1.143843756,1.0247549,0.918885182,1.008031269,0.955606984,0.973928917,0.895701784,0.8198114256
29,Finland,gas,MtCO2eq,0.0,0.0,0.0,0.907483976,1.482065481,1.734206159,1.756589834,1.909960345,1.908139608,1.725306574,1.431803274,1.28491641,1.253893335,1.494363129,1.903743645,2.333665174,3.093100593,3.309410251,4.330514659,5.06911187,5.363245604,5.564839203,5.751597644,6.342874675,6.589460037,6.893870684,6.783855583,7.771935309,7.780043155,7.96680395,8.644099555,8.583588461,9.501069943,9.153375772,8.375168941,8.951847682,8.281446261,8.467931233,7.556835323,8.349210135,7.302067086,6.458119047,6.010763003,5.389131565,4.638887453,4.064549121,3.715462459,4.252104747,4.11598212,4.080730784
30,France,gas,MtCO2eq,17.75667797,21.9587288,25.73381848,27.73194091,30.80637243,34.56062488,36.09845546,38.54713227,43.79153511,44.27172274,45.73651375,44.41942611,46.70110411,48.8275086,51.21412711,52.15211464,53.03256891,51.44423014,53.00772376,53.45827647,61.0271732,61.58604812,61.99518083,61.58157642,62.94291767,69.80968892,69.00631685,70.79988538,74.76715193,78.06502972,82.83233639,83.29705479,87.04479746,88.82676486,91.68426091,89.78154901,86.50418177,89.57893105,88.78134425,94.75351072,86.04267052,88.86883387,89.57264635,74.3813276,79.4566044,87.41687725,87.29084354,83.11296123,84.80489514,78.93472687
31,Germany,gas,MtCO2eq,38.53923864,50.20756914,65.05432337,80.64647643,84.43697038,89.97458316,96.42043367,103.554792,112.3188337,111.7536968,107.8385666,100.4191613,102.6476409,103.0207672,101.2883699,103.241174,111.8595275,111.3284594,114.3921727,115.4582018,124.0058557,122.9182728,129.3619412,135.7488052,145.2905866,162.7599191,155.4082677,156.5922623,158.0911369,156.263916,163.4138597,163.232826,166.5224924,167.2162801,169.0186855,172.4345919,166.3562273,173.3105608,161.4303969,177.0571326,160.1663259,161.4228928,164.0019119,147.6115478,152.4861918,167.2725542,170.5035863,171.471746,170.0508529,170.5897846
32,Greece,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111085436,0.100320504,0.083996422,0.043817484,0.092031974,0.092891298,0.087028622,0.100573247,0.097540812,0.103706779,0.090010507,0.085563188,0.098602093,0.09425587,0.107446655,0.302882353,1.230183089,2.513772629,3.693065385,3.795114936,4.064286564,4.470734076,4.932386687,5.223341614,6.13292092,7.502289928,7.85127114,6.274683894,6.729178523,8.216396668,7.544429745,6.806810968,5.010334299,5.406287629,7.751107154,8.852028733,8.444488468,9.442349922,10.2373104
33,Hungary,gas,MtCO2eq,5.974630049,6.592216738,7.981768259,8.982030649,9.690016132,11.50262968,12.64418482,13.89738054,14.87314048,16.26460837,16.82437577,17.73358021,17.65992572,18.11141955,18.04988173,19.29076765,19.32091121,19.05424573,19.86306422,19.08353292,19.491465,16.86071336,18.25438062,18.42510907,19.86110359,22.37333728,21.51310644,21.54363608,21.93135093,21.2220192,23.63158246,24.10606689,26.44315746,25.68436016,26.69115523,25.27739198,23.75800958,23.5461286,20.36414699,21.42780103,20.29230658,17.96362786,17.01079981,15.54615339,16.59008849,17.76412942,18.76883631,18.07776869,18.26894576,19.00581992
34,Iceland,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ireland,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08715139,1.725816532,2.608536486,3.887686751,3.9759283,4.188850593,4.518148788,2.20473711,2.164529119,2.767192525,3.312443632,3.314998608,3.384318859,3.362806531,4.050127519,4.032618179,4.365507657,5.152797581,5.313033809,5.436942627,5.985862587,7.115355291,7.257990292,7.671325211,8.534575254,8.461003654,8.011667736,9.109583586,9.833161808,10.25409547,9.905730807,10.83123636,9.399152341,9.141023209,8.754798567,8.432059981,8.484364667,9.706931357,9.963262372,10.38019916,10.54767099,10.5367841
36,Italy,gas,MtCO2eq,24.11157756,27.88885804,31.56705943,35.46453411,41.10202275,49.90750305,51.03521758,45.32667637,46.97740369,46.46433116,45.78699515,46.51747986,48.08538088,56.31506158,57.17968107,60.86388101,68.7990757,74.9525121,81.51774495,87.25007006,92.42386967,90.93837358,95.0800695,92.227556,102.0667921,105.7911647,109.0621456,117.880515,127.9155466,133.4137627,133.9506471,133.3676067,146.827325,151.9468309,162.779914,159.5191575,160.5198665,161.1615339,148.2186707,157.7388531,148.4259341,142.5584527,133.1077276,117.5780091,128.271871,134.5829738,142.6204857,137.9794209,141.3211785,135.5880206
37,Latvia,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,5.590235699,5.551971193,3.974625047,2.592473934,1.888813186,2.320071926,1.978741723,2.421656696,2.371278938,2.271611818,2.525556965,2.935037451,3.005207092,3.126973911,3.103531065,3.184215397,3.293171282,3.178870168,3.116447862,2.850289772,3.422984753,3.001757452,2.820160115,2.802336542,2.510951603,2.564275642,2.592753075,2.308717105,2.719766158,2.560040511,2.114890999
38,Lithuania,gas,MtCO2eq,,,,,,,,,,,,,,,,,,,,9.393465055,9.636104655,5.594759193,3.078893851,3.240249443,3.52927055,3.701420903,3.503503035,2.877525262,2.977829642,3.497784162,3.535327974,3.620517195,4.009447837,4.166529622,4.571518429,4.442719111,4.338066757,4.031299204,3.892333265,4.728381764,4.127032103,3.891388312,3.296930447,2.80155628,2.648408796,2.355103784,2.179083536,2.16037912,2.131619545,2.326625132
39,Luxembourg,gas,MtCO2eq,0.035731148,0.265404183,0.514142988,0.688928576,0.807399901,0.922833448,0.97472893,1.068278954,1.108133033,0.998164914,0.76461608,0.640801903,0.611061238,0.657591842,0.713700226,0.710780589,0.807297379,0.834650804,0.953845976,1.010415142,1.048898236,1.093128082,1.130468891,1.1438506,1.30695526,1.431971299,1.469917995,1.483577608,1.542897135,1.579671571,1.75580014,2.509439805,2.540306995,2.81292093,2.766766315,2.894019318,2.701338482,2.57162613,2.616789139,2.814813896,2.42969256,2.480972902,2.102576547,1.993215485,1.820423524,1.679694767,1.643637565,1.62040309,1.617038594,1.470600604
40,Netherlands,gas,MtCO2eq,47.39979678,61.62745169,68.1383523,72.57527131,69.36270073,72.32181737,73.51053374,73.55607949,73.91499112,67.2461732,64.08367144,62.41097558,66.27981465,68.75065817,72.56932791,72.48169333,74.64045883,66.91821357,68.83224573,69.12812342,77.43705066,75.31479568,77.82711582,74.68368628,76.93298884,86.12326246,79.93408049,79.08376107,77.20664238,77.23755163,79.5340154,78.82972534,79.42625506,81.30406425,78.60246361,75.76700904,73.32112444,77.12942659,77.9879545,87.33612715,75.83482592,72.40733081,73.25801253,63.4186314,62.74227853,65.79002092,67.24487242,66.38016321,69.04033935,67.81430309
41,Norway,gas,MtCO2eq,0.0,0.0,0.0,0.028554682,0.408812556,0.68430237,0.965098827,1.630954316,1.529420885,2.043001502,1.999588169,2.226459105,2.654931469,2.354222698,2.772991412,5.001320574,3.488173222,4.053202959,4.228776419,4.645877506,4.541918221,7.61096889,8.689124307,9.232118695,8.138194993,7.01566606,9.220241933,10.12423877,11.18379567,7.409524928,8.126293631,8.326296674,8.937342445,9.427568497,9.26483221,9.574513467,9.857446617,10.00932212,11.01359396,13.51285125,12.41298291,11.72459652,11.71851342,12.29988195,12.65201597,12.46504365,12.69735649,12.1061026,12.11988191,10.35270306
42,Poland,gas,MtCO2eq,10.31951854,10.79144451,10.69425553,10.65232729,11.48702407,12.93960349,13.97894136,14.75961638,14.99443838,15.26643354,14.74692197,14.49493852,14.61547804,15.21120514,15.62596979,16.31045304,16.34087545,16.52357421,16.18354027,15.57702543,14.31595744,13.98805351,14.10225297,14.96077316,15.46136523,16.18981887,17.25553707,17.07441321,17.27715007,17.87201095,18.87664,19.59202094,20.80848299,22.3884661,23.22129303,23.48168142,23.65455675,23.81053119,23.80901431,25.5135988,25.44068307,26.45234954,26.53459136,25.25700768,26.18586143,28.12730214,29.66612571,30.35302382,31.79958475,32.13828151
43,Portugal,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159759758,1.436337831,4.333367487,4.612659036,5.242124313,6.35115036,6.150711525,7.724134724,8.69123156,8.339142579,8.878119587,9.610694021,9.653217501,10.48877633,10.63284042,9.011767963,8.061284721,7.639581034,9.013725793,9.645994225,12.20779702,11.2206419,11.86517615,11.58854045
44,Slovak Republic,gas,MtCO2eq,2.664698057,2.893664522,3.178013313,3.87462316,4.435836078,4.897308957,5.56579722,6.236460864,7.439281506,4.970513785,5.167221464,5.388995684,5.540289166,6.284831891,6.454740444,6.91627607,7.302502646,7.193332017,8.127002172,11.75326393,10.05703818,11.14189973,10.92330157,10.71436222,11.81745174,12.50509645,12.79687481,12.96257339,13.35319672,13.2121251,13.36741228,12.53882741,12.08789225,11.50621308,12.63950876,11.54469771,10.81883459,10.81533124,9.406728714,10.9028271,9.586093265,9.168226592,9.381432925,7.607061233,7.619769054,7.785079798,8.223901261,7.977641076,8.207626508,8.076533169
45,Slovenia,gas,MtCO2eq,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.804410274,1.709902466,1.430489483,1.42356342,1.452940973,1.537073396,1.611051408,1.62765418,1.676245885,1.718871167,1.649168895,1.714485132,1.699142306,1.84377927,1.87141324,1.887708066,1.848823209,1.842462597,1.840310757,1.742913612,1.843541848,1.723069909,1.659943158,1.617217336,1.461970696,1.550960892,1.645926364,1.725007302,1.691456892,1.713798991,1.71693749
46,Spain,gas,MtCO2eq,0.688938898,1.341779543,1.935427571,1.915646233,1.822778842,2.421832381,2.333255172,2.449544869,2.972023907,3.148474905,3.74428367,4.032359495,4.311090235,4.019088522,4.5531836,4.94081242,5.597283093,6.965636731,8.672317594,10.01589535,10.87621523,11.91366896,12.29395145,13.06064832,16.92497225,18.60978895,24.82974618,25.50942815,29.66706867,34.15383432,37.20493095,42.79994058,48.56767376,56.61969305,66.91492119,72.18618859,73.52471825,80.87223969,72.21073548,71.74794385,66.62670347,65.10511786,59.17259643,54.24920402,56.45974495,57.59220094,62.41060387,61.9539527,71.11693929,64.04900681
