,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
15,Mexico,coal,MtCO2eq,5.206264152,5.825574413,6.524068811,6.827047826,6.70286655,7.324047011,8.029826656,8.274904518,8.020358068,7.364913219,7.874116946,8.242557878,11.30455668,11.1833126,11.73894647,12.07170946,13.17084985,11.85553351,13.42543617,15.19716732,14.92635356,14.88651456,18.07890076,20.02838423,21.88979899,24.84073364,25.35210964,26.04104651,25.55299716,26.51757912,30.17935925,34.47455292,43.86694411,39.47255781,48.3157277,52.45605152,47.03775062,42.89056713,42.52275947,53.84422463,58.00243266,50.91788416,51.59018401,50.37223625,55.32188297,48.63632915,51.25870557,44.02531607,42.76597286,25.31368899
16,United States,coal,MtCO2eq,1112.829169,1178.279159,1249.089572,1241.743857,1233.412581,1315.297462,1363.830458,1348.613981,1429.056432,1441.251633,1522.982201,1455.811257,1533.384635,1619.861192,1671.169496,1635.134088,1708.410021,1791.725925,1807.576656,1847.109577,1832.803145,1836.640986,1887.740799,1892.965079,1948.616499,2026.11702,2118.734908,2094.271023,2076.714379,2183.053499,2184.963056,2101.667266,2141.674082,2167.839464,2190.042988,2156.816755,2184.659662,2141.325826,1880.232757,1991.972123,1879.141664,1656.127589,1713.612471,1707.194995,1472.428192,1362.809626,1330.760293,1269.422719,1077.839435,885.1007201
17,OECD Americas,coal,MtCO2eq,1193.733774,1254.33386,1327.139679,1319.998674,1309.844104,1398.964724,1452.976587,1440.466036,1526.361181,1544.951166,1626.71686,1563.567899,1652.840803,1750.296076,1799.506387,1756.702749,1838.889376,1930.292452,1951.431448,1981.10837,1970.145326,1976.716862,2023.905843,2034.970319,2094.669366,2178.3364,2282.305534,2263.835756,2244.920115,2360.028981,2360.496149,2277.716032,2325.968203,2340.849606,2371.069749,2342.561659,2373.420832,2318.883102,2040.657686,2167.41784,2059.195931,1822.232815,1886.001816,1873.231258,1640.793423,1526.175865,1494.513046,1414.338483,1223.785293,995.3537458
18,Australia,coal,MtCO2eq,75.65644928,79.74226855,81.97887498,87.37238713,93.31695857,93.39497281,101.2515977,93.30433291,97.6104392,107.146948,108.2550726,113.1444712,106.1063332,108.8258255,119.9407283,118.2928416,126.3810928,131.6913296,141.0265777,141.5050621,146.3202458,149.4256213,150.3657686,152.6857056,157.1538339,164.1862408,170.411328,188.5987147,190.3016343,191.0075772,196.1413617,197.8373739,196.1564603,204.8643059,209.0759792,212.4360987,214.0468228,211.5568505,217.5899722,202.9185663,194.3100924,189.4235205,176.8542838,168.130166,173.7070366,179.7572474,178.5837186,171.0473523,166.2493748,157.0220782
19,Israel,coal,MtCO2eq,0.022977732,0.005721631,0.005721631,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,0.002860271,2.250838019,4.220016567,6.729212158,7.354627096,8.146944128,8.676685824,8.587930679,9.193115331,9.510929636,10.22501129,12.46689044,14.24058379,15.09245602,16.54603257,19.65787241,21.68450816,23.32108369,22.92244858,25.68822281,28.92224104,30.22544019,31.14064908,31.17149461,29.67020042,30.66591418,32.06645522,30.37976774,29.35378001,29.46828996,30.554273,33.84568307,28.24870912,26.28925188,25.73980115,21.96658914,19.88558909,18.7418289,19.80886994,18.50575143
20,Japan,coal,MtCO2eq,202.7778602,207.8747275,212.7117455,212.4028046,206.2817749,205.0987176,194.324654,176.0546405,189.4056785,199.074217,213.0001709,223.2583988,220.0555961,244.2729085,255.9683325,247.0944324,245.1826363,265.3643685,266.9168996,297.1888291,298.892483,295.910928,300.6889617,309.6109704,319.391107,328.245552,331.6339203,304.7014712,319.9946552,347.4192425,357.3568724,376.1141125,391.1503974,397.8314852,401.4310781,396.8482865,415.7458278,399.6288744,386.4255781,423.4589226,409.6921278,429.8887417,458.7810716,454.5145601,450.5501989,442.0238306,446.0425231,431.699897,426.1489387,412.8736476
21,Korea,coal,MtCO2eq,23.77285235,24.64488203,30.56526208,32.55953883,34.19872631,37.05815845,40.1589344,40.97931867,46.76042616,53.35251902,59.8505233,60.45871335,65.86803556,79.93864147,87.65241835,91.85894408,91.66281133,97.27791748,93.04692918,93.82479865,94.30727409,88.70686914,96.67982405,101.8535938,107.3396402,122.8039796,132.6705747,136.7331796,143.005413,181.36833,194.5537963,183.8197985,186.3005458,201.2369274,201.18479,211.5828447,217.7125022,243.8443684,260.4454196,285.7524642,307.7277297,300.2368667,293.4957302,299.998568,312.858656,304.8125936,314.5289051,316.8811201,300.917578,291.7233359
22,New Zealand,coal,MtCO2eq,4.034478086,4.165499497,4.593868637,4.568537862,4.314122732,4.460977601,4.163903841,4.37633482,3.75552059,3.974686404,3.984886757,4.013443694,4.375273242,4.355626096,4.037653965,3.500361175,4.195820821,4.881850149,4.292063866,3.438221141,3.195478747,3.537638107,3.473161481,3.342619866,3.282121731,3.244126992,3.940429354,4.521627894,4.652393305,4.485788413,5.608481067,5.524959801,8.060050007,8.205917648,8.981984512,8.981989966,6.789006754,8.361492352,6.384914495,5.64947191,5.491564132,6.988666883,6.156508139,5.660372445,5.766388906,4.766024524,5.07754213,5.277681353,6.069115639,6.799587149
23,OECD Asia Oceania,coal,MtCO2eq,306.2646176,316.4330992,329.8554728,336.9061287,338.1144428,340.0156867,339.9019502,314.7174872,337.5349247,363.5512307,385.0935138,403.1258651,400.6252547,444.1222137,474.9537602,468.8935234,476.0990471,507.8033964,514.4755857,545.4678407,552.9404929,550.047947,565.4482996,582.5853457,603.7127354,638.1377717,660.3407605,657.876077,680.8765444,749.9691609,782.5827524,793.5216848,812.8081026,843.3101308,850.3440323,860.5151341,886.3606148,893.7713534,900.1996644,947.247715,947.7757869,960.3834789,963.5363029,954.5929184,968.6220815,953.3262853,964.118278,943.6478796,919.193877,886.9244003
24,Austria,coal,MtCO2eq,16.68328969,15.63048503,15.71653808,16.30404581,14.18119132,15.13768658,12.72596138,13.16627925,14.30106818,14.48414176,15.48471282,14.80104375,15.59807985,17.73251805,17.80693537,15.71923898,15.61638363,14.65568641,14.65234259,16.78724221,17.77120988,13.75879062,12.40872467,12.66523237,14.49454741,14.11047805,14.8904053,13.20893925,13.34806097,15.11519191,15.82580782,15.77885169,16.90151155,16.94455528,16.43563241,16.33022636,15.85342102,15.15033851,11.40750581,14.19278048,14.82640182,13.71673816,14.27074407,13.09079606,12.61423886,11.66165427,11.93153207,10.27146833,10.77683388,9.004475067
25,Belgium,coal,MtCO2eq,45.06011693,46.97939164,48.24719234,52.30503224,39.27839436,40.92220219,40.54622746,41.66966758,42.56939468,42.34328623,41.73641428,41.2614421,37.62182108,41.85364315,39.7204165,35.79967704,35.83414373,37.40192843,38.94910515,40.72936629,39.65607322,35.97403794,33.97052195,36.74100817,34.97657244,33.34324804,31.75183036,31.33554263,27.76826427,30.42940143,29.36232577,24.57469272,23.90527105,22.11912371,20.74610027,19.3812097,17.48913206,18.00641638,10.81397762,14.08209429,13.10817882,12.12774376,13.19399389,12.45556646,12.41931686,11.77176532,11.54191406,11.39706327,11.42613215,8.939784622
26,Czech Republic,coal,MtCO2eq,135.3361629,132.1955118,125.5427128,123.1505352,126.8961939,130.8399271,137.5953036,133.071937,141.9196457,134.711833,134.6811145,139.5521832,141.4757775,142.9803953,141.7533365,141.7652809,141.9492517,140.2102435,131.3008277,118.2410514,107.6168601,99.47962098,97.21584478,91.66410885,92.48546852,91.08611777,88.70021607,81.43236938,74.80411987,86.95574654,84.16539539,80.86583706,83.29667464,82.68081305,78.6116136,79.77193659,82.5472868,77.79813657,72.85177519,73.01090146,71.46360412,69.14281994,64.89835761,61.76056692,61.56728797,62.66220935,61.55323853,60.98768862,55.18350662,47.08706637
27,Denmark,coal,MtCO2eq,6.156243962,5.590467295,7.987308659,6.86570921,8.180440844,11.52348017,13.18846183,14.23753258,17.27158434,24.33877726,19.38375471,23.46501731,22.09529975,23.76616108,29.17646074,29.45726608,28.89407065,26.96958894,22.2010464,24.3250555,32.9856764,27.48387546,28.80634892,30.94268336,25.90045227,35.55330583,26.45581825,22.46400367,18.87355123,15.79173018,16.69987938,16.72619201,22.82628746,17.47652745,14.7493939,22.17301553,18.57583683,16.32942662,16.03762901,15.58467558,12.970953,10.16551991,12.91508634,10.23352413,7.281694785,8.421388056,6.295182223,6.430674405,3.624969916,2.963025824
28,Estonia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,23.9420326,21.0480931,17.57695186,12.76255123,12.37340863,11.58723355,12.04206596,11.76007153,11.29096616,10.61636187,10.57412378,10.48486933,10.14615195,12.09710241,12.07067181,12.16531973,10.82809705,14.56019753,13.15932114,10.77444277,14.42748237,13.589741,12.16008266,14.44578521,13.30513095,11.12557009,11.40583394,12.07137565,10.68033853,5.725704405,4.899121377
29,Finland,coal,MtCO2eq,8.721847147,9.734366955,10.45909025,10.6714687,9.691451276,13.01411942,13.31714326,18.10111236,17.46276375,20.24834818,13.00541426,13.74328115,14.48164865,16.26562511,20.41794329,18.68761346,21.01165831,20.79075011,20.50534318,21.7963248,22.91829702,20.48201075,22.85211573,27.35959325,23.9189613,29.59674452,27.98166658,23.11689525,22.65170072,21.73200561,25.95830437,28.19874411,35.08827083,31.69653809,20.89151459,31.82707552,30.05311893,23.10150343,22.47174697,28.9251228,23.65426921,19.05375723,20.9029154,18.81942617,16.33745661,18.14523302,16.63989272,17.59053989,14.87852811,11.81091715
30,France,coal,MtCO2eq,142.7760271,126.0820122,125.5726666,124.6623963,110.093385,124.3643677,124.7826948,121.5493687,127.795157,127.0487402,112.6153682,115.9019656,104.6669082,101.2946335,95.70322181,81.81096114,74.55926958,74.73751935,81.29849506,76.5418254,81.7547034,72.61074379,56.17019038,56.31829781,59.67689647,63.29956063,58.23574407,68.0896432,60.45993289,59.94166399,50.40095746,52.06814993,53.45775262,52.00998053,56.17999689,52.82540015,55.26556998,50.46295164,42.47697847,45.85349305,39.05456507,43.9460651,46.38764184,34.53268336,33.59277935,30.72737998,35.9206492,35.48533219,28.83108671,21.27148969
31,Germany,coal,MtCO2eq,565.5336944,554.9354304,562.4532646,562.7105691,505.473094,537.6565209,517.8461199,529.1721822,561.7800122,567.7028975,577.493726,564.9659257,572.6257896,597.6566796,598.1466532,580.320262,571.6607388,568.1034486,566.0084041,521.7358409,465.1260652,423.2328476,403.685395,395.1303009,382.7932671,385.2760238,367.3014638,358.1952962,339.3895801,347.7069608,350.0628582,351.2568669,358.676144,349.6972352,336.1657307,342.5998507,352.6810187,326.4185436,293.5651256,315.9707282,315.7108214,326.617219,335.0612862,318.7169511,317.5149811,305.3609413,285.6968932,274.4080256,219.2779621,173.3594995
32,Greece,coal,MtCO2eq,6.755283526,7.545194411,8.463892572,8.784424173,10.90178328,13.15070835,13.59640535,12.61589681,13.72701794,13.29556048,14.94909012,16.11428655,20.02200872,21.31099185,24.96623799,25.45666369,28.1326155,30.85933254,33.20296451,33.69405656,32.54350516,34.59754601,34.75384325,36.03099359,37.2799834,33.86651723,33.66086416,34.48057355,33.91081656,38.49106045,39.47066641,38.04439575,38.54287999,39.20140818,38.72490947,35.52112989,37.50565152,36.25389633,35.905452,33.71803645,33.48207167,33.72652572,29.40547424,27.58100484,23.73592114,20.1619874,20.0726042,19.8591042,13.79044028,7.344570901
33,Hungary,coal,MtCO2eq,36.5056887,35.61281252,36.38052237,35.23147019,34.32295086,35.65416644,35.62105987,39.10787982,38.50831993,38.04189564,37.65792403,38.83345205,37.25438588,37.73292437,36.47318333,35.59510091,35.72284476,33.94876247,31.87790468,25.26163472,23.81329294,19.63690259,18.73534703,18.1172119,17.79896281,17.57714543,16.68269985,16.35280346,16.61954869,15.69623952,15.10438542,14.83830922,15.27602121,14.63124257,12.67407223,12.32038812,12.34796482,12.03087597,10.29217402,10.74768131,10.90938538,10.54714585,9.191938482,9.05539826,9.411720547,8.765784065,8.9869536,8.165129535,7.091129739,6.318271229
34,Iceland,coal,MtCO2eq,0.002704865,0.002704865,0.002704865,0.0,0.0,0.0,0.0,0.0,0.058825826,0.075136573,0.133866439,0.130020378,0.183228826,0.255238012,0.27046369,0.300515437,0.242695623,0.246197931,0.255294891,0.27148521,0.276584363,0.19403714,0.189635121,0.284329943,0.231470326,0.271691497,0.237468162,0.279303766,0.242191922,0.414007859,0.391315862,0.408652858,0.387122583,0.436284307,0.418225917,0.372609165,0.447570932,0.393864817,0.360135625,0.380101387,0.382757565,0.392100864,0.410775523,0.366727511,0.391051009,0.0,0.0,0.0,0.0,0.0
35,Ireland,coal,MtCO2eq,9.318655068,8.673078173,7.241234466,8.35897615,7.591452519,7.953235591,8.435422222,7.203636962,8.928916904,8.479294687,9.113389299,9.615015691,10.30544645,9.856551486,11.16770433,12.06020188,15.29843956,15.43681122,15.69284705,15.21525317,14.64529757,14.14803484,13.60322108,12.8414293,12.82278188,12.81797692,11.95768726,12.04882584,10.30313465,10.86709801,11.44254749,11.20285664,10.7788885,10.13844208,11.23270167,10.03324881,9.783729019,9.630280566,8.496203658,8.412746258,8.319163519,9.589849629,8.702141228,8.633560934,9.358318137,8.966552208,7.843126365,6.424114731,4.448839809,3.56552796
36,Italy,coal,MtCO2eq,32.98857589,31.121782,30.65977933,35.59750919,31.54995901,35.24028475,35.30597083,34.49502964,39.81717992,44.69840433,49.09834046,52.7522946,47.74794599,56.88441961,60.08711867,55.15097664,56.41065807,53.0868168,52.76406701,56.81896575,53.57580966,45.10506571,39.68402455,42.48220636,45.66964976,41.77744734,41.95333434,42.83458158,42.00710569,44.14739297,49.37467127,50.93837728,55.88469419,63.71561811,64.11589781,62.1211612,62.20677306,60.03984322,47.73166383,52.67694416,59.39427595,61.42510017,53.3566034,51.38423072,48.1472932,42.8488846,37.22589094,34.46788399,25.78686143,19.03255151
37,Latvia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,2.877277565,2.561121071,2.247654721,2.068054173,1.57774184,1.131218309,1.061421719,0.951504099,0.695864314,0.524111428,0.5520998,0.518082917,0.419223195,0.347383969,0.279640634,0.33576521,0.355857614,0.432135451,0.428214319,0.346995041,0.438008321,0.450963137,0.372912453,0.294767607,0.242242525,0.190118983,0.168878978,0.165401185,0.194896411,0.16214958,0.0949372504
38,Lithuania,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,3.299115145,3.67699032,1.693665036,1.494369011,1.237873039,0.990405241,0.911576036,0.753250515,0.654737261,0.5554712,0.381026433,0.339856294,0.550071343,0.713018785,0.690338029,0.76768831,1.040236095,1.036607932,0.88144905,0.700117102,0.862455518,0.994330995,0.973529606,1.114604427,0.941566267,0.74938317,0.76855891,0.820569213,0.879790448,0.817161904,0.6379605338
39,Luxembourg,coal,MtCO2eq,12.32584889,11.52800533,12.11349704,11.0531238,8.136650633,8.61224659,7.922903263,9.042735132,8.44531192,8.425445091,6.867806005,6.344016054,5.866140491,6.719100776,6.682444886,6.099086008,4.95812806,5.290402456,5.546229476,5.248787703,4.895643633,4.349049971,4.612004241,3.825233412,2.114662203,1.920486841,1.248083229,0.380240931,0.384585091,0.441644097,0.474837588,0.297907336,0.229111216,0.320415225,0.313898353,0.37465957,0.318010029,0.30356444,0.270056212,0.271222247,0.235512155,0.216613623,0.193352076,0.215056846,0.19827301,0.21108003,0.182355936,0.169333727,0.171320736,0.1735533008
40,Netherlands,coal,MtCO2eq,15.42701401,14.42040111,16.0754396,15.12019563,12.42327108,10.91423621,11.07756739,12.33550843,12.74808588,14.493516,17.07729084,19.33286105,20.2859578,24.15447951,24.0883996,25.04511059,26.62365766,32.16450669,31.84729073,29.99703208,27.29455009,27.29235117,28.38399214,30.61654891,33.86324695,32.51756419,31.87913966,32.71550721,28.57631292,29.82225834,31.87832515,32.11031127,33.1639406,32.65197357,31.17137762,29.75220705,32.42542648,30.54167156,28.63261299,29.14991764,28.46490632,31.5618244,31.75999003,35.28198308,43.18952289,40.10822948,36.15477789,32.52677212,25.21799614,16.23534196
41,Norway,coal,MtCO2eq,3.883623883,4.1219907,3.899268274,4.315778082,4.022904008,3.950052832,3.484211076,3.495896252,4.367370253,4.017836233,3.996477875,3.847800668,4.144906399,4.618116403,4.550646165,4.045688834,3.887149207,4.090883658,3.608727473,3.543664887,3.153812814,3.223736344,3.214993112,3.604155726,3.876462684,3.893329182,3.873622862,4.025674013,3.928641891,4.010498684,3.545416237,2.974877178,2.960998951,3.417765219,2.90072784,2.543948856,2.816896541,2.901167961,2.07954276,2.637400069,2.763379842,2.925341263,2.968038982,2.965592231,2.921595713,3.037122666,3.126976584,3.027098998,2.999759037,3.057670492
42,Poland,coal,MtCO2eq,258.7104788,266.8631737,277.5394421,288.2529307,297.3651877,317.0569043,324.8620145,347.3991535,352.3819045,362.7027861,336.168846,345.1784871,345.5280827,359.4837254,371.7938302,375.5826975,391.3955893,378.9478424,359.556335,294.9770304,298.0604171,289.3171061,288.8451911,279.0914052,277.8700564,288.9936457,273.265318,247.9581047,236.4115185,224.1271387,222.5299871,216.6322178,222.5727954,221.5277106,218.7980923,228.4566817,223.4246253,217.5046273,206.8344236,218.5043245,214.3120816,210.2548432,210.1496221,198.0321358,196.686929,197.3415028,198.9976497,193.5905298,173.0399334,156.3437841
43,Portugal,coal,MtCO2eq,2.543452848,1.680175329,2.093453134,1.709013892,1.678904406,1.598715468,1.618372978,1.688409534,1.740188046,1.658913872,1.442860822,1.184582832,1.559746936,1.427849706,2.946884482,5.536516389,7.114438685,8.168558879,9.690052604,10.86188087,11.3995866,11.706609,12.50015337,13.868418,14.24326222,13.71032134,13.72115985,12.61333145,15.00700177,15.03484426,12.67745501,13.84189876,13.04331628,13.19358835,13.4501963,13.28513636,11.46995067,10.02521532,11.37294573,6.561946268,8.87077435,11.64607631,10.5628283,10.67461147,12.97657287,11.33077249,12.93107503,10.73011491,4.994886816,2.278287787
44,Slovak Republic,coal,MtCO2eq,24.37208842,24.41900216,24.43904795,24.08691592,24.40966226,23.66832384,24.33592702,28.18301805,27.26841095,33.05435827,32.146895,32.74754307,32.9682784,34.72222535,34.43081213,31.70443355,33.33014426,34.71774338,33.41191434,31.72638468,28.19905397,24.94711536,24.09171884,21.1981693,21.70557562,20.66381995,19.72614551,18.07501063,17.40931606,16.44845427,16.67223457,15.92809824,17.71492517,17.04250893,16.08721967,16.68677709,16.22714708,15.68209918,14.87716413,14.52467799,14.1810619,13.17252314,13.06544008,12.72554979,12.10863603,11.90944791,12.48261067,12.39029974,10.23546358,8.090985539
45,Slovenia,coal,MtCO2eq,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.714435713,6.142237003,6.305013671,6.139767861,5.5875729,5.807037324,5.452842133,5.870907803,6.21984563,5.552148694,5.657083949,6.131908141,6.569270939,6.144770384,6.243691682,6.284994199,6.436044047,6.546314232,6.367531207,5.922727889,6.039347757,6.126183169,5.816638698,5.615095241,4.415221109,4.461379284,4.777152474,4.75658533,4.64560836,4.350365007,4.313930497
46,Spain,coal,MtCO2eq,38.66548462,39.53618287,37.23169291,36.19674674,39.11083577,37.52023278,41.90774789,37.57225837,41.49696983,49.3279006,60.01243781,67.43224438,71.84108293,72.81220588,71.16894147,73.92362263,72.0566739,61.95010576,76.73059511,75.65973044,75.94265152,80.64965576,71.79173688,71.45192975,73.32122197,61.28565254,69.77245588,67.18279442,76.87907499,83.85427482,76.00546281,85.82276833,79.62280507,82.11741629,82.349251,70.91105493,80.49579126,54.70040173,41.67418914,32.61703269,51.58167714,60.08384662,44.93763894,47.66757248,53.51771841,39.59337292,49.76571002,42.02956491,18.3415253,10.37452957
