,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
16,Australia,energy,MtCO2eq,150.6111248,156.6143368,166.4902709,181.2724511,188.9373983,191.3925416,206.2486678,201.3477646,208.2148898,217.5755413,219.3717106,225.8352115,215.1955823,222.3685681,235.3984867,237.4597369,248.9793669,257.015226,271.5252375,278.1829284,280.3423022,284.773149,289.9676555,296.5629301,307.9414547,319.0445234,327.1802107,349.1383618,354.2997233,361.7086233,369.2638474,377.4905823,376.6739273,390.266234,395.3967207,401.193699,413.0444118,416.5681094,423.6749931,418.8452848,416.7838543,418.2198408,413.993915,407.71985,415.7703368,423.9439721,429.8188716,428.1128739,430.1101149,424.3953158
17,Israel,energy,MtCO2eq,13.90902957,14.58037048,15.80763038,15.97999777,16.5696702,16.64534916,17.55129382,18.758504,19.19244165,19.04504153,19.83811035,21.14072371,21.99700499,22.88913908,24.54549734,26.97700256,29.27524637,30.99453776,32.2579332,33.15528148,33.67475935,35.92754853,39.44258205,42.27684472,45.33240669,47.54118021,49.74987083,49.80732452,51.2274974,55.38662265,56.67503784,59.8246897,61.62022172,61.89341321,59.55686432,62.83901343,65.16272349,65.471669,64.81699891,69.51794934,68.61476201,74.72983003,65.94873333,63.60255884,65.16943018,64.33942131,65.02392203,60.68202582,62.26626573,59.33792814
18,Japan,energy,MtCO2eq,762.1862436,799.3877432,908.7098261,896.3793838,859.6333484,886.5971059,911.6691265,905.9909896,928.3844765,881.0361796,856.977528,830.5352698,836.5607185,897.783833,877.2479533,877.4051604,882.2521266,948.0501708,976.1594218,1063.67104,1075.835664,1085.776331,1078.864987,1131.466112,1142.09384,1155.702397,1146.274811,1108.476,1144.204714,1161.589075,1150.122551,1188.620078,1197.789129,1193.499395,1195.611008,1172.751614,1209.988387,1144.889531,1090.407992,1147.483995,1204.602544,1244.376626,1252.405735,1206.662636,1169.241471,1157.524406,1144.575902,1105.295446,1071.034139,1038.20462
19,Korea,energy,MtCO2eq,55.87075629,57.80875741,71.72126553,75.34020679,81.60903845,90.38093901,102.9903685,111.9092932,125.9164693,130.4379246,136.3769037,136.1512708,144.3089207,157.140844,161.8379595,168.5804545,174.95165,198.6556914,209.3124467,237.8697738,261.2740557,280.7145134,307.3650693,331.6507885,361.553591,386.0964881,406.8919173,347.6948039,382.5575021,437.0418668,451.2047648,441.1286236,443.082973,465.3624018,463.4479088,470.668557,483.6113987,495.1501788,508.5155011,557.915717,581.0109587,582.9610692,582.3003277,570.2250975,589.6952099,596.8564354,608.148679,614.0018733,593.6958507,578.6001969
20,New Zealand,energy,MtCO2eq,13.95037651,15.99679764,17.24272436,17.99318836,17.06478824,18.92413,19.58111642,19.08331833,17.07885759,17.18929091,17.00181014,18.79356737,18.97433533,19.48518947,20.03951591,19.09331316,20.33355575,21.71560096,21.92042104,23.200391,23.61197072,25.35632834,24.95652494,25.116411,25.18364305,26.37973473,28.77563883,28.22519265,29.64649014,30.51049989,32.73063577,32.64897632,34.47787178,33.90792116,35.19205969,35.29184056,34.26415609,35.21092232,32.24299589,32.22505683,31.41431305,33.20630106,32.93262385,32.96064189,33.27892551,32.24434908,34.02807828,33.45942847,35.12700491,34.76005776
21,OECD Asia Oceania,energy,MtCO2eq,996.5275307,1044.388006,1179.971717,1186.965228,1163.814244,1203.940066,1258.040573,1257.08987,1298.787135,1265.283978,1249.566063,1232.456043,1237.036562,1319.667574,1319.069413,1329.515668,1355.791946,1456.431227,1511.17546,1636.079415,1674.738752,1712.54787,1740.596819,1827.073086,1882.104936,1934.764324,1958.872449,1883.341683,1961.935927,2046.236688,2059.996836,2099.71295,2113.644122,2144.929365,2149.204562,2142.744724,2206.071077,2157.290411,2119.658481,2225.988002,2302.426432,2353.493667,2347.581335,2281.170784,2273.155373,2274.908583,2281.595453,2241.551648,2192.233375,2135.298118
22,Austria,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Belgium,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Czech Republic,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Denmark,energy,MtCO2eq,55.96870795,58.01044887,56.88185417,50.59505709,53.29553281,59.0171023,60.83225756,60.41333964,63.99380184,63.96020183,53.87580726,56.14631117,52.77106841,54.50541581,62.46138936,63.20475523,61.40097754,57.57783509,51.74766188,52.56520542,63.31217926,57.48150214,59.876985,63.81943277,60.62748103,74.11038741,64.47911172,60.47639627,57.7725504,53.85435506,55.48937262,55.13406606,60.67452267,55.2093308,51.75819585,59.60574671,54.74029721,51.64210219,49.61969083,49.92784167,44.45150142,39.41411275,41.04455612,36.80233016,34.66287477,36.11464732,33.82661906,33.7309601,30.20021736,27.25777572
26,Estonia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,35.68518722,31.92298813,23.78594715,18.34301415,17.75769616,16.22560442,17.19799642,16.73829356,16.14487762,15.23537469,14.85037858,15.32291309,14.90924685,16.93612981,17.00013797,17.18580104,15.90040798,19.75883588,18.16302193,15.14141408,19.08044226,18.12016234,16.84659948,19.2971139,17.88511154,15.69473044,16.17879539,16.79619679,15.43559928,10.26636591,9.135603167
27,Finland,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,France,energy,MtCO2eq,433.3316154,448.7976327,484.8337612,466.4871557,432.8473591,472.9020794,458.685901,478.1139185,484.91758,465.0763448,416.6910771,398.976059,383.6762226,371.1587864,361.808413,351.4047317,344.9170488,342.9219476,358.6879614,354.6832983,380.499398,369.2763347,350.6790624,344.8622683,352.9727005,369.2181218,360.197548,381.8253162,375.7461041,373.6783558,377.3291486,371.3794579,377.3814293,377.9994635,380.7598349,371.0895942,362.2307692,358.277505,345.130545,349.4588452,335.7898854,340.079357,340.7140631,307.689882,313.5508833,316.5214244,320.4649564,309.2353433,302.6139564,266.2527251
29,Germany,energy,MtCO2eq,993.8628429,1017.767815,1068.770314,1042.716533,989.5454848,1045.945992,1030.282464,1069.085154,1117.314894,1066.21563,1033.651115,991.7095293,993.1544314,1012.976108,1021.791959,1023.948542,1015.937725,1007.793028,982.7970183,956.9458455,934.8400993,893.3370853,887.5033098,875.2822619,873.9667498,905.1528381,872.9866216,865.167848,833.1351314999999,830.1718811,849.5558236,835.8010787,838.8467317,822.3307448,804.6973073,817.2840227,785.3446554,792.2448427,737.6227856,776.726456,748.3268293,762.4081558,779.5245615,737.4696173,744.0990925,749.008576,733.5633658,708.8619041,658.3448428,598.8920368
30,Greece,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Hungary,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Iceland,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Ireland,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Italy,energy,MtCO2eq,294.0377243,311.4136056,333.2006214,336.8332037,322.4331488,347.7668196,338.1639175,343.9402028,359.8635119,361.2754026,351.8598026,347.0849281,342.2290366,348.1948368,348.3373633,349.9038571,369.8124992,374.1743952,392.3776795,397.2868626,396.5149241,394.2077056,391.3757029,387.055996,410.0993381,407.2745487,410.5672436,421.4021064,427.4606109,430.2748394,429.9469234,437.3348051,456.4137526,465.9564219,468.2257469,461.0423691,453.8252365,441.5507618,395.6091004,404.1954768,395.0943572,378.0884721,348.5662286,329.3485306,340.3641804,336.1516623,332.2729311,327.7656487,319.9552123,290.5302444
35,Latvia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Lithuania,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Luxembourg,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Netherlands,energy,MtCO2eq,128.9277845,143.8625363,149.8513829,141.4972821,133.3586534,142.2228187,140.0089622,144.5082242,154.690758,146.9100451,144.7137331,136.2771729,131.9202382,136.7498407,139.8760564,143.1138186,146.9628284,144.7865564,148.0390565,149.5040881,155.5953626,154.4031997,159.3342022,158.4307961,165.3506941,175.0732318,167.6536871,168.0210792,162.6237681,163.3210245,168.3813556,168.710541,171.710635,173.5136665,169.3321513,165.1476939,166.0381604,166.7791475,162.0140908,172.7653654,160.3819207,159.1039216,158.7429831,151.3291893,158.9528914,160.081513,157.2473139,152.9427878,148.1442919,136.5519094
39,Norway,energy,MtCO2eq,23.50676803,24.9818047,24.77469314,24.14022987,24.92602345,26.77890836,28.33274454,28.05248713,30.06282369,28.99778917,26.68031342,25.68084363,25.84438653,26.41307837,27.87726318,31.12442099,29.44128746,29.40299691,29.18429625,29.80857568,27.90415644,30.7998446,32.92821926,35.02893962,35.05283999,35.37710257,37.29681798,38.64752739,40.49055072,35.1327364,35.60142231,35.24980806,38.03595877,38.36819983,37.27608055,38.03466409,38.46295808,37.64541405,38.16884814,42.24565632,40.35211182,39.25906861,40.20561653,39.78673512,40.2670515,39.57447829,38.47088464,38.31708105,36.63971881,37.96432167
40,Poland,energy,MtCO2eq,293.3319017,305.6703233,319.0300138,331.6834978,345.7053083,369.845306,382.4598725,407.9985142,413.9086716,424.0855498,393.5414428,399.9686186,401.6717506,417.43207,430.6030357,436.8092633,452.8427622,441.8537012,421.9425192,350.5184444,352.7546621,344.3915259,346.8683189,340.6023739,340.8857697,356.92643,345.2107392,318.6824887,309.4259196,295.6387767,294.922368,288.9517931,299.5905512,303.475796,303.263305,315.551654,313.5254103,309.0946941,299.0574676,315.7945223,311.193002,305.0721105,300.3799733,286.8256773,290.3321669,301.1650653,313.9677898,312.2926923,295.0414383,275.1071453
41,Portugal,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Slovak Republic,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Slovenia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,13.80932717,13.01934623,12.71023343,13.54225107,13.50024807,14.35531102,15.15448414,15.58900774,15.33082446,14.72733199,14.43088247,15.2947068,15.45996084,15.35658779,15.61395155,15.85940165,16.18940988,16.18381262,17.22587965,15.51336318,15.85727091,15.82827376,15.23131753,14.57983288,13.06946542,13.16739997,13.96295315,14.11277377,14.01301514,13.504013,12.13179122
44,Spain,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sweden,energy,MtCO2eq,83.12795207,83.25037227,84.77833729,77.63945647,80.2086465,87.0917078,84.14718939,78.86086208,81.42754758,74.43274112,67.53944765,61.77412173,56.27487505,55.44356716,59.89173713,61.38347472,59.5284055,57.09960867,54.27875208,53.53587822,54.57622976,57.17405373,56.94258072,58.93438244,58.55061042,64.10401665,57.93659234,58.88054074,57.7061967,53.65590166,52.76427829,54.35874963,55.65822505,53.99157419,50.51130799,49.10080246,47.47914312,46.42745805,43.3013892,48.61264514,45.10427973,42.59810311,41.00035484,39.53067694,39.55039028,39.1958594,38.84891926,36.38443478,35.62892998,34.06630089
46,Switzerland,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Turkey,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,United Kingdom,energy,MtCO2eq,632.2890739,614.2578609,647.862499,610.0126261,591.7020433,598.3623044,610.6082206,611.428512,649.7476802,591.7393955,575.4156271,562.495036,554.1082866,536.2869902,562.8825996,576.6611053,580.9109618,579.2368297,564.743077,567.2605528,577.7606711,565.4704975,549.5437551,543.4733202,535.3577732,554.3807974,532.5746682,534.4211288,532.0066997,540.0357898,554.4712214,539.6322208,551.5335029,550.7644238,547.8446219,548.3991248,536.2850846,521.8408218,473.7294955,489.4663851,451.1443801,473.3599247,458.9487101,420.4703602,406.0497784,385.8333963,372.0987438,366.172397,354.3336741,317.5237859
49,OECD Europe,energy,MtCO2eq,3693.105068,3796.090486,4003.157389,3917.097062,3807.87698,4045.82896,4040.605565,4157.36676,4316.8897,4187.732536,4005.150675,3912.61457,3877.763643,3903.222091,3974.137635,4007.901457,4057.429925,4025.310788,4030.859597,4045.642945,4077.291878,3970.877057,3912.858572,3891.803463,3944.285304,4081.200489,4006.120568,4015.547029,3976.108671,4005.475617,4053.510557,4042.892769,4150.827221,4161.688205,4148.445077,4176.389874,4142.853799,4060.295028,3797.258382,3915.791538,3782.528317,3771.710787,3688.035029,3513.246774,3568.055301,3582.029172,3622.137868,3547.265386,3390.133648,3099.7621
50,Albania,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Armenia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Azerbaijan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,92.07689984,88.01647956,74.97870501,54.80926735,35.76330495,34.90451409,29.27264486,28.42945867,28.68059905,28.69027045,30.24703033,29.10040066,28.71073678,31.05100448,30.69255658,33.26455293,34.67074267,33.01390553,37.02508506,32.4268147,31.16626795,33.94393174,36.71139477,37.66438876,38.60242195,38.0287465,38.46170818,37.6621943,38.61152166,41.77295299,40.93548738
53,Belarus,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Bosnia and Herzegovina,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Bulgaria,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Croatia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Cyprus,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Georgia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Gibraltar,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Kazakhstan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,250.9280798,260.5210958,265.2104062,230.9442953,211.1164958,187.6862775,166.3310617,146.6495513,151.0564092,137.9394956,136.9846062,134.4844342,152.4200895,168.5496019,182.1179997,194.9131254,211.8675132,225.1718692,270.273915,242.4109334,257.9500585,275.6056672,272.5178197,287.8210055,236.0921661,215.4005906,226.0421558,239.4867981,242.0589034,235.3033986,
61,Kosovo,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Kyrgyzstan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Malta,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Republic of Moldova,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Montenegro,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Republic of North Macedonia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Romania,energy,MtCO2eq,121.3777272,124.7042771,135.1469736,135.4680505,145.986328,159.1068384,166.459657,180.4186073,184.952748,183.7926154,185.0667223,183.1762464,185.766155,182.2154731,182.5983316,188.030516,197.2966071,202.5313615,198.6455179,176.4012989,146.5615524,129.730503,121.0805857,118.1219344,123.5724691,127.2523769,116.5374679,102.1234904,87.55341952,91.54175411,97.35407837,96.09498405,100.7242993,97.51108671,96.62374102,100.6235189,97.4924864,96.24118239,82.32089569,79.47225839,85.56766421,83.31825194,73.82102716,73.014775,74.3242085,72.58889527,75.26917472,76.05159703,74.45673356,70.82667469
68,Russian Federation,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,2685.057826,2630.720992,2429.978651,2262.800805,2054.357844,1994.925373,1958.415934,1832.545711,1835.061736,1881.782247,1926.80233,1938.478513,1942.05601,2015.740647,2013.080245,2039.103284,2078.016217,2083.144738,2080.2878,1957.001455,2045.883498,2132.295926,2101.400648,2057.549045,2033.509781,2022.773885,2018.22968,2057.365595,2151.941595,2208.772312,2096.022801
69,Serbia,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Tajikistan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Turkmenistan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,104.9938888,97.07360681,68.05304893,74.1256042,66.85108147,67.5067892,63.55035866,54.40514238,55.20975871,68.38082264,81.73505146,82.26738067,85.69523281,96.61943025,102.9171667,105.4507758,106.6760983,116.2330651,120.6517217,94.14876693,105.6684623,125.4617387,132.4005119,138.8900696,138.8996923,142.4448685,140.0935014,139.6700057,142.015145,143.8970786,
72,Ukraine,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,711.4773626,673.2645397,585.0722734,511.1150399,426.9139293,411.5829808,359.7391389,340.5703058,320.1460557,317.2611963,308.7738304,311.8002959,314.9461254,340.2750084,316.7854035,304.8052568,311.7646052,319.4718524,308.0242182,260.2353093,278.8669693,291.3069161,285.2293127,278.0895982,244.3465332,196.4634838,206.8858352,180.0412901,191.0382456,179.5531024,171.114466
73,Uzbekistan,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,136.8460694,138.3793384,129.8499668,133.0063032,129.705832,118.2594349,120.5684248,122.186958,139.0035326,139.3973245,147.3222847,149.9490781,155.8553314,146.9227889,149.876604,143.30687,152.6536395,146.7041951,154.3802577,139.5494301,149.6406143,151.4976982,134.6576489,132.1026903,122.7977281,116.2872208,122.8693639,127.2927605,133.9122866,138.1357347,
74,Former Soviet Union (if no detail),energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Former Yugoslavia (if no detail),energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Non-OECD Europe and Eurasia,energy,MtCO2eq,2789.776103,2923.751426,3090.942661,3240.411491,3448.973029,3582.875222,3679.442923,3838.996916,3935.790386,4043.015974,4043.33905,4167.10404,4216.88268,4275.62398,4360.095483,4483.982375,4606.654128,4666.183777,4674.173438,4839.119305,4649.544175,4237.421979,3892.285954,3492.135882,3376.019577,3264.942704,3088.119838,3071.239098,3063.850624,3137.384883,3161.724011,3192.614717,3334.126684,3330.990256,3350.317556,3445.207409,3482.682484,3534.015829,3251.046848,3398.952176,3560.788105,3499.917674,3443.597253,3310.184633,3224.220149,3250.650244,3287.834261,3408.510079,3447.213969,
77,Algeria,energy,MtCO2eq,38.47667291,46.42861972,50.77066573,53.6657625,58.43365553,72.23055867,78.52466347,86.45316007,86.98707173,83.90530592,79.58838231,80.09233941,84.77531774,89.03217769,97.89453373,111.1817556,105.7465318,103.461727,105.8978728,103.9526583,108.3924077,108.98685,117.332998,119.8358795,125.7822756,128.0731874,127.0899592,127.5856489,132.121524,136.8895109,132.900256,138.2230247,149.9789874,150.6903121,157.473025,163.2517721,164.9743338,169.6049187,169.716133,171.663602,176.4345506,194.9877457,198.8791924,210.4639022,218.6677404,219.1630624,220.9444396,229.4356915,232.7525099,
78,Angola,energy,MtCO2eq,6.022544508,7.564551803,8.11481731,8.80265029,8.954516375,7.393143506,9.675473424,9.180994618,9.452566938,9.28037524,8.830732309,7.745666928,7.777695363,8.178325337,8.967731485,9.878213002,10.53780022,12.59240366,11.91187383,12.37670491,12.70173958,13.27068652,16.37677383,19.28151831,22.54288807,26.70690863,27.81096123,29.15516271,30.2873635,28.41519872,27.69228558,27.84099293,28.84864177,30.33982566,29.98133936,31.47823233,33.54357634,37.59821805,38.51271993,40.85207721,40.92449206,40.51232097,42.70180109,44.64298638,48.12511091,46.80627153,42.68395919,38.75579447,39.24619883,
