,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,World,oil,MtCO2eq,6764.66737,7258.563584,7823.021307,7705.750431,7689.601665,8169.091201,8481.520895,8748.724492,8848.452508,8507.991343,8181.374654,7950.988211,7857.610047,7929.565038,7891.358735,8101.901167,8242.083275,8496.651856,8600.257033,8637.094377,8674.183895,8731.824335,8760.322599,8817.186148,8938.459381,9154.328014,9440.949747,9549.454939,9705.276769,9795.144636,9844.603858,9825.00004,9964.474701,10346.62913,10482.39312,10553.63434,10709.27389,10612.47118,10326.12187,10712.80611,10732.5203,10828.83455,11000.55002,11038.23571,11311.18755,11379.85044,11523.13017,11540.00924,11541.86996,
1,Annex I Parties ,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,5558.895643,5513.469517,5407.767746,5324.372658,5265.850477,5211.278688,5277.504437,5380.112742,5489.853088,5491.986068,5457.594316,5495.855758,5383.201643,5460.881384,5507.125343,5512.78557,5417.164456,5359.349886,5170.668328,4905.840811,4954.647691,4836.072438,4746.234077,4748.55281,4682.834994,4770.305373,4763.743726,4785.043784,4784.207053,4741.602214,
2,   Annex II Parties   ,oil,MtCO2eq,4496.631801,4818.027915,5152.600654,4929.46892,4744.06312,5038.265382,5176.158791,5255.730482,5209.832501,4803.461228,4478.917099,4256.569831,4146.146058,4211.144118,4144.724618,4250.360235,4282.831895,4431.772891,4467.491245,4386.460753,4378.259743,4449.745452,4460.608156,4540.349814,4513.825989,4615.686448,4724.116398,4835.329756,4864.978252,4835.813732,4872.271016,4767.812603,4843.304596,4888.228802,4897.796638,4785.377385,4715.208294,4512.919949,4277.980787,4338.854808,4190.155543,4101.780574,4125.087498,4037.492145,4117.633245,4109.581032,4085.551418,4103.709857,4048.608623,
3,      North America      ,oil,MtCO2eq,2236.566679,2413.321338,2530.121682,2434.983757,2343.891081,2508.79796,2651.609829,2657.853471,2575.163414,2366.972992,2231.186544,2135.761608,2080.380424,2123.662838,2132.057385,2193.204286,2229.494751,2321.500834,2334.178358,2192.837669,2129.263825,2169.086841,2200.546172,2247.776988,2204.984974,2270.434762,2414.86226,2513.296874,2540.057967,2553.654904,2584.879006,2484.457727,2554.143774,2611.822021,2635.903889,2573.782193,2563.288765,2419.683612,2305.293947,2376.126472,2244.587419,2186.759552,2246.122958,2229.763291,2305.72267,2312.840769,2308.265739,2361.813497,2329.667794,
4,      Europe      ,oil,MtCO2eq,1639.900813,1751.039949,1862.382927,1740.307712,1678.534702,1781.859777,1742.356362,1811.639701,1846.043701,1713.402217,1567.445387,1478.968261,1423.554005,1426.155437,1389.656321,1426.559473,1416.40844,1429.133891,1428.122139,1443.372992,1498.430083,1517.991413,1510.530907,1502.43127,1518.558774,1555.746668,1536.821565,1563.396983,1553.132064,1521.847747,1548.812423,1531.295267,1542.728885,1536.570306,1521.14347,1505.330945,1442.143782,1427.249573,1351.302716,1331.330688,1275.087505,1233.865002,1212.789308,1185.472472,1210.52776,1211.453555,1201.658558,1180.751464,1172.749408,
5,      Asia Oceania,oil,MtCO2eq,620.1643097,653.6666278,760.0960462,754.1774505,721.637337,747.6076446,782.1925995,786.2373105,788.6253854,723.0860188,680.2851683,641.8399613,642.2116284,661.325843,623.0109118,630.5964761,636.9287039,681.1381662,705.1907483,750.2500919,750.5658353,762.6671976,749.5310778,790.141555,790.2822402,789.5050171,772.4325731,758.6358994,771.7882214,760.3110809,738.5795879,752.0596086,746.4319371,739.8364751,740.749279,706.264247,709.775748,665.9867639,621.3841245,631.3976473,670.4806188,681.1560199,666.1752313,622.256381,601.3828151,585.2867078,575.6271219,561.1448956,546.1914204,
6,   Annex I EIT   ,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,1105.039268,1069.475586,887.9392988,784.0503045,648.1287754,611.7637814,572.1718982,568.9708822,570.699378,541.3546002,531.6140833,538.8705955,526.6324271,529.0582912,531.9102037,529.407463,546.7664625,556.9924204,570.0682431,542.9041539,535.9020889,564.8122668,560.8576337,536.8199366,554.8279417,551.7092097,545.3783111,571.3630202,556.7776306,571.1625209,
7,Non-Annex I Parties ,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,2442.277606,2517.050453,2643.207654,2762.992006,2851.91898,3003.785678,3131.426812,3289.677073,3264.010313,3376.155468,3474.749605,3518.450119,3572.372516,3628.428899,3884.73063,3969.837247,4083.564348,4246.27661,4328.861851,4361.343061,4627.620028,4751.217108,4983.321795,5145.954951,5212.605136,5345.383496,5378.348421,5442.150952,5433.745577,5485.979228,
8,Annex B Kyoto Parties,oil,MtCO2eq,,,,,,,,,,,,,,,,,,,,2068.417276,2100.906383,2005.148378,1946.194989,1907.030911,1917.550318,1934.712412,1921.007098,1947.195867,1907.399763,1863.799881,1898.697164,1882.545122,1904.891584,1907.155141,1898.940288,1895.612231,1841.177525,1837.791525,1747.049326,1726.927592,1680.131659,1634.174709,1620.239557,1575.107255,1614.861144,1633.293645,1636.667469,1620.608462,1611.617266,
9,OECD Total,oil,MtCO2eq,4742.569758,5088.377394,5454.534254,5249.566761,5084.667081,5406.7552,5577.785805,5682.796424,5646.562,5257.940488,4940.205062,4713.645588,4595.471578,4667.083385,4607.036767,4721.486785,4776.098809,4940.179485,5011.407473,4983.454911,5004.636021,5094.859784,5135.87283,5252.068798,5234.340414,5360.051978,5491.067653,5550.738091,5593.883861,5580.761853,5605.275394,5493.318289,5566.300731,5621.69641,5635.476835,5517.378896,5474.46893,5258.755738,5002.381613,5065.47984,4919.215265,4841.031306,4849.473615,4747.390162,4858.486089,4887.383931,4881.031903,4883.968255,4835.048116,4346.723581
