,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
16,Australia,fugitive,MtCO2eq,4808.524625,5651.432875,6124.171975,6048.87385,6742.157375,6750.89085,7484.208875,7427.212825,7948.3639,7880.640625,9006.31715,9093.9509,10442.40913,11257.85708,12093.8896,12796.82043,13942.3812,12893.24355,13833.65213,14978.10995,15827.1344,16220.65073,17316.9715,18008.0476,18891.28832,19411.66408,20176.03315,21402.0117,21440.74793,22921.24865,24146.2639,24297.181,24506.86223,24653.33563,25631.82495,26076.48785,27617.2227,27827.41168,28592.65965,31143.23038,30679.9382,32108.23498,34192.68313,37220.74283,38928.48815,38936.2203,40467.4513,41213.43,44953.76585,43989.85135
17,Israel,fugitive,MtCO2eq,19.6665075,19.5357075,11.79144,13.5440325,13.13553,12.7785375,13.0691075,13.4199825,15.6825,25.594855,25.7431875,15.80014,13.9136175,12.09447,11.46979,11.6160145,12.615067,13.6091803,12.2971375,12.392895,11.1435425,11.18752,12.1357725,12.36127,12.8749125,11.49315,12.1643075,11.3293628,11.4335638,12.155279,11.306864,11.7679535,49.7103086,152.36362,210.2153475,268.9449225,307.8040675,383.71352,368.3076375,453.2283325,478.6488975,295.5764525,585.7400725,655.1076825,714.79649,796.235675,787.0025325,780.4155925,754.0027425,786.6766625
18,Japan,fugitive,MtCO2eq,5401.713975,4700.168575,4432.821825,3971.946675,3587.814875,3792.14365,3965.2815,3602.9838,3589.33265,3718.760325,3703.893,3658.4427,3657.913225,4030.254025,4074.81865,4031.6897,3622.042775,3487.356575,3532.14055,3456.512,3593.78315,3627.893275,3647.735125,3785.17335,3799.853325,3944.7926,3870.762175,3890.850425,4059.1458,4100.715125,4100.478,4008.922025,4276.5543,4258.170225,4293.934025,4667.881925,4965.663575,5014.059975,4802.562925,5039.12305,5748.3297,6007.81915,5995.429375,6033.329175,5708.796975,5791.828425,5768.677825,5497.42555,5187.974675,4993.706975
19,Korea,fugitive,MtCO2eq,1122.86996,1091.456105,1194.62674,1342.852768,1483.829648,1376.65358,1443.796475,1434.2111,1449.4904,1481.934125,1576.5731,1598.0753,1579.086625,1697.374675,1788.100325,1929.24009,2034.56155,2073.7535,1798.37025,1554.280775,1410.824725,1145.87885,1062.0138,1036.68425,1018.0288,1117.04415,1229.954125,1152.598575,1300.504325,1712.370175,1755.95415,1563.53825,1606.4461,1783.62795,1898.97645,1969.009275,2118.100775,2133.17,2123.07845,2485.4254,2645.005325,2833.589575,2959.061375,2690.1746,2481.067075,2600.089625,2703.231875,2914.452175,2975.395925,3020.36135
20,New Zealand,fugitive,MtCO2eq,211.3681575,262.7382,280.686285,264.445085,287.1130975,393.6585375,510.9070025,521.7004725,381.44991,364.2411425,396.26647,500.069675,554.4707475,684.2803575,778.23859,854.56651,837.4354725,927.8271725,1004.18282,1026.68,1126.834433,1125.31323,1105.578845,942.7016875,929.195885,1032.88922,1169.4531,1056.178028,1073.387778,1068.544538,1129.152325,1132.846235,1053.421655,986.68924,957.27964,977.703321,1138.196353,1218.063798,1234.511163,1270.490878,1202.512828,1219.503023,1208.682583,1190.380905,1303.577865,1180.257093,1144.461288,1116.656205,1111.770385,1080.731955
21,OECD Asia Oceania,fugitive,MtCO2eq,11564.14323,11725.33146,12044.09827,11641.66241,12114.05053,12326.12516,13417.26296,12999.52818,13384.31936,13471.17107,14708.79291,14866.33872,16247.79334,17681.8606,18746.51696,19623.93274,20449.03606,19395.78998,20180.64288,21027.97562,21969.72025,22130.9236,23144.43504,23784.96816,24651.24125,25517.8832,26458.36686,27512.96809,27885.21939,29815.03377,31143.15524,31014.25546,31492.99459,31834.18666,32992.23041,33960.02729,36146.98747,36576.41897,37121.11983,40391.49803,40754.43495,42464.72318,44941.59653,47789.73519,49136.72656,49304.63112,50870.82482,51522.37952,54982.90958,53871.32829
22,Austria,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Belgium,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Czech Republic,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Denmark,fugitive,MtCO2eq,14.39403,54.5876775,72.09813,60.7867625,127.09783,144.5280575,322.5933296,276.4791325,281.9823781,219.015735,332.3447025,397.1880475,399.49541,495.8003475,649.04741,820.3267525,806.32604,835.2864125,864.5971125,896.267805,1307.116103,1381.86405,1373.53964,1389.960793,1441.733075,1598.18895,1760.421488,1723.608748,2214.804697,2304.85727,2317.69665,2241.02112,2306.507095,2507.129853,2373.135463,2222.606415,2071.588273,1956.075465,1693.380943,1624.533478,1409.00669,1302.647833,1193.627525,1159.559513,1119.68891,1120.165123,1069.480448,945.0598525,860.1739825,671.134575
26,Estonia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,67.4594725,73.5551703,53.314633,35.07138,45.9786958,48.4998815,54.287073,55.8008805,44.6453138,39.2970313,49.9951928,53.1955453,49.1639073,55.4195983,60.8942755,57.033936,68.9992463,67.6829973,66.0385465,56.524876,60.6274293,59.7331705,63.8420383,66.6962828,65.550048,70.034823,68.4630183,78.9310405,86.3155165,89.127124,97.9644188
27,Finland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,France,fugitive,MtCO2eq,1640.48855,1737.07365,1844.955825,1859.643525,1904.672575,1940.136225,2049.9714,2154.2489,2253.748625,2320.6954,2289.4743,2172.3235,2250.896225,2244.9754,2269.3204,2172.788625,2085.9877,1975.2597,1935.087675,1983.14045,2152.152475,2132.55085,2175.86815,2136.04345,2177.896425,2237.422825,2100.547,2124.9856,2137.72515,2165.891875,2244.8877,2230.429775,2312.122525,2321.30655,2352.093275,2260.44265,2200.323475,2249.41485,2158.70195,2349.983825,2004.7672,2044.61505,2086.393175,1772.820488,1900.496868,2027.7176,1993.295665,1922.65471,1960.85806,1867.137685
29,Germany,fugitive,MtCO2eq,3152.107925,3704.792225,4222.498225,4646.595525,4537.072875,4731.2802,4856.33055,5169.53685,5366.009825,5100.86565,5029.15105,4596.709825,4855.123475,5001.07475,4817.152025,4742.937025,6570.8768,6261.9962,5618.510775,4889.19935,6200.908475,5776.37845,5830.343575,6693.630125,8152.22735,8648.40685,8429.288975,8745.94195,8918.408675,8670.6049,8824.309625,8810.439825,8731.186125,8292.75865,8349.935775,8487.2213,8264.1141,7921.5515,7508.32105,7102.368975,6844.420425,6538.509075,4944.6096,4202.90615,4208.800275,4477.944575,4715.2984,4426.12125,4448.974475,4206.233175
30,Greece,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Hungary,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Iceland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Ireland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Italy,fugitive,MtCO2eq,2116.119,2265.905575,2425.5886,2503.79475,2541.326225,2862.482675,2688.081925,2729.727125,2740.032525,2669.863475,2706.707275,2729.691125,2683.65515,2972.849175,3038.208375,3284.97435,3647.9028,3865.36605,4073.1513,4249.878275,4409.32525,4457.85625,4603.21885,4582.35985,4877.57595,4997.04795,5097.285725,5294.045975,5426.157925,5529.18505,5386.956525,5450.4292,5899.4022,6046.487425,6376.8777,6209.127125,6129.36255,6053.563175,5459.2311,5819.437675,5515.032875,5371.4193,5055.222855,4599.183305,4861.61426,4842.505875,5027.757875,4969.216985,4974.50611,4855.695985
35,Latvia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Lithuania,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Luxembourg,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Netherlands,fugitive,MtCO2eq,262.2178025,337.64533,393.5962175,450.1421125,473.7334575,488.8196325,482.9401875,450.52621,459.4640475,440.903915,411.44742,369.94182,465.2451175,489.2388225,518.1968,659.0254375,575.1954325,485.0580925,646.5546175,587.058665,632.162785,636.9017775,586.1205425,535.4773325,517.93845,534.47739,459.971905,423.7441075,393.46924,374.3673463,430.708155,426.6470975,396.0819,436.857301,411.5301668,427.5582425,408.9849725,417.764575,393.87413,451.5591,419.5704838,417.3070128,451.5367925,373.2406925,311.8205025,297.8869025,282.127243,253.5690715,238.318094,202.8854973
39,Norway,fugitive,MtCO2eq,228.2905848,1153.175377,1139.867244,1185.256766,1047.352609,1050.935775,1345.281618,558.1839,807.136305,1307.053378,761.971195,909.90566,983.02989,881.616995,965.0302,885.1872175,1326.904328,1139.15627,1563.381975,1781.428657,1417.81976,1405.640538,1833.279388,2322.680958,3055.246558,2415.578233,2573.70344,2259.253948,2631.236135,2645.45023,2088.534155,2091.408228,2293.014463,2118.032105,2096.064773,1889.895028,1752.3942,1646.344148,1792.144395,1526.103338,1479.091898,1470.083793,1673.54727,1507.91676,1550.986965,1597.780028,1299.27966,1181.691793,1135.64504,1197.819485
40,Poland,fugitive,MtCO2eq,1010.72634,1063.052462,1096.05939,1100.651695,1154.865185,1238.954965,1306.816308,1395.923325,1334.742775,1240.335175,1160.26459,1097.95111,1096.762785,1170.366805,1203.142445,1179.07151,1198.483888,1192.90219,1147.741603,962.6591525,958.7362875,914.754775,1042.231545,1025.250835,1088.012088,1116.499413,1126.7588,1143.031553,1116.5548,1313.3078,1323.28605,1321.59745,1406.558925,1501.4123,1523.539275,1534.935775,1529.908125,1514.07735,1474.300525,1539.086325,1561.186225,1615.28365,1638.091525,1600.31295,1644.727425,1718.212625,1733.45235,1741.308425,1788.778225,1768.368275
41,Portugal,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Slovak Republic,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Slovenia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,44.1505023,41.573641,35.7748778,35.480333,36.2454158,43.4976825,42.502825,45.63452,46.4693065,48.442062,49.2062625,50.6647718,49.2510048,54.2779981,53.9817693,55.6395863,54.0677385,55.1640473,53.613273,49.903041,52.6372488,44.4255433,43.0884208,41.6614773,38.1927178,40.0323568,42.8675703,45.7516425,46.4974275,47.473826,46.2166175
44,Spain,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sweden,fugitive,MtCO2eq,22.2836,24.646375,24.6864,22.8773,22.96235,24.822,23.9614,22.6027,22.62345,20.375625,18.372225,16.916315,15.136065,14.5407025,18.303675,23.6092845,25.31896,28.360165,32.06601,36.206075,37.8619725,42.0582025,44.2201825,44.919175,45.19404,48.057105,47.1710025,47.45105,47.0558225,45.068905,48.5566775,49.45522,49.3316425,48.8089325,46.766725,48.63049,49.1828775,45.2367725,54.40939,70.0994775,57.9490825,50.8810875,48.1410925,41.9957125,38.8390125,43.3316675,47.8597525,47.934925,49.058285,47.4940425
46,Switzerland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Turkey,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,United Kingdom,fugitive,MtCO2eq,2177.950043,3877.13957,5315.79745,6902.181625,8338.4507,9071.247175,10362.47545,13252.66023,19258.64043,14279.79933,14341.19632,14522.35773,14508.50157,14139.61963,12639.47748,11691.73008,11560.89093,11415.20163,10780.68513,11438.90973,11108.1328,11618.90243,12593.52938,14246.8845,15914.5222,14842.22085,15199.3166,14501.69883,14601.3954,14173.86305,13821.75093,13169.99455,12829.519,12209.86243,11092.98645,10374.61818,9447.72395,8722.7601,8647.9003,7694.713475,7019.105075,6789.967575,6690.467925,6614.871425,6856.8574,7129.83465,7091.0226,6938.009925,6713.277575,6385.614975
49,OECD Europe,fugitive,MtCO2eq,13238.62678,15943.08847,18619.63036,20856.06145,22375.69305,23779.7162,25411.26372,28959.79987,35317.16533,29787.13663,29703.43989,29500.43128,30022.17251,30379.87106,29346.68438,28785.99651,30809.43712,30425.39914,29806.83752,30404.85302,32386.64073,32336.38827,33514.3483,35885.55889,39947.94419,39991.62633,40372.76497,40308.99571,41450.26095,41452.15588,41209.23243,40784.31188,41564.49731,41322.65362,41017.53002,40275.97632,39019.19351,37956.57044,35933.06518,35748.37741,33772.52722,32898.24139,30658.70618,28554.81729,29272.75118,30334.19913,31357.55994,30636.93726,30401.27821,29293.1256
50,Albania,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Armenia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Azerbaijan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,38291.49973,35699.68754,32314.94119,17248.21332,2304.338339,2353.748483,2047.2172,2002.730513,2268.77768,2802.197418,2793.475915,3133.201183,3075.485238,3077.645918,3147.79652,4079.461513,5095.317235,6187.429175,8080.152438,7814.879803,7523.721598,7350.55037,7664.672958,8036.078955,7622.32487,7231.438845,7119.208745,6680.717225,7077.751613,7448.00096,7268.947015
53,Belarus,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Bosnia and Herzegovina,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Bulgaria,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Croatia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Cyprus,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Georgia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Gibraltar,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Kazakhstan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,11776.22668,12076.12653,10720.16858,12955.87108,15238.2481,15812.7991,16907.22273,20046.1903,21751.63234,21158.5286,24083.633,24416.08451,32002.69481,32822.00581,34705.90093,36932.48811,37717.43258,36580.80202,38095.93215,37884.37028,34923.93355,38557.99893,36571.87398,36655.766,35985.01823,33656.40763,30589.19502,31128.01543,30958.58175,27648.66538,27811.9003
61,Kosovo,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Kyrgyzstan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Malta,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Republic of Moldova,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Montenegro,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Republic of North Macedonia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Romania,fugitive,MtCO2eq,5537.839218,5114.968143,4720.159278,4381.60092,4050.691275,4338.446125,4479.514325,4701.0513,4882.9555,5142.6327,5169.4736,5460.621075,5753.32835,6125.781225,6433.918075,6799.726325,7082.96415,7415.155375,7617.600625,7081.96765,6066.91215,5456.345953,5234.110843,4841.280103,4966.097622,4860.789275,4340.773463,4062.74389,3924.224548,3849.23199,3800.099755,3867.991128,3950.52036,3676.939078,3668.336355,3628.772338,3268.96141,3053.372218,2846.721197,2764.311983,2809.938067,2781.985805,2686.216523,2710.091375,2662.32642,2446.3482,2562.042458,2554.207215,2475.47406,2360.060368
68,Russian Federation,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,501062.6603,475069.3923,452980.2803,446755.76,444772.8803,434407.6538,425372.058,407085.4228,418254.2005,427575.7225,441063.7715,452254.148,465616.2148,511620.3253,514632.6355,547772.6115,530334.9583,539705.6585,516393.3045,507061.8198,507190.6615,517635.9278,483174.7983,479021.9528,471816.548,479315.262,498347.9505,510031.909,539224.9783,556675.4438,529198.4088
69,Serbia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Tajikistan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Turkmenistan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,60100.08668,59082.20135,40211.02515,47804.64088,34119.17988,34107.51178,33896.41167,24503.54295,24629.07713,32606.09425,44881.66843,44776.0792,46277.55983,52841.9618,56071.02058,57048.40203,57169.57015,59959.44323,63910.72183,43915.53055,48440.05798,63345.4736,67976.84115,73045.09953,71515.78075,72969.55772,70751.72008,70301.40583,72510.89333,74315.24235,72820.32153
72,Ukraine,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,17218.44868,16578.909,15142.739,14114.6064,12871.05125,12470.91345,13242.4106,12164.10685,11196.69735,11826.67935,11496.4874,11601.66483,11585.32038,11660.29063,12022.27913,12275.04048,11226.77023,11156.8192,10795.76145,9225.70455,10818.0075,9719.5727,9248.207075,9443.863625,8458.51115,7423.300827,7379.33045,7077.516425,7457.298675,7241.908025,6789.120125
73,Uzbekistan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,17970.08238,18686.74115,18318.42348,20695.44488,23719.70195,23308.36848,24475.2119,24790.14058,26180.7855,25648.2537,26827.32373,28846.03233,31920.41384,30452.1713,30441.94074,30656.52608,32231.14508,29906.56049,32619.20065,28469.72093,29204.99509,28182.61112,27111.42405,25256.71584,22789.68913,21959.25423,22435.8009,22277.68063,25452.44299,25458.98124,24572.48131
74,Former Soviet Union (if no detail),fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Former Yugoslavia (if no detail),fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Non-OECD Europe and Eurasia,fugitive,MtCO2eq,578230.9522,592166.5286,606097.0852,625899.6243,646750.6619,674356.6458,696619.6589,706698.7044,715411.8249,721534.395,723853.4584,807607.2638,818741.5394,833277.3417,863045.8481,895451.359,910599.9543,920530.0299,918484.0198,913810.5516,870912.2122,817290.5337,792534.9279,756969.1878,740963.2369,729005.018,703124.815,709379.4414,717632.9112,750974.6768,764488.0645,785812.3014,841296.6106,846203.3485,879960.0914,873191.6378,888435.8084,879368.7215,835081.1309,839332.028,868768.2954,834489.0844,826481.1977,805627.241,798382.1071,816290.9094,827493.4128,863473.1429,874715.2848,826714.3422
77,Algeria,fugitive,MtCO2eq,29785.92963,36682.94647,39659.6154,41596.81969,44742.16979,56129.18281,60629.24296,64733.73117,59789.87878,55932.53476,47210.82445,41584.99258,42653.55733,47914.8547,55448.65313,63503.34173,58223.14108,53523.65275,55958.00223,52337.8055,53200.9145,53566.52255,60160.91513,64782.54365,70018.99483,72761.8106,70681.17158,69636.42597,70760.15678,74934.88445,69429.866,69573.83883,77478.94122,76766.1096,79428.2937,81905.50738,79441.21015,80787.16265,74512.53755,75211.48055,72679.95553,81533.24625,82021.1546,86161.01983,86978.16128,90101.32128,89243.34275,90939.44358,89166.92895,86835.73358
