code,name,Year,unit,Total CO2 emissions from fossil-fuels and cement production (MtCO2),Emissions from solid fuel consumption,Emissions from liquid fuel consumption,Emissions from gas fuel consumption,Emissions from cement production,Emissions from gas flaring,Per capita CO2 emissions (tCO2),Emissions from bunker fuels (not included in the totals)
ISL,ICELAND,1936,MtCO2,0.022,0.022,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1937,MtCO2,0.0183333333333333,0.0183333333333333,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1940,MtCO2,0.033,0.033,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1941,MtCO2,0.0256666666666666,0.0256666666666666,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1943,MtCO2,0.0183333333333333,0.0183333333333333,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1944,MtCO2,0.0183333333333333,0.0183333333333333,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1945,MtCO2,0.0146666666666666,0.0146666666666666,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1946,MtCO2,0.011,0.011,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1947,MtCO2,0.0036666666666666,0.0036666666666666,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1948,MtCO2,0.0036666666666666,0.0036666666666666,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1949,MtCO2,0.0036666666666666,0.0036666666666666,0.0,0.0,0.0,,,0.0
ISL,ICELAND,1950,MtCO2,0.7406666666666666,0.231,0.5096666666666666,0.0,0.0,0.0,0.00517,0.055
ISL,ICELAND,1951,MtCO2,0.6453333333333332,0.165,0.4803333333333333,0.0,0.0,0.0,0.0044366666666666,0.0513333333333333
ISL,ICELAND,1952,MtCO2,0.7773333333333332,0.1466666666666666,0.6306666666666666,0.0,0.0,0.0,0.0052433333333333,0.088
ISL,ICELAND,1953,MtCO2,0.9166666666666666,0.1173333333333333,0.803,0.0,0.0,0.0,0.0060866666666666,0.0513333333333333
ISL,ICELAND,1954,MtCO2,0.781,0.1063333333333333,0.6746666666666666,0.0,0.0,0.0,0.0050599999999999,0.055
ISL,ICELAND,1955,MtCO2,0.913,0.1503333333333333,0.7626666666666666,0.0,0.0,0.0,0.0057566666666666,0.055
ISL,ICELAND,1956,MtCO2,0.9496666666666668,0.11,0.8396666666666667,0.0,0.0,0.0,0.0058666666666666,0.0476666666666666
ISL,ICELAND,1957,MtCO2,0.9643333333333332,0.0843333333333333,0.88,0.0,0.0,0.0,0.00583,0.044
ISL,ICELAND,1958,MtCO2,1.0926666666666665,0.0806666666666666,0.9973333333333332,0.0,0.0146666666666666,0.0,0.0064533333333333,0.0403333333333333
ISL,ICELAND,1959,MtCO2,1.2393333333333332,0.0733333333333333,1.1256666666666666,0.0,0.0403333333333333,0.0,0.0071866666666666,0.044
ISL,ICELAND,1960,MtCO2,1.2136666666666664,0.0586666666666666,1.122,0.0,0.0366666666666666,0.0,0.0068933333333333,0.0403333333333333
ISL,ICELAND,1961,MtCO2,1.0926666666666665,0.044,1.012,0.0,0.0366666666666666,0.0,0.0060866666666666,0.033
ISL,ICELAND,1962,MtCO2,1.199,0.044,1.1073333333333333,0.0,0.0476666666666666,0.0,0.0065633333333333,0.0366666666666666
ISL,ICELAND,1963,MtCO2,1.3053333333333332,0.0293333333333333,1.2246666666666666,0.0,0.0476666666666666,0.0,0.0070033333333333,0.0623333333333333
ISL,ICELAND,1964,MtCO2,1.309,0.033,1.2173333333333332,0.0,0.055,0.0,0.0068933333333333,0.0696666666666666
ISL,ICELAND,1965,MtCO2,1.397,0.0183333333333333,1.3236666666666663,0.0,0.055,0.0,0.00726,0.099
ISL,ICELAND,1966,MtCO2,1.496,0.0146666666666666,1.4226666666666663,0.0,0.0586666666666666,0.0,0.0077,0.099
ISL,ICELAND,1967,MtCO2,1.4446666666666663,0.011,1.3713333333333333,0.0,0.0586666666666666,0.0,0.0073333333333333,0.1356666666666666
ISL,ICELAND,1968,MtCO2,1.595,0.011,1.536333333333333,0.0,0.0513333333333333,0.0,0.0079933333333333,0.1393333333333333
ISL,ICELAND,1969,MtCO2,1.265,0.0036666666666666,1.2136666666666664,0.0,0.0476666666666666,0.0,0.0062699999999999,0.1173333333333333
ISL,ICELAND,1970,MtCO2,1.3896666666666666,0.0036666666666666,1.3456666666666666,0.0,0.044,0.0,0.00682,0.1796666666666666
ISL,ICELAND,1971,MtCO2,1.474,0.0036666666666666,1.4116666666666666,0.0,0.0586666666666666,0.0,0.0071133333333333,0.2273333333333333
ISL,ICELAND,1972,MtCO2,1.485,0.0036666666666666,1.419,0.0,0.066,0.0,0.0070766666666666,0.2493333333333333
ISL,ICELAND,1973,MtCO2,1.7526666666666666,0.0036666666666666,1.6866666666666663,0.0,0.066,0.0,0.00825,0.3336666666666666
ISL,ICELAND,1974,MtCO2,1.7416666666666665,0.0,1.6646666666666663,0.0,0.077,0.0,0.0080666666666666,0.2053333333333333
ISL,ICELAND,1975,MtCO2,1.617,0.0,1.536333333333333,0.0,0.0806666666666666,0.0,0.0074066666666666,0.1393333333333333
ISL,ICELAND,1976,MtCO2,1.705,0.0,1.6316666666666666,0.0,0.0733333333333333,0.0,0.0077366666666666,0.0513333333333333
ISL,ICELAND,1977,MtCO2,1.9066666666666665,0.0,1.837,0.0,0.0696666666666666,0.0,0.0085799999999999,0.044
ISL,ICELAND,1978,MtCO2,1.925,0.0,1.859,0.0,0.066,0.0,0.0085799999999999,0.044
ISL,ICELAND,1979,MtCO2,1.9873333333333327,0.0513333333333333,1.8736666666666664,0.0,0.0623333333333333,0.0,0.0087999999999999,0.0953333333333333
ISL,ICELAND,1980,MtCO2,1.8663333333333327,0.066,1.738,0.0,0.0623333333333333,0.0,0.0081766666666666,0.0623333333333333
ISL,ICELAND,1981,MtCO2,1.7526666666666666,0.11,1.5803333333333334,0.0,0.0623333333333333,0.0,0.0075899999999999,0.0623333333333333
ISL,ICELAND,1982,MtCO2,1.5986666666666665,0.1136666666666666,1.4226666666666663,0.0,0.0623333333333333,0.0,0.0068566666666666,0.0513333333333333
