code,Area Code,name,Item Code,Item,Element Code,Element,Source Code,Source,Unit,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2030,2050
GEO,73,Georgia,5058,Enteric Fermentation,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.233,43.7841,42.6947,43.262,44.2993,44.7372,45.288,48.0099,51.0134,51.2353,52.9855,54.4765,52.9373,53.4262,50.0066,46.965,45.9075,45.0246,45.8686,46.7521,51.3992,52.3318,54.0949,45.1678,45.4052,44.125,41.8696,40.4412,,61.1989,68.1462
GEO,73,Georgia,5058,Enteric Fermentation,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.33,64.0,65.0,67.0,68.0,69.0,65.37,59.27,57.07,57.01,58.42,57.79,60.88,64.33,,,,,,,,,
GEO,73,Georgia,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.5251,1225.9542,1195.4516,1211.336,1240.3796,1252.6402,1268.0643,1344.2761,1428.3752,1434.5878,1483.595,1525.3428,1482.2443,1495.9323,1400.1848,1315.02,1285.41,1260.6888,1284.3208,1309.0588,1439.1776,1465.2904,1514.6572,1264.6995,1271.346,1235.5006,1172.35,1132.3537,,1713.5683,1908.0937
GEO,73,Georgia,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.24,1792.0,1820.0,1876.0,1904.0,1932.0,1830.36,1659.56,1597.96,1596.28,1635.76,1618.12,1704.64,1801.24,,,,,,,,,
GEO,73,Georgia,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.5251,1225.9542,1195.4516,1211.336,1240.3796,1252.6402,1268.0643,1344.2761,1428.3752,1434.5878,1483.595,1525.3428,1482.2443,1495.9323,1400.1848,1315.02,1285.41,1260.6888,1284.3208,1309.0588,1439.1776,1465.2904,1514.6572,1264.6995,1271.346,1235.5006,1172.35,1132.3537,,1713.5683,1908.0937
GEO,73,Georgia,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.24,1792.0,1820.0,1876.0,1904.0,1932.0,1830.36,1659.56,1597.96,1596.28,1635.76,1618.12,1704.64,1801.24,,,,,,,,,
GEO,73,Georgia,5059,Manure Management,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6393,2.2451,2.1149,2.1119,2.162,2.1641,2.2538,2.3198,2.4962,2.5318,2.612,2.6779,2.6652,2.6803,2.5137,2.2244,1.9435,1.9065,1.9937,1.9915,2.15,2.2771,2.3472,1.9938,2.001,1.9098,1.8381,1.7933,,3.0408,3.4371
GEO,73,Georgia,5059,Manure Management,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,13.0,13.0,14.0,14.0,14.0,13.96,11.58,9.87,10.07,4.75,4.53,4.99,5.63,,,,,,,,,
GEO,73,Georgia,5059,Manure Management,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3174,0.219,0.1779,0.1755,0.1731,0.1648,0.1697,0.1789,0.1978,0.2089,0.2116,0.2138,0.2226,0.2273,0.2107,0.1659,0.0781,0.0693,0.0887,0.08,0.0817,0.1186,0.1155,0.1006,0.0994,0.0885,0.0927,0.0962,,0.2468,0.2904
GEO,73,Georgia,5059,Manure Management,7230,Emissions (N2O),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.25,,,0.26,0.27,0.239,0.207,0.148,0.138,0.41,0.4,0.43,0.49,,,,,,,,,
