code,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
PRK,Korea,energy,MtCO2eq,55.87075629,57.80875741,71.72126553,75.34020679,81.60903845,90.38093901,102.9903685,111.9092932,125.9164693,130.4379246,136.3769037,136.1512708,144.3089207,157.140844,161.8379595,168.5804545,174.95165,198.6556914,209.3124467,237.8697738,261.2740557,280.7145134,307.3650693,331.6507885,361.553591,386.0964881,406.8919173,347.6948039,382.5575021,437.0418668,451.2047648,441.1286236,443.082973,465.3624018,463.4479088,470.668557,483.6113987,495.1501788,508.5155011,557.915717,581.0109587,582.9610692,582.3003277,570.2250975,589.6952099,596.8564354,608.148679,614.0018733,593.6958507,578.6001969
PRK,DPR of Korea,energy,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,Korea,total_fuel_combustion,MtCO2eq,54.74788633,56.71730131,70.52663879,73.99735403,80.1252088,89.00428543,101.546572,110.4750821,124.4669789,128.9559905,134.8003306,134.5531955,142.7298341,155.4434693,160.0498592,166.6512144,172.9170884,196.5819379,207.5140765,236.315493,259.863231,279.5686345,306.3030555,330.6141042,360.5355622,384.9794439,405.6619632,346.5422053,381.2569977,435.3294967,449.4488106,439.5650854,441.4765269,463.5787739,461.5489324,468.6995478,481.4932979,493.0170088,506.3924226,555.4302916,578.3659534,580.1274796,579.3412664,567.5349229,587.2141428,594.2563458,605.4454471,611.0874212,590.7204547,575.5798356
PRK,DPR of Korea,total_fuel_combustion,MtCO2eq,69.66453319,72.01788699,73.33548136,76.25247812,78.80996478,84.83826291,89.77393137,94.85874131,102.5560492,108.5190968,111.7159321,117.1459261,121.6357553,126.0429557,130.3498485,128.7539983,123.0538018,124.8849751,123.5587465,118.0198549,111.9531875,98.83362853,90.8007634,82.77497815,77.41824305,67.92506791,65.44646671,60.37715831,65.73240871,70.79813855,73.15952079,69.88359255,71.3591447,72.93479024,76.21292233,77.41713215,64.03110273,71.20762964,53.5845493,49.92417904,35.14582175,36.5532501,25.50155468,29.10593544,22.91467551,27.71068694,52.66854113,48.82678304,54.43221685,
PRK,Korea,coal,MtCO2eq,23.77285235,24.64488203,30.56526208,32.55953883,34.19872631,37.05815845,40.1589344,40.97931867,46.76042616,53.35251902,59.8505233,60.45871335,65.86803556,79.93864147,87.65241835,91.85894408,91.66281133,97.27791748,93.04692918,93.82479865,94.30727409,88.70686914,96.67982405,101.8535938,107.3396402,122.8039796,132.6705747,136.7331796,143.005413,181.36833,194.5537963,183.8197985,186.3005458,201.2369274,201.18479,211.5828447,217.7125022,243.8443684,260.4454196,285.7524642,307.7277297,300.2368667,293.4957302,299.998568,312.858656,304.8125936,314.5289051,316.8811201,300.917578,291.7233359
PRK,DPR of Korea,coal,MtCO2eq,67.19181451,68.58359408,69.79374167,72.04604027,74.9814501,80.51805183,85.72104149,89.13267165,94.9193748,100.8847304,104.4017003,109.8581789,114.562198,117.8787271,123.069416,121.2870192,115.43075,116.9836408,115.9610114,109.8231332,105.6860384,93.70139191,86.19040153,79.61698383,73.25071978,63.43240002,62.26560964,56.18726804,62.96744892,67.47535999,69.51175764,66.22846565,67.79175992,69.33791187,73.17103153,75.05742526,61.23548399,68.34470336,50.82364575,47.1811528,32.32679853,33.84360631,22.58667286,26.31283855,19.73730589,24.3125529,49.56509788,45.75021187,51.08062072,
PRK,Korea,oil,MtCO2eq,30.97503398,32.07241928,39.96137671,41.43781519,45.92648249,51.94612697,61.38763759,69.49576342,77.70655277,75.60347149,74.94980732,74.09448213,76.8617985,75.50482782,72.39744087,74.66945979,76.81942558,93.55654254,108.9121589,134.2319462,155.9725161,178.3462489,194.2195922,209.3688658,228.8923443,233.6673671,238.4974008,177.0245372,198.0363058,207.7050923,204.7240228,200.3075415,196.6037162,193.3840024,187.6884649,178.8233269,179.2064476,161.7614495,161.8409693,165.3331757,157.2854149,157.6694916,158.4652888,153.3404131,164.8374473,171.4727705,165.6454414,161.325294,161.9794901,149.2002102
PRK,DPR of Korea,oil,MtCO2eq,2.388167557,3.346993438,3.451148661,4.112169464,3.73139238,4.21998632,3.949416179,5.61942664,7.52664168,7.522505102,7.200573504,7.172225228,6.956279387,8.045016466,7.159254565,7.34649662,7.501228561,7.778250012,7.473497451,8.071152643,6.140621054,5.005004065,4.482261939,3.028868659,4.037514859,4.361811917,3.056297093,4.064296609,2.638231716,3.195365194,3.51990377,3.526237374,3.437343236,3.465901686,2.910084548,2.22703366,2.662320033,2.728989326,2.626352994,2.607990979,2.683335612,2.573279239,2.777986807,2.655517903,3.039127744,3.259239865,2.964024609,2.93657735,3.211054512,
PRK,Korea,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122810554,4.434851513,5.747477867,5.554988349,6.409636336,7.415229678,9.699457873,12.11791012,16.13089957,19.50929056,25.77298092,31.32382582,29.30436661,35.86650324,40.193293,44.01997528,49.181106,51.25242753,60.42595497,64.29033337,68.73376134,73.86455668,75.54697346,72.65748847,91.49599304,98.61990416,106.8459142,111.0184399,100.133418,93.6450759,99.34749293,102.9964976,114.2955214,110.3255697,115.2486553
PRK,DPR of Korea,gas,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
