code,Area Code,name,Item Code,Item,Element Code,Element,Source Code,Source,Unit,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2030,2050
ERI,178,Eritrea,5058,Enteric Fermentation,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5304,71.6164,72.6989,82.5235,94.1434,100.0922,102.1943,104.6588,99.9138,98.7388,102.1654,103.7701,105.2165,100.8677,108.2689,108.8214,109.3722,105.6753,110.97,111.685,112.68,113.11,113.596,114.9984,114.8973,115.3613,115.8253,,122.2959,147.863
ERI,178,Eritrea,5058,Enteric Fermentation,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,
ERI,178,Eritrea,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.8501,2005.2592,2035.5695,2310.658,2636.0163,2802.5805,2861.4404,2930.447,2797.5864,2764.6858,2860.6308,2905.5634,2946.0614,2824.295,3031.5301,3046.9987,3062.4222,2958.9095,3107.16,3127.18,3155.04,3167.08,3180.6887,3219.9549,3217.1249,3230.1159,3243.1072,,3424.284,4140.163
ERI,178,Eritrea,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0,,,,,,3584.0,,,,,,,,,,,,,,,,,,,,,,
ERI,178,Eritrea,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.8501,2005.2592,2035.5695,2310.658,2636.0163,2802.5805,2861.4404,2930.447,2797.5864,2764.6858,2860.6308,2905.5634,2946.0614,2824.295,3031.5301,3046.9987,3062.4222,2958.9095,3107.16,3127.18,3155.04,3167.08,3180.6887,3219.9549,3217.1249,3230.1159,3243.1072,,3424.284,4140.163
ERI,178,Eritrea,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0,,,,,,3584.0,,,,,,,,,,,,,,,,,,,,,,
ERI,178,Eritrea,5059,Manure Management,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7071,2.7555,2.8002,3.1129,3.426,3.6341,3.6982,3.7818,3.5893,3.5139,3.5869,3.6044,3.6312,3.616,3.7083,3.7273,3.7462,3.7779,3.804,3.8381,3.8838,3.8973,3.9118,3.9593,3.9614,3.9813,4.0012,,4.2539,5.0743
ERI,178,Eritrea,5059,Manure Management,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
ERI,178,Eritrea,5059,Manure Management,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0298,0.0306,0.0312,0.0363,0.0404,0.0437,0.0446,0.0459,0.0446,0.0444,0.0468,0.0481,0.0493,0.0451,0.0511,0.0513,0.0516,0.0473,0.0523,0.0525,0.0528,0.053,0.0531,0.0539,0.0537,0.0539,0.054,,0.0579,0.073
ERI,178,Eritrea,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7996,77.1536,78.4059,87.1613,95.9273,101.7547,103.5493,105.8906,100.5008,98.3889,100.432,100.9233,101.6733,101.2484,103.8313,104.3635,104.8935,105.7816,106.5113,107.4677,108.7463,109.123,109.5317,110.8592,110.9188,111.4758,112.0328,,119.1088,142.0801
ERI,178,Eritrea,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,
ERI,178,Eritrea,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9083,8.1121,8.2799,9.6123,10.7092,11.5855,11.8105,12.1625,11.8071,11.7689,12.4051,12.7588,13.0594,11.9561,13.529,13.5976,13.6662,12.5295,13.868,13.9167,13.9931,14.0423,14.0826,14.2718,14.2349,14.2703,14.3088,,15.3372,19.3372
ERI,178,Eritrea,5059,Manure Management,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.708,85.2657,86.6858,96.7736,106.6365,113.3402,115.3598,118.0531,112.3079,110.1577,112.8371,113.6822,114.7326,113.2045,117.3603,117.9612,118.5597,118.3111,120.3793,121.3844,122.7395,123.1653,123.6143,125.1311,125.1537,125.7461,126.3416,,134.446,161.4173
ERI,178,Eritrea,5059,Manure Management,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,
ERI,178,Eritrea,5061,Synthetic Fertilizers,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.0173,0.0222,0.0596,0.0786,0.0786,0.0845,0.0849,0.058,0.0446,0.0107,0.0,0.0226,0.0001,0.0104,,0.0085,0.0044,0.0089,0.0097,0.0129,0.0148,0.0252,0.0302,0.0279,0.0731,0.0437,,0.022,0.033
ERI,178,Eritrea,5061,Synthetic Fertilizers,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036,0.0056,0.0072,0.0194,0.0255,0.0255,0.0275,0.0276,0.0189,0.0145,0.0035,0.0,0.0073,0.0,0.0034,,0.0028,0.0014,0.0029,0.0032,0.0042,0.0048,0.0082,0.0098,0.0091,0.0237,0.0142,,0.0072,0.0107
ERI,178,Eritrea,5061,Synthetic Fertilizers,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146,0.0229,0.0294,0.079,0.1041,0.1041,0.112,0.1124,0.0769,0.059,0.0142,0.0001,0.0299,0.0001,0.0137,,0.0112,0.0058,0.0118,0.0129,0.0171,0.0196,0.0334,0.04,0.0369,0.0968,0.0579,,0.0292,0.0438
ERI,178,Eritrea,5061,Synthetic Fertilizers,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8624,6.0694,7.802,20.9286,27.5884,27.5884,29.6851,29.7955,20.3823,15.6426,3.7741,0.0166,7.9234,0.0386,3.6417,,2.9795,1.545,3.1175,3.4064,4.5265,5.199,8.8416,10.608,9.7902,25.6575,15.3519,,7.7358,11.6037
ERI,178,Eritrea,5061,Synthetic Fertilizers,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8624,6.0694,7.802,20.9286,27.5884,27.5884,29.6851,29.7955,20.3823,15.6426,3.7741,0.0166,7.9234,0.0386,3.6417,,2.9795,1.545,3.1175,3.4064,4.5265,5.199,8.8416,10.608,9.7902,25.6575,15.3519,,7.7358,11.6037
ERI,178,Eritrea,5062,Manure applied to Soils,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0424,0.0437,0.0447,0.0509,0.0544,0.0583,0.0595,0.061,0.0658,0.0698,0.0781,0.0841,0.088,0.068,0.0908,0.0912,0.0917,0.071,0.0937,0.0941,0.0946,0.095,0.0951,0.0959,0.0958,0.096,0.0961,,0.0964,0.125
ERI,178,Eritrea,5062,Manure applied to Soils,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.0186,0.019,0.0216,0.0231,0.0248,0.0253,0.0259,0.028,0.0297,0.0332,0.0357,0.0374,0.0289,0.0386,0.0388,0.039,0.0302,0.0398,0.04,0.0402,0.0404,0.0404,0.0408,0.0407,0.0408,0.0409,,0.041,0.0531
ERI,178,Eritrea,5062,Manure applied to Soils,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0604,0.0623,0.0638,0.0726,0.0775,0.083,0.0848,0.0869,0.0938,0.0994,0.1112,0.1198,0.1254,0.0969,0.1293,0.13,0.1307,0.1011,0.1335,0.1341,0.1348,0.1354,0.1355,0.1367,0.1366,0.1368,0.137,,0.1374,0.1781
ERI,178,Eritrea,5062,Manure applied to Soils,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9954,16.5055,16.8949,19.2265,20.5458,22.0028,22.4626,23.0271,24.847,26.3514,29.4784,31.7454,33.2319,25.688,34.2774,34.4519,34.6271,26.8026,35.3851,35.5449,35.7222,35.8718,35.9117,36.2152,36.1938,36.2456,36.3062,,36.3979,47.2087
ERI,178,Eritrea,5062,Manure applied to Soils,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9954,16.5055,16.8949,19.2265,20.5458,22.0028,22.4626,23.0271,24.847,26.3514,29.4784,31.7454,33.2319,25.688,34.2774,34.4519,34.6271,26.8026,35.3851,35.5449,35.7222,35.8718,35.9117,36.2152,36.1938,36.2456,36.3062,,36.3979,47.2087
ERI,178,Eritrea,5063,Manure left on Pasture,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4062,2.4533,2.4983,2.8791,3.2966,3.5222,3.6041,3.6958,3.496,3.4382,3.5564,3.6057,3.6531,3.5182,3.7533,3.7725,3.7917,3.6887,3.8385,3.8546,3.8826,3.8999,3.9175,3.9638,3.9534,3.9657,3.9782,,4.3375,5.3373
ERI,178,Eritrea,5063,Manure left on Pasture,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6781,0.6912,0.7038,0.7878,0.8835,0.9531,0.968,0.9936,0.9514,0.9334,0.9676,0.9808,0.991,0.9583,1.0117,1.0169,1.0222,1.002,1.0353,1.0406,1.0498,1.0543,1.0596,1.073,1.0712,1.0752,1.0793,,1.1858,1.4596
ERI,178,Eritrea,5063,Manure left on Pasture,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0843,3.1444,3.202,3.6669,4.18,4.4753,4.5721,4.6894,4.4474,4.3716,4.5239,4.5865,4.6441,4.4765,4.7649,4.7894,4.8138,4.6907,4.8738,4.8951,4.9324,4.9542,4.9772,5.0368,5.0245,5.0409,5.0575,,5.5232,6.7968
ERI,178,Eritrea,5063,Manure left on Pasture,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.3397,833.2785,848.5356,971.7221,1107.7119,1185.9558,1211.6084,1242.6993,1178.5694,1158.4734,1198.8427,1215.4173,1230.6784,1186.2724,1262.7046,1269.1958,1275.6644,1243.0395,1291.5538,1297.2134,1307.0904,1312.874,1318.9494,1334.7613,1331.5045,1335.8358,1340.2307,,1463.6598,1801.1576
ERI,178,Eritrea,5063,Manure left on Pasture,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.3397,833.2785,848.5356,971.7221,1107.7119,1185.9558,1211.6084,1242.6993,1178.5694,1158.4734,1198.8427,1215.4173,1230.6784,1186.2724,1262.7046,1269.1958,1275.6644,1243.0395,1291.5538,1297.2134,1307.0904,1312.874,1318.9494,1334.7613,1331.5045,1335.8358,1340.2307,,1463.6598,1801.1576
ERI,178,Eritrea,5064,Crop Residues,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0454,0.0645,0.047,0.046,0.0548,0.1082,0.0884,0.0498,0.0657,0.0447,0.0542,0.0565,0.0898,0.1,0.1116,0.0582,0.0764,0.0792,0.094,0.0885,0.0876,0.0883,0.0891,0.0891,0.0891,0.0891,0.0891,,0.1642,0.2156
ERI,178,Eritrea,5064,Crop Residues,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0102,0.0145,0.0106,0.0104,0.0123,0.0244,0.0199,0.0112,0.0148,0.01,0.0122,0.0127,0.0202,0.0225,0.0251,0.0131,0.0172,0.0178,0.0211,0.0199,0.0197,0.0199,0.02,0.02,0.0201,0.0201,0.0201,,0.0369,0.0485
ERI,178,Eritrea,5064,Crop Residues,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0557,0.079,0.0575,0.0564,0.0671,0.1326,0.1083,0.061,0.0804,0.0547,0.0664,0.0692,0.11,0.1225,0.1367,0.0714,0.0936,0.097,0.1151,0.1084,0.1073,0.1082,0.1092,0.1091,0.1092,0.1092,0.1092,,0.2011,0.2642
ERI,178,Eritrea,5064,Crop Residues,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7489,20.9392,15.2454,14.9356,17.7782,35.1358,28.7031,16.1685,21.3145,14.4946,17.5918,18.3273,29.1407,32.4661,36.2203,18.9088,24.8163,25.695,30.5004,28.7303,28.4459,28.6749,28.9252,28.9224,28.9293,28.938,28.9384,,53.3008,70.0019
ERI,178,Eritrea,5064,Crop Residues,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7489,20.9392,15.2454,14.9356,17.7782,35.1358,28.7031,16.1685,21.3145,14.4946,17.5918,18.3273,29.1407,32.4661,36.2203,18.9088,24.8163,25.695,30.5004,28.7303,28.4459,28.6749,28.9252,28.9224,28.9293,28.938,28.9384,,53.3008,70.0019
ERI,178,Eritrea,5066,Burning - Crop residues,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0934,0.0847,0.0632,0.0691,0.0996,0.14,0.0928,0.0859,0.0649,0.0668,0.0619,0.0585,0.0949,0.0987,0.0795,0.0703,0.0781,0.0842,0.0848,0.0848,0.081,0.0783,0.081,0.081,0.081,0.081,0.081,,0.1257,0.1557
ERI,178,Eritrea,5066,Burning - Crop residues,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,0.0022,0.0016,0.0018,0.0026,0.0036,0.0024,0.0022,0.0017,0.0017,0.0016,0.0015,0.0025,0.0026,0.0021,0.0018,0.002,0.0022,0.0022,0.0022,0.0021,0.002,0.0021,0.0021,0.0021,0.0021,0.0021,,0.0033,0.004
ERI,178,Eritrea,5066,Burning - Crop residues,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6158,2.3708,1.7683,1.9342,2.7897,3.9206,2.5984,2.4051,1.8181,1.8694,1.7337,1.6374,2.6567,2.7633,2.2259,1.9697,2.1872,2.3587,2.3738,2.3738,2.268,2.1924,2.268,2.268,2.268,2.268,2.268,,3.5204,4.3602
ERI,178,Eritrea,5066,Burning - Crop residues,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6418,0.5817,0.4339,0.4746,0.6845,0.962,0.6376,0.5901,0.4461,0.4587,0.4254,0.4018,0.6519,0.678,0.5462,0.4833,0.5367,0.5788,0.5825,0.5825,0.5565,0.538,0.5565,0.5565,0.5565,0.5565,0.5565,,0.8638,1.0699
ERI,178,Eritrea,5066,Burning - Crop residues,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2576,2.9525,2.2022,2.4088,3.4742,4.8826,3.236,2.9953,2.2642,2.3281,2.1592,2.0391,3.3086,3.4413,2.7721,2.453,2.7238,2.9375,2.9563,2.9563,2.8245,2.7303,2.8245,2.8245,2.8245,2.8245,2.8245,,4.3842,5.4301
ERI,178,Eritrea,6729,Drained organic soils,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,5.8491,,,
ERI,178,Eritrea,67292,Drained organic soils (CO2),7273,Emissions (CO2),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,,,
ERI,178,Eritrea,67292,Drained organic soils (CO2),723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,5.3239,,,
ERI,178,Eritrea,67291,Drained organic soils (N2O),7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,,,
ERI,178,Eritrea,67291,Drained organic soils (N2O),724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,,,
ERI,178,Eritrea,67291,Drained organic soils (N2O),723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,0.5252,,,
ERI,178,Eritrea,6750,Net Forest conversion,7273,Emissions (CO2),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.66,671.66,671.66,671.66,671.66,671.66,671.66,671.66,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,822.2214,822.2214,822.2214,822.2214,822.2214,656.3847,656.3847,656.3847,656.3847,,,
ERI,178,Eritrea,6750,Net Forest conversion,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.66,671.66,671.66,671.66,671.66,671.66,671.66,671.66,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,618.9139,822.2214,822.2214,822.2214,822.2214,822.2214,656.3847,656.3847,656.3847,656.3847,,,
ERI,178,Eritrea,6751,Forestland,7273,Emissions (CO2),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-446.3056,-446.3056,-446.3056,-446.3056,-446.3056,-214.8526,-214.8526,-214.8526,-214.8526,,,
ERI,178,Eritrea,6751,Forestland,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-243.1507,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-166.5393,-446.3056,-446.3056,-446.3056,-446.3056,-446.3056,-214.8526,-214.8526,-214.8526,-214.8526,,,
ERI,178,Eritrea,6795,Savanna fires,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7377,0.7377,0.7377,1.1243,1.844,0.9442,1.4407,2.9643,0.0759,0.2428,0.103,0.0404,0.0671,0.07,0.5588,0.4509,0.011,0.0125,0.1096,0.0632,0.0985,0.0688,0.0402,0.009,0.0104,0.0008,0.0805,,,
