code,Area Code,name,Item Code,Item,Element Code,Element,Source Code,Source,Unit,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2030,2050
EST,63,Estonia,5058,Enteric Fermentation,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4643,52.1605,41.4011,37.8672,33.3912,30.6838,29.4359,27.8434,24.2779,23.0435,23.4294,22.2736,22.5536,22.1555,22.0065,21.5826,21.1516,20.6487,20.4563,20.5829,20.7134,21.1416,22.1046,22.1787,20.5266,20.6934,20.6193,20.7229,,21.3803,19.8074
EST,63,Estonia,5058,Enteric Fermentation,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1352,31.7091,29.1709,25.8863,24.5187,24.2971,23.3829,20.0134,19.6462,20.4406,19.4769,19.6931,19.9983,20.1673,20.2659,20.0508,19.9757,19.7553,20.1723,20.2987,21.0337,22.1617,22.353,21.6169,21.2675,21.5476,21.588,21.8489,,,
EST,63,Estonia,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0001,1460.4951,1159.2314,1060.2816,934.9536,859.1464,824.2066,779.6152,679.7826,645.218,656.0232,623.6608,631.5008,620.3526,616.1806,604.3128,592.2448,578.1622,572.775,576.3226,579.9738,591.9662,618.9302,621.005,574.7437,579.4166,577.3404,580.2412,,598.6484,554.6084
EST,63,Estonia,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.7863,887.8536,816.784,724.8162,686.5245,680.319,654.7219,560.3751,550.0932,572.3355,545.3521,551.408,559.9521,564.6851,567.446,561.4237,559.3207,553.1487,564.8245,568.3629,588.9425,620.5286,625.8846,605.2745,595.4888,603.3317,604.4649,611.7702,,,
EST,63,Estonia,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0001,1460.4951,1159.2314,1060.2816,934.9536,859.1464,824.2066,779.6152,679.7826,645.218,656.0232,623.6608,631.5008,620.3526,616.1806,604.3128,592.2448,578.1622,572.775,576.3226,579.9738,591.9662,618.9302,621.005,574.7437,579.4166,577.3404,580.2412,,598.6484,554.6084
EST,63,Estonia,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.7863,887.8536,816.784,724.8162,686.5245,680.319,654.7219,560.3751,550.0932,572.3355,545.3521,551.408,559.9521,564.6851,567.446,561.4237,559.3207,553.1487,564.8245,568.3629,588.9425,620.5286,625.8846,605.2745,595.4888,603.3317,604.4649,611.7702,,,
EST,63,Estonia,5059,Manure Management,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6686,11.2565,9.1817,8.875,8.0801,6.7469,6.6332,6.4962,5.6769,5.6135,5.8815,5.6013,5.6492,5.5791,5.5429,5.4191,5.5173,5.3406,5.3124,5.3661,5.3566,5.4756,5.4609,5.452,4.6421,4.8254,4.7821,4.8547,,5.4937,5.2267
EST,63,Estonia,5059,Manure Management,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2615,3.3654,3.3531,3.1151,2.3778,2.4313,2.4825,2.2208,2.2488,2.4336,2.429,2.6844,2.8885,3.1864,3.4219,3.8218,3.8978,4.0919,4.3932,4.6117,4.9639,5.3164,5.5788,5.4517,5.1766,5.3808,5.411,5.3894,,,
EST,63,Estonia,5059,Manure Management,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5452,0.4716,0.3814,0.3564,0.3181,0.2829,0.2747,0.2633,0.2299,0.2211,0.2263,0.2142,0.216,0.2133,0.2106,0.2052,0.2027,0.1976,0.1962,0.1981,0.1985,0.2031,0.2082,0.2088,0.1874,0.1912,0.1898,0.1915,,0.2065,0.193
EST,63,Estonia,5059,Manure Management,7230,Emissions (N2O),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3988,0.3256,0.2991,0.2714,0.2438,0.2454,0.2382,0.222,0.2046,0.2315,0.2214,0.2243,0.2258,0.2252,0.2304,0.23,0.2335,0.2362,0.2426,0.2416,0.2434,0.2447,0.2465,0.2336,0.2226,0.226,0.2221,0.2218,,,
