code,name,unit,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
BRB,Barbados,MtCO2,0.1503333333333333,0.1723333333333333,0.1943333333333333,0.2603333333333333,0.1906666666666666,0.1796666666666666,0.2053333333333333,0.2676666666666666,0.3373333333333333,0.4399999999999999,0.4803333333333333,0.429,0.484,0.5023333333333334,0.4803333333333333,0.4913333333333334,0.5683333333333334,0.5316666666666666,0.5903333333333334,0.6306666666666666,0.6013333333333334,0.6746666666666666,0.6856666666666666,0.6453333333333333,0.6856666666666666,0.7475389750262097,0.8463264223154767,0.9160735596485808,0.941734189249458,0.9454751099795174,0.9894052118000016,1.0708605278626566,1.2028737385841806,0.9741510806424908,1.1013429198545253,0.7390395479253452,0.807222468051351,0.8231111221559417,0.888882680853354,1.10025957999045,1.1632973051441315,1.1524301310043683,1.187089199234664,1.2004410480349357,1.2461720502292013,1.270443959243085,1.3201120815138263,1.3437772925764184,1.3637758369723436,1.6134374090247452,1.5983108790436702,1.465073508005822,1.5176304844143154,1.460180949384388,1.4382857115615633,1.262102915862639,1.262285711561563,1.2842857115615631,1.1706190448948968,1.2364428687187208,1.2161836918156348,1.0875338402469823
