code,name,unit,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
UZB,Uzbekistan,MtCO2,36.66155655477905,38.20489202632813,39.52054865355704,41.611096152072335,44.76702777856101,47.74435125160213,50.7150914979434,53.603367726782864,56.14950783698887,57.8357633729073,60.30919758444497,63.31495193773859,67.33406625294323,70.85837259198904,73.89219841568364,76.75107298636067,80.7087437230844,83.81438147374381,86.65068951258097,89.6391099025114,90.3553659091952,93.82767135429636,92.15372626835064,93.90463178439568,95.24901751658444,96.12087961333071,103.60232163993506,99.7666300300109,99.5251315317776,109.08020702407693,109.94706940663492,103.59109836077933,102.99561075096445,111.0651012969256,115.70138846433788,108.0585660480348,102.73840083697227,105.62282557927614,106.70718322416312,118.58515683233782,121.82780003639006,121.08207717494572,122.67557059679751,127.61112313796734,126.02762519317264,125.20927826593744,116.66101637554576,119.4518120451238,119.1998487991267,123.128393922853,106.32910425764182,103.411208151383,112.78663864628818,114.9747279839884,109.55286811779604,105.02941259851956,101.48588005982948,108.2474730614244,107.23121788821712,114.81573441112243,114.28210191634612,112.86642938764489
