code,name,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
HRV,Croatia,CAIT,Total excluding LUCF,All GHG,28.69241961,22.18024578,23.20765421,24.08899379,24.17722913,25.45753852,24.80251246,26.28084857,26.57858189,26.26095582,25.32919265,26.12912137,27.12545088,28.22761429,28.00035824,27.89304639,28.62154786,30.1237396,29.29660797,26.74266453,26.17853127,25.88839168,23.9473872,22.83264574,22.10113304,22.68580053,22.73223863,23.39677752,22.55428652
HRV,Croatia,CAIT,Total including LUCF,All GHG,27.84830633,21.3361325,22.36452038,23.24585995,23.3340953,24.61440469,23.95507509,25.44320875,25.79757555,25.41191327,24.49306069,25.29968497,26.29752195,27.39849488,27.16866143,27.06350135,27.78888976,29.29775552,28.4706239,25.91237692,25.34728237,24.40617842,22.45249254,21.33344754,20.60289613,21.19090586,18.38793623,19.05773995,18.20998412
HRV,Croatia,CAIT,Energy ,All GHG,21.40212527,15.62076827,15.0008306,15.72439855,14.83768264,15.63254055,15.59103299,17.14920919,18.4834005,18.27619427,17.64862787,18.65803401,19.70470001,21.09688159,20.53251986,20.8358914,20.88394714,22.13319651,21.05861358,19.95782466,19.16547158,18.82004023,17.24401668,16.70669987,15.85120195,16.316478,16.65749032,16.98532952,16.08016871
HRV,Croatia,CAIT,Industrial Processes ,All GHG,2.037408452,1.561685391,3.451595676,3.948957421,5.013207174,5.638306158,5.086734822,4.677490336,4.017826536,3.811217823,3.483021769,3.306495309,3.02801988,2.762527209,2.725432751,2.503962677,2.61518926,2.741213682,2.67066129,2.229531774,2.400863207,2.281157834,2.143494335,1.839756809,1.932462271,1.93727487,1.669837058,1.851011695,1.822186332
HRV,Croatia,CAIT,Agriculture ,All GHG,4.242472585,4.00490021,3.7536428,3.4019227,3.2911749,3.1315304,3.059213,3.3596336,2.9665269,3.0205168,3.0089385,2.9560673,3.139575,3.0727954,3.3943164,3.2160702,3.6865651,3.7199909,3.9478998,2.8805653,2.9184876,3.0613247,2.8594449,2.5930579,2.5882742,2.6270087,2.5710869,2.7111344,2.787152
HRV,Croatia,CAIT,Waste ,All GHG,0.982871376,0.990345843,1.001585137,1.013715116,1.035164422,1.055161416,1.06553165,1.094515441,1.110827954,1.153026932,1.188604506,1.208524749,1.253155992,1.295410087,1.348089236,1.337122111,1.435846357,1.529338502,1.619433301,1.674742798,1.693708886,1.725868913,1.70043129,1.693131161,1.729194622,1.80503896,1.833824348,1.849301914,1.864779479
HRV,Croatia,CAIT,Land-Use Change and Forestry ,All GHG,-0.844113284,-0.844113284,-0.843133834,-0.843133834,-0.843133834,-0.843133834,-0.847437367,-0.837639825,-0.781006338,-0.849042557,-0.836131958,-0.8294364,-0.827928933,-0.82911941,-0.83169681,-0.829545043,-0.8326581,-0.825984077,-0.825984077,-0.83028761,-0.8312489,-1.482213254,-1.494894667,-1.4991982,-1.49823691,-1.494894667,-4.3443024,-4.339037577,-4.3443024
HRV,Croatia,CAIT,Bunker Fuels ,All GHG,0.633,0.092,0.071,0.178,0.398,0.343,0.309,0.306,0.33,0.309,0.253,0.288,0.259,0.246,0.281,0.33,0.32,0.346,0.379,0.286,0.311,0.378,0.335,0.366,0.37,0.354,0.379,0.453,0.605
HRV,Croatia,CAIT,Electricity/Heat ,All GHG,7.897,5.592,6.17,6.648,5.431,6.065,5.924,6.315,7.412,6.759,6.19,6.703,7.527,8.189,7.097,7.116,6.911,8.036,6.93,6.516,6.04,6.316,5.644,5.217,4.788,4.758,4.826,4.487,3.88
HRV,Croatia,CAIT,Manufacturing/Construction ,All GHG,5.308,3.378,2.895,2.74,2.885,2.642,2.52,2.927,2.931,2.777,2.888,3.069,2.949,2.989,3.41,3.52,3.664,3.732,3.779,3.062,2.879,2.669,2.323,2.304,2.257,2.184,2.179,2.355,2.371
HRV,Croatia,CAIT,Transportation ,All GHG,3.563,2.846,2.759,2.911,3.082,3.272,3.468,3.905,4.064,4.294,4.318,4.377,4.685,5.087,5.25,5.43,5.783,6.144,6.054,6.048,5.827,5.712,5.512,5.594,5.542,5.85,6.067,6.533,6.3
HRV,Croatia,CAIT,Building,All GHG,2.276,2.077,1.659,1.865,1.94,2.213,2.209,2.501,2.549,2.697,2.522,2.797,2.944,3.157,3.13,3.135,2.896,2.602,2.646,2.7,2.785,2.521,2.269,2.129,1.868,2.065,2.128,2.169,2.08
HRV,Croatia,CAIT,Other Fuel Combustion ,All GHG,1.928524014,1.376997139,1.197811965,1.225622302,1.195990372,1.141770837,1.181922566,1.218218786,1.262818398,1.501926877,1.490960312,1.456457219,1.339937699,1.413800981,1.387224102,1.37379708,1.351169799,1.329402982,1.370713989,1.362001058,1.364860355,1.354731071,1.281312921,1.257801507,1.204811383,1.256119712,1.25430471,1.242012072,1.249719435
HRV,Croatia,CAIT,Fugitive Emissions ,All GHG,0.429601253,0.350771129,0.321018633,0.334776247,0.302692266,0.299769714,0.288110423,0.281990409,0.265582101,0.247267393,0.23866756,0.254576794,0.259762307,0.261080612,0.259295755,0.260094323,0.278777345,0.289793532,0.277899594,0.269823603,0.270611222,0.249309159,0.215703757,0.20489836,0.191390566,0.202358287,0.203185609,0.201317443,0.199449277
