code,Area Code,name,Item Code,Item,Element Code,Element,Source Code,Source,Unit,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2030,2050
MNE,273,Montenegro,5058,Enteric Fermentation,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5965,12.8309,12.4253,12.004,11.4722,10.2082,10.4604,10.4576,10.7217,10.8701,10.5113,10.3124,10.0631,9.7328,,13.8187,13.703
MNE,273,Montenegro,5058,Enteric Fermentation,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,
MNE,273,Montenegro,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.7026,359.2658,347.9072,336.1113,321.2207,285.8304,292.8905,292.8136,300.2064,304.3621,294.3177,288.747,281.7674,272.5198,,386.9244,383.6836
MNE,273,Montenegro,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8,,,,,,,,,,,
MNE,273,Montenegro,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.7026,359.2658,347.9072,336.1113,321.2207,285.8304,292.8905,292.8136,300.2064,304.3621,294.3177,288.747,281.7674,272.5198,,386.9244,383.6836
MNE,273,Montenegro,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.8,,,,,,,,,,,
MNE,273,Montenegro,5059,Manure Management,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1145,1.9939,1.9379,1.8879,1.8087,1.6369,1.6862,1.7049,1.7582,1.8026,1.9495,1.7483,1.6916,1.6294,,2.0861,2.0868
MNE,273,Montenegro,5059,Manure Management,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,
MNE,273,Montenegro,5059,Manure Management,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1054,0.0999,0.0971,0.094,0.09,0.0796,0.0811,0.0817,0.0843,0.0857,0.0857,0.0823,0.0798,0.0771,,0.105,0.1046
MNE,273,Montenegro,5059,Manure Management,7230,Emissions (N2O),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,
MNE,273,Montenegro,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2062,55.8296,54.2617,52.8623,50.6433,45.8326,47.214,47.7365,49.2296,50.4724,54.5851,48.952,47.364,45.6231,,58.412,58.4292
MNE,273,Montenegro,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.48,,,,,,,,,,,
MNE,273,Montenegro,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9204,26.4649,25.7261,24.9148,23.8393,21.0988,21.4819,21.6383,22.3523,22.7048,22.7183,21.8033,21.1552,20.4264,,27.8151,27.7137
MNE,273,Montenegro,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,,,,,,
MNE,273,Montenegro,5059,Manure Management,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1267,82.2946,79.9879,77.7772,74.4826,66.9314,68.6959,69.3748,71.5819,73.1772,77.3034,70.7553,68.5191,66.0495,,86.2271,86.1429
MNE,273,Montenegro,5059,Manure Management,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.28,,,,,,,,,,,
MNE,273,Montenegro,5061,Synthetic Fertilizers,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273,0.0218,0.0207,0.0171,0.0214,0.0183,0.02,0.0222,0.0208,0.0202,0.0208,0.0164,0.0197,0.019,,0.0334,0.0356
MNE,273,Montenegro,5061,Synthetic Fertilizers,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0089,0.0071,0.0067,0.0056,0.0069,0.006,0.0065,0.0072,0.0068,0.0066,0.0068,0.0053,0.0064,0.0062,,0.0109,0.0116
MNE,273,Montenegro,5061,Synthetic Fertilizers,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362,0.0289,0.0275,0.0227,0.0283,0.0243,0.0266,0.0294,0.0276,0.0268,0.0276,0.0217,0.0261,0.0251,,0.0442,0.0472
MNE,273,Montenegro,5061,Synthetic Fertilizers,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5897,7.6641,7.2778,6.0088,7.504,6.4336,7.0385,7.8038,7.3091,7.1058,7.3037,5.7603,6.9272,6.6637,,11.7226,12.5137
MNE,273,Montenegro,5061,Synthetic Fertilizers,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5897,7.6641,7.2778,6.0088,7.504,6.4336,7.0385,7.8038,7.3091,7.1058,7.3037,5.7603,6.9272,6.6637,,11.7226,12.5137
MNE,273,Montenegro,5062,Manure applied to Soils,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0973,0.0929,0.0894,0.0868,0.0835,0.0747,0.0764,0.0772,0.0792,0.0811,0.0833,0.0788,0.0759,0.0736,,0.098,0.0971
MNE,273,Montenegro,5062,Manure applied to Soils,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414,0.0395,0.038,0.0369,0.0355,0.0317,0.0325,0.0328,0.0337,0.0345,0.0354,0.0335,0.0322,0.0313,,0.0416,0.0413
MNE,273,Montenegro,5062,Manure applied to Soils,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1387,0.1324,0.1274,0.1237,0.119,0.1064,0.1088,0.11,0.1129,0.1156,0.1187,0.1123,0.1081,0.1049,,0.1396,0.1384
MNE,273,Montenegro,5062,Manure applied to Soils,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7568,35.0803,33.7547,32.768,31.5475,28.2031,28.8366,29.1433,29.9089,30.6266,31.4602,29.7688,28.646,27.7947,,37.0042,36.669
MNE,273,Montenegro,5062,Manure applied to Soils,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7568,35.0803,33.7547,32.768,31.5475,28.2031,28.8366,29.1433,29.9089,30.6266,31.4602,29.7688,28.646,27.7947,,37.0042,36.669
MNE,273,Montenegro,5063,Manure left on Pasture,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1267,0.1185,0.1128,0.1088,0.1051,0.0975,0.1052,0.106,0.1061,0.1076,0.1049,0.1026,0.1002,0.0976,,0.135,0.1325
MNE,273,Montenegro,5063,Manure left on Pasture,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0385,0.0355,0.0337,0.0324,0.0315,0.0302,0.0333,0.0338,0.0334,0.0336,0.033,0.0322,0.0316,0.0308,,0.042,0.0412
MNE,273,Montenegro,5063,Manure left on Pasture,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652,0.154,0.1465,0.1412,0.1366,0.1276,0.1385,0.1398,0.1395,0.1412,0.1379,0.1349,0.1318,0.1285,,0.177,0.1738
