code,name,unit,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
OMN,Oman,MtCO2,1.4044720063000002,1.4649955933,1.5284653272000002,1.5983670370999998,1.6650542890000002,1.7412716319,4.291103388,4.905652013999999,4.261137434999999,3.896808465,10.22627229899999,11.478370385999993,11.220989681999988,10.617226067999992,9.662523743999994,5.575107166499997,5.748317264999999,5.9006314906,7.841981950799996,9.2118329153,8.6410204088,8.1591693671,8.5355577682,9.1205482712,10.1227341145,12.6837914404,16.9287036041,15.9960848505,15.34392674,14.104646666497135,15.71026368915368,15.98394354009465,17.548165465801866,17.588553973168597,21.401072296624527,27.9193625317946,30.335036937229027,33.947656774015975,34.924371707551686,33.42640780264176,35.645288359773346,38.6186356599986,38.18122209287243,45.124734243425166,44.58923304845341,51.58183322882838,54.02091132386831,60.1291702605468,70.29428503573081,70.28004168022598,73.4526138412709,74.6431442461881,79.49512044133449,81.36726111932242,82.88317408984531,80.43819444874039
