code,name,unit,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
KAZ,Kazakhstan,MtCO2,,,,,,,,,,,,,,,,,,,,,231.17781802240685,236.35609211066196,240.9739255609761,248.64756211853657,242.09192626344856,242.5716843949056,240.2354425327405,237.0960207995266,209.13714453317155,193.6382671666088,170.24579210704854,148.2619813040994,130.92034176273737,124.91912177743848,116.31895180468042,103.93163687371968,119.90204822914656,121.08260933665056,132.56383962322,144.44542020860362,150.0209460918918,162.53759060728515,177.23896389909677,191.47815388883643,172.9901570413535,183.9077494379263,208.46871457604752,218.39751264238336,220.8316935921156,223.7876542521157,222.2415814153672,216.92723453372184,232.18944520818965,255.28557502317136,246.3348877061715,241.01922872292465
