code,name,Year,unit,Total CO2 emissions from fossil-fuels and cement production (MtCO2),Emissions from solid fuel consumption,Emissions from liquid fuel consumption,Emissions from gas fuel consumption,Emissions from cement production,Emissions from gas flaring,Per capita CO2 emissions (tCO2),Emissions from bunker fuels (not included in the totals)
KAZ,KAZAKHSTAN,1992,MtCO2,262.02,155.991,68.72433333333333,34.114666666666665,3.19,0.0,0.01595,3.08
KAZ,KAZAKHSTAN,1993,MtCO2,217.602,142.758,48.682333333333325,24.167,1.9946666666666664,0.0,0.0133466666666666,1.023
KAZ,KAZAKHSTAN,1994,MtCO2,199.9653333333333,133.76,46.59966666666666,18.604666666666663,0.9973333333333332,0.0,0.0123933333333333,1.5143333333333333
KAZ,KAZAKHSTAN,1995,MtCO2,169.15066666666667,110.85066666666664,33.891,23.103666666666665,1.3053333333333332,0.0,0.0106333333333333,1.0743333333333334
KAZ,KAZAKHSTAN,1996,MtCO2,141.5223333333333,98.296,24.709666666666664,17.959333333333333,0.5573333333333332,0.0,0.00902,1.0413333333333332
KAZ,KAZAKHSTAN,1997,MtCO2,129.448,82.51466666666666,30.481,16.122333333333334,0.33,0.0,0.00836,0.9606666666666668
KAZ,KAZAKHSTAN,1998,MtCO2,127.31033333333332,82.92166666666665,27.954666666666665,16.137,0.3006666666666666,0.0,0.0083233333333333,0.99
KAZ,KAZAKHSTAN,1999,MtCO2,116.48266666666666,77.82866666666666,22.058666666666664,16.181,0.418,0.0,0.0077366666666666,0.0
KAZ,KAZAKHSTAN,2000,MtCO2,118.08866666666664,74.888,22.366666666666664,20.247333333333334,0.5866666666666667,0.0,0.0078833333333333,0.0
KAZ,KAZAKHSTAN,2001,MtCO2,131.83866666666663,80.81333333333333,29.208666666666662,20.808333333333334,1.012,0.0,0.0088366666666666,0.385
KAZ,KAZAKHSTAN,2002,MtCO2,133.7233333333333,82.75666666666666,27.140666666666664,22.76633333333333,1.0633333333333332,0.0,0.0089833333333333,0.572
KAZ,KAZAKHSTAN,2003,MtCO2,142.197,89.82233333333333,23.64633333333333,27.441333333333333,1.2833333333333332,0.0,0.0094966666666666,0.5316666666666666
KAZ,KAZAKHSTAN,2004,MtCO2,173.03733333333332,105.71366666666664,33.861666666666665,31.639666666666663,1.826,0.0,0.0114766666666666,0.6673333333333332
KAZ,KAZAKHSTAN,2005,MtCO2,177.31266666666664,107.30866666666664,28.116,39.90433333333333,1.9836666666666665,0.0,0.0116966666666666,0.7223333333333333
KAZ,KAZAKHSTAN,2006,MtCO2,192.61366666666663,115.32766666666666,31.867,42.98433333333333,2.4346666666666663,0.0,0.0125766666666666,0.539
KAZ,KAZAKHSTAN,2007,MtCO2,222.3283333333333,122.749,42.62866666666667,54.11266666666666,2.8416666666666663,0.0,0.0144466666666666,0.7223333333333333
KAZ,KAZAKHSTAN,2008,MtCO2,232.78566666666663,132.06233333333333,34.97266666666666,62.83933333333333,2.911333333333333,0.0,0.01496,0.6783333333333332
KAZ,KAZAKHSTAN,2009,MtCO2,213.3193333333333,121.76266666666666,27.709,61.006,2.838,0.0,0.0132366666666666,0.5683333333333332
KAZ,KAZAKHSTAN,2010,MtCO2,248.52666666666667,131.208,47.377,66.60866666666665,3.333,0.0,0.0152533333333333,0.638
KAZ,KAZAKHSTAN,2011,MtCO2,259.0353333333333,143.70766666666665,37.62,73.898,3.8096666666666654,0.0,0.0156566666666666,0.5536666666666666
KAZ,KAZAKHSTAN,2012,MtCO2,242.94966666666664,143.891,32.391333333333336,63.151,3.516333333333333,0.0,0.0144466666666666,0.616
KAZ,KAZAKHSTAN,2013,MtCO2,262.823,142.41333333333333,47.534666666666666,69.35133333333333,3.527333333333333,0.0,0.0153633333333333,0.5133333333333333
KAZ,KAZAKHSTAN,2014,MtCO2,248.292,140.70833333333331,32.33633333333333,71.27266666666665,3.978333333333333,0.0,0.0142999999999999,0.7076666666666667
