code,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CHN,Asia (excl. China),energy,MtCO2eq,510.371527,535.2919308,560.4487433,586.895969,621.6337426,659.824017,700.0646434,724.7551696,779.4436802,823.939466,855.4272345,879.8129612,929.461132,985.4212703,1029.930404,1088.269263,1151.038514,1218.729743,1293.102611,1391.522183,1478.047511,1520.825051,1597.290924,1675.541048,1805.002399,1896.235667,2004.844393,2020.068734,2139.372486,2224.153798,2289.523768,2360.027298,2458.481508,2617.085538,2714.648392,2845.899066,3026.121994,3134.016655,3255.548149,3457.423542,3625.050945,3806.807178,3865.185496,4130.981962,4220.338259,4291.865946,4529.01716,4758.871617,4898.183446,
CHN,People's Rep. of China,energy,MtCO2eq,911.2302209,968.3670021,1005.177922,1025.361083,1188.452113,1233.6442,1389.338867,1562.287121,1590.960501,1558.841344,1551.11398,1615.43314,1696.24983,1844.762752,1857.744816,1959.064522,2087.694356,2240.863588,2321.067183,2360.681264,2474.846014,2571.869146,2787.714052,2899.426499,3227.715981,3198.307088,3252.670102,3340.244319,3236.818414,3425.685139,3594.675381,3862.219968,4465.025421,5189.236295,5904.051586,6496.097021,7042.439453,7247.414305,7736.874779,8485.09204,9274.73474,9527.476771,9958.660557,9959.180164,9860.677355,9806.686677,10025.7842,10432.7701,10618.70944,
CHN,"China (incl. Hong Kong, China)",energy,MtCO2eq,920.516661,977.9847313,1014.86694,1036.428451,1199.410261,1246.318522,1403.979063,1577.832402,1605.424728,1573.625711,1566.970229,1633.752635,1717.836337,1868.559979,1882.57614,1987.454174,2116.558034,2272.8346,2354.354748,2395.109605,2512.550138,2614.017758,2830.774268,2935.885313,3264.741775,3232.7955,3286.071672,3382.04733,3281.593004,3466.762618,3635.815453,3902.460701,4508.867389,5229.284576,5946.427973,6537.993909,7086.458435,7289.987887,7781.671356,8526.827882,9319.430889,9571.61541,10004.13979,10005.98597,9904.152783,9851.048124,10069.36391,10476.24735,10661.66303,
CHN,Asia (excl. China),total_fuel_combustion,MtCO2eq,469.00919,490.9505802,512.5605661,536.4141168,569.1529015,600.7015719,634.1049329,659.1284691,709.5256545,751.3409252,782.4949114,809.6646109,852.3935529,900.1861935,945.5339607,1005.378532,1065.283566,1131.842563,1199.750822,1287.490164,1365.963549,1415.805122,1492.68311,1570.64926,1697.837011,1784.917873,1888.090357,1906.629833,2023.424579,2106.995765,2170.354438,2239.72602,2331.165497,2482.260084,2571.376415,2695.374578,2874.61044,2977.891263,3092.242727,3288.826569,3445.88078,3617.33399,3672.873215,3934.042375,4022.709196,4091.790442,4336.684896,4565.62697,4698.283382,
CHN,People's Rep. of China,total_fuel_combustion,MtCO2eq,855.0963489,908.8032925,943.3612961,962.17476,1114.484188,1157.868966,1303.604244,1466.034093,1491.881928,1458.613898,1453.066424,1511.905588,1585.837667,1723.3988,1732.385972,1829.944033,1953.722634,2100.066605,2170.401938,2204.587438,2317.817961,2411.009193,2617.515641,2714.515116,3018.023364,2982.042766,3040.96651,3131.217698,3029.508506,3206.210145,3360.206804,3616.637871,4175.851343,4853.587154,5524.063131,6080.897322,6589.867851,6782.295902,7243.468963,7943.764564,8683.791876,8937.848559,9346.960027,9337.970034,9249.851464,9240.484536,9447.777776,9822.888299,9985.311239,
CHN,"China (incl. Hong Kong, China)",total_fuel_combustion,MtCO2eq,864.382789,918.4210217,953.0503136,973.2421283,1125.442336,1170.543288,1318.244439,1481.579374,1506.346155,1473.398265,1468.922672,1530.225083,1607.424174,1747.196027,1757.217296,1858.333685,1982.586312,2132.037617,2203.689503,2239.015779,2355.522085,2453.157805,2660.575858,2750.973929,3055.049158,3016.531179,3074.36808,3173.020708,3074.283095,3247.287624,3401.346876,3656.878604,4219.693311,4893.635435,5566.439518,6122.794211,6633.886834,6824.869484,7288.26554,7985.500405,8728.488024,8981.987198,9392.439262,9384.775838,9293.326892,9284.845982,9491.357488,9866.365549,10028.26484,
CHN,Asia (excl. China),coal,MtCO2eq,220.8035786,223.1528581,223.5019742,242.8084663,262.0693358,279.4013143,287.3446992,281.7158422,305.8487091,323.9822906,350.5422165,371.2030641,397.9882052,428.1045109,458.7757444,495.1545674,520.1747648,545.515016,570.4614181,590.952387,631.516869,642.6081757,659.2086521,679.3706055,713.8983881,741.6727768,785.7471676,781.3082458,839.9095973,897.5254184,938.8008881,967.9930729,1022.934986,1102.174698,1174.074334,1256.89672,1378.9498,1455.962043,1547.935917,1683.68956,1782.187749,1900.633986,1929.816225,2127.013982,2145.637572,2174.651992,2362.191711,2564.360274,2674.273469,
CHN,People's Rep. of China,coal,MtCO2eq,677.1949443,709.3013867,720.0573058,712.5564954,840.6398396,844.9745074,969.7812052,1105.02448,1134.305287,1128.664093,1138.603266,1203.227626,1270.956163,1401.876733,1420.130033,1498.772768,1609.159499,1736.227044,1797.321339,1830.756313,1920.848441,1987.562298,2138.131977,2248.541809,2512.35322,2465.44515,2486.590394,2566.755918,2421.179402,2560.013656,2697.487063,2923.775537,3413.498734,3962.910282,4612.786279,5099.006435,5558.376253,5725.437555,6167.692451,6628.137658,7339.411815,7493.967355,7804.882194,7755.450947,7557.912589,7489.055982,7591.02963,7836.38544,7914.289782,
CHN,"China (incl. Hong Kong, China)",coal,MtCO2eq,677.2959715,709.3710995,720.0990004,712.5985438,840.6740152,845.0270297,969.8232536,1105.072497,1134.426393,1128.769383,1138.705651,1206.791766,1280.219069,1414.532873,1435.181149,1517.112438,1629.241455,1758.238762,1820.69382,1855.901623,1948.119257,2016.638078,2168.143056,2271.784238,2536.424938,2484.215075,2501.915292,2584.499829,2436.035361,2577.278867,2716.557245,2944.988997,3440.402998,3988.0119,4640.099121,5126.276524,5588.150762,5752.70263,6196.168361,6652.913378,7368.877951,7522.977235,7835.807347,7787.852666,7584.560967,7515.706866,7615.994301,7862.032006,7938.844319,
CHN,Asia (excl. China),oil,MtCO2eq,192.192483,210.2597162,228.6383399,230.1140818,240.6371331,252.6271131,275.4457079,303.5277178,326.3584345,345.3544659,346.7028419,349.1355175,361.5560707,372.3137005,377.7419564,394.9668988,419.2814158,455.338931,493.5798642,537.4881378,553.8089633,581.8621585,628.9010867,666.5144365,739.4451945,786.4896754,822.8353049,823.3470239,866.3797465,885.217999,883.3130188,895.94634,899.4535624,951.0925242,948.3808238,958.2230456,1005.561887,1013.472303,1024.470004,1058.24026,1110.973824,1159.147232,1179.457219,1226.202187,1287.926529,1319.35117,1380.481736,1384.267254,1387.708882,
CHN,People's Rep. of China,oil,MtCO2eq,114.3927467,132.4287086,152.6573731,174.6925077,195.2435755,230.8784921,246.9779204,270.2050751,264.3642584,236.3163654,223.1443279,218.1473222,223.1280763,228.4856464,227.3996355,244.4880513,256.2977913,274.9717834,281.9974846,281.0455177,303.3599404,328.4561178,379.7886402,367.738847,404.8725379,416.7777542,450.412854,462.3500887,503.9069532,538.9670028,552.2008489,582.1077034,644.873976,764.9122767,780.2025943,829.1028201,860.353225,872.3117935,878.0595863,1024.976957,1044.495556,1119.39549,1175.817507,1184.252986,1279.815222,1308.683135,1349.373142,1398.054498,1440.251863,
CHN,"China (incl. Hong Kong, China)",oil,MtCO2eq,123.5223915,141.9166596,162.2374412,185.6405595,206.0846896,243.4024843,261.4683662,285.5728568,278.5515493,250.8137802,238.6908218,232.6532114,235.1481185,239.2740487,236.7731,254.0774752,264.5413081,284.3089047,291.2175239,289.5638776,312.9685824,340.604768,391.8633164,379.9036359,416.6498889,427.3830642,461.1143607,479.4134781,526.1983205,555.6952222,567.1076443,594.2585201,656.8895992,773.349957,788.7392104,836.9325914,868.5178419,880.7527963,887.888341,1033.965934,1053.211724,1128.475061,1184.628901,1193.123415,1289.726919,1319.296014,1360.929759,1409.039463,1451.556115,
