Country,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ATG,CAIT,Fugitive Emissions ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG,CAIT,Total excluding LUCF,F-Gas,0.000562482,0.003498969,0.006435457,0.009371945,0.012308432,0.01524492,0.028219707,0.041194494,0.054169281,0.067144069,0.080118856,0.096840424,0.113561991,0.130283559,0.147005127,0.163726695,0.199147183,0.234567671,0.269988159,0.305408647,0.340829135,0.349995152,0.35916117,0.368327187,0.377493204,0.386659221,0.411807785,0.436956349,0.462104912
ATG,CAIT,Total including LUCF,F-Gas,0.000562482,0.003498969,0.006435457,0.009371945,0.012308432,0.01524492,0.028219707,0.041194494,0.054169281,0.067144069,0.080118856,0.096840424,0.113561991,0.130283559,0.147005127,0.163726695,0.199147183,0.234567671,0.269988159,0.305408647,0.340829135,0.349995152,0.35916117,0.368327187,0.377493204,0.386659221,0.411807785,0.436956349,0.462104912
ATG,CAIT,Industrial Processes ,F-Gas,0.000562482,0.003498969,0.006435457,0.009371945,0.012308432,0.01524492,0.028219707,0.041194494,0.054169281,0.067144069,0.080118856,0.096840424,0.113561991,0.130283559,0.147005127,0.163726695,0.199147183,0.234567671,0.269988159,0.305408647,0.340829135,0.349995152,0.35916117,0.368327187,0.377493204,0.386659221,0.411807785,0.436956349,0.462104912
AUS,CAIT,Total excluding LUCF,All GHG,503.8186334,503.7428459,505.9056584,505.5927952,508.6674388,516.7641355,514.5187839,522.735491,550.5680302,583.6135692,608.2080994,634.1037097,627.0791984,546.7123243,605.376651,568.3803125,611.7033655,614.9912263,587.258767,601.0681908,571.2245554,673.1291584,670.9279753,581.8909298,593.5033009,594.5785849,573.3857302,619.7899445,615.3783328
AUS,CAIT,Total including LUCF,All GHG,558.2094702,558.1336827,560.2964952,559.983632,563.0564395,571.1904522,571.0068442,582.2795448,608.0825489,643.6008047,661.9705547,665.7152854,660.7521256,583.6531389,635.5026038,598.4392211,646.9057011,646.46245,617.089033,633.804266,601.1398946,644.7351096,643.1166009,555.2611512,566.2115231,566.4692888,577.3177752,623.0799372,619.2639241
AUS,CAIT,Energy ,All GHG,295.0694067,297.1698759,303.0952206,305.818944,309.5682364,321.23545,332.6627522,342.6974892,363.4565655,365.2128661,373.0061601,378.6525878,385.3734117,384.1427456,398.2716985,403.4354663,409.856978,421.6140197,424.9597147,431.1215455,423.6577839,421.6073015,421.7138998,415.0063015,404.0292164,413.4416091,422.9797369,426.4044729,426.0933954
AUS,CAIT,Industrial Processes ,All GHG,10.80755256,10.37100187,10.30476751,9.909538647,8.446787697,7.688149301,7.732482299,7.625350412,8.536199352,8.170605927,8.569822705,10.05235945,10.68313579,11.67864493,12.34483438,13.42129546,12.86907393,13.98194916,15.19560359,15.83338766,16.70158979,16.91820674,17.36083399,16.78537989,17.24639063,17.92240559,18.19001403,17.86116733,17.44432063
AUS,CAIT,Agriculture ,All GHG,178.009833,176.2961899,172.8523595,170.3763473,171.8611528,169.1068296,156.9869811,155.5095768,162.4991514,194.0708218,211.0499733,229.6073641,215.1221547,136.0741778,180.3394554,137.2389139,174.9115055,164.9958056,132.2363466,139.3143137,115.7438328,220.1124468,219.0083592,138.0764894,160.0484507,151.6747471,120.0956724,163.3115671,159.5354493
AUS,CAIT,Waste ,All GHG,19.93184112,19.90577816,19.65331075,19.48796529,18.79126186,18.73370668,17.13656827,16.90307456,16.07611398,16.15927536,15.58214326,15.79139839,15.90049615,14.81675592,14.42066279,14.28463687,14.06580807,14.39945191,14.86710208,14.79894403,15.12134888,14.49120338,12.84488227,12.02275897,12.17924323,11.5398231,12.12030684,12.21273718,12.30516752
AUS,CAIT,Land-Use Change and Forestry ,All GHG,54.39083683,54.39083683,54.39083683,54.39083683,54.38900073,54.42631663,56.48806035,59.54405387,57.51451868,59.98723547,53.76245527,31.61157573,33.67292723,36.94081465,30.12595278,30.05890862,35.2023356,31.47122367,29.83026596,32.73607518,29.91533926,-28.39404881,-27.81137444,-26.62977858,-27.29177781,-28.10929609,3.932044964,3.289992665,3.885591235
AUS,CAIT,Bunker Fuels ,All GHG,6.496,6.47,6.843,7.417,7.808,8.621,9.127,9.129,9.499,9.837,10.217,10.631,8.776,8.785,9.988,10.926,11.526,11.895,12.192,11.214,12.379,11.886,12.857,12.888,14.046,13.413,14.019,15.208,16.097
AUS,CAIT,Electricity/Heat ,All GHG,142.802,145.252,147.683,149.113,151.843,158.056,165.887,170.11,190.318,194.117,196.874,204.244,218.73,209.845,219.472,224.534,229.346,236.45,236.298,246.368,239.95,233.273,230.762,222.642,212.806,219.578,225.68,226.188,221.255
AUS,CAIT,Manufacturing/Construction ,All GHG,42.848,43.103,42.817,43.72,45.416,46.211,45.996,47.475,47.6,47.468,47.985,47.262,37.913,44.266,45.276,43.799,42.659,43.286,44.794,41.179,36.976,39.525,41,41.013,41.014,37.69,37.495,37.545,39.322
AUS,CAIT,Transportation ,All GHG,62.029,60.585,62.08,63.185,64.83,67.54,70.023,71.385,71.388,72.774,75.014,74.417,76.132,76.408,79.182,79.333,81.252,83.578,85.299,84.684,87.63,89.768,90.425,91.828,91.98,94.153,95.591,97.683,99.642
AUS,CAIT,Building,All GHG,8.626,8.682,9.013,9.369,9.156,9.717,10.09,10.169,10.402,10.311,10.569,10.841,11.144,11.305,11.246,11.358,11.559,11.822,11.918,12.533,12.678,13.144,13.399,13.678,14.168,14.435,14.829,14.871,15.101
AUS,CAIT,Other Fuel Combustion ,All GHG,8.494538297,8.74173631,8.936336854,9.260306357,9.420770157,9.682318818,9.718198958,9.924644936,10.04000935,10.08084723,10.09964435,10.14321661,10.91381657,12.22403942,12.29812311,12.53791632,12.11514727,11.9179319,11.94364038,12.05717461,12.05071388,11.91689713,12.15513771,12.25035526,12.18885245,12.53145486,13.11822356,13.59009069,13.60595781
AUS,CAIT,Fugitive Emissions ,All GHG,30.2708684,30.80613962,32.56588376,31.17163761,28.90246626,30.02913114,30.94755325,33.63284426,33.70955611,30.46301887,32.46451578,31.74637114,30.53959517,30.09270622,30.79857536,31.87354994,32.92583072,34.55908777,34.70807435,34.30137085,34.37307003,33.97940439,33.97276212,33.59494627,31.87336391,35.05415423,36.26751338,36.52738223,37.16643757
AUS,CAIT,Total excluding LUCF,CO2,263.5976533,264.71236,268.3619467,272.3579467,278.6715333,289.01024,299.5930667,306.77436,327.6586533,333.0361867,338.8130667,344.9606533,352.8886533,351.9916533,365.2659467,369.50724,375.05524,385.36824,388.50224,394.9539467,387.3506533,385.76636,385.77236,379.2740667,369.8790667,375.9734125,383.9584125,387.201243,386.62026
AUS,CAIT,Total including LUCF,CO2,313.9549783,315.069685,318.7192717,322.7152717,329.0270222,339.4030448,349.9932484,357.1828876,378.0716835,383.4555555,389.2330507,374.3548533,382.2794644,381.3802787,394.6485471,398.8926586,404.4356481,414.7460182,417.8781714,424.3290271,416.7238494,356.3260691,356.3324043,349.8328531,340.4345107,346.5288565,386.1475143,389.3890031,388.8083689
AUS,CAIT,Energy ,CO2,260.1356533,261.52936,265.4389467,269.3529467,275.1875333,285.65224,296.3480667,303.58836,324.1846533,329.5171867,335.1920667,341.4206533,349.3996533,348.4056533,361.7119467,365.84324,371.16724,381.39524,384.64024,391.1259467,383.8016533,382.26936,382.25436,375.9800667,366.7420667,372.8974125,381.0284125,384.182243,383.60026
AUS,CAIT,Industrial Processes ,CO2,3.463,3.183,2.923,3.005,3.484,3.358,3.244,3.185,3.475,3.52,3.621,3.541,3.488,3.584,3.555,3.664,3.888,3.972,3.863,3.829,3.549,3.496,3.518,3.294,3.138,3.076,2.931,3.019,3.019
AUS,CAIT,Land-Use Change and Forestry ,CO2,50.357325,50.357325,50.357325,50.357325,50.3554889,50.3928048,50.4001817,50.4085276,50.4130302,50.4193688,50.419984,29.3942,29.3908111,29.3886254,29.3826004,29.3854186,29.3804081,29.3777782,29.3759314,29.3750804,29.3731961,-29.4402909,-29.4399557,-29.4412136,-29.444556,-29.444556,2.1891018,2.1877601,2.1881089
AUS,CAIT,Bunker Fuels ,CO2,6.496,6.47,6.843,7.417,7.808,8.621,9.127,9.129,9.499,9.837,10.217,10.631,8.776,8.785,9.988,10.926,11.526,11.895,12.192,11.214,12.379,11.886,12.857,12.888,14.046,13.413,14.019,15.208,16.097
AUS,CAIT,Electricity/Heat ,CO2,142.802,145.252,147.683,149.113,151.843,158.056,165.887,170.11,190.318,194.117,196.874,204.244,218.73,209.845,219.472,224.534,229.346,236.45,236.298,246.368,239.95,233.273,230.762,222.642,212.806,219.578,225.68,226.188,221.255
AUS,CAIT,Manufacturing/Construction ,CO2,42.848,43.103,42.817,43.72,45.416,46.211,45.996,47.475,47.6,47.468,47.985,47.262,37.913,44.266,45.276,43.799,42.659,43.286,44.794,41.179,36.976,39.525,41,41.013,41.014,37.69,37.495,37.545,39.322
AUS,CAIT,Transportation ,CO2,62.029,60.585,62.08,63.185,64.83,67.54,70.023,71.385,71.388,72.774,75.014,74.417,76.132,76.408,79.182,79.333,81.252,83.578,85.299,84.684,87.63,89.768,90.425,91.828,91.98,94.153,95.591,97.683,99.642
AUS,CAIT,Building,CO2,8.626,8.682,9.013,9.369,9.156,9.717,10.09,10.169,10.402,10.311,10.569,10.841,11.144,11.305,11.246,11.358,11.559,11.822,11.918,12.533,12.678,13.144,13.399,13.678,14.168,14.435,14.829,14.871,15.101
AUS,CAIT,Other Fuel Combustion ,CO2,3.393,3.415,3.463,3.583,3.669,3.8,3.805,3.957,4.039,4.136,4.203,4.219,5.043,6.144,6.153,6.491,6.023,5.931,6.003,5.979,6.13,6.067,6.176,6.272,6.227,6.59,6.982,7.498,7.558
AUS,CAIT,Fugitive Emissions ,CO2,0.437653333,0.49236,0.382946667,0.382946667,0.273533333,0.32824,0.547066667,0.49236,0.437653333,0.711186667,0.547066667,0.437653333,0.437653333,0.437653333,0.382946667,0.32824,0.32824,0.32824,0.32824,0.382946667,0.437653333,0.49236,0.49236,0.547066667,0.547066667,0.4514125,0.4514125,0.397243,0.72226
AUS,CAIT,Total excluding LUCF,CH4,156.0424256,155.7494779,155.1718374,151.8253633,150.6624471,149.1915412,142.109513,144.2098066,146.1310291,157.1346736,167.6321431,175.6895596,167.167821,127.1056763,148.0114234,128.8030098,147.8712765,144.8274105,128.5328179,131.4587809,119.319095,168.8197802,166.7279207,127.154599,135.1931246,133.4323242,118.2762124,139.8062757,139.0731115
AUS,CAIT,Total including LUCF,CH4,158.2840922,157.9911446,157.4135041,154.06703,152.9041137,151.4332079,146.2940369,150.4883781,151.0167434,163.9013403,169.8345241,176.7514644,169.217821,130.722343,148.3673758,129.1256288,150.6593718,145.8297914,128.7506751,133.0683047,119.5786188,169.3209707,167.5076826,128.5010275,136.224077,134.0716099,119.1107362,140.3336566,139.8862067
AUS,CAIT,Energy ,CH4,32.96191877,33.62523018,35.57973878,34.25011228,32.07601026,33.14512209,33.78198202,36.45698111,36.44924257,32.7536765,34.7580804,34.04545221,32.55853877,32.05918692,32.77236452,33.77692809,34.90007989,36.3989041,36.49299874,36.26447879,36.19838064,35.59585493,35.73670396,35.32001203,33.71254975,37.17140879,38.60281407,38.89046991,39.17812575
AUS,CAIT,Industrial Processes ,CH4,0.081645721,0.075137243,0.082306003,0.083292439,0.093005525,0.098387162,0.100478741,0.098384722,0.102829084,0.095999514,0.086790424,0.081024217,0.080381708,0.086472119,0.086310763,0.081794398,0.088659695,0.089278723,0.089320471,0.077147719,0.092361972,0.097591631,0.075326522,0.068477572,0.065017949,0.068674614,0.070578301,0.070578301,0.070578301
AUS,CAIT,Agriculture ,CH4,103.354575,102.4350125,100.1548125,98.3057625,99.999615,97.508545,91.3925025,91.07256,93.82973,108.454945,117.5369475,126.1092225,118.9690575,80.4894,101.081945,81.0124825,99.1737625,94.3021,77.465675,80.6859725,68.25497,118.99014,118.46453,80.147435,89.6650525,85.1312875,67.99818,89.1549525,88.0484975
AUS,CAIT,Waste ,CH4,19.64428606,19.61409798,19.35498011,19.18619608,18.49381627,18.43948697,16.83454979,16.58188079,15.74922745,15.83005261,15.2503248,15.4538607,15.55984306,14.47061726,14.07080309,13.93180478,13.70877444,14.03712765,14.48482374,14.43118188,14.77338235,14.13619362,12.45136018,11.61867436,11.75050437,11.06095328,11.60463998,11.69027497,11.77590996
AUS,CAIT,Land-Use Change and Forestry ,CH4,2.241666667,2.241666667,2.241666667,2.241666667,2.241666667,2.241666667,4.18452381,6.278571429,4.885714286,6.766666667,2.202380952,1.061904762,2.05,3.616666667,0.355952381,0.322619048,2.788095238,1.002380952,0.217857143,1.60952381,0.25952381,0.501190476,0.779761905,1.346428571,1.030952381,0.639285714,0.83452381,0.527380952,0.813095238
AUS,CAIT,Other Fuel Combustion ,CH4,3.180267123,3.359999309,3.446081717,3.508603667,3.491445479,3.490087353,3.418887661,3.342532974,3.202915271,3.029232389,2.871734015,2.769180745,2.48608249,2.428944431,2.381353324,2.255160505,2.326676969,2.195014367,2.140422047,2.375133127,2.294248376,2.134095172,2.290460136,2.308127219,2.421554805,2.616972104,2.85192084,2.825538333,2.799155826
AUS,CAIT,Fugitive Emissions ,CH4,29.78165165,30.26523087,32.13365706,30.74150862,28.58456478,29.65503474,30.36309436,33.11444814,33.2463273,29.72444411,31.88634639,31.27627147,30.07245628,29.63024249,30.39101119,31.52176759,32.57340293,34.20388973,34.35257669,33.88934566,33.90413226,33.46175976,33.44624382,33.01188481,31.29099494,34.55443669,35.75089323,36.06493158,36.37896992
AUS,CAIT,Total excluding LUCF,N2O,77.93323554,77.01321392,76.18429584,75.99422819,75.85366345,75.71900747,69.98260497,69.01286174,73.5226191,90.54296615,98.65672321,109.1296219,102.1445121,62.12337129,85.88616076,63.07649257,82.530562,77.63809406,62.09542257,65.74740632,54.65320493,107.7968024,107.0868567,63.52500211,75.80071909,71.95525022,57.39397779,79.44214497,76.76152715
AUS,CAIT,Total including LUCF,N2O,79.7250807,78.80505908,77.976141,77.78607335,77.64550861,77.51085263,71.88595981,71.86981658,75.7383933,93.34416615,99.79681353,110.2850929,104.3766283,66.05889387,86.27356076,63.42736354,85.56439425,78.72915858,62.33189999,67.49887729,54.93582429,108.341854,107.935676,64.99000857,76.9225449,72.65122442,58.30239715,80.01699658,77.64591424
AUS,CAIT,Energy ,N2O,1.972834586,2.015285758,2.076535168,2.215885014,2.304692823,2.438087863,2.531703522,2.651148087,2.823669556,2.94300293,3.056013055,3.187482212,3.414219643,3.675905378,3.788387281,3.815298166,3.789658094,3.818875568,3.827475994,3.732120003,3.657749944,3.74108659,3.72283587,3.706222829,3.57559994,3.372787797,3.349510374,3.331760002,3.314009631
AUS,CAIT,Industrial Processes ,N2O,1.017587903,0.845070594,1.111883024,1.405989169,1.389987238,1.388415292,1.554404362,1.603503084,1.702641616,1.65486366,1.755865892,2.106460413,2.23654219,2.516549442,2.490403376,2.681930912,2.646127262,2.763188631,3.114996636,3.019182969,3.158625657,2.578399256,2.426669514,1.485640281,1.4129821,1.560133008,1.431308157,1.431308157,1.431308157
AUS,CAIT,Agriculture ,N2O,74.655258,73.8611774,72.697547,72.0705848,71.8615378,71.5982846,65.5944786,64.4370168,68.6694214,85.6158768,93.5130258,103.4981416,96.1530972,55.5847778,79.2575104,56.2264314,75.737743,70.6937056,54.7706716,58.6283412,47.4888628,101.1223068,100.5438292,57.9290544,70.3833982,66.5434596,52.0974924,74.1566146,71.4869518
AUS,CAIT,Waste ,N2O,0.287555052,0.291680172,0.298330645,0.301769206,0.297445586,0.294219713,0.302018486,0.32119377,0.326886532,0.329222756,0.331818459,0.337537688,0.340653089,0.346138666,0.3498597,0.35283209,0.35703364,0.362324266,0.382278344,0.367762152,0.347966534,0.355009757,0.393522095,0.404084604,0.428738851,0.478869819,0.515666864,0.522462212,0.52925756
AUS,CAIT,Land-Use Change and Forestry ,N2O,1.791845161,1.791845161,1.791845161,1.791845161,1.791845161,1.791845161,1.903354839,2.856954839,2.215774194,2.8012,1.140090323,1.155470968,2.232116129,3.935522581,0.3874,0.350870968,3.033832258,1.091064516,0.236477419,1.751470968,0.282619355,0.545051613,0.848819355,1.465006452,1.121825806,0.695974194,0.908419355,0.574851613,0.884387097
AUS,CAIT,Other Fuel Combustion ,N2O,1.921271174,1.966737001,2.027255138,2.16870269,2.260324677,2.392231465,2.494311297,2.625111962,2.798094078,2.915614836,3.024910336,3.155035868,3.384734085,3.651094988,3.763769784,3.791755813,3.7654703,3.791917534,3.800218332,3.703041485,3.626465506,3.715801962,3.688677576,3.670228038,3.540297641,3.324482757,3.284302724,3.266552352,3.248801981
AUS,CAIT,Fugitive Emissions ,N2O,0.051563412,0.048548757,0.04928003,0.047182324,0.044368146,0.045856398,0.037392225,0.026036124,0.025575478,0.027388094,0.031102719,0.032446344,0.029485557,0.02481039,0.024617496,0.023542353,0.024187794,0.026958034,0.027257662,0.029078518,0.031284438,0.025284628,0.034158294,0.035994791,0.035302299,0.048305039,0.06520765,0.06520765,0.06520765
AUS,CAIT,Total excluding LUCF,F-Gas,6.245318934,6.267794031,6.187578484,5.415257039,3.479794934,2.843346846,2.833599196,2.738462606,3.255728652,2.899742754,3.106166389,4.323874823,4.878211893,5.491623368,6.213120243,6.993570147,6.246286972,7.157481802,8.128286482,8.908056971,9.901602157,10.74621585,11.34083795,11.93726204,12.63039058,13.21759797,13.75712757,13.34028087,12.92343417
AUS,CAIT,Total including LUCF,F-Gas,6.245318934,6.267794031,6.187578484,5.415257039,3.479794934,2.843346846,2.833599196,2.738462606,3.255728652,2.899742754,3.106166389,4.323874823,4.878211893,5.491623368,6.213120243,6.993570147,6.246286972,7.157481802,8.128286482,8.908056971,9.901602157,10.74621585,11.34083795,11.93726204,12.63039058,13.21759797,13.75712757,13.34028087,12.92343417
AUS,CAIT,Industrial Processes ,F-Gas,6.245318934,6.267794031,6.187578484,5.415257039,3.479794934,2.843346846,2.833599196,2.738462606,3.255728652,2.899742754,3.106166389,4.323874823,4.878211893,5.491623368,6.213120243,6.993570147,6.246286972,7.157481802,8.128286482,8.908056971,9.901602157,10.74621585,11.34083795,11.93726204,12.63039058,13.21759797,13.75712757,13.34028087,12.92343417
AUT,CAIT,Total excluding LUCF,All GHG,76.25849734,80.4641398,74.67324989,74.5926528,74.68620517,77.16413336,80.88300568,79.87053514,79.85299625,78.02916752,78.23791507,82.54804843,83.85833956,88.93643513,89.75414446,89.79180228,87.47208273,84.39000476,83.95353749,76.99949456,82.71959283,80.79353718,77.57337811,78.12150767,74.34687764,75.47668555,75.65696135,77.83192445,74.97522344
AUT,CAIT,Total including LUCF,All GHG,62.78817404,66.9938165,61.20292659,61.1223295,61.21579247,63.69362686,67.41245528,66.39826484,66.38068075,64.55720492,64.76489217,76.38655543,77.69449696,82.77191923,83.58893376,83.62986433,81.30703173,78.22495376,77.78848649,70.83449606,76.55470083,73.72465548,70.50440701,71.05349786,67.28014781,68.40780395,68.53422035,70.70918345,67.85463421
AUT,CAIT,Energy ,All GHG,57.85549055,61.95297207,57.06441698,57.21854743,57.46126711,60.86963829,64.59490104,63.71747697,64.31952099,62.70524663,63.0716111,67.48243295,68.88661855,73.97356958,75.23304949,75.64983967,73.36839983,70.32205286,69.80122606,63.80496179,69.58787424,67.83246187,64.6931321,65.38131346,61.53786287,62.66393269,62.88005389,65.3238431,62.66463231
AUT,CAIT,Industrial Processes ,All GHG,4.690499264,4.781543389,4.152453005,4.291124881,4.343469399,3.988702315,4.134409702,4.279189245,3.959610565,3.931353542,4.066413897,4.099982888,4.196534391,4.431198706,4.003217763,3.783477627,3.979557733,4.202461,4.283865175,3.591638225,3.536136917,3.455790049,3.526317925,3.531919057,3.596317237,3.691811024,3.716410747,3.56778602,3.438161293
AUT,CAIT,Agriculture ,All GHG,9.8144585,9.7596947,9.522507,9.1716702,9.0683024,8.667149,8.7030228,8.5704435,8.3922984,8.3302652,8.1501486,8.1146282,7.9247351,7.6792767,7.5979217,7.5776839,7.4582703,7.3255942,7.4403647,7.319626,7.439573,7.4670342,7.4183705,7.3790146,7.4792893,7.4728753,7.4923909,7.4258836,7.4117122
AUT,CAIT,Waste ,All GHG,3.898049034,3.969929638,3.933872903,3.911310295,3.813166261,3.638643759,3.45067214,3.30342543,3.181566296,3.062302149,2.949741477,2.851004391,2.850451524,2.852390146,2.919955506,2.780801075,2.665854864,2.539896705,2.428081553,2.283268549,2.156008676,2.038251067,1.935557583,1.82926055,1.733408233,1.648066534,1.568105818,1.51441173,1.460717642
AUT,CAIT,Land-Use Change and Forestry ,All GHG,-13.4703233,-13.4703233,-13.4703233,-13.4703233,-13.4704127,-13.4705065,-13.4705504,-13.4722703,-13.4723155,-13.4719626,-13.4730229,-6.161493,-6.1638426,-6.1645159,-6.1652107,-6.161937943,-6.165051,-6.165051,-6.165051,-6.1649985,-6.164892,-7.0688817,-7.0689711,-7.06800981,-7.066729833,-7.0688816,-7.122741,-7.122741,-7.120589233
AUT,CAIT,Bunker Fuels ,All GHG,0.915,1.016,1.092,1.154,1.21,1.357,1.493,1.551,1.625,1.569,1.724,1.684,1.588,1.489,1.767,1.99,2.068,2.198,2.198,1.906,2.051,2.142,2.085,1.995,1.991,2.138,2.334,2.258,2.511
AUT,CAIT,Electricity/Heat ,All GHG,19.966,20.808,17.574,17.71,19.227,20.778,21.338,21.839,20.959,20.093,19.709,21.549,22.051,24.033,24.824,25.65,24.644,23.674,23.592,19.906,24.137,24.382,21.872,21.2,19.382,19.388,18.233,19.99,17.705
AUT,CAIT,Manufacturing/Construction ,All GHG,9.517,10.076,9.141,9.397,9.26,9.707,9.827,10.971,10.309,9.522,10.684,10.541,10.297,11.051,11.713,11.046,11.268,10.966,11.23,10.633,11.126,11.244,11.069,10.707,10.22,10.384,10.705,10.644,10.818
AUT,CAIT,Transportation ,All GHG,13.629,15.051,15.076,15.227,15.282,15.501,17.129,16.194,18.301,17.817,18.554,20.046,21.933,23.515,23.844,24.544,23.394,23.582,22.549,21.715,22.524,21.716,21.65,23.11,22.652,23.147,23.975,24.537,24.759
AUT,CAIT,Building,All GHG,11.886,13.273,12.606,12.38,11.421,12.544,13.939,12.421,12.463,12.96,11.862,13.047,12.382,13.122,12.648,12.297,11.975,10.052,10.392,9.593,9.775,8.509,8.109,8.323,7.343,7.782,7.99,8.196,7.446
AUT,CAIT,Other Fuel Combustion ,All GHG,2.257691124,2.286895215,2.17556747,2.036289697,1.928615183,2.001788983,2.041442543,1.976861979,1.965891825,1.987581803,1.931818359,1.969722289,1.891969096,1.9201592,1.902317274,1.836731371,1.801342543,1.759941873,1.766953925,1.683549819,1.741494909,1.701849119,1.702122215,1.760614056,1.671314417,1.700106213,1.717323184,1.70094102,1.683558857
AUT,CAIT,Fugitive Emissions ,All GHG,0.599799422,0.458076857,0.491849509,0.468257731,0.342651924,0.336849305,0.320458497,0.315614989,0.321629163,0.325664824,0.331792742,0.331710665,0.331649454,0.331410377,0.300732215,0.277108303,0.285057291,0.287110984,0.270272138,0.275411969,0.284379327,0.281612747,0.291009884,0.280699403,0.269548453,0.26282648,0.260730705,0.256902077,0.253073449
AUT,CAIT,Total excluding LUCF,CO2,58.273,62.42,57.665,57.801,58.285,61.18,64.9,64.218,64.67,63.052,63.532,67.911,69.368,74.462,75.796,76.236,74.099,71.243,70.73,64.42,69.959,68.271,65.111,65.752,61.992,63.153,63.394,65.828,63.178
AUT,CAIT,Total including LUCF,CO2,44.8026767,48.9496767,44.1946767,44.3306767,44.8145873,47.7094935,51.4294496,50.7457297,51.1976845,49.5800374,50.0589771,61.749507,63.2041574,68.2974841,69.6307893,70.070949,67.933949,65.077949,64.564949,58.2550015,63.794108,61.2021183,58.0420289,58.6830289,54.9231184,56.0841184,56.271259,58.705259,56.055259
AUT,CAIT,Energy ,CO2,56.24,60.415,55.56,55.769,56.183,59.548,63.266,62.457,63.071,61.445,61.821,66.193,67.632,72.707,74.005,74.44,72.144,69.111,68.596,62.622,68.337,66.607,63.438,64.096,60.353,61.452,61.666,64.119,61.468
AUT,CAIT,Industrial Processes ,CO2,2.033,2.005,2.105,2.032,2.102,1.631,1.634,1.761,1.599,1.607,1.712,1.72,1.736,1.754,1.79,1.797,1.954,2.131,2.133,1.799,1.622,1.666,1.673,1.656,1.639,1.701,1.729,1.71,1.71
AUT,CAIT,Land-Use Change and Forestry ,CO2,-13.4703233,-13.4703233,-13.4703233,-13.4703233,-13.4704127,-13.4705065,-13.4705504,-13.4722703,-13.4723155,-13.4719626,-13.4730229,-6.161493,-6.1638426,-6.1645159,-6.1652107,-6.165051,-6.165051,-6.165051,-6.165051,-6.1649985,-6.164892,-7.0688817,-7.0689711,-7.0689711,-7.0688816,-7.0688816,-7.122741,-7.122741,-7.122741
AUT,CAIT,Bunker Fuels ,CO2,0.915,1.016,1.092,1.154,1.21,1.357,1.493,1.551,1.625,1.569,1.724,1.684,1.588,1.489,1.767,1.99,2.068,2.198,2.198,1.906,2.051,2.142,2.085,1.995,1.991,2.138,2.334,2.258,2.511
AUT,CAIT,Electricity/Heat ,CO2,19.966,20.808,17.574,17.71,19.227,20.778,21.338,21.839,20.959,20.093,19.709,21.549,22.051,24.033,24.824,25.65,24.644,23.674,23.592,19.906,24.137,24.382,21.872,21.2,19.382,19.388,18.233,19.99,17.705
AUT,CAIT,Manufacturing/Construction ,CO2,9.517,10.076,9.141,9.397,9.26,9.707,9.827,10.971,10.309,9.522,10.684,10.541,10.297,11.051,11.713,11.046,11.268,10.966,11.23,10.633,11.126,11.244,11.069,10.707,10.22,10.384,10.705,10.644,10.818
AUT,CAIT,Transportation ,CO2,13.629,15.051,15.076,15.227,15.282,15.501,17.129,16.194,18.301,17.817,18.554,20.046,21.933,23.515,23.844,24.544,23.394,23.582,22.549,21.715,22.524,21.716,21.65,23.11,22.652,23.147,23.975,24.537,24.759
AUT,CAIT,Building,CO2,11.886,13.273,12.606,12.38,11.421,12.544,13.939,12.421,12.463,12.96,11.862,13.047,12.382,13.122,12.648,12.297,11.975,10.052,10.392,9.593,9.775,8.509,8.109,8.323,7.343,7.782,7.99,8.196,7.446
AUT,CAIT,Other Fuel Combustion ,CO2,1.242,1.207,1.163,1.055,0.993,1.018,1.033,1.032,1.039,1.053,1.012,1.01,0.969,0.986,0.976,0.903,0.863,0.837,0.833,0.775,0.775,0.756,0.738,0.756,0.756,0.751,0.763,0.752,0.74
AUT,CAIT,Fugitive Emissions ,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
AUT,CAIT,Total excluding LUCF,CH4,11.56820251,11.50737136,11.31861778,10.98895794,10.60781273,10.11971023,9.891734656,9.585185379,9.309069034,9.165822767,8.937597828,8.799901732,8.690732048,8.528375717,8.442981525,8.232198127,8.056642905,7.878208178,7.794158066,7.598122215,7.575837956,7.414243176,7.247036931,7.112420993,6.952334523,6.88338012,6.795484431,6.735023642,6.664080353
AUT,CAIT,Total including LUCF,CH4,11.56820251,11.50737136,11.31861778,10.98895794,10.60781273,10.11971023,9.891734656,9.585185379,9.309069034,9.165822767,8.937597828,8.799901732,8.690732048,8.528375717,8.442981525,8.233388603,8.056642905,7.878208178,7.794158066,7.598122215,7.575837956,7.414243176,7.247036931,7.112420993,6.953524999,6.88338012,6.795484431,6.735023642,6.665270829
