code,name,unit,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CYP,Cyprus,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.709758918174363,6.810667102205816,8.148930508148833,7.448058392819806,7.473421821405613,7.689523516260337,9.036762340254073,8.218636103026286,9.806871450083216,8.230824092384703,9.845568648608916,9.545246593056827,11.456286741625844,10.090554824796014,9.18273756641065,9.66909337423832,9.44417381080536,10.80612445481305,12.26492016098525,13.167609439981225,13.37970034435254,11.827318570158594,9.69887559461722,7.8772295658331,7.831143404366297,7.516366123877856,7.4242500625469745,7.735640370417923,7.8814723265513775,7.7845599856945435,
CZE,Czech Republic,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.95018610668373,130.52909382386466,145.73150019456122,130.54544882010867,124.99034428842977,123.43529606066305,122.28805251855685,118.10742309684083,113.58713451590818,109.70881521251226,118.44804570924822,118.73952607752437,121.6432836969746,119.96305643918492,114.69353671027706,109.57089948186433,119.6175675475077,124.77407447426312,128.23148298691942,113.63497504903795,119.70858095364446,118.73384633425701,110.02131556970069,106.57884429271382,101.9557551871067,103.17779326617107,103.83515316262293,106.02722252143047,107.77195015455037,103.5894142761544,
PRK,North Korea,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,Democratic Republic of the Congo,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.74551435437623,65.53943820866749,68.93138715691946,66.75471970258374,68.59583094217884,67.8952150599294,73.1739308969944,67.70758505969884,65.80751373872903,69.6743217016737,65.53005959509825,65.53059826587854,66.50268083250477,68.31971075248549,69.58111686179316,67.31009126974146,73.58603294649457,69.96021378372033,67.33811525162993,62.26008142804341,62.86081227963314,61.461278073820175,55.541580829367604,55.922895576287665,53.0558419497205,50.87483142549903,51.33664472200917,50.67530160940941,51.5530305167592,47.7794306043395,
DJI,Djibouti,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,Dominica,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,Dominican Republic,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.340508461038187,9.90629208298994,10.828791219014265,11.426849763191171,12.093618591250936,14.900795763976832,16.344167805379,17.65918802299432,19.45659861276842,20.552245327648794,23.254611381916163,23.189162580443565,22.353572288626225,20.75257074383889,17.436173138830487,20.630210114105683,21.219947952460547,23.99377836361708,25.48699909639763,23.399123799574856,24.612775011615117,25.312411736568365,26.322824129961443,25.641165189744907,25.440166834027295,25.88714877027037,26.049310083701997,25.709322008829066,27.187743163896922,28.290890370182183,
ECU,Ecuador,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00490981511212,16.460497248677203,20.830550747377064,23.507141081795357,15.123731250999358,22.67315161907422,23.26106168319325,19.393261008197303,24.5968734697752,21.769652354577342,20.88974164125915,25.5725174045231,29.789494879531276,29.956129887718618,31.596952849096983,33.1852161138875,33.58874877033636,38.258014267213035,35.015369406391436,37.53266951011967,42.32314733758027,45.02064478234217,45.8140801009716,47.41563383819314,50.5064174361197,48.7280953235725,47.22256221437846,46.98216030445593,45.843255230132435,44.40708844234703,
EGY,Egypt,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8464581557931,78.3548083049468,87.53752700562137,94.21342782908393,89.24425916609023,98.75523506855563,99.6554849315949,111.26763493469946,128.28754659908256,132.5372666444046,138.13178040081604,121.12574788550792,122.85574105668856,138.8893988740621,130.4509077751847,152.92325954163906,158.87694416302682,170.26658276434435,183.0018277876129,198.3505856533817,202.63193707123912,212.46310815280103,221.23554070856076,214.51406085849445,231.9146636052176,229.25819522392746,246.62680868647138,250.95457599252146,228.31508843341112,227.0538965309582,
SLV,El Salvador,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02025441213858,4.608095815383536,4.920620469324853,5.3531026326794136,5.963212107829424,6.52831190939807,6.058990262695076,7.211115197114107,8.141842640722194,7.89662842863466,8.220556127336117,8.87524531829529,9.119095406343048,9.388186210153556,9.029920443237833,8.909180504333744,9.331288226956117,9.430916485145685,9.33939318464867,8.17140147386684,8.44029325734958,9.140225366917186,8.753764672358054,8.659947666601953,8.55746413855762,8.608319905668486,8.464521804860771,8.009614308350306,8.3715368348986,8.62215192287284,
GNQ,Equatorial Guinea,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,Eritrea,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.729965893518084,29.88587384025375,23.792032590187365,17.750174435918467,16.464750539801376,15.626418584326549,16.805863459294105,15.85220233270784,17.337592644951666,20.04132020904805,18.593147480314364,18.096735823030773,19.22714263109798,20.77510958131297,18.439221420560745,19.00006308717975,20.096157092063837,21.202199923321707,17.866457755556443,15.058444975434996,17.66528341685437,19.53125498225884,18.409023198957744,18.451296506302807,18.049086714548196,16.58123940187858,17.293725469999476,18.28637674631607,18.462096741872227,14.934499112503886,
ETH,Ethiopia,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.901963970009453,3.954611109865496,4.0320742665771325,4.04997318827805,3.3328856110059255,3.6708297591480163,3.9796462622031132,4.38704851774079,5.149333105811217,5.0951658965933,4.9790074239903435,5.855092509330607,5.903441682362144,6.757315117254643,6.952549143946413,7.768428807150038,8.566306434364728,8.51735736123547,10.022778939711488,11.244608922220777,9.94313912284253,10.394359672668108,13.84170361451691,15.798027092083133,17.66937691281851,18.05153233995529,19.54519020966204,20.520041437431836,21.56762376162702,21.593852399499198,
FRO,Faeroe Islands,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,Micronesia (Federated States of),MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,Fiji,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27285526266674,74.15906707475567,102.43144760963253,84.3832116431447,77.82558826827804,74.78824090845727,74.40904107036657,73.30045287773818,71.433660300805,73.96641604220072,74.54274991361955,77.8824756383993,77.1886449927912,87.0367814739533,90.04784276885245,81.666039792194,94.24976745915573,94.11648994436443,85.52335917252306,72.36170107911177,83.24303895703987,76.0261507747764,72.57792656182788,69.69495617575811,67.57151413831207,65.15144054669946,65.6802625239343,63.94083170970696,67.7417805731502,62.50613937156417,
FRA,France,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.1644350213334,503.00958114374,541.5917203047376,501.65365891958163,489.96646671575536,499.5304712838037,504.2915335894627,490.50985427587733,511.6477995054726,512.5903586541357,521.3593065869687,517.880092443791,518.7345573775787,520.2088041265683,546.1871246288894,542.5887385500047,532.0614311807997,550.144869172602,538.9209392652507,503.45528985576726,507.65940758895636,531.1521015676223,475.99624137493265,467.61239611884963,441.22582460943795,434.6362932352504,431.7739203463473,441.10576924739235,434.885376374636,422.50968357453166,
GUF,French Guiana,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,French Polynesia,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,Gabon,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,Gambia,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.963583445617415,11.39117194038505,9.483153802611719,8.078058015103705,4.915333255802053,2.2584248236645625,8.218923541330481,6.989817460162276,7.5582695916853035,6.012349691585783,5.586173359444296,5.40846585406677,4.988361815439603,5.75311220809798,6.727440820359674,7.705016831413037,8.97290111821422,9.574581909254706,9.14730185351763,7.712746426318266,8.227470438385037,9.359505046746984,10.608069477086802,10.632897976670163,11.344166380600901,11.494185673099691,11.55790772313056,11.360069947301717,11.345817125268452,10.613541499942848,
