code,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Americas,int_aviation_bunkers,MtCO2eq,23.92988654,24.29568032,25.27349424,25.04176507,26.61124896,26.79736869,32.71282333,33.25979964,35.93400369,35.45843169,34.10574471,36.51272819,34.6330799,36.97599933,35.88518964,48.56803746,51.71646937,53.64270858,55.03455532,57.85155109,58.34206477,61.13799031,62.01870994,65.2690697,69.27326885,72.64206193,77.58915861,81.12797521,85.28098079,85.10551821,78.58719247,90.92578766,87.9556506,94.06703245,99.84418169,100.4966849,102.3458454,104.6639109,95.39026259,101.9413115,100.6506286,97.86576908,100.1450854,104.7107135,112.5291907,115.6109977,117.4464779,121.5177807,121.9916258,0.0
,Asia,int_aviation_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,74.03756716,73.46954095,78.34355653,81.64214551,88.80782501,91.80993416,95.06565661,100.4338017,101.2832336,100.8412915,105.9451439,108.6523185,120.2031661,119.121553,131.8815568,142.1635525,149.420807,154.8522102,155.1927292,154.9861643,168.8094991,178.110754,181.7699749,189.1298014,198.6955761,216.1380582,230.480978,247.0112111,259.4318516,264.2297375,0.0
,Europe,int_aviation_bunkers,MtCO2eq,,,,,,,,,,,,,,,,,,,,109.9023373,103.3111729,103.5754059,103.2952353,104.5243383,107.4618338,110.816679,115.2038878,120.2781832,128.8998027,135.0482782,132.5798493,131.1923184,133.9307026,142.0392201,149.7477439,156.0513419,160.3034333,162.4107302,151.482981,152.7217938,157.2026671,155.6980312,154.5524513,154.8035495,157.9390211,162.821645,175.7413802,183.7149639,186.1773181,0.0
,Oceania,int_aviation_bunkers,MtCO2eq,2.622627,2.619264,2.651249,2.606554,2.507791,2.574744,2.584075,2.97869,3.121947,3.290573,2.997573,3.535882,3.462709,3.653804,3.88583,4.344495,4.79292,5.104582,5.753948,6.170535,6.24037,6.421636,6.832082,6.901909,7.729171,8.216001,8.601711,9.44461,9.511011,9.032988,9.987513,8.304368,7.900285,9.303437,10.388414,10.458413,11.521117,11.4543,10.585682,12.523368,12.72286,13.239135,13.9505,14.785956,14.800737,16.191362,17.728915,18.791388,0.0,0.0
,World,fugitive,MtCO2eq,1836.536378,1872.66842,1955.16404,1935.70412,1915.2009329999998,2074.334648,2106.50494,2099.1466830000004,2157.40721,2047.707893,1868.119133,1898.48097,1862.84018,1929.4942549999998,1967.35878,2014.4614450000001,2044.9956980000002,2114.617668,2187.600038,2253.39741,2246.914503,2207.7409500000003,2216.880688,2227.129195,2290.78348,2348.857853,2360.577648,2368.33806,2360.9707999999996,2464.276588,2478.146863,2456.5458799999997,2619.578773,2715.5275380000003,2831.808048,2881.853973,2933.30908,2970.04079,2920.0894399999997,3035.020818,3113.88862,3172.0535980000004,3178.21164,3212.307248,3204.62588,3195.66471,3236.4172000000003,3348.0133849999997,3395.76851,3201.134588
,Annex I Parties ,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   Annex II Parties   ,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,      North America      ,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,      Europe      ,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,      Asia Oceania,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   Annex I EIT   ,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Non-Annex I Parties ,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Annex B Kyoto Parties,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OECD Total,fugitive,MtCO2eq,311.938692,318.6862868,320.766398,310.7555847,305.0284493,309.1859268,312.64767340000003,327.6749403,347.07198800000003,348.6609304,353.4851787,344.5156144,326.1050839,347.0111407,343.8243023,334.7753531,348.1727641,355.5995062,357.9524144,364.0224716,368.06037280000004,369.6264476,364.8499686,375.758554,387.1182482,392.8830214,402.0708233,404.6481447,398.1188252,402.2595729,404.37109860000004,398.9156827,402.3074115,402.9387001,406.6049608,414.1928051,422.8952198,431.4578968,424.0453178,448.04391239999995,472.20533639999996,495.9137112,506.355985,538.2424112,541.3493651,515.6896081,531.9336232,578.7115226000001,622.5373225,575.0044063
,Non-OECD Total,fugitive,MtCO2eq,1523.686082,1553.0421669999998,1633.417184,1623.961697,1609.186435,1764.1600460000002,1792.8663740000002,1770.510454,1809.356527,1698.052115,1513.6440859999998,1552.9656340000001,1535.741407,1581.487734,1622.530246,1678.690932,1695.827019,1758.009301,1828.686419,1888.4196180000001,1877.897649,1837.18803,1851.0369480000002,1850.380125,1902.676098,1955.00299,1957.540517,1962.686091,1961.8804,2061.031477,2072.792495,2056.66049,2216.249867,2311.454096,2423.966342,2466.3516600000003,2509.066339,2537.165803,2494.7066379999997,2585.572015,2640.2469840000003,2674.916394,2670.3377170000003,2672.4898980000003,2661.629117,2678.228212,2702.714954,2767.529178,2770.94271,2624.983653
CAN,Canada,fugitive,MtCO2eq,20.3457514,21.64191598,22.69997208,21.3793665,20.722244500000002,19.79384273,20.22662813,20.2063334,22.59258988,23.018731329999998,22.03159277,22.48788175,22.25150453,25.54102258,27.579309730000002,27.08745043,28.289827929999998,30.15487155,29.6692584,29.4451783,30.93778257,32.76032275,32.85495928,32.91304573,35.5527477,36.4887529,37.45026083,39.6509886,39.36915885,40.439926379999996,40.99221688,40.5884708,41.73083105,42.04149875,42.23534173,44.84768133,45.73503693,44.153866300000004,42.502503729999994,45.19659125,46.8826355,45.2777403,47.92722503,51.7268795,51.90502573,53.35011535,56.8660102,59.593157330000004,58.73865945,56.045463000000005
CHL,Chile,fugitive,MtCO2eq,0.3019384925,0.304921105,0.2812567625,0.29957851,0.30434395999999997,0.32462308,0.33197609,0.17129787500000002,0.16284883249999998,0.2356192125,0.27950021500000005,0.31184000500000003,0.2987784125,0.305513005,1.2932872629999999,0.970767155,0.818353055,0.7833474725,0.6733396575,0.7406739125,0.54957994,0.5445915675,0.7444322075,0.9576765275,1.1349572430000001,1.244684273,1.171592837,1.077183077,1.189607063,1.20419083,1.21697538,1.0577722120000002,0.9262527625,0.9058599425,0.864911415,0.70351571,0.505621635,0.3860369175,0.4324056325,0.4584097375,0.42027754,0.35812938250000004,0.37775118750000003,0.3868688275,0.41952628,0.46350755,0.40746622000000005,0.44539415250000003,0.4724201575,0.5601722975
MEX,Mexico,fugitive,MtCO2eq,21.146880850000002,21.7414302,22.37051113,23.866122179999998,25.39982277,25.82869165,24.33295533,36.58514983,29.35764905,35.23022598,45.37152,46.633447780000004,40.122729050000004,36.4710892,35.94807093,30.91028653,32.24942865,30.149492300000002,29.38577833,29.09650448,30.0873118,29.83326405,31.204587630000002,32.15065423,33.365784149999996,36.28990423,39.28855737,39.35498083,37.8370001,38.78432313,38.157076,38.133814,41.226883900000004,41.19602425,41.66731113,42.981248099999995,43.065505449999996,43.9525959,41.512209479999996,41.43678843,40.2595652,45.985720730000004,45.75421188,45.92607083,43.813843979999994,42.206853349999996,36.7309622,37.17395887,37.97886292,40.767714999999995
USA,United States,fugitive,MtCO2eq,241.7892568,243.84060680000002,241.313275,229.278133,220.78249549999998,223.77823949999998,225.5316885,225.6075308,243.31794630000002,243.86578930000002,238.2287205,227.5257768,213.370737,232.82038980000002,227.0604793,222.9665163,230.6933505,240.0721518,243.41348250000001,248.19490950000002,247.1667183,246.84847,237.7574443,243.89525,244.8051375,245.7608615,247.84718650000002,246.4087045,240.6857445,241.26016,242.038803,238.1899693,236.3750723,236.7075565,239.0359433,242.413678,249.1516875,258.60364780000003,255.6517498,272.443348,295.8555195,313.5652953,320.886571,348.0015535,351.1648568,325.649699,341.56886330000003,385.26199729999996,425.06818430000004,382.3594313
,OECD Americas,fugitive,MtCO2eq,287.135922,291.0178669,290.1026694,278.2578608,270.5387058,273.0800854,273.8191467,285.7156123,298.3705033,305.4026227,309.0729459,300.14884440000003,279.835118,298.94940909999997,295.7311009,286.3654238,296.9142909,305.7783171,307.964934,312.58964299999997,313.7040118,315.1591358,308.1911852,316.088027,322.5190627,327.37351179999996,335.2396914,336.8261809,328.78334490000003,330.9923832,332.018711,327.1171154,329.2499197,329.78185979999995,332.59520039999995,339.9568015,347.7290389,356.92490740000005,350.9911328,371.904037,397.67837430000003,420.5507467,430.7556823,461.8978587,462.93988740000003,436.0507779,449.7052384,496.5522058,537.1531347,491.8399524
AUS,Australia,fugitive,MtCO2eq,4.808524625,5.651432875,6.124171975,6.04887385,6.742157375,6.750890849999999,7.484208875,7.427212825,7.9483639,7.880640625,9.006317150000001,9.0939509,10.44240913,11.257857079999999,12.0938896,12.79682043,13.9423812,12.89324355,13.83365213,14.97810995,15.8271344,16.22065073,17.3169715,18.0080476,18.89128832,19.411664079999998,20.17603315,21.4020117,21.44074793,22.921248650000003,24.1462639,24.297181000000002,24.50686223,24.65333563,25.63182495,26.076487850000003,27.6172227,27.82741168,28.59265965,31.143230380000002,30.679938200000002,32.10823498,34.19268313,37.220742830000006,38.92848815,38.9362203,40.4674513,41.21343,44.95376585,43.989851349999995
ISR,Israel,fugitive,MtCO2eq,0.019666507500000003,0.019535707500000003,0.01179144,0.0135440325,0.01313553,0.012778537500000001,0.0130691075,0.0134199825,0.0156825,0.025594855,0.0257431875,0.01580014,0.013913617500000001,0.01209447,0.01146979,0.0116160145,0.012615067,0.0136091803,0.0122971375,0.012392895,0.0111435425,0.01118752,0.0121357725,0.012361269999999999,0.0128749125,0.01149315,0.012164307499999999,0.0113293628,0.0114335638,0.012155279,0.011306864,0.011767953500000001,0.049710308599999996,0.15236362,0.2102153475,0.2689449225,0.3078040675,0.38371352000000003,0.3683076375,0.4532283325,0.47864889749999995,0.29557645250000003,0.5857400725,0.6551076825,0.7147964899999999,0.796235675,0.7870025325000001,0.7804155925,0.7540027425,0.7866766625
JPN,Japan,fugitive,MtCO2eq,5.401713975,4.700168574999999,4.4328218249999995,3.9719466750000003,3.587814875,3.79214365,3.9652815,3.6029838,3.58933265,3.7187603250000003,3.703893,3.6584427,3.6579132249999997,4.0302540250000005,4.07481865,4.0316897,3.6220427749999997,3.4873565749999997,3.5321405500000003,3.456512,3.59378315,3.627893275,3.647735125,3.78517335,3.799853325,3.9447926000000004,3.870762175,3.890850425,4.0591458,4.100715125,4.100478,4.0089220249999995,4.2765543,4.258170225,4.2939340249999995,4.667881925,4.965663575,5.014059975,4.802562925,5.03912305,5.7483297,6.00781915,5.995429375,6.0333291749999995,5.708796975,5.791828424999999,5.768677825,5.49742555,5.187974675,4.993706975
,Korea,fugitive,MtCO2eq,1.12286996,1.091456105,1.19462674,1.342852768,1.483829648,1.37665358,1.443796475,1.4342111,1.4494904,1.481934125,1.5765731,1.5980752999999999,1.579086625,1.697374675,1.788100325,1.92924009,2.03456155,2.0737534999999996,1.7983702499999998,1.554280775,1.410824725,1.1458788500000001,1.0620138,1.03668425,1.0180288,1.11704415,1.229954125,1.152598575,1.3005043250000001,1.712370175,1.75595415,1.5635382500000001,1.6064460999999999,1.78362795,1.8989764500000001,1.969009275,2.118100775,2.1331700000000002,2.12307845,2.4854254,2.645005325,2.833589575,2.959061375,2.6901745999999997,2.481067075,2.600089625,2.7032318749999997,2.914452175,2.975395925,3.02036135
NZL,New Zealand,fugitive,MtCO2eq,0.2113681575,0.26273820000000003,0.280686285,0.264445085,0.28711309749999997,0.3936585375,0.5109070025,0.5217004725000001,0.38144991,0.3642411425,0.39626647000000004,0.500069675,0.5544707475,0.6842803575,0.7782385900000001,0.85456651,0.8374354724999999,0.9278271724999999,1.00418282,1.02668,1.126834433,1.12531323,1.105578845,0.9427016875,0.9291958849999999,1.03288922,1.1694531,1.056178028,1.073387778,1.068544538,1.129152325,1.132846235,1.0534216550000002,0.98668924,0.95727964,0.977703321,1.138196353,1.218063798,1.2345111629999999,1.2704908780000002,1.202512828,1.219503023,1.208682583,1.190380905,1.303577865,1.180257093,1.144461288,1.116656205,1.111770385,1.080731955
,OECD Asia Oceania,fugitive,MtCO2eq,11.564143229999999,11.72533146,12.044098270000001,11.64166241,12.11405053,12.32612516,13.41726296,12.999528179999999,13.38431936,13.47117107,14.70879291,14.86633872,16.24779334,17.6818606,18.74651696,19.62393274,20.449036059999997,19.39578998,20.18064288,21.02797562,21.969720249999998,22.1309236,23.14443504,23.784968160000002,24.651241249999998,25.5178832,26.458366859999998,27.512968089999998,27.88521939,29.81503377,31.14315524,31.01425546,31.49299459,31.83418666,32.99223041,33.96002729,36.14698747,36.57641897,37.121119830000005,40.39149803,40.754434950000004,42.46472318,44.941596530000005,47.78973519,49.13672656,49.304631119999996,50.87082482,51.52237952,54.98290958,53.87132829
AUT,Austria,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,Belgium,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,Czech Republic,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,fugitive,MtCO2eq,0.01439403,0.0545876775,0.07209813,0.0607867625,0.12709783,0.1445280575,0.3225933296,0.2764791325,0.2819823781,0.21901573500000002,0.3323447025,0.3971880475,0.39949541,0.49580034749999996,0.64904741,0.8203267525,0.8063260400000001,0.8352864125,0.8645971124999999,0.8962678049999999,1.307116103,1.38186405,1.37353964,1.389960793,1.4417330750000001,1.59818895,1.760421488,1.7236087480000002,2.214804697,2.30485727,2.31769665,2.24102112,2.3065070949999997,2.507129853,2.373135463,2.222606415,2.0715882729999997,1.9560754649999998,1.693380943,1.624533478,1.40900669,1.302647833,1.1936275250000001,1.1595595129999998,1.11968891,1.120165123,1.069480448,0.9450598525,0.8601739825,0.6711345750000001
EST,Estonia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,0.0674594725,0.0735551703,0.053314633,0.03507138,0.0459786958,0.0484998815,0.054287073,0.0558008805,0.044645313799999996,0.0392970313,0.0499951928,0.0531955453,0.0491639073,0.0554195983,0.0608942755,0.057033936,0.0689992463,0.06768299729999999,0.06603854649999999,0.056524876,0.0606274293,0.0597331705,0.0638420383,0.0666962828,0.065550048,0.070034823,0.0684630183,0.0789310405,0.0863155165,0.08912712399999999,0.09796441880000001
FIN,Finland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,fugitive,MtCO2eq,1.64048855,1.7370736500000001,1.844955825,1.8596435249999999,1.904672575,1.940136225,2.0499714,2.1542489000000002,2.253748625,2.3206954,2.2894742999999997,2.1723235,2.250896225,2.2449754,2.2693204000000002,2.172788625,2.0859877,1.9752597,1.935087675,1.98314045,2.152152475,2.13255085,2.17586815,2.1360434500000003,2.1778964249999997,2.237422825,2.100547,2.1249856,2.13772515,2.165891875,2.2448877,2.230429775,2.3121225250000004,2.3213065499999996,2.352093275,2.26044265,2.2003234750000003,2.24941485,2.15870195,2.349983825,2.0047672,2.04461505,2.086393175,1.772820488,1.9004968679999998,2.0277176,1.993295665,1.92265471,1.96085806,1.8671376849999999
DEU,Germany,fugitive,MtCO2eq,3.1521079249999997,3.7047922250000003,4.222498225000001,4.6465955249999995,4.537072875,4.7312802000000005,4.85633055,5.16953685,5.366009825,5.100865649999999,5.02915105,4.596709825,4.855123475,5.00107475,4.817152025,4.742937025,6.5708768,6.2619962,5.618510775,4.88919935,6.200908475,5.77637845,5.830343575,6.693630124999999,8.15222735,8.648406849999999,8.429288974999999,8.74594195,8.918408675,8.6706049,8.824309625,8.810439825,8.731186125,8.29275865,8.349935775,8.4872213,8.2641141,7.9215515,7.508321049999999,7.102368975,6.844420425,6.538509075,4.9446096,4.20290615,4.208800275,4.477944575,4.7152984,4.4261212500000005,4.448974475,4.206233175
GRC,Greece,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,fugitive,MtCO2eq,2.1161190000000003,2.265905575,2.4255886,2.50379475,2.5413262249999997,2.8624826750000003,2.688081925,2.7297271249999997,2.740032525,2.669863475,2.7067072750000003,2.729691125,2.68365515,2.972849175,3.038208375,3.28497435,3.6479028,3.86536605,4.0731513,4.249878275,4.40932525,4.45785625,4.60321885,4.58235985,4.877575950000001,4.99704795,5.097285725,5.294045975,5.426157925,5.52918505,5.3869565249999996,5.450429199999999,5.899402200000001,6.0464874250000005,6.3768777,6.209127125,6.12936255,6.053563175,5.4592311,5.8194376750000005,5.515032875,5.3714192999999995,5.055222855,4.5991833049999995,4.8616142600000005,4.842505875,5.027757875,4.969216985,4.97450611,4.8556959850000005
LVA,Latvia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,Lithuania,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,Luxembourg,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,Netherlands,fugitive,MtCO2eq,0.2622178025,0.33764533,0.3935962175,0.45014211249999997,0.4737334575,0.4888196325,0.4829401875,0.45052621,0.4594640475,0.440903915,0.41144742,0.36994182000000003,0.46524511749999997,0.4892388225,0.5181968,0.6590254375,0.5751954325,0.4850580925,0.6465546175,0.587058665,0.632162785,0.6369017775,0.5861205425,0.5354773325,0.5179384499999999,0.53447739,0.459971905,0.42374410749999997,0.39346924,0.3743673463,0.430708155,0.42664709749999996,0.39608190000000004,0.43685730100000003,0.41153016680000004,0.4275582425,0.40898497250000004,0.41776457499999997,0.39387413,0.4515591,0.41957048379999995,0.4173070128,0.4515367925,0.3732406925,0.3118205025,0.2978869025,0.282127243,0.2535690715,0.238318094,0.2028854973
NOR,Norway,fugitive,MtCO2eq,0.2282905848,1.153175377,1.139867244,1.185256766,1.047352609,1.050935775,1.345281618,0.5581839,0.807136305,1.307053378,0.761971195,0.9099056600000001,0.9830298900000001,0.881616995,0.9650302000000001,0.8851872175,1.3269043280000001,1.13915627,1.563381975,1.781428657,1.41781976,1.405640538,1.833279388,2.322680958,3.055246558,2.415578233,2.5737034399999996,2.259253948,2.631236135,2.64545023,2.0885341549999996,2.0914082279999997,2.293014463,2.1180321049999997,2.096064773,1.889895028,1.7523942,1.6463441479999998,1.792144395,1.526103338,1.4790918979999998,1.470083793,1.67354727,1.50791676,1.550986965,1.5977800279999999,1.2992796599999998,1.181691793,1.1356450400000002,1.197819485
POL,Poland,fugitive,MtCO2eq,1.01072634,1.0630524620000001,1.09605939,1.100651695,1.154865185,1.2389549649999998,1.306816308,1.395923325,1.334742775,1.240335175,1.16026459,1.09795111,1.096762785,1.170366805,1.203142445,1.17907151,1.198483888,1.19290219,1.1477416029999998,0.9626591525,0.9587362875,0.914754775,1.0422315450000001,1.025250835,1.088012088,1.116499413,1.1267588000000002,1.143031553,1.1165547999999998,1.3133078,1.3232860499999999,1.32159745,1.4065589250000001,1.5014123,1.523539275,1.534935775,1.529908125,1.51407735,1.474300525,1.539086325,1.561186225,1.61528365,1.638091525,1.60031295,1.6447274250000001,1.7182126249999998,1.73345235,1.741308425,1.788778225,1.768368275
PRT,Portugal,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,Slovak Republic,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,Slovenia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,0.0441505023,0.041573641,0.0357748778,0.035480333,0.03624541580000001,0.0434976825,0.042502825,0.045634520000000005,0.0464693065,0.048442062,0.0492062625,0.050664771799999994,0.0492510048,0.054277998099999995,0.0539817693,0.055639586299999995,0.0540677385,0.0551640473,0.053613273,0.049903041,0.0526372488,0.0444255433,0.0430884208,0.0416614773,0.0381927178,0.0400323568,0.0428675703,0.0457516425,0.0464974275,0.047473826000000004,0.0462166175
ESP,Spain,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,Sweden,fugitive,MtCO2eq,0.0222836,0.024646374999999998,0.0246864,0.022877300000000003,0.02296235,0.024822,0.0239614,0.0226027,0.02262345,0.020375624999999998,0.018372225,0.016916315,0.015136065,0.0145407025,0.018303675,0.0236092845,0.02531896,0.028360165,0.03206601,0.036206075,0.0378619725,0.0420582025,0.044220182499999997,0.044919175000000006,0.04519404,0.048057105,0.0471710025,0.04745105,0.0470558225,0.045068905,0.0485566775,0.049455219999999994,0.0493316425,0.0488089325,0.046766725,0.04863049,0.0491828775,0.0452367725,0.05440939,0.07009947750000001,0.057949082500000006,0.0508810875,0.048141092499999996,0.041995712500000004,0.038839012500000006,0.043331667500000004,0.0478597525,0.047934925,0.049058285,0.0474940425
CHE,Switzerland,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,Turkey,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,fugitive,MtCO2eq,2.1779500429999996,3.8771395699999998,5.31579745,6.902181625,8.3384507,9.071247175,10.36247545,13.25266023,19.25864043,14.27979933,14.34119632,14.52235773,14.50850157,14.139619629999999,12.63947748,11.69173008,11.56089093,11.41520163,10.78068513,11.438909729999999,11.1081328,11.61890243,12.59352938,14.2468845,15.914522199999999,14.84222085,15.1993166,14.501698829999999,14.6013954,14.17386305,13.82175093,13.16999455,12.829519,12.20986243,11.09298645,10.374618179999999,9.44772395,8.7227601,8.6479003,7.6947134749999995,7.019105075000001,6.7899675749999995,6.690467925,6.6148714250000005,6.8568574,7.129834649999999,7.0910226000000005,6.938009925,6.713277575,6.385614975
,OECD Europe,fugitive,MtCO2eq,13.23862678,15.943088470000001,18.61963036,20.856061450000002,22.375693050000002,23.7797162,25.411263719999997,28.959799869999998,35.31716533,29.78713663,29.703439890000002,29.50043128,30.02217251,30.379871060000003,29.34668438,28.78599651,30.80943712,30.42539914,29.806837520000002,30.404853019999997,32.386640729999996,32.33638827,33.514348299999995,35.88555889,39.94794419,39.99162633,40.37276497,40.308995710000005,41.45026095,41.45215588,41.20923242999999,40.784311880000004,41.56449731,41.32265362,41.017530019999995,40.27597632,39.019193509999994,37.95657044,35.93306518,35.74837741,33.77252722,32.89824139,30.65870618,28.55481729,29.27275118,30.334199130000002,31.357559939999998,30.63693726,30.40127821,29.2931256
ALB,Albania,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,Armenia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,38.291499730000005,35.69968754,32.31494119,17.248213319999998,2.304338339,2.353748483,2.0472172,2.002730513,2.2687776800000004,2.802197418,2.793475915,3.133201183,3.075485238,3.077645918,3.14779652,4.079461513,5.0953172350000004,6.187429175,8.080152438,7.814879803,7.523721598,7.35055037,7.664672958,8.036078955,7.622324870000001,7.231438845,7.119208745,6.680717225,7.077751613,7.44800096,7.268947015
BLR,Belarus,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,Bosnia and Herzegovina,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,Croatia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,Cyprus,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIB,Gibraltar,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,11.77622668,12.07612653,10.72016858,12.955871080000001,15.2382481,15.8127991,16.90722273,20.0461903,21.75163234,21.1585286,24.083633000000003,24.41608451,32.00269481,32.82200581,34.705900930000006,36.93248811,37.71743258,36.58080202,38.09593215,37.884370280000006,34.92393355,38.557998930000004,36.57187398,36.655766,35.98501823,33.656407630000004,30.58919502,31.128015429999998,30.95858175,27.648665379999997,27.8119003
,Kosovo,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,Kyrgyzstan,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,Malta,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,Montenegro,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,Republic of North Macedonia,fugitive,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,Romania,fugitive,MtCO2eq,5.537839218,5.1149681430000005,4.720159278,4.3816009199999995,4.050691275,4.338446125000001,4.479514325,4.7010513000000005,4.8829555000000004,5.1426327,5.1694736,5.460621075,5.753328349999999,6.125781225,6.433918074999999,6.799726325,7.08296415,7.415155375,7.617600625,7.081967649999999,6.06691215,5.456345953,5.234110843000001,4.841280103,4.966097622,4.860789275,4.3407734630000006,4.06274389,3.924224548,3.8492319900000003,3.800099755,3.8679911280000003,3.95052036,3.6769390779999997,3.668336355,3.628772338,3.2689614099999997,3.053372218,2.846721197,2.7643119830000003,2.809938067,2.7819858049999997,2.686216523,2.710091375,2.66232642,2.4463482,2.562042458,2.554207215,2.47547406,2.360060368
