code,name,type,unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
POL,Poland,coal,MtCO2eq,258.7104788,266.8631737,277.5394421,288.2529307,297.3651877,317.0569043,324.8620145,347.3991535,352.3819045,362.7027861,336.168846,345.1784871,345.5280827,359.4837254,371.7938302,375.5826975,391.3955893,378.9478424,359.556335,294.9770304,298.0604171,289.3171061,288.8451911,279.0914052,277.8700564,288.9936457,273.265318,247.9581047,236.4115185,224.1271387,222.5299871,216.6322178,222.5727954,221.5277106,218.7980923,228.4566817,223.4246253,217.5046273,206.8344236,218.5043245,214.3120816,210.2548432,210.1496221,198.0321358,196.686929,197.3415028,198.9976497,193.5905298,173.0399334,156.3437841
PRT,Portugal,coal,MtCO2eq,2.543452848,1.680175329,2.093453134,1.709013892,1.678904406,1.598715468,1.618372978,1.688409534,1.740188046,1.658913872,1.442860822,1.184582832,1.559746936,1.427849706,2.946884482,5.536516389,7.114438685,8.168558879,9.690052604,10.86188087,11.3995866,11.706609,12.50015337,13.868418,14.24326222,13.71032134,13.72115985,12.61333145,15.00700177,15.03484426,12.67745501,13.84189876,13.04331628,13.19358835,13.4501963,13.28513636,11.46995067,10.02521532,11.37294573,6.561946268,8.87077435,11.64607631,10.5628283,10.67461147,12.97657287,11.33077249,12.93107503,10.73011491,4.994886816,2.278287787
SVK,Slovak Republic,coal,MtCO2eq,24.37208842,24.41900216,24.43904795,24.08691592,24.40966226,23.66832384,24.33592702,28.18301805,27.26841095,33.05435827,32.146895,32.74754307,32.9682784,34.72222535,34.43081213,31.70443355,33.33014426,34.71774338,33.41191434,31.72638468,28.19905397,24.94711536,24.09171884,21.1981693,21.70557562,20.66381995,19.72614551,18.07501063,17.40931606,16.44845427,16.67223457,15.92809824,17.71492517,17.04250893,16.08721967,16.68677709,16.22714708,15.68209918,14.87716413,14.52467799,14.1810619,13.17252314,13.06544008,12.72554979,12.10863603,11.90944791,12.48261067,12.39029974,10.23546358,8.090985539
SVN,Slovenia,coal,MtCO2eq,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.714435713,6.142237003,6.305013671,6.139767861,5.5875729,5.807037324,5.452842133,5.870907803,6.21984563,5.552148694,5.657083949,6.131908141,6.569270939,6.144770384,6.243691682,6.284994199,6.436044047,6.546314232,6.367531207,5.922727889,6.039347757,6.126183169,5.816638698,5.615095241,4.415221109,4.461379284,4.777152474,4.75658533,4.64560836,4.350365007,4.313930497
ESP,Spain,coal,MtCO2eq,38.66548462,39.53618287,37.23169291,36.19674674,39.11083577,37.52023278,41.90774789,37.57225837,41.49696983,49.3279006,60.01243781,67.43224438,71.84108293,72.81220588,71.16894147,73.92362263,72.0566739,61.95010576,76.73059511,75.65973044,75.94265152,80.64965576,71.79173688,71.45192975,73.32122197,61.28565254,69.77245588,67.18279442,76.87907499,83.85427482,76.00546281,85.82276833,79.62280507,82.11741629,82.349251,70.91105493,80.49579126,54.70040173,41.67418914,32.61703269,51.58167714,60.08384662,44.93763894,47.66757248,53.51771841,39.59337292,49.76571002,42.02956491,18.3415253,10.37452957
SWE,Sweden,coal,MtCO2eq,5.56744117,4.59855068,6.387098061,6.676491319,7.023850082,6.053263631,5.002828916,5.350559394,5.936115311,5.48241589,4.806518563,5.513729815,7.382653567,8.995239056,10.80140812,11.52056885,11.48080151,11.22878222,10.42748281,10.56473713,10.97101071,9.986130468,10.00831769,9.721342397,9.608366931,11.27367932,9.21385054,8.991468957,8.733154774,8.341355325,8.615830756,10.11813953,10.7779327,11.172994,10.08472617,9.176194928,9.085680489,9.139160385,6.38567243,9.198320576,8.534943668,7.34536776,7.558860674,6.846980048,6.924377407,6.584263139,6.837468233,6.985168019,6.483902971,5.07470949
CHE,Switzerland,coal,MtCO2eq,1.994111028,1.598504472,1.633128046,1.499621843,1.008606599,0.937991292,1.001100194,0.917745258,0.997131064,1.413196789,2.002849094,1.799709662,1.561312153,2.067542609,2.078707144,1.796298257,1.666045749,1.423708466,1.461538192,1.446066375,1.227410892,0.854432285,0.713729928,0.719413829,0.772040527,0.581288775,0.453866773,0.377047479,0.393958333,0.559277843,0.591023442,0.545128674,0.554740897,0.530588611,0.613463995,0.61555525,0.721710234,0.652307471,0.605532376,0.610106186,0.578198403,0.521235204,0.532890219,0.589512579,0.542927916,0.482680652,0.462937254,0.428670254,0.382958932,0.3653637979
TUR,Turkey,coal,MtCO2eq,16.78701335,20.44879006,19.57831165,21.1046106,21.69057559,24.12349207,23.84686063,24.91192091,25.92253716,28.30432879,28.83342367,32.15423683,35.28761976,40.20080629,47.50079327,52.39541099,56.50533971,52.04147031,58.01125054,62.42645224,66.73765995,67.34638108,63.6458394,62.6892102,65.70347117,76.07890512,83.5547501,85.27590909,78.6263039,92.61346512,77.13736585,80.72766903,85.51224388,89.03735495,89.71898289,106.5355192,120.6333107,117.2972165,121.6356585,127.3124131,132.6422413,140.1168758,121.2877565,134.132525,136.7705259,153.0806422,158.1760211,162.8289884,164.8739919,158.7318899
GBR,United Kingdom,coal,MtCO2eq,358.9141583,305.0178728,323.9274978,285.7766615,284.2515352,286.7426362,288.1144736,274.1588259,298.7120171,275.3796206,275.9526891,257.6639796,257.7035801,186.3189737,245.5332735,262.2752901,268.6523865,260.4223578,249.089502,249.3971688,248.9709437,235.93946,207.1610512,193.9928804,181.1048139,172.1671645,152.589826,151.8828868,135.9105453,143.775663,153.3984967,144.1330219,154.7516693,149.3491066,150.9623454,164.7402031,153.5503029,138.4092199,113.1596882,116.4668356,117.3745909,148.7560725,140.8730061,113.7330971,90.22761214,46.4887696,37.4849066,31.55971278,22.99553726,20.51012109
,OECD Europe,coal,MtCO2eq,1745.029005,1668.335887,1703.644783,1680.434226,1599.28228,1686.634794,1686.134778,1709.446554,1804.155928,1819.728634,1794.66121,1804.335119,1808.207702,1809.110046,1897.265816,1882.048482,1903.003124,1866.893448,1848.089561,1764.099899,1702.964557,1590.138826,1499.508683,1472.132699,1451.748089,1461.13002,1398.443151,1352.178167,1279.886514,1323.481708,1309.260267,1305.718682,1355.228274,1340.393533,1306.949838,1347.015425,1368.50118,1263.609245,1137.682137,1193.176796,1203.977033,1256.374369,1214.056635,1148.399214,1124.963202,1056.782088,1038.124298,998.1539122,835.9089477,701.8793665
ALB,Albania,coal,MtCO2eq,1.233585366,1.342819748,1.448208074,1.505712766,1.608132302,1.640529326,1.746944706,2.235778929,2.813365817,2.547212651,2.698510613,3.041940695,3.290426621,3.553477206,3.789702482,3.740327987,3.895251987,3.919708398,3.783670657,2.478617427,1.455247363,0.3828677,0.192301017,0.170327228,0.078889701,0.114615851,0.039557564,0.049700751,0.114247238,0.069140526,0.081161226,0.061996408,0.064024599,0.064064463,0.054054683,0.054054683,0.054054258,0.070070586,0.416820052,0.459925624,0.576155279,0.320286505,0.277873016,0.353125081,0.388858505,0.20994352,0.470217796,0.903723752,0.486907154,0.5881318076
ARM,Armenia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,1.051795228,0.564006168,0.268664876,0.005716283,0.068595397,0.005716283,0.009527139,0.009527139,0.009527139,0.005716283,0.0,0.0,0.034297698,0.051446547,0.0,0.0,0.001974178,0.005716283,0.003948354,0.0,0.002634313,0.0,0.00526818,0.002634313,0.0,0.002643144,0.002427174,0.001459106,0.004616025,0.011153774,0.0305096602
AZE,Azerbaijan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,0.359163248,0.269372335,0.048487093,0.01237271,0.014135993,0.010601994,0.010601994,0.010601994,0.001766999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BLR,Belarus,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,9.963017917,9.795256831,8.624322645,7.620707753,6.180967827,5.719269421,5.707567194,4.829751649,4.626827545,3.85258129,3.966980424,3.35190609,2.99040807,2.813676573,2.563996183,2.524161758,2.467465042,2.267084233,2.082576174,2.014202489,2.209528579,2.337835489,2.984939736,3.231347504,3.375769471,2.984434561,3.232397861,3.336256393,3.373292528,3.528933432,4.368197573
BIH,Bosnia and Herzegovina,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,17.83290715,15.87438174,13.60661739,11.79239662,1.269947489,1.487656577,2.09284137,6.553753195,8.353834529,8.134762645,10.1066637,9.897936528,10.86791961,11.22606321,11.34825948,12.03256891,13.45068024,14.1341229,15.39425902,15.37075451,15.66075534,18.47494561,17.17698213,17.11241737,14.70682358,14.59146349,16.75954045,17.00675222,17.08072307,15.58937657,18.06516432
BGR,Bulgaria,coal,MtCO2eq,34.46174586,35.39379645,35.86107396,35.1266946,36.43276551,33.564669,33.96031608,35.58499405,37.2058839,39.27560461,39.51725366,41.57593223,41.16984047,41.30932354,43.80501945,43.45104447,44.58739901,42.06929042,42.04619369,35.00884233,31.02132259,31.07033003,32.94071764,31.06692575,30.68596936,30.97696525,32.81337557,31.13439099,26.23287829,26.28513123,29.39751446,27.04930743,30.34579329,29.51873108,28.6500538,28.99702246,32.34638087,31.10556663,26.34025492,28.50485025,33.62604746,28.57839503,24.41157313,26.02265755,27.08103556,23.59244555,25.36807867,22.24400029,20.42279859,17.80909624
HRV,Croatia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,3.451473202,1.597212659,1.451028883,1.210407872,0.738783975,0.754697145,0.621846945,1.02978223,0.977929153,0.876409688,1.753303029,1.948496984,2.367535904,2.627157014,2.782704493,2.765690903,2.569573183,2.78272947,2.850898559,2.042907998,2.747115282,2.824619958,2.53180027,2.708662743,2.594809434,2.427284049,2.609059874,1.582501144,1.472014112,1.694730941,1.444434333
CYP,Cyprus,coal,MtCO2eq,0.0,0.002697138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127850593,0.181941197,0.135226312,0.371258115,0.223738139,0.25078364,0.255591464,0.255591464,0.068508888,0.081683919,0.071143814,0.052699328,0.047429475,0.050064402,0.068508888,0.079048992,0.129112995,0.135561862,0.133339491,0.137885178,0.156000742,0.142363281,0.154889157,0.132962292,0.112031303,0.058129421,0.066986188,0.029805557,0.000533692,0.000533692,0.008847593,0.014680419,0.0,0.011889089,0.054318029,0.0686222,0.0556474616
GEO,Georgia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,3.566696339,2.127723398,1.291866075,0.70373949,0.711021542,0.097195323,0.051409341,0.051458284,0.086997987,0.067653548,0.036431846,0.077203054,0.058892313,0.125901331,0.030099318,0.038698813,0.034399292,0.161158349,0.270510528,0.481766047,0.102796561,0.267896233,0.466801451,1.355233821,1.242412941,1.159188991,1.120552661,1.243624228,1.280733724,1.011668232,0.8770445017
GIB,Gibraltar,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KAZ,Kazakhstan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,159.6284428,159.676995,161.4021683,147.4633578,139.555078,114.9417226,102.5530819,85.65156768,86.00678641,79.99471045,75.0931541,77.26950894,81.71726043,92.00999858,101.080769,103.2349474,107.9302959,116.513125,146.6481269,129.6691675,138.9425687,147.2206972,149.0537189,147.0776536,137.936111,110.7544068,117.827375,129.644172,135.0791465,130.8987127,
,Kosovo,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.117113966,5.225127629,5.19029348,5.473182844,5.512688542,5.271699786,5.255791287,5.497692651,5.936918396,6.740176716,7.118046247,6.898197873,6.506754656,6.650699643,5.802389901,6.651757684,7.172172481,6.034947711,6.115344347,6.397790278,6.744233939
KGZ,Kyrgyzstan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,10.29259084,9.395158318,4.079976444,3.649523128,3.468229968,1.320123896,1.962216444,2.05645508,2.043992709,2.057276463,1.896072801,1.299749927,2.118656188,2.505399174,2.307258574,2.237936211,2.125386005,2.446041084,3.386459457,2.928067663,2.859976958,3.057297975,4.282585645,3.419935822,4.280035706,4.434741358,3.638906383,3.638092762,4.387869662,4.332738661,
MLT,Malta,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058868432,0.127548733,0.230568587,0.470948646,0.333588442,0.446420166,0.561704261,0.743215888,0.735857185,0.596044212,0.502835829,0.735857185,0.500383061,0.127548733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MDA,Republic of Moldova,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,8.031674034,7.185050102,4.336516807,3.979755446,3.893634961,2.392022767,2.066416872,1.11670877,0.99822955,0.561318656,0.461939713,0.363595574,0.454270843,0.646018367,0.344197835,0.454730186,0.409584735,0.305970604,0.419373453,0.402545513,0.445032523,0.448061558,0.462351854,0.62374243,0.391713229,0.407231238,0.299852595,0.428780169,0.351256434,0.436777128,0.3325642434
MNE,Montenegro,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.217461555,1.371699302,1.061188065,1.595623012,0.876476643,1.78490811,1.803948609,1.619664484,1.563363882,1.524264848,1.609394053,1.311265143,1.335194548,1.51483766,1.566027371,
MKD,Republic of North Macedonia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,5.634839643,5.663551773,5.632290947,5.646493589,5.869601986,6.056545875,6.254268819,5.846778859,7.071349573,6.195952876,5.682551352,6.283557515,5.466408496,6.247377495,5.934819335,6.177778504,6.013419235,6.171255458,6.324584844,5.669546107,5.491298185,6.268394994,5.892337325,4.931344246,4.566386552,4.112335309,3.699306515,4.051559127,3.649030479,4.325600944,3.650984743
ROU,Romania,coal,MtCO2eq,32.82522526,33.87738152,37.13452416,39.53876706,39.88243965,41.57932779,41.12710325,46.5956701,50.04697228,51.19787696,53.99719767,51.36432516,59.4441022,57.71257806,60.15079841,61.14496589,65.99398643,73.87053698,70.74405533,51.07103444,42.02277191,43.92879732,39.73404766,39.65340115,41.45256266,41.73503068,35.92308257,30.23844576,26.19550433,29.6443727,31.73977347,31.70832051,35.12725588,34.1331099,34.9996884,39.19593302,39.39352961,38.60419024,31.52348995,29.80715475,34.80763575,31.98486395,25.21263897,24.86771804,26.10204742,23.40498305,22.97430181,21.99276184,21.32329152,16.00206631
RUS,Russian Federation,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,714.7853159,664.8100877,592.267509,521.6477795,475.340337,488.4756722,485.9720781,417.8996666,404.8996583,431.6014509,447.7925831,443.7154292,433.4444909,432.6890077,417.4809321,416.167288,438.2942735,421.8784261,429.3714595,377.4232871,407.0019475,427.0775018,438.0710598,416.6356214,385.1355117,413.5717842,398.6072224,391.13277,428.9126553,433.148616,420.9997074
SRB,Serbia,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,42.44767387,36.50788374,37.29866978,34.62734064,31.73571644,37.13176929,38.45481908,39.60464945,42.96255358,31.74985193,36.00613057,34.7392316,36.75652476,39.36811756,41.03403537,34.29256451,35.61950495,33.70747978,34.3982207,32.72521519,32.56039171,36.88819536,32.06478402,33.25556156,26.5751524,32.61051145,33.35096681,33.49011206,31.94214868,31.69375294,32.63463939
TJK,Tajikistan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,2.584495019,1.718674787,1.14026424,0.541039278,0.125910862,0.063974378,0.028765234,0.071674012,0.054476802,0.040110256,0.050170011,0.047073061,0.070410355,0.089815122,0.170626944,0.179606035,0.187520329,0.327593749,0.359918477,0.359203324,0.361722228,0.400515076,0.838558063,1.011356522,1.579064166,1.873464887,3.156433685,3.621524792,3.970449616,4.30519672,
TKM,Turkmenistan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,1.203197024,1.203197024,1.077489745,0.242435061,0.0,0.0,0.179581826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
UKR,Ukraine,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,296.2017045,258.3838196,256.4209846,226.2831946,180.1989972,168.4946161,131.5554943,125.106699,125.3058815,123.200868,121.7785394,122.9883426,127.0253247,144.0017225,129.5976215,119.5508829,139.1899975,151.2625415,145.5746385,124.8819775,133.5157559,145.4577648,150.1873305,149.311711,134.7678467,105.1130829,113.0156735,89.47382569,98.0512493,91.99709377,87.03101793
UZB,Uzbekistan,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,14.14324269,14.67636154,10.42034293,7.952685332,8.048381997,4.519068107,4.879566792,4.120809832,4.335449294,4.283049821,4.647772787,4.049262427,4.283115564,3.287129326,4.476895735,4.347449019,4.712168001,4.203203452,5.171867569,4.966177244,4.275490174,4.573866838,5.840133514,8.634448384,7.88393869,6.218593648,7.431323429,7.023611989,8.600459541,8.550625197,
,Former Soviet Union (if no detail),coal,MtCO2eq,891.2094845,934.3342546,981.7834597,1011.679676,1047.001866,1063.277389,1061.696352,1120.191345,1126.202973,1145.74209,1063.128883,1038.94751,1015.671094,1005.921128,995.2927724,1015.866403,1065.009236,1083.539646,1078.516624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Former Yugoslavia (if no detail),coal,MtCO2eq,36.95936148,35.38035435,38.06966636,39.33612771,42.08443596,41.13569314,41.95244544,43.8176456,43.88635232,43.90053032,55.9229671,59.94009078,67.09398221,70.78028069,74.53415721,75.90200317,70.2612542,71.31172691,74.06356917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Non-OECD Europe and Eurasia,coal,MtCO2eq,996.6894024,1040.331304,1094.296932,1127.186978,1167.00964,1181.197608,1180.483162,1248.425434,1260.155547,1282.663315,1215.264812,1194.928667,1186.796995,1179.635206,1178.22534,1200.573559,1250.564806,1275.496351,1270.148113,1380.728172,1264.79971,1175.32054,1047.063553,928.6815216,903.8683217,855.2741246,762.7859638,749.2263074,745.2433917,769.5171642,772.6104321,771.7987731,808.8369723,788.5368107,774.3396247,828.0356321,834.6522558,869.6812423,764.8901658,813.9188851,873.0393835,878.8691497,847.428353,783.6145786,762.1089397,760.4418481,741.8696713,790.9806309,781.7904141,
DZA,Algeria,coal,MtCO2eq,0.384980129,0.372553481,0.414828019,0.282616837,0.326198721,0.345008279,0.374496965,0.342148007,0.397827219,0.192885832,0.309102664,1.176048974,1.002676516,1.03572186,1.03572186,1.260436204,1.363817902,1.379690336,1.244044413,1.294845843,1.315024289,1.371906123,1.189011328,1.405434617,1.396543786,0.981045758,0.484719507,0.800161568,1.122258858,0.707991182,0.666220414,0.767446654,0.995862233,1.42408702,1.102835865,1.032820547,1.230571326,1.229530436,0.757776784,0.775825375,0.625774964,0.622625874,0.399554301,0.233510109,0.265282937,0.0,0.473188512,0.798173969,0.548005111,
AGO,Angola,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
BEN,Benin,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172106506,0.103263664,0.196693035,0.186541148,0.0,0.25007304,0.135316085
BWA,Botswana,coal,MtCO2eq,0.0,0.017957782,0.044894853,0.07408023,0.159383146,0.502848822,0.660216875,0.705036999,0.7970705,0.833044466,0.905035272,0.976798573,0.954369529,0.943253033,1.046866502,1.172497442,1.194931793,1.414850248,1.524901112,1.830054239,1.79450127,2.043349474,2.020717498,2.045053093,2.046897109,1.747458988,1.789298316,2.293391098,2.283412477,2.337381789,2.027698616,2.08827069,1.890234419,2.020360178,2.288327947,1.933985489,1.990264215,1.790836832,1.674875513,0.707854783,1.181241347,0.571133891,2.381653677,3.898217651,3.902587238,3.801591571,4.468508233,4.36702164,4.265612573,
CMR,Cameroon,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
COG,Congo,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CIV,Côte d'Ivoire,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
COD,Dem. Rep. of Congo,coal,MtCO2eq,1.018046865,1.022279208,0.858080218,0.862305881,0.83328132,0.906519277,0.916544286,0.859383059,0.773277458,0.874100554,0.888525619,0.859492262,0.843950535,0.859035213,0.856828802,0.872167276,0.884167161,0.892032482,0.916543935,0.926350103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
EGY,Egypt,coal,MtCO2eq,1.423454434,1.260080817,1.085852986,1.930260223,2.300613931,2.231200733,2.563930558,2.446832575,2.705094653,2.180288229,2.830494508,2.903683375,2.758009631,2.795148046,2.919271867,2.97273556,3.000614975,3.291937105,3.236864837,2.86782301,3.441092755,3.530727873,4.197484824,3.566610635,2.996551472,3.219452642,3.30221116,3.372548042,2.977270223,3.518396049,3.340647567,3.581721164,3.714049655,3.794566271,3.714049655,3.306507708,3.031655648,2.702785088,2.400628339,2.289040194,1.887962758,1.751930045,1.774762068,1.61283548,1.45670206,0.656538273,6.357528644,12.64724919,10.62566822,
GNQ,Equatorial Guinea,coal,MtCO2eq,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ERI,Eritrea,coal,MtCO2eq,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ETH,Ethiopia,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036879795,0.103263664,0.122933048,0.417972601,0.553198914,0.715470728,0.995758443,1.010510281,1.29325657,1.430941456,1.032638238,1.118162829,
GAB,Gabon,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GHA,Ghana,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KEN,Kenya,coal,MtCO2eq,0.204709715,0.100214625,0.177451968,0.167481553,0.115710461,0.154474687,0.157511537,0.1288008,0.039338766,0.042375617,0.223738139,0.116135207,0.081713984,0.210143307,0.224316415,0.211997351,0.22618163,0.277828743,0.322084657,0.371258115,0.374499401,0.391709813,0.325325942,0.303197986,0.386792666,0.357288591,0.36466471,0.29258098,0.285204862,0.263076905,0.263076905,0.393386071,0.368799542,0.430265867,0.356505877,0.476980351,0.437641984,0.435183411,0.378634234,0.65892155,0.941667838,0.84332132,1.192451479,1.858748749,1.974306076,1.944802001,1.846123524,1.044931503,6.033558011,
LBY,Libya,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MUS,Mauritius,coal,MtCO2eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061443503,0.083397309,0.137499127,0.122805338,0.098195588,0.161975361,0.137475906,0.147299386,0.149781179,0.152257167,0.154709936,0.154721546,0.098305883,0.112993866,0.174303854,0.333727762,0.620712012,0.733555346,0.767895298,0.775271017,0.709014858,0.892973449,1.189763764,1.405603334,1.599506912,1.462031005,1.638654113,1.572420775,1.655829694,1.744144151,1.820200173,1.766266302,1.800588839,1.876271464,1.78229442,1.638623355,1.630257473
MAR,Morocco,coal,MtCO2eq,1.204949895,1.501684733,1.481983093,1.475370614,1.748896189,1.913710908,1.887882503,1.898889657,1.447996916,1.612270159,1.80355649,1.723904926,2.34828637,2.281676594,2.740070224,3.510437696,4.071409974,3.958728197,4.256441013,4.241250457,4.660522481,3.988300992,4.121607759,4.495642588,6.922361722,7.989466581,7.986316281,8.882188817,8.541693608,10.56076664,13.40674499,13.7402652,12.84986596,12.23212189,12.51059708,12.94144563,12.49746152,11.72260295,10.76872645,11.11030831,12.04029791,12.03757794,11.77532705,16.07028917,17.69058709,17.04897759,17.72090479,20.49678454,26.52748959,26.62496749
