code,name,fuel,unit,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DMA,Dominica,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Dominica,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Dominica,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02679,0.03498,0.03502,0.03498,0.03501,0.03991,0.04022,0.04337,0.05548,0.05862,0.05852,0.05845,0.05909,0.06224,0.07183,0.08101,0.08119,0.08116,0.0843,0.0843,0.07958,0.1,0.1,0.1,0.1,0.0924,0.1,0.121246436,0.1,0.1,0.1,0.170095617,0.169940463,0.161291994,0.171749852,0.18743,0.18855,0.177435879,0.185983702,
DOM,Dominican Republic,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43528,5.2,5.6,6.715247294,5.928316403,6.148791341,6.860989176,7.550533889,8.321128393,8.121781849,9.037029143,8.746251712,9.84461691,8.650892072,9.835323391,11.18075959,11.2306298,12.23498833,12.33182332,14.11758872,16.20987094,16.44555316,17.5088206,17.42359749,17.19417236,17.52767233,18.02436894,18.62842825,18.64561019,17.78396985,18.236589,19.61785108,21.10181059,20.09453246,19.76523156,22.36343595,23.75532371,21.95652349,25.26524686,
DOM,Dominican Republic,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.015247294,0.028316403,0.048791341,0.060989176,0.050533889,0.021128393,0.021781849,0.037029143,0.046251712,0.04461691,0.050892072,0.135323391,0.180759592,0.230629796,0.234988328,0.331823319,0.117588719,0.209870936,0.44555316,0.508820597,0.835069514,0.939143575,1.037232355,1.533928965,1.5867835,1.723583031,1.685384304,1.627945876,1.730757408,1.909442532,1.878770082,2.238741298,2.59012698,2.768381044,2.845602816,2.790343013,2.974402261
DOM,Dominican Republic,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588527971,0.255028788,0.490439976,0.490439976,0.941644754,0.922027155,1.098585546,1.608643121,1.824436711,2.511052677,2.097121337,2.097121337,2.173629974,2.046116663,2.259946676,2.478653694,3.144214735
DOM,Dominican Republic,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43528,5.2,5.6,6.7,5.9,6.1,6.8,7.5,8.3,8.1,9.0,8.7,9.8,8.6,9.7,11.0,11.0,12.0,12.0,14.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,16.1,16.0,15.0,15.0,16.06265696,16.68131538,16.11864104,15.42936892,17.599679,18.940826,16.850974,19.99625015,
ECU,Ecuador,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.016231,12.13794733,14.13794733,12.206921,12.27589467,12.27589467,13.206921,13.13104997,13.19312627,12.19312627,14.27589467,14.22252046,17.2435805,15.24347704,17.24347704,17.29244835,18.29229661,18.2435805,19.2435805,18.24609752,18.34393227,19.39305512,20.24651602,20.36977321,21.41932352,22.64197364,24.7090954,24.07690923,25.55863779,28.63911057,36.21017071,35.73651935,37.0562502,38.45955754,42.10856662,38.79950643,36.84604609,34.74136575,37.34937131,
ECU,Ecuador,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002517018,0.002919565,0.003326314,0.002935519,0.004402453,0.005236659,0.008664325,0.027069991,0.007062846,0.014478941,0.019606649,0.042291063,0.038886163,0.050905019,0.06090161,0.056189425,0.068353712,0.038797058,0.042463311,0.046944248,0.044828084
ECU,Ecuador,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206921,0.137947333,0.137947333,0.206921,0.275894667,0.275894667,0.206921,0.131049967,0.193126267,0.193126267,0.275894667,0.222520456,0.243580504,0.243477043,0.243477043,0.292448347,0.292296605,0.243580504,0.243580504,0.243580504,0.341012705,0.389728806,0.243580504,0.365370756,0.414086857,0.63330931,0.682025411,0.669846386,0.544158846,0.619503916,0.652945646,0.476848184,1.022948179,1.018990932,1.143644192,0.983375715,1.082306033,0.945322438,0.750341061,0.677480272
ECU,Ecuador,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.80931,12.0,14.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,14.0,14.0,17.0,15.0,17.0,17.0,18.0,18.0,19.0,18.0,18.0,19.0,20.0,20.0,21.0,22.0,24.0,23.4,25.0,28.0,35.514934,35.220785,35.982397,37.379665,40.908733,37.747777,35.724943,33.75358,36.552086,
EGY,Egypt,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.92829448,48.39967409,53.94208439,62.84876688,69.55096802,74.47110588,79.86600036,82.26670322,83.76527575,85.45250449,89.51149518,89.49524843,89.98324975,93.52458871,96.79343559,97.9869739,106.1224194,110.3841372,113.5577545,116.4320618,118.5143111,128.0033591,131.4365814,141.8265425,151.30983,159.1965313,170.1375202,172.367072,181.3941045,185.861183,187.676239,213.0009422,218.5394853,223.2494232,224.6032916,227.1899762,225.9901088,234.7981826,236.5232722,
EGY,Egypt,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.048164584,2.622157585,2.720353374,2.571579593,2.607270825,2.74979813,2.755934362,2.934529959,3.21099523,3.287264399,2.624419701,2.663592495,2.596184578,3.376319396,3.27231486,2.602601046,2.834836699,2.900378457,2.603173409,2.653044038,2.614104887,2.842153472,2.392583836,2.719214146,2.592863382,3.084725022,2.982995871,3.128213232,2.902100582,2.817896063,3.101784191,2.722084303,2.20997977,1.833738481,2.00016582,4.304561949,5.387901678,6.164023657,11.32864131,10.3006475
EGY,Egypt,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6665099,2.7775165,5.22173102,6.27718729,7.94369719,9.72130775,11.110066,12.33217326,13.55428052,15.16524009,15.88707548,17.83165593,19.38706517,22.14826932,23.52112073,24.38437286,26.28758271,26.4837587,26.95458108,28.77901779,35.90020624,48.16120564,49.0439976,58.10732836,61.71696658,67.11180631,74.15452437,78.13885873,82.49200396,87.04328694,90.57445477,99.53969753,104.2616536,101.8938094,94.32141618,94.04284628,99.37682614,113.2228099,115.4550339,114.1279963
EGY,Egypt,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.21362,43.0,46.0,54.0,59.0,62.0,66.0,67.0,67.0,67.0,71.0,69.0,68.0,68.0,70.0,71.0,77.0,81.0,84.0,85.0,80.0,77.0,80.0,81.0,87.0,89.0,93.0,91.1,96.0,96.0,94.0,110.7391604,112.0678519,119.5218753,128.2817096,128.842568,121.225381,115.411349,109.739597,
SLV,El Salvador,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98901,1.7,1.6,1.8,1.8,1.9,2.2,2.2,2.3,2.2,2.4,2.8,3.2,3.200951219,3.601660938,4.601700101,4.401816025,4.701880016,5.50208359,5.502481469,5.502747176,5.701780641,5.801585356,6.102593671,6.002325113,6.203891502,6.203199521,6.203393617,5.902812237,5.902209599,5.901772573,6.402612648,6.558956165,6.269219854,6.442372513,6.887408021,6.928914066,6.312351521,7.04650887,
SLV,El Salvador,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000951219,0.001660938,0.001700101,0.001816025,0.001880016,0.00208359,0.002481469,0.002747176,0.001780641,0.001585356,0.002593671,0.002325113,0.003891502,0.003199521,0.003393617,0.002812237,0.002209599,0.001772573,0.002077812,0.001924371,0.002205362,0.002409775,0.002046021,0.001683066,0.001834521,0.00223287,0.002036762
SLV,El Salvador,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,El Salvador,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98901,1.7,1.6,1.8,1.8,1.9,2.2,2.2,2.3,2.2,2.4,2.8,3.2,3.2,3.6,4.6,4.4,4.7,5.5,5.5,5.5,5.7,5.8,6.1,6.0,6.2,6.2,6.2,5.9,5.9,5.9,6.400534836,6.557031794,6.267014492,6.439962738,6.885362,6.927231,6.310517,7.044276,
GNQ,Equatorial Guinea,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05549,0.05537,0.0694,0.06999,0.06975,0.07977,0.08493,0.08022,0.07866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.139235198,0.139235198,0.258852797,0.258852797,2.691435078,2.750287875,0.39617599,2.750287875,2.750287875,3.158755874,3.242639856,3.540727851,3.799580648,3.924008694,3.82530157,3.612267172,3.434863507,3.069729286,3.067522853,3.370081221,3.666263906,
GNQ,Equatorial Guinea,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNQ,Equatorial Guinea,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039235198,0.039235198,0.058852797,0.058852797,2.491435078,2.550287875,0.19617599,2.550287875,2.550287875,2.924787841,2.942639856,3.040727851,3.099580648,3.178051044,3.099580648,2.86416946,2.687611068,2.334494286,2.314876853,2.295259421,2.177554827,2.118702529
GNQ,Equatorial Guinea,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05549,0.05537,0.0694,0.06999,0.06975,0.07977,0.08493,0.08022,0.07866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.233968033,0.3,0.5,0.7,0.74595765,0.725720922,0.748097712,0.747252439,0.735235,0.752646,1.0748218,1.488709079,
ERI,Eritrea,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.1,1.1,1.1,1.3,1.1,0.6,0.8,0.7,0.8,0.8,0.7,0.7,0.684580762,0.7,0.5,0.7,0.531904357,0.554351959,0.578195163,0.603668434,0.593500088,0.630792,0.65482281,0.74245581,
ERI,Eritrea,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Eritrea,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Eritrea,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.1,1.1,1.1,1.3,1.1,0.6,0.8,0.7,0.8,0.8,0.7,0.7,0.684580762,0.7,0.5,0.7,0.531904357,0.554351959,0.578195163,0.603668434,0.593500088,0.630792,0.65482281,0.74245581,
EST,Estonia,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.378754574,6.974538882,6.293344667,5.40136022,5.991603571,6.429568622,7.198520292,5.783269186,5.391597252,6.106683326,5.232357633,5.237269958,5.702143411,5.737965989,6.013397021,6.346794309,6.299929851,5.135370445,5.411302364,5.210702679,6.105935294,5.997861881,5.441225491,5.258921629,5.371851544,5.439116144,5.509905901,5.228281253
EST,Estonia,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461607587,0.465901303,0.155663758,0.173080478,0.286383345,0.321766668,0.141932485,0.151075306,0.157995907,0.147479391,0.135353213,0.06802627,0.152680907,0.129309077,0.094102572,0.181349872,0.278374745,0.187552743,0.129256002,0.15782898,0.138546805,0.135400677,0.156943353,0.026814525,0.038979231,0.093398325,0.083142477,0.043577065
EST,Estonia,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.799169987,1.127643579,1.202677909,1.398712742,1.530622226,1.986117954,3.000911807,1.87556988,2.104835345,2.386732935,1.39354842,1.588607688,1.811800504,1.836182912,1.890559449,1.847464437,1.774289106,1.228417702,1.315898362,1.177347699,1.275855489,1.298089204,1.018888138,0.913399104,1.004544313,0.956062819,0.979381424,0.900679188
EST,Estonia,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.117977,5.380994,4.935003,3.829567,4.174598,4.121684,4.055676,3.756624,3.128766,3.572471,3.703456,3.580636,3.737662,3.772474,4.028735,4.31798,4.247266,3.7194,3.966148,3.875526,4.691533,4.564372,4.265394,4.318708,4.328328,4.389655,4.447382,4.284025
SWZ,Eswatini,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.678441294,0.660232789,0.592140009,0.524047229,0.574567679,0.664625887,0.677805119,0.662429328,0.620695048,0.736070622,0.751446196,0.670174263,0.617457334,0.623006169,0.882197738,0.833873886,0.785550034,0.813081836,1.150294471,1.192250293,1.095739981,1.101250879,1.092328107,1.001968084,0.997762564,0.953063891,1.084625488,1.154990394,1.047470359,1.10522282,1.01314429,1.009512791,0.981366857,0.88189399,0.915385559,0.977952849,1.070366814,1.123021123,1.243717653,
SWZ,Eswatini,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386591294,0.360232789,0.292140009,0.224047229,0.274567679,0.364625887,0.377805119,0.362429328,0.320695048,0.336070622,0.351446196,0.270174263,0.217457334,0.123006169,0.382197738,0.333873886,0.285550034,0.313081836,0.650294471,0.692250293,0.595739981,0.601250879,0.592328107,0.501968084,0.497762564,0.453063891,0.484625488,0.498802835,0.447470359,0.40522282,0.31314429,0.308804419,0.283451647,0.154484505,0.161918628,0.190091849,0.195149814,0.26224827,0.380085837,0.459813526
SWZ,Eswatini,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZ,Eswatini,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29185,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.656187559,0.6,0.7,0.7,0.700708372,0.69791521,0.727409485,0.753466931,0.787861,0.875217,0.860772853,0.863631816,
ETH,Ethiopia,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70001,1.7,1.9,2.2,2.1,2.5,2.6,2.9,2.8,3.0,3.0,2.5,3.6,3.3,2.2,2.4,1.7,1.7,2.6,3.3,3.5,3.600004267,3.900087473,4.200008534,4.300010667,4.600017068,5.200023468,5.601533213,6.431385791,7.053195908,6.580367665,7.126690732,7.687717362,9.369728784,10.77856485,11.49597489,13.19711254,13.10386954,14.06042286,
ETH,Ethiopia,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26697e-06,8.74728e-05,8.53394e-06,1.06674e-05,1.70679e-05,2.34683e-05,0.001533213,0.031385791,0.053195908,0.080367665,0.20869809,0.477900396,0.620843818,0.864060984,0.876861888,1.122212538,1.241687637,1.327026993,1.473597338
ETH,Ethiopia,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Ethiopia,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70001,1.7,1.9,2.2,2.1,2.5,2.6,2.9,2.8,3.0,3.0,2.5,3.6,3.3,2.2,2.4,1.7,1.7,2.6,3.3,3.5,3.6,3.9,4.2,4.3,4.6,5.2,5.6,6.4,7.0,6.5,6.917992642,7.209816966,8.748884966,9.914503869,10.619113,12.0749,11.8621819,12.73339586,
FLK,Falkland Islands,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01168,0.01151,0.01151,0.01151,0.01154,0.01442,0.01598,0.01598,0.03171,0.02833,0.02519,0.02519,0.02544,0.02544,0.02545,0.02861,0.03178,0.03496,0.0286,0.0286,0.0286,0.0286,0.03178,0.03177,0.03505,0.03813,0.04129,0.047677067,0.04578,0.047639359,0.047663984,0.042068957,0.042994213,0.042960265,0.042945483,0.045031,0.046769,0.044814699,0.04640807,
FLK,Falkland Islands,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Falkland Islands,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Falkland Islands,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01168,0.01151,0.01151,0.01151,0.01154,0.01442,0.01598,0.01598,0.03171,0.02833,0.02519,0.02519,0.02544,0.02544,0.02545,0.02861,0.03178,0.03496,0.0286,0.0286,0.0286,0.0286,0.03178,0.03177,0.03505,0.03813,0.04129,0.047677067,0.04578,0.047639359,0.047663984,0.042068957,0.042994213,0.042960265,0.042945483,0.045031,0.046769,0.044814699,0.04640807,
FRO,Faroe Islands,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.657764412,0.7,0.7,0.0,0.689511212,0.707672875,0.775636426,0.69537097,0.741409,0.747048,0.843090809,0.869814783,
FRO,Faroe Islands,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRO,Faroe Islands,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRO,Faroe Islands,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.657764412,0.7,0.7,,0.689511212,0.707672875,0.775636426,0.69537097,0.741409,0.747048,0.843090809,0.869814783,
FJI,Fiji,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299351548,0.832255604,1.041215501,1.032255604,0.739423525,0.728671651,1.026879675,0.819114434,0.812842509,0.923445053,1.034047596,0.832255604,0.938587267,0.943336009,0.942357888,1.041379767,1.140401646,1.139423525,1.035839564,1.132255604,1.430463627,1.526879675,1.729211729,2.22956579,2.600038228,2.500006349,2.300010702,2.529045987,2.300012008,1.400018559,1.069943262,2.110567772,1.150717679,1.45927517,1.914147189,2.417890833,2.355121267,2.385460129,2.368070596,
FJI,Fiji,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037631548,0.032255604,0.041215501,0.032255604,0.039423525,0.028671651,0.026879675,0.019114434,0.012842509,0.023445053,0.034047596,0.032255604,0.038587267,0.043336009,0.042357888,0.041379767,0.040401646,0.039423525,0.035839564,0.032255604,0.030463627,0.026879675,0.029211729,0.02956579,3.82282e-05,6.34897e-06,1.07017e-05,1.97e-07,1.2008e-05,1.85595e-05,8.9778e-06,1.06354e-05,5.44402e-06,3.45314e-06,4.97632e-06,4.61255e-06,1.15403e-06,6.67486e-06,3.57831e-06,1.94237e-06
FJI,Fiji,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJI,Fiji,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26172,0.8,1.0,1.0,0.7,0.7,1.0,0.8,0.8,0.9,1.0,0.8,0.9,0.9,0.9,1.0,1.1,1.1,1.0,1.1,1.4,1.5,1.7,2.2,2.6,2.5,2.3,2.52904579,2.3,1.4,1.069934284,2.110557137,1.150712234,1.459271717,1.914142212,2.417886221,2.355120113,2.385453454,2.368067017,
FIN,Finland,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.74153674,43.4829782,43.44701286,41.65065694,49.47437418,51.64147188,52.14430542,55.77812885,55.4784396,56.21806693,57.46868094,56.54194098,53.4442828,53.38255074,59.84055935,55.87982998,59.10866505,57.10752141,55.06002419,55.5504155,55.49746586,58.10058137,60.2963427,67.39253077,64.32021766,54.99399246,64.0839208,62.76521659,57.45872522,55.1103706,60.55939244,55.60864701,50.75817333,54.34480782,50.52882134,48.10319215,50.7195037,48.49098492,49.46105088,46.40845241
FIN,Finland,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49307247,10.38987577,11.08721945,11.31506407,12.98239972,16.67146079,14.56992421,17.1079054,16.28254408,16.28705408,16.08930534,15.53880531,13.78126242,15.6370952,19.87375998,16.42679889,19.44034892,18.15262918,13.85481632,14.11122162,13.99543483,15.87410516,17.32378714,22.96421682,20.72582379,12.32559125,20.19594865,18.24668195,13.95935192,14.26793222,17.89394546,14.39487783,12.08934351,14.77551124,12.59322323,10.50219369,12.72891971,11.38387934,11.44055223,9.336764136
FIN,Finland,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.724978347,1.400165433,1.2924604,1.238607883,1.507870467,1.884838083,2.315658217,3.06959345,3.285003517,4.36205385,5.115989083,5.385251667,5.593122381,5.789145542,6.416527361,6.629783327,6.939674134,6.823664234,7.804993873,7.804993873,7.985665028,8.6550992,8.613259565,9.529927948,9.20471987,8.434490212,9.058281145,8.698840638,9.008834303,8.150786378,8.983673978,7.859960178,7.028880823,6.686481578,5.918540109,5.256172455,4.803057989,4.521548576,5.006407654,4.881673277
FIN,Finland,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.52348592,31.692937,31.06733302,29.09698499,34.984104,33.085173,35.258723,35.60063,35.910892,35.568959,36.26338652,35.617884,34.069898,31.95631,33.550272,32.82324776,32.728642,32.131228,33.400214,33.6342,33.516366,33.571377,34.359296,34.898386,34.389674,34.233911,34.829691,35.819694,34.490539,32.691652,33.681773,33.353809,31.639949,32.882815,32.017058,32.344826,33.187526,32.585557,33.014091,32.190015
,Former Czechoslovakia,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.1912573,248.8667922,248.5124631,249.3873492,256.7399268,252.1716464,249.2345719,251.2227994,245.5818894,238.3066812,234.3242761,213.0731246,186.2047394,,,,,,,,,,,,,,,,,,,,,,,,,,,
