code,name,fuel,unit,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ITA,Italy,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.3866105,345.5055713,345.8154502,334.3158825,414.2638671,411.4266032,421.6936359,445.1460763,451.3619013,467.9175386,473.4921214,471.935298,466.7857993,461.293419,456.5288612,485.8526189,480.1456657,485.4542091,494.361542,487.3192327,493.8672979,490.977873,499.3358328,519.9080363,514.3913413,521.328576,517.2626994,508.6228409,499.9351804,453.4485464,463.0437159,453.3570712,425.9853408,387.4833405,370.8818629,385.2612228,376.6324415,385.5814887,383.7428177,
ITA,Italy,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.16123509,47.53732957,51.33491815,47.98236267,52.6571345,57.69574788,54.03617556,55.46580548,53.66632492,52.35886969,55.78589844,53.03333263,46.5505225,40.76496166,43.45445957,46.76556422,43.85098639,44.14800158,45.8379726,44.81753686,46.8276788,50.75043238,52.39812872,57.6578974,61.87195077,61.92412549,63.38197281,63.26128077,62.15752832,49.06451518,54.115249,61.73444547,62.55676672,55.19212424,52.93375014,50.86318285,44.79571176,38.99433592,36.06888425,24.96770712
ITA,Italy,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75721484,51.12890574,50.93694672,52.3832184,61.72479958,62.71706536,66.31335234,73.62811581,79.78661533,86.14741993,91.39254894,97.09502642,96.19814775,98.13449831,94.79044962,104.4486937,107.7982683,111.1355535,119.6556904,130.0523658,135.6033931,135.9752506,135.0532741,148.8982569,154.5106215,165.3519925,161.9362706,162.7298221,162.7029871,149.5557162,159.2049839,149.2806567,143.5291451,134.2447263,118.6167848,129.366862,135.8655168,143.9811718,139.2802884,
ITA,Italy,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4681606,246.839336,243.5435853,233.9503015,299.881933,291.01379,301.344108,316.052155,317.908961,329.411249,326.313674,321.806939,324.037129,322.393959,318.283952,334.638361,328.496411,330.170654,328.867879,312.44933,311.436226,304.25219,311.88443,313.351882,298.008769,294.052458,291.944456,282.631738,275.074665,254.828315,249.723483,242.341969,219.899429,198.04649,199.331328,205.031178,195.971213,202.605981,208.393645,197.254902
JAM,Jamaica,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7863,6.7,5.7,6.0,5.0,4.5,4.9,5.2,6.1,7.041440326,7.531337445,7.828811725,8.566697527,8.638914606,8.833863165,9.938914606,10.06164609,10.16922325,11.17932613,11.18185185,11.15785751,11.13386317,11.22226337,11.21468621,11.16669753,11.14901749,13.08082304,13.29092592,12.12123457,9.328811725,8.116183125,8.534185784,7.989962436,8.810052361,8.637067431,8.539995644,8.912641454,7.747071984,8.071670366,
JAM,Jamaica,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141440326,0.131337445,0.128811725,0.166697527,0.138914606,0.133863165,0.138914606,0.161646087,0.169223247,0.179326127,0.181851847,0.157857506,0.133863165,0.222263369,0.214686209,0.166697527,0.149017486,0.080823043,0.090925924,0.121234565,0.128811725,0.116183125,0.141692898,0.185585894,0.225799377,0.23970799,0.253253644,0.189464939,0.153732802,0.165405761,0.177078721
JAM,Jamaica,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033690515,0.385924362,0.191445619,
JAM,Jamaica,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7863,6.7,5.7,6.0,5.0,4.5,4.9,5.2,6.1,6.9,7.4,7.7,8.4,8.5,8.7,9.8,9.9,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.2,12.0,9.2,8.0,8.392492887,7.804376542,8.584252984,8.397359441,8.286742,8.689486,7.20741482,7.714818985,
JPN,Japan,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.7885899,848.7916141,755.6734237,782.6269608,1142.303098,1112.186399,1114.504375,1126.80004,1228.88357,1272.051319,1347.712542,1371.181387,1384.766145,1367.875097,1448.284217,1471.241583,1487.503139,1500.798453,1437.76838,1498.547924,1497.038369,1473.198828,1479.37586,1532.166258,1528.854124,1547.028071,1534.510148,1549.639474,1494.128006,1372.59107,1442.822289,1475.495518,1559.302233,1559.742634,1505.41852,1472.073665,1443.135265,1411.546795,1359.334663,
JPN,Japan,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.4860324,239.5958291,235.438923,228.1465634,255.4648512,267.3791924,255.7916727,253.678307,280.4431863,280.3155681,299.2401141,300.5592628,294.4517917,300.8634522,312.1013334,324.7199888,332.6111704,343.0230744,325.6436012,345.1601473,368.92484,378.451984,392.1341419,409.4443096,421.270978,434.6773059,425.1045369,443.6672417,429.6698905,406.1695481,441.0977617,427.2871679,449.4750784,479.1175987,472.4063633,462.4073729,457.5075922,457.9670787,447.5335264,440.1832457
JPN,Japan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.31179207,52.56191325,53.20755983,56.7695722,76.21505276,81.54788444,82.99219302,85.71415919,89.88043394,96.06578014,116.3272134,124.3544876,125.806797,129.0141452,134.979694,139.7699407,145.9036725,151.388416,154.6353366,163.5167164,163.7053452,162.8169471,169.9970221,175.7415722,175.4588877,174.7138199,192.3015764,210.4355866,205.4729561,204.6745666,216.4865404,251.2705099,260.8383361,258.7962623,259.8626551,246.9598154,256.2863271,242.4987402,231.746561,
JPN,Japan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.9907654,556.6338718,467.0269408,497.7108253,810.623194,763.259322,775.720509,787.407574,858.55995,895.669971,932.145214,946.267637,964.507556,937.9975,1001.20319,1006.751653,1008.988296,1006.386963,957.489442,989.87106,964.408184,931.929897,917.244696,946.980376,932.124258,937.636945,917.104035,895.536646,858.985159,761.746955,785.237987,796.93784,848.988819,821.828773,773.149502,762.706477,729.341346,711.080976,680.054576,658.609313
JOR,Jordan,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20715,6.2,7.0,7.6,7.8,8.1,9.0,10.0,9.3,9.455540924,10.15497602,9.654976015,11.29441675,11.39235198,12.55042526,13.57389972,14.5328768,13.57024928,14.55193291,15.55192386,15.5733883,15.57296717,15.61218013,17.3003519,17.77416599,19.0663695,20.41784949,18.59028922,18.61544478,18.82953398,19.34486909,22.22479574,23.73033085,22.90890476,24.13399177,24.12092618,24.35238686,25.60498262,24.3289521,
JOR,Jordan,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001032495,0.005064339,0.003201625,0.001338911,0.002640137,0.002631091,0.004477931,0.004056795,0.00403456,0.005590363,0.008084527,0.006024047,0.003889705,0.007879976,0.014883588,0.009150754,0.042637805,0.303352624,0.457740353,0.539892111,0.637291255,0.544074185,0.529732695,0.449954668,0.43203881,0.380908015
JOR,Jordan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155540924,0.254976015,0.254976015,0.294416749,0.392351981,0.549392764,0.568835379,0.529675174,0.568910372,0.549292773,0.549292773,0.568910372,0.568910372,0.60814557,1.294761537,2.766081465,3.06034545,4.413959784,4.082409244,4.600561187,4.820383223,4.30223128,2.041204622,1.541894568,2.12128265,0.703430516,4.548745993,7.929266161,8.210321948,8.353029733,
JOR,Jordan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20715,6.2,7.0,7.6,7.8,8.1,9.0,10.0,9.3,9.3,9.9,9.4,11.0,11.0,12.0,13.0,14.0,13.0,14.0,15.0,15.0,15.0,15.0,16.0,15.0,16.0,16.0,14.5,14.0,14.0,15.0,19.8802385,21.73069593,20.24773,22.79327,19.028106,15.893388,16.944706,15.54388356,
KAZ,Kazakhstan,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.6411806,296.3873799,257.1427185,210.506105,197.951603,178.5027186,169.6847341,155.9800434,171.63915,174.5932478,184.6099277,186.4888256,213.7968645,213.6677454,224.1689485,251.7143999,287.3275798,245.9693337,260.9736529,285.3665355,284.1834574,285.6565078,269.0199963,265.1846583,277.4582931,269.7730465,270.0366987,
KAZ,Kazakhstan,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.2098899,215.3534444,182.7165977,149.206447,132.6237122,118.0380799,113.3971514,102.3001087,115.3706873,116.5400812,124.3797052,139.6446576,154.9815684,158.8333577,170.2369704,180.631821,209.2664524,189.8583094,206.939736,223.424497,226.0048967,224.3035567,209.2307117,196.760156,204.1730158,195.8827944,196.6289081,206.9155317
KAZ,Kazakhstan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.43129074,29.03393548,29.42612081,21.29965803,28.32789078,27.46463866,26.28758271,26.67993469,27.26846267,28.05316663,29.23022257,17.84416809,26.81529613,21.83438773,20.93197818,39.88257885,44.06112744,26.11102432,22.83488528,25.50287875,24.30620521,26.5426115,25.75790754,26.69955229,28.44158029,30.14807511,30.40837859,28.55729384
KAZ,Kazakhstan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,52.0,45.0,40.0,37.0,33.0,30.0,27.0,29.0,30.0,31.0,29.0,32.0,33.0,33.0,31.2,34.0,30.0,31.19903165,36.43915978,33.8723555,34.81033963,34.03137706,41.72495,44.843697,43.742177,42.999412,
KEN,Kenya,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.738344731,5.679579305,5.693713434,5.366166703,5.267750661,5.380288866,6.170450761,5.384853133,5.925503915,6.460251852,6.600645498,5.761516068,6.412896448,6.558355339,6.943476048,7.207689255,7.584593653,6.990301961,7.936994205,8.129107793,8.711167912,8.011365756,8.015417874,8.396673942,9.344568549,10.18548207,11.38237042,11.05091986,11.34906101,11.30315648,12.29465547,13.61427153,12.54812666,13.87474277,14.18509442,16.60181686,17.87426118,17.69354286,18.74665319,
KEN,Kenya,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034684731,0.179579305,0.093713434,0.066166703,0.167750661,0.180288866,0.170450761,0.184853133,0.225503915,0.260251852,0.300645498,0.261516068,0.312896448,0.258355339,0.243476048,0.307689255,0.284593653,0.290301961,0.236994205,0.229107793,0.211167912,0.211365756,0.315417874,0.296673942,0.344568549,0.285482072,0.382370419,0.350919863,0.349061007,0.30315648,0.294655471,0.485240994,0.675611902,0.74577586,0.962501577,1.059894859,1.084325179,1.022931859,1.525637189,1.250134604
KEN,Kenya,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,Kenya,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70366,5.5,5.6,5.3,5.1,5.2,6.0,5.2,5.7,6.2,6.3,5.5,6.1,6.3,6.7,6.9,7.3,6.7,7.7,7.9,8.5,7.8,7.7,8.1,9.0,9.9,11.0,10.7,11.0,11.0,12.0,13.12903053,11.87251476,13.12896691,13.22259285,15.541922,16.789936,16.670611,17.221016,
KIR,Kiribati,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02235,0.02651,0.02656,0.02673,0.0195,0.01952,0.01891,0.02206,0.02206,0.02206,0.02206,0.02612,0.02228,0.02228,0.02228,0.02227,0.02226,0.02226,0.02226,0.02226,0.02544,0.02544,0.03171,0.0317,0.03176,0.03807,0.03805,0.038273004,0.04369,0.062365005,0.063694222,0.058719858,0.057888232,0.058583745,0.058690002,0.061856002,0.066107494,0.066031725,0.066043384,
KIR,Kiribati,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,Kiribati,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,Kiribati,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02235,0.02651,0.02656,0.02673,0.0195,0.01952,0.01891,0.02206,0.02206,0.02206,0.02206,0.02612,0.02228,0.02228,0.02228,0.02227,0.02226,0.02226,0.02226,0.02226,0.02544,0.02544,0.03171,0.0317,0.03176,0.03807,0.03805,0.038273004,0.04369,0.062365005,0.063694222,0.058719858,0.057888232,0.058583745,0.058690002,0.061856002,0.066107494,0.066031725,0.066043384,
,Kosovo,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.133280638,8.033703721,8.10137204,8.025690361,8.159288769,7.85568927,7.017406546,8.092331583,8.547435508,7.59336425,7.749148763,
,Kosovo,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.633280638,6.433703721,6.477183873,6.210188565,6.503000213,6.215466105,5.443101439,6.229466227,6.659352815,5.733111344,5.830616763,6.110424511
,Kosovo,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Kosovo,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.6,1.624188167,1.815501796,1.656288556,1.640223164,1.574305107,1.862865356,1.888082693,1.860252906,1.918532,
KWT,Kuwait,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83399052,22.555033,22.555033,24.88824092,24.99924752,24.7770462,28.61011303,32.77629372,36.49816583,41.05338695,24.14318474,13.99990594,22.13979428,29.63272201,36.71167607,38.71167607,41.71170663,52.18551431,55.65583914,55.94960557,58.83293724,56.67511445,54.69435479,61.85217088,66.02932165,75.13090882,75.34771383,62.66066218,77.91551016,84.28684517,88.14691933,90.97238917,93.07316385,96.02464917,92.4106427,99.25463173,96.90466911,90.8101794,92.88608706,
KWT,Kuwait,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21586e-05,0.000155268,0.000275556,0.000155752,0.000250584,0.001262005,0.002273426,0.00183774,0.001159382,0.002219314,0.003279246,0.050015405,0.531130199,0.588563784,0.810618825,0.846480902,0.773974408,0.530105922,0.74295094,0.693751089
KWT,Kuwait,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55428052,5.555033,5.555033,6.88824092,7.99924752,7.7770462,10.61011303,15.77629372,19.49816583,23.05338695,12.14318474,0.99990594,5.139794283,10.63272201,11.71167607,11.71167607,11.71170663,18.18551431,17.65583914,16.94960557,18.83289508,16.67495918,15.69407923,17.85201513,19.02907107,24.12964682,24.34544041,23.65882444,24.91435078,24.28462585,28.49063909,33.33030077,35.63536866,36.27490238,35.97671488,41.01843783,43.67071469,42.58979417,42.75780641,
KWT,Kuwait,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27971,17.0,17.0,18.0,17.0,17.0,18.0,17.0,17.0,18.0,12.0,13.0,17.0,19.0,25.0,27.0,30.0,34.0,38.0,39.0,40.0,40.0,39.0,44.0,47.0,51.0,51.0,39.0,53.0,60.0,59.653001,57.592073,56.906665,59.161183,55.623309,57.389713,52.45998001,47.69027931,49.38532971,
KGZ,Kyrgyzstan,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34219093,10.7712817,7.063562376,5.25826919,7.380755363,7.347565182,7.94757015,7.532122258,7.277809112,6.549757887,5.878049937,5.408773885,5.94291232,5.625569875,5.588775026,6.05825396,6.986716211,9.244926658,7.597359654,7.880374638,10.27059827,9.217323923,9.574204125,9.511352597,9.364420006,8.67405602,9.131506877,
KGZ,Kyrgyzstan,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.896704117,3.527611987,2.272701645,1.832320437,2.002203104,2.080986166,2.092761694,2.085160841,1.924962416,1.294849921,2.123938052,2.562956836,2.340054968,2.273867546,2.166449341,2.459351146,3.415396283,2.959189217,2.891749597,3.069209046,4.308585194,3.261766319,4.082847055,4.185009814,3.48088032,3.403742334,3.225100808,3.017434506
KGZ,Kyrgyzstan,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.645486808,4.343669715,3.490860731,1.725948753,3.578552259,3.766579016,3.754808456,3.746961417,3.752846696,3.954907966,2.354111885,1.445817049,1.802857352,1.451702329,1.522325685,1.698902814,1.471319928,1.285737441,0.906333076,0.784703962,0.835709719,0.796474521,0.841594999,0.353116783,0.368469686,0.368469686,0.428538069,
KGZ,Kyrgyzstan,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,2.9,1.3,1.7,1.8,1.5,2.1,1.7,1.6,1.3,1.4,1.4,1.8,1.9,1.9,1.9,2.1,5.0,3.799276981,4.02646163,5.126303352,5.159083083,4.64976207,4.973226,5.51507,4.901844,5.477868,
LAO,Laos,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41466,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206754796,0.211257994,0.320264389,0.331522383,0.342780377,0.351786772,0.360492954,0.353976452,0.44745995,0.440943448,0.434426946,0.444694229,0.470745234,0.486258758,0.504631805,0.513705749,0.539599125,0.589693599,0.676503752,0.766621759,2.795181469,3.071993135,3.452590438,4.251103269,4.448242014,12.39421794,29.24054839,29.36206148,29.93859207,
LAO,Laos,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006754796,0.011257994,0.020264389,0.031522383,0.042780377,0.051786772,0.060492954,0.053976452,0.04745995,0.040943448,0.034426946,0.044694229,0.070745234,0.086258758,0.104631805,0.113705749,0.139599125,0.215851367,0.276503752,0.366621759,0.631921579,0.840040199,0.951554311,1.696808106,1.800535504,9.785664297,26.14096405,26.18712387,26.41664734,37.87108351
LAO,Laos,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,Laos,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41466,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.373842232,0.4,0.4,2.16325989,2.231952936,2.501036127,2.554295163,2.64770651,2.608553642,3.099584348,3.174937607,3.521944724,
LVA,Latvia,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96956113,10.05769511,9.720857499,8.72252833,8.753311177,8.385792052,7.809675459,7.343680927,6.875440399,7.905134014,7.903394458,8.311917129,8.725409056,8.994371397,9.118311643,9.003490489,8.120207341,8.441169151,9.300287726,8.298549538,8.01287528,7.95532849,7.650229396,7.901321626,8.139937954,7.982115749,7.91305379,
LVA,Latvia,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587542656,0.668464871,0.621609456,0.573593578,0.51194571,0.527598624,0.374534811,0.331653714,0.268310678,0.322744935,0.242522663,0.250997999,0.241795346,0.296458801,0.317352895,0.374588786,0.368482247,0.312316445,0.389327331,0.399355473,0.333331776,0.277576022,0.228049431,0.181140591,0.136378803,0.144937848,0.172678881,0.148194396
LVA,Latvia,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.009692473,1.504846237,1.316807043,2.063312752,1.873961467,2.430933428,2.440676648,2.421902213,3.003909721,3.191654079,3.188468795,3.37265313,3.57875971,3.634970596,3.560022748,3.091598703,2.403390094,2.952195706,3.419797395,3.013970065,2.833279504,2.802793468,2.530293965,2.570074035,2.661238151,2.347012901,2.758339909,
LVA,Latvia,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.372326,7.884384,7.782441,6.085622,6.367404,5.42726,4.994464,4.590125,3.60322,4.390735,4.472403,4.688266,4.904854,5.062942,5.240936,5.537303,5.348335,5.176657,5.491163,4.885224,4.846264,4.874959,4.891886,5.150107,5.342321,5.490165,4.982035,5.512968
LBN,Lebanon,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.435273793,6.016013793,5.906405517,6.2,5.9,6.9,6.9,7.2,6.5,5.0,4.7,8.2,8.2,10.2601184,11.26246181,12.43353067,13.52023681,15.53195385,15.45110624,15.41653094,16.3444611,15.32864308,16.31282507,16.15696834,15.1859131,15.18321594,13.18051878,12.09080811,14.19475917,19.35527598,18.73999007,19.37581266,21.45757066,20.9806733,22.64904207,24.48072464,25.35493879,26.89325583,25.47867208,
LBN,Lebanon,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016013793,0.016013793,0.006405517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260118404,0.262461813,0.433530673,0.520236807,0.531953852,0.45110624,0.41653094,0.344461095,0.328643084,0.312825073,0.156968339,0.185913096,0.183215939,0.180518782,0.187638978,0.194759174,0.277827761,0.446793243,0.595939462,0.556170004,0.400797298,0.476906066,0.370386637,0.283861789,0.268637827,0.390642336,0.624005462
LBN,Lebanon,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077448218,0.293196824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,Lebanon,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41926,6.0,5.9,6.2,5.9,6.9,6.9,7.2,6.5,5.0,4.7,8.2,8.2,10.0,11.0,12.0,13.0,15.0,15.0,15.0,16.0,15.0,16.0,16.0,15.0,15.0,13.0,11.90316914,14.0,19.0,18.0,18.77987319,20.90140066,20.579876,22.172136,24.110338,25.071077,26.624618,25.08802974,
LSO,Lesotho,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14593,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238412507,0.2,0.2,0.6,0.56901386,0.603890133,0.616832425,0.643414734,0.634217,0.681386,0.850365255,0.736309374,
LSO,Lesotho,Coal and coke,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSO,Lesotho,Consumed natural gas,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSO,Lesotho,Petroleum and other liquids,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14593,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238412507,0.2,0.2,0.6,0.56901386,0.603890133,0.616832425,0.643414734,0.634217,0.681386,0.850365255,0.736309374,
LBR,Liberia,Total CO2 emissions,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88712,1.7,1.7,1.7,1.6,1.6,1.3,1.0,1.1,1.0,0.6,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.746164258,0.7,0.6,0.5,0.917673131,0.988485943,0.900916034,1.187724076,1.197167,1.37903,1.184611,1.34566552,
