code,name,unit,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFG,Afghanistan,MtCO2,0.3848513123359594,0.41418594994704766,0.4911549081364823,0.6890954330708654,0.7072503412073475,0.8391611286089241,1.0076493700787397,1.0919529658792662,1.2827980577427802,1.2242812327339696,0.9419170078740143,1.6716125624296965,1.8949316338376931,1.531460683463733,1.636643891245902,1.9145447304901098,2.12292684368721,1.9823002720730993,2.3859101315523614,2.1548669120199464,2.2343792205073276,1.757580732924841,1.9799026190152442,2.0961049603830197,2.5217877963246242,2.823593248598621,3.5039700883149236,3.1359255639752592,3.1160923375350706,2.8589751767332765,2.76686729722546,2.6051326419213994,2.429132641921399,1.3804659752547288,1.334025200145561,1.2825351716555327,1.2313585334788943,1.1657678311499258,1.084915979298074,1.0299061290222686,0.810101164483259,0.7582234352256189,0.7985427583697225,1.0523743631732174,1.186814137554584,0.889814137554584,1.3042155203784558,1.6365680846676371,2.2702564186789993,4.202586426492006,6.744881368267826,8.403890920669566,12.114598617176108,10.22595105531296,8.446909206695777,7.779998180494906,7.909885644104803,6.7495367540029,6.864817594614247,8.350902258840312,12.155514772445587,12.169136302590593
ALB,Albania,MtCO2,1.4446666666666668,2.0240000000000005,2.2806666666666664,2.464,2.0826666666666664,2.016666666666667,2.1743333333333332,2.552,2.6803333333333335,3.0726666666666667,3.2449999999999997,3.743666666666666,4.352333333333333,5.643,5.291,4.345,4.594333333333333,4.95,5.72,6.493666666666666,7.586333333333333,5.17,7.3406666666666665,7.307666666666667,7.630333333333333,7.824666666666666,7.879666666666666,8.055666666666667,7.4433333333333325,7.3260000000000005,8.983333333333334,5.448666666666667,4.231333333333333,2.4970000000000003,2.3173333333333335,1.914,2.068,1.9946666666666666,1.5326666666666666,1.7453333333333332,2.9773333333333336,3.0066666666666664,3.2230000000000003,3.7509999999999994,4.235,4.1066666666666665,4.201999999999999,3.8463333333333334,3.8316666666666666,4.275333333333333,4.257000000000001,4.451333333333333,5.0343333333333335,4.671333333333333,4.931666666666667,5.624666666666666,4.4990000000000006,4.495333333333334,5.305666666666667,4.737333333333333,4.86698999716963,4.537973495033147
DZA,Algeria,MtCO2,5.661134120734913,6.155717795275584,6.0603276102481205,5.665130187764997,5.423098162729647,5.647151417322836,6.593328172057624,8.42699028871392,8.437723929258068,9.056822883802466,11.271165105387915,15.069919737532807,18.663104383202107,28.34325307086614,38.3052592913386,31.89986026246719,32.02449763071984,39.159550136805635,41.875367957807995,62.5007215512097,45.57869967131837,66.46480548083385,46.37570986846307,39.201539439477436,52.54212159066236,70.99816524443428,72.6619134540299,76.13575966535477,83.94455277856561,83.7689639689177,79.86635061842763,76.79347815030026,78.86418970364367,79.94144455466767,82.00360898537244,86.2101738662637,95.05054468605447,96.85671845890626,87.06802862937484,106.69860940756159,91.73492804809484,82.28085020873154,83.841178804097,89.47200400744906,91.1146695526243,87.9172984528663,106.5503268403794,100.27578487421073,108.48084163806816,109.11133183415666,120.27231928127937,117.8987545523678,119.89473441504606,128.20379466674925,132.53139847891057,142.63245201985157,149.79188179657314,149.03706035651692,155.04833433717613,161.6040729140977,166.76323205559564,155.1082663243608
AND,Andorra,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40700000000000003,0.40700000000000003,0.40700000000000003,0.4106666666666667,0.40700000000000003,0.42533333333333334,0.4546666666666666,0.4656666666666667,0.4913333333333334,0.5133333333333333,0.5243333333333333,0.5243333333333333,0.5316666666666666,0.5353333333333333,0.561,0.5756666666666667,0.5463333333333333,0.539,0.539,0.517,0.517,0.4913333333333334,0.4876666666666667,0.47666666666666674,0.462,0.4656666666666667,0.4693333333333333,0.4656666666666667,0.49500000000000005,0.5022133574147764,0.46663346762407104
AGO,Angola,MtCO2,0.6190421784776899,0.54935010689889,0.45403710133794095,1.17998482094537,1.1505601574803161,1.223804278215222,1.1870186614173213,1.5535961154855642,0.9925366404199473,1.6707537566119326,2.785118277606603,3.5805211986270105,3.4078611974255093,4.50380769807738,4.87721089238845,4.869939337102584,4.412020026246727,3.2824295294032146,3.530078297651576,5.403738086795033,5.493186057983947,5.338233987641023,5.270607185412947,4.638552064911966,5.1042470052256474,4.9894756522107935,4.679517527511677,4.63721202042032,5.790239846662296,5.052980628784367,4.926332529243987,5.093568348134236,5.067740039731857,5.168207242503617,5.752572411674183,3.8673332364115898,10.956875242457722,10.43157993033948,7.353011962808673,7.273710454570047,9.13687971409873,9.522989784546553,9.67797682029101,12.60729272956186,8.99551212191159,18.71422376422588,19.01982325870275,22.11773579382499,24.99544995048633,25.504815458010096,27.58503515960335,28.885510263506305,30.351816008561077,33.82522423638043,33.25276659542248,33.320544089258355,33.645715368472864,31.426654396293753,28.441043190139652,24.393541921807884,23.50391586582776,22.21431721331834
AIA,Anguilla,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051333333333333335,0.051333333333333335,0.05499999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06966666666666667,0.06966666666666667,0.077,0.08066666666666666,0.08800000000000001,0.09533333333333333,0.09533333333333333,0.10266666666666667,0.121,0.12833333333333333,0.143,0.15033333333333335,0.15033333333333335,0.14666666666666667,0.15033333333333335,0.143,0.143,0.11733333333333333,0.13933333333333334,0.154,0.154,0.143,0.143,0.13957609548530672,0.12351628187484483
ATG,Antigua and Barbuda,MtCO2,0.029333333333333333,0.03666666666666667,0.04766666666666666,0.10266666666666667,0.08433333333333333,0.09166666666666667,0.15033333333333335,0.34833333333333333,0.5646666666666667,0.9900000000000001,1.2576666666666667,0.462,0.42533333333333334,0.37399999999999994,0.33,0.42900000000000005,0.7076666666666668,0.4033333333333333,0.4656666666666667,0.4913333333333334,0.40700000000000003,0.143,0.10633333333333334,0.29333333333333333,0.08433333333333333,0.14666666666666667,0.24933333333333332,0.24933333333333332,0.27499999999999997,0.286,0.286,0.21999999999999997,0.21266666666666667,0.209,0.21633333333333335,0.21633333333333335,0.22366666666666668,0.23833333333333337,0.25666666666666665,0.2713333333333333,0.2823333333333333,0.29333333333333333,0.297,0.33,0.35200000000000004,0.3666666666666667,0.37399999999999994,0.385,0.40700000000000003,0.418,0.44366666666666665,0.4546666666666666,0.44366666666666665,0.4583333333333333,0.462,0.462,0.48033333333333333,0.4913333333333334,0.4913333333333334,0.49866666666666665,0.4867268970769664,0.4307234444866393
ARG,Argentina,MtCO2,48.984424514435666,48.79999089238864,51.1639203412073,53.679164461942435,50.069073884514296,55.71055804518417,58.847647847769,63.11857107611551,65.5236351643093,69.05944241469827,77.3050917847769,82.70815262467192,88.91179179923479,90.13219080409756,94.04430268994163,95.54986830719476,94.91450831739728,99.77171632490041,100.77916256017868,102.63023542530367,110.69665114597687,108.73521032708106,102.04275502476953,103.42635618164996,105.21855895994668,106.52917632386334,100.6043826163409,104.22586568151742,114.96083647946223,121.4931009330852,117.10558966645182,112.16065938864637,117.59126491994164,121.31881586608445,117.86320367320288,122.31796078795259,127.85784613431866,134.8601504738257,137.74163973799128,139.55338937409027,147.39232517405034,142.46195597224138,134.10147234352254,124.48288099397077,134.7289927219797,157.157687755739,161.5516921397379,174.73607278020373,174.37257641921406,188.24290393013086,179.07943959243104,186.86904075691427,190.41225537307488,191.85437845705962,190.27175219700962,188.79440692535206,192.54599344978178,191.11618792090988,187.94141399354785,181.2314316918714,167.6875416676427,157.09231176682488
ARM,Armenia,MtCO2,3.1490020587550656,3.279327522509588,3.385627656523852,3.558656317125118,3.82125515698784,4.068045056014976,4.317295669839937,4.5610495258095165,4.774586584556763,4.91418396591639,5.12196222010022,5.386263804777166,5.72574802000652,6.03151180941562,6.2949712350013876,6.54412141793388,6.886301497292361,7.1531052689297665,7.3992291167495425,7.658482401404339,7.721607951164214,8.0238546954764,7.8839455031221854,8.033800573560923,8.153695826423363,8.230394117281087,8.86875453026607,8.44545158973461,8.375375087574112,9.431861078387513,9.52989519799493,8.96877342140153,7.29359650987902,5.867205837109064,2.5769131679903734,2.715316911025246,3.4356785054635997,2.59732892968718,3.271617146615587,3.3996841599379195,3.051754150934247,3.4939480531295484,3.5352721069868984,3.0790326071211553,3.458074963609897,3.6938834606986766,4.37935398471615,4.4047934861717595,5.10392182355528,5.578847343522566,4.366507641921407,4.25584516011644,4.9724943595342035,5.752435589519667,5.539032387190683,5.608191346876324,5.473303933463227,5.206800116963573,5.540618905951433,5.830025999951707,5.532778530052621,5.894578692236446
ABW,Aruba,MtCO2,0.7198944570994698,0.6190110098709203,0.6460223993925607,0.7094582384206533,0.6795820045558097,0.660755884586182,0.5928181473044783,0.5543473804100246,0.682856112376614,0.6349722854973411,0.8310094912680329,0.92943735763098,0.808909263477601,0.7843534548215629,0.87009415337889,0.7886507213363716,0.5711271829916473,1.2200144267274113,0.6372232346241447,0.5426833712984054,0.5692854973424447,0.5858606681852686,0.55803075170843,0.623922171602125,0.32065793470007586,0.8007239939255882,0.9372133637053915,0.17966666666666667,0.44733333333333336,0.6123333333333334,0.6489999999999999,0.4876666666666667,0.5316666666666666,0.539,0.6489999999999999,0.66,0.7076666666666668,0.726,0.7589999999999999,0.8066666666666666,0.8103333333333333,2.3796666666666666,2.4090000000000003,2.4383333333333335,2.5629999999999997,2.618,2.7206666666666663,2.717,2.8233333333333337,2.658333333333333,2.629,2.5080000000000005,2.500666666666667,1.3493333333333333,0.8616666666666667,0.8726666666666666,0.8983333333333333,0.8836666666666666,0.891,0.8726666666666666,0.8517720698846919,0.7537660278516171
