code,name,unit,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
TTO,Trinidad & Tobago,MtCO2,7.661584731684099,8.002955986064961,8.471639321250175,8.701003209322547,9.021076655879373,9.71819515030364,9.874022382005354,14.30480784170359,14.178553512022312,13.312792719033665,13.638510624191268,15.330897917229729,15.5060978891839,14.420356088434886,16.938638526883285,14.263625396274264,14.976869698605995,15.589559139415353,11.309815617955387,10.861431434377728,15.056280482144142,15.620540616232006,14.7276265588706,15.278742575343376,14.926682901868205,15.102141817483897,14.495857828263716,15.7300848062144,15.40388169016886,15.271012472646868,16.403905452021352,16.735126246083254,15.54539993018518,14.985568335145903,17.191425026009362,14.743991643866991,15.831144563764857,16.87369789225501,19.014976367159313,20.4411754348729,21.035035903250588,25.05887893431292,25.70038987775639,25.347984787045124,23.675024380763425,26.09522370790286,26.02004396680946,25.49672058549838,26.308379081387262,25.43290908613001,24.52961519549843,22.615295453072722,21.76637166241919,21.079904049716436,21.136007435169027,18.573249928588545
VEN,Venezuela,MtCO2,43.74159393077423,44.03436087893977,45.994829359168,48.952327686452946,49.10218500400621,49.361449398713944,49.542571852941165,52.28628289842184,59.67673902123814,60.83164081399714,71.15480195834716,72.19597062828434,79.48618166014019,79.69703706062016,87.7404366534944,99.77830792859115,103.15794327412112,103.3661289285627,101.79988802882697,101.91666650149111,103.18173496446633,111.2090746543998,108.55348412999568,111.76446211549865,113.89086960303385,118.99615195082053,113.36820759576368,124.41634701510905,121.27354622990991,131.00900044524985,135.20330773788316,126.95291455194791,139.9538130760635,146.5475770491438,145.89805636593917,147.4995606352,158.30016798923617,164.8156260274885,153.02777088702976,163.60062011686378,167.5874511706809,170.32200748047666,185.67152689192807,183.47150333108124,183.55126904844263,180.62257220513848,185.61688376388895,200.16911699320104,203.1066021318661,194.46564281601357,192.18560464447813,169.80980941080932,162.39791211609796,138.29344699838683,112.31092050902396,88.47122169767218
,Central America,MtCO2,12.345507106821636,12.453497368721596,13.120974204017072,13.381755483557939,14.222506662874833,14.702682410889173,15.407840261711783,16.84888812648897,17.68499217101574,17.83526832008727,19.838429609344878,20.3055052390243,20.541549030003317,20.796560713583126,20.821989010099085,19.566548151892622,19.465932536053156,19.45844000037534,19.211759706376757,18.729226433663865,18.754361806719952,18.761004593393697,20.15454941261115,19.5313667550631,20.352866974775747,21.085472598630602,23.094313160455673,26.306854739038254,28.113904839608107,30.79456133743919,34.06937609847518,33.43416192402195,35.99212139363824,41.37787239661673,40.7871598772543,42.73379075857987,45.942144716418994,46.087114946462506,48.21063013752907,49.30297784968636,48.66818607288948,51.69712985770322,54.363520416735135,54.883694479925175,53.67309981583753,54.750100130266475,58.72980366055887,59.64846340233511,60.60799739700216,62.69302632626137,68.81844181145466,71.62347183168515,71.11237314975433,71.39938848571818,80.00326816017254,68.80323598160182
,Other Caribbean,MtCO2,48.67709473887609,50.144596973933076,52.22692718907984,53.332490736475286,56.416930008590064,70.23799270225383,71.37429493577685,76.4459437218694,82.69888521302155,81.88882812899818,79.2935273194064,80.46471155188644,84.6936394652918,86.28008550716602,88.83061264623109,99.12611030788659,99.82115379245286,87.27005704343931,83.67489641570864,88.77900739730022,83.2360220440424,81.35398881173369,85.12641419716698,85.2341250737917,89.71380976736268,89.28270120703664,84.87464857791215,83.3046042266312,84.48119981041405,89.37508863947888,87.30674517597453,88.69048280081985,94.08072463304259,97.14886220785698,90.65881083151032,106.62042348087584,114.14395796479617,113.37723457895788,117.83257968051393,120.50830191080959,120.66630507834763,124.94667358733759,123.65529043076053,116.06537214808168,110.03506464215604,109.02293345580983,111.1931255955715,108.42235035972837,106.03128845226664,105.73085567449266,108.97421315859908,112.5868742045079,108.55922008141205,111.99776150566804,115.88199337438547,109.71202253479746
,Other South America,MtCO2,7.2118598026929925,7.495209612653431,8.0569121121903,8.290168161978636,8.93001203994541,9.168393482767925,9.864719271560084,11.448860913022514,11.586221380399497,10.502061111164874,12.875888710434396,13.35859130007454,13.60222849211685,15.633143972421474,16.19785158153826,15.58359588657458,15.058060260290866,14.115518258911893,12.378113154666092,12.151390719217563,12.857502916544478,12.866065490854492,13.186948729578368,14.757196712097373,15.048195575418488,14.328333633266773,14.942042310792289,15.631098682707176,18.101022654505044,20.71101299014655,21.40021082601254,21.947785661114164,22.22109705464645,22.785663140316153,24.315948736350375,20.887967974894863,20.10790496620497,20.362074683944414,21.944447613146465,23.408478631434587,23.495342163063796,23.618742916995977,25.587345395473378,28.353490904284488,30.53828630290395,32.56908437528465,33.92492183311941,35.01444619174865,34.85680706858676,35.264847466908996,36.158708011479824,37.53993745889972,38.72315442746798,40.560286682169114,40.625702673837374,34.782632995730985
,Total S. & Cent. America,MtCO2,305.94552227971457,321.3455685760678,333.15719818903295,352.50413508574763,367.89027253722776,391.454564533085,407.856570203367,436.2598348839074,475.53010309396984,492.3187020838011,513.2767886357926,536.9575851603481,563.1985136302912,578.3305413819014,611.7627921515872,628.1123536596233,621.1540228150593,608.7607931080587,595.1228736883824,608.3697315734913,616.4659213252537,641.6761556464141,658.7793700201678,677.8789248272597,690.9851594203673,675.2155378047855,683.0512968859309,723.2256673505988,740.564518555742,786.0130833425189,819.8651853820261,847.7985394708513,896.2792512212706,929.5899948029444,923.8963927339911,932.1299468973359,947.3821016882073,948.8410664142594,954.5423491975664,1007.5910467736267,1031.9662685705907,1070.2787001024594,1131.5483870436415,1162.3412406511086,1125.4539419921734,1198.456043392407,1254.129693930277,1308.1784765414675,1365.0288835808024,1385.673075515075,1381.895777111361,1339.654133746213,1322.676627744781,1293.7744129154237,1274.4697324684994,1157.6532262012981
AUT,Austria,MtCO2,39.52917921757166,39.81909688389834,40.11202922657738,43.01201982187518,46.052561282902516,50.712922520657074,53.33118029923155,54.510506223025,57.902046527418406,55.20374225457344,53.272720297936594,58.03526710683487,53.84027823930847,56.618193646637486,59.126919753238695,57.8698176733976,54.49495452853099,51.859650727465535,51.34714396347378,53.19262913669749,54.25089619546562,53.87854531524777,54.858148864051245,53.37493670765771,53.65222663337108,57.95563429030582,62.84358691401444,57.53491930041959,58.01614924498036,58.543818278683794,61.098331058255624,62.93257577315492,63.5088665081225,63.75534379342846,62.99324356720538,63.548746848108856,68.1851307868342,69.29509392523246,75.01608797018739,73.71568060854273,74.73907018701598,72.65942529855384,68.97363952886403,69.78721618300422,63.571864419971156,67.8186274133968,64.6716544736401,62.1955869143921,62.859170391636454,58.638392128058484,60.69445327257255,61.640597917735306,64.46193935713441,62.16047688224146,63.71906422530911,55.27494725762939
BEL,Belgium,MtCO2,124.71285672724906,118.47594249741685,123.42954984338046,135.09605709083533,144.44474956243377,148.9869088933882,142.06511731131312,149.25974624087877,147.1422990473144,141.36546711216823,126.04934709113078,132.04882913237694,131.60855761311046,136.8100226930434,142.24250041423446,136.06324771320647,129.38558820715028,121.93492088202262,109.25615358025169,113.1889578327264,114.22874550488768,113.72319119127961,115.21475645775863,117.18859417390368,119.75029468728577,126.49766868483798,130.7295905224606,128.0708480755513,126.06543899816454,129.5784552339695,128.92872993010303,137.19224745321813,135.91401478757578,139.85770572572832,133.26341940642544,136.28817499098452,136.33913149391574,134.15200620622326,141.24912839229717,140.10648621688722,136.15502014590254,138.22495740383732,137.7782844236392,139.13469741645915,124.62538538126532,133.52637868767985,120.60549795669843,116.19925972178207,117.40984319441388,108.88339305631627,115.34117080024652,116.96717352154221,118.89089180867612,125.51048956563825,121.67160024019329,88.79432442670598
BGR,Bulgaria,MtCO2,36.7442132336,39.21066617979999,45.22786336620001,51.011343779,55.747480970400005,62.3625752123,64.5729362375,66.629984883,68.6370473572,69.8614355813,75.1336771981,75.9236461918,78.4369300453,82.09527547930001,84.92234223430002,89.13671640190002,85.46549066750003,87.04627668660001,85.9801208271,85.0110349488,84.8766354373,87.8935839522,87.76049695820002,86.55117215399999,86.79207313179998,74.399807559345,59.88349251136216,58.121798187083634,60.26250638680566,56.6927607977345,58.784126503077,56.81397168002486,56.084514411183655,53.773859280261995,45.80028731220497,43.434353251611064,46.368468652000075,44.563602144881294,48.57710429390256,46.666819923489555,48.54666801670436,49.39139297491165,52.73582016463545,50.34472581062055,43.53250461723835,45.58842622828118,50.52092845232232,45.81312303082156,40.671532446017366,43.11827524427932,45.84570967604452,43.019795729811854,45.69810087789533,42.53706174709703,41.19932432275802,35.820465868942364
HRV,Croatia,MtCO2,,,,,,,,,,,,,,,,,,,,,,,,,,21.26792329950951,14.793535296504688,14.49081996523098,15.53080156595555,14.448413381081947,15.110146225747055,15.113834037914396,16.60970127582745,18.871448250744372,18.57543534769786,17.466378818842983,18.422280013147535,19.51885971821483,20.851917309150224,20.12262663394656,20.628491308110064,20.66837314158091,21.86724555728856,20.930547701092667,19.609182491334515,18.83982681877295,18.200917184958474,16.621050381228876,16.1339980926225,15.85030442763184,16.271158537130493,16.722105302607684,17.15881549309689,16.366415291651126,16.42375302327614,15.298415214384026
CYP,Cyprus,MtCO2,1.213839504,1.345540419,1.464236559,1.631066823,1.922657814,2.0436866279999997,2.4020402760000006,2.7420118195,2.9187053657,2.3959778544,2.0835467886,2.1215836624,2.5031303762000006,2.6230971605000004,2.6569444715000006,2.685393982500001,2.5429220300999997,3.0745800172999997,3.2249125899,3.2299133708000003,3.5732236264,3.6989548224,4.588158363400001,4.668476518100001,4.742381477000001,4.9701871047,5.1393256956,6.0391413599,6.2775457407,6.308607690200001,6.742839228100001,6.8465889086,6.873752250000001,7.2251204509999996,7.590814725900001,7.9759322397000005,8.0901362011,7.9455695308,8.493194148099999,8.2773353029,9.316718741899999,9.142110267792274,9.322075272826405,9.482366243084432,9.180957256357221,8.839898304954799,8.702955157536062,8.135052481319999,7.2521347043199995,7.325073791405354,7.49776331481303,8.112640748169602,8.309006428080385,8.230032227202003,8.189192474383002,6.983202216050001
CZE,Czech Republic,MtCO2,156.20148922656648,156.9696305230791,153.76433253856243,160.3789718960582,167.23533140108316,172.497354441583,180.95130537732044,180.69485517534963,180.6282718240197,181.36599153929123,188.12740521305025,193.70360387981205,199.19127114177647,201.4917056292661,202.56334588322605,195.17716588044976,194.2925685699546,191.79130210383792,191.54025700634503,195.82027950444692,193.92222099313693,191.96584125285432,190.63991903419577,190.93573157570742,184.93231259909396,155.32937361543614,143.21045937170328,136.63615050089453,134.08792482532118,128.639052435936,130.18062826154417,132.8777107837263,127.15932542339985,121.64851543051694,113.92412375646201,124.09675857365725,125.08851071034651,120.78100178101593,123.99704806520715,124.84376970574203,123.42563348392467,125.9692005628441,125.55381114332258,120.32619678509373,113.53145602529075,116.52331515021633,113.07395089789401,109.31067064864062,104.9868941466584,101.97754078770431,102.78299945553822,104.80044577885094,102.67221543817669,101.69877623517014,98.48110377071147,85.12409406411687
DNK,Denmark,MtCO2,47.70917456318,54.28165635604001,54.01827506112,56.09466989236,63.90701053834,67.5316585589,63.1619109242,66.63602744678,64.98134498652001,59.20479521464,56.42351873332,62.48924088648001,63.89860946908,65.71736670258001,66.24235309618,66.17768197565998,58.92065792076344,57.59452454275965,54.62935635425366,55.48390200735461,62.84702567393462,64.20790260785348,61.60795295990994,60.392406195705576,54.69338167772993,55.98417710598,65.71844381648155,60.466592802773825,63.78896945191404,68.60274710716877,65.69515646916474,79.43225190811503,69.65813235751101,65.23565459517945,62.30256632052123,58.03714667894376,58.250737857432625,57.24426724492855,62.462682828468765,56.56156797084478,53.67281857135005,62.045489427579525,57.19283745461507,54.431233094891994,50.731873800012494,51.43735339053824,46.45730520636624,41.05079397188427,43.574644050061345,40.260532998789984,36.94625572407556,38.172248763804916,35.50891101818529,35.916191335084726,32.29029275463024,26.60578449703617
EST,Estonia,MtCO2,,,,,,,,,,,,,,,,,,,,,38.46050944375902,38.481198520982964,38.9602923635588,37.97049801148469,39.1862891375098,38.290204542822295,34.398503731751276,26.143534720568592,20.58337696369771,20.33311448162408,19.00201285082824,20.00349778394624,19.754754300548257,18.296630693606247,16.8550993928104,17.234505911822144,17.735368025329876,17.72929018437804,19.580345618594034,20.036214932811976,19.53008550573284,19.06692717657554,22.06531950145685,21.014167408053545,18.786374433246984,22.90839964058535,23.89583854907797,23.520920922643025,24.581838383140955,24.217420973954255,22.30604822418429,22.403577472916783,24.31252449903127,25.78504759711391,17.960756783225204,14.756700854100762
FIN,Finland,MtCO2,24.742679525813255,28.084303937812585,28.873022496350192,33.15879541925306,38.85945619593682,43.171360346070905,43.34942585852681,44.833987531000005,50.473107601,46.02163399499999,46.95490668840001,53.263952148,52.499971406,55.48580353469822,57.409149488243735,57.466832139964566,48.495352572106135,46.96549216829569,45.49450980737645,48.250541040027116,53.35850576758939,53.1874010048089,56.01156606214114,55.2550992673757,55.66278201636693,57.48325452097746,56.72075327307344,54.6339980554356,56.31306023430061,62.89838451202883,58.60372309969606,64.82191584619184,62.83743836377335,60.202368795322954,59.86731182917039,58.87475461890254,63.85575892432317,66.67363551925735,74.91885728678717,68.79945235000942,58.211167021906675,68.5698323221088,66.33293781000262,58.58300292664861,56.18536064462703,63.914191754563504,56.577983666330866,50.775728663051744,51.94304243204634,47.59031952759786,44.770051368011465,47.679984528041466,44.994440196927215,46.540094535766194,43.40019125537032,39.02092424281467
FRA,France,MtCO2,329.4457042845904,330.97658983796265,355.934952915062,369.27970358583536,404.4060507228776,433.7340256924992,453.5699846387896,477.7859535628057,518.8168970590625,500.4774972914224,457.1122716668781,509.5858039568713,493.0768227323373,497.6554973106876,510.1697182447719,485.03514982202785,441.8281284788897,418.58723742836304,402.80272374672734,387.6941510222605,381.8176671434139,369.9141130047811,362.3738290428567,359.13853572088425,370.49697207380785,367.24124105196324,390.664702417836,379.4431714325452,362.03008404479203,348.742809106821,356.1613617688484,372.5356787536198,361.157744621307,384.86412331789154,384.3630461146961,381.49977765265817,383.40746559350265,380.13045972451073,387.16293623861225,389.1086016310415,389.77074035061884,380.05182522358393,370.46447236958085,369.74678132901363,354.80286358440515,360.3621608681824,333.8448471192429,335.25512081994844,334.8289624917417,301.43720943929,307.40807248717357,313.01121850706795,317.705617713897,306.6844009927725,298.95058559000495,251.0828485014964
DEU,Germany,MtCO2,910.4138464407081,901.0377980138329,892.4161204799783,944.7553929614438,1011.9243712007435,1043.3942686615903,1045.1212740290819,1067.3267033382542,1116.424395676766,1085.3204695056695,1025.2997072400951,1093.4117731718065,1072.513621774355,1052.7454965399206,1104.1950785402844,1077.8105888566306,1043.9031737893117,1003.3332309115538,1017.950677360307,1038.3350074842213,1045.8139082910973,1037.2673261632472,1031.4312799667077,1017.015361526805,1003.8150947462852,1007.6058813606267,969.7032102652294,923.7157864162161,916.2724362481446,896.9315114191718,889.4009688750132,914.84453762317,887.9933553292258,879.0361843182284,855.9154708836261,854.4283140045346,871.6725539609845,859.0473179795054,861.9914127604876,847.5257667244229,826.3176289056285,843.7771475070751,811.0682051609638,809.368412231094,753.5898547827699,783.1632595460037,763.6899146255529,773.0012643985496,797.6303640771227,751.1595219105941,755.6881733180594,770.5119393271207,760.9787869453801,734.4905110583703,681.4825449813659,604.8754564828467
GRC,Greece,MtCO2,22.511974958200007,23.7304746402,25.962036995000002,27.2210287127,27.841370412000003,29.822265400397004,37.21941393682068,41.860560914598636,48.93818526447111,48.24915285775749,56.1707275233865,63.064124786277794,67.13287913919069,65.2072584666919,54.08328866678226,52.93883975399689,52.59625713497214,52.58444916813751,54.84453182852298,56.88234978161513,60.22770278322292,60.13429325772245,67.06103642097895,71.65326016432837,78.50068611285394,81.52086337745925,81.54722241556433,84.18865960810135,85.37486710608829,86.68822568856376,88.72251196560664,89.8868130358313,93.32999288386337,98.80180224051901,97.27318084433686,102.60269690839313,104.72703839477258,103.74495235177456,107.47809153286194,107.4359813740449,107.77825609055677,108.28781008229655,112.75082804202304,107.76116135600158,102.67789732316623,94.60262912662411,94.48825664643913,88.2276190575495,79.16367879427023,75.62222630187868,73.28581962328887,69.85610333406653,73.98809455503392,72.12561742707456,76.73847681272187,58.24543090067069
HUN,Hungary,MtCO2,59.50271856732774,59.34807820434594,55.28248701091304,56.421116543972815,59.53049444585151,62.968703384336514,64.08076756948856,65.44305997098525,69.88957003189601,71.70692773689962,72.81239788985029,76.07949308754799,80.51270441327864,85.48496513063743,84.38784783897465,83.10175215524018,81.46660351986947,81.57695725132909,77.76119748530866,79.27940492899232,79.52635409365041,77.90901598871419,79.19859479495919,75.05612231755465,71.33896228738055,70.92228359260565,65.6468481819679,62.08528149066866,58.78135066173029,58.18686829257867,57.9232636401732,58.757453571965506,57.24952591602502,57.8775951280288,58.620243022569575,55.31671968789172,56.67331699449819,55.9284317411639,58.02497238957325,57.34436111001933,57.53068613440857,57.403368490078854,55.405866025189304,54.19325342139072,48.22808167874831,48.70774855178844,48.687995318381084,44.59993082048335,42.15775741609693,41.32384623366267,43.88299558244214,44.962619537696526,46.92995857522501,47.45682459364274,47.45214200275794,45.739548658542276
ISL,Iceland,MtCO2,1.4972161402703998,1.6026794123856003,1.5459422036064003,1.6548859176096,1.5064288446672003,1.5281973288592003,1.6630349148880001,1.7798646038080002,2.0353892799712003,1.9043736110256,1.7877253714,1.8153756862000001,1.885401919,2.0096835354,1.9956496307999998,1.8856697133999998,1.8823878518800001,1.7210865890800002,1.7497981136399998,1.87263627852,1.8731135446800002,1.9156359080399996,1.98778534204,2.0820165156400003,2.2353480875200002,2.2419266083600005,2.1248587796800003,2.21684078632,2.3044341322000004,2.3269232612799997,2.3710629890800003,2.6254839254800006,2.60086110308,2.60766449624,2.6459612025200006,2.7810372633200005,2.65343230808,2.758856249,2.793608310185919,2.8971816588248456,2.902284088031281,2.9545449871541507,3.059693271914686,2.797919215526308,2.6139981002611203,2.533216560610865,2.5111351754208653,2.5091477171648613,2.6690666362334285,2.7037719672312495,2.9186815485077062,3.243085326704522,3.5697088814205746,3.747668144652683,3.295605394363188,2.593958568430787
