year,month,decimal,average,average_unc,trend,trend_unc,date
2014,5,2014.375,1822.0,0.8,1820.9,0.5,2014-05-01
2014,6,2014.4579999999999,1818.4,0.8,1822.1,0.5,2014-06-01
2014,7,2014.5420000000001,1815.6,1.0,1823.2,0.5,2014-07-01
2014,8,2014.625,1819.8,1.1,1824.4,0.5,2014-08-01
2014,9,2014.7079999999999,1826.9,1.1,1825.5,0.5,2014-09-01
2014,10,2014.7920000000001,1831.2,0.6,1826.6,0.5,2014-10-01
2014,11,2014.875,1833.1,0.6,1827.7,0.5,2014-11-01
2014,12,2014.9579999999999,1833.5,0.8,1828.8,0.5,2014-12-01
2015,1,2015.0420000000001,1832.9,0.9,1829.8,0.5,2015-01-01
2015,2,2015.125,1832.7,0.8,1830.7,0.5,2015-02-01
2015,3,2015.2079999999999,1833.0,0.7,1831.6,0.5,2015-03-01
2015,4,2015.2920000000001,1833.2,1.0,1832.5,0.5,2015-04-01
2015,5,2015.375,1831.8,1.0,1833.4,0.5,2015-05-01
2015,6,2015.4579999999999,1827.3,0.9,1834.2,0.5,2015-06-01
2015,7,2015.5420000000001,1824.8,1.0,1835.0,0.5,2015-07-01
2015,8,2015.625,1829.2,1.0,1835.8,0.5,2015-08-01
2015,9,2015.7079999999999,1836.2,1.0,1836.6,0.6,2015-09-01
2015,10,2015.7920000000001,1841.5,0.8,1837.4,0.6,2015-10-01
2015,11,2015.875,1844.8,1.0,1838.2,0.6,2015-11-01
2015,12,2015.9579999999999,1844.9,1.3,1838.9,0.6,2015-12-01
2016,1,2016.0420000000001,1842.4,0.9,1839.7,0.6,2016-01-01
2016,2,2016.125,1841.7,1.1,1840.4,0.7,2016-02-01
2016,3,2016.2079999999999,1843.0,0.8,1841.0,0.7,2016-03-01
2016,4,2016.2920000000001,1843.7,0.7,1841.7,0.7,2016-04-01
2016,5,2016.375,1842.2,0.9,1842.3,0.7,2016-05-01
2016,6,2016.4579999999999,1837.8,1.2,1843.0,0.7,2016-06-01
2016,7,2016.5420000000001,1834.1,1.1,1843.5,0.7,2016-07-01
2016,8,2016.625,1836.7,1.2,1844.1,0.6,2016-08-01
2016,9,2016.7079999999999,1844.2,1.3,1844.6,0.6,2016-09-01
2016,10,2016.7920000000001,1849.9,1.1,1845.1,0.6,2016-10-01
2016,11,2016.875,1851.4,1.1,1845.6,0.6,2016-11-01
2016,12,2016.9579999999999,1851.1,1.0,1846.1,0.6,2016-12-01
2017,1,2017.0420000000001,1849.8,0.9,1846.6,0.6,2017-01-01
2017,2,2017.125,1848.6,1.3,1847.1,0.6,2017-02-01
2017,3,2017.2079999999999,1848.3,1.4,1847.6,0.6,2017-03-01
2017,4,2017.2920000000001,1848.6,1.2,1848.1,0.6,2017-04-01
2017,5,2017.375,1847.2,0.9,1848.6,0.6,2017-05-01
2017,6,2017.4579999999999,1842.9,1.0,1849.2,0.6,2017-06-01
2017,7,2017.5420000000001,1840.4,1.3,1849.7,0.7,2017-07-01
2017,8,2017.625,1844.7,1.2,1850.3,0.7,2017-08-01
2017,9,2017.7079999999999,1852.8,1.0,1850.9,0.7,2017-09-01
2017,10,2017.7920000000001,1858.1,1.1,1851.6,0.7,2017-10-01
2017,11,2017.875,1858.7,1.0,1852.2,0.7,2017-11-01
2017,12,2017.9579999999999,1856.7,1.0,1852.9,0.7,2017-12-01
2018,1,2018.0420000000001,1854.5,1.0,1853.6,0.8,2018-01-01
2018,2,2018.125,1855.0,0.9,1854.3,0.8,2018-02-01
2018,3,2018.2079999999999,1856.8,0.9,1855.0,0.8,2018-03-01
2018,4,2018.2920000000001,1856.7,1.1,1855.7,0.8,2018-04-01
2018,5,2018.375,1854.8,1.6,1856.4,0.8,2018-05-01
2018,6,2018.4579999999999,1852.0,1.5,1857.2,0.8,2018-06-01
2018,7,2018.5420000000001,1849.0,1.5,1857.9,0.8,2018-07-01
2018,8,2018.625,1851.9,1.6,1858.7,0.8,2018-08-01
2018,9,2018.7079999999999,1860.4,0.9,1859.4,0.8,2018-09-01
2018,10,2018.7920000000001,1865.7,1.1,1860.1,0.8,2018-10-01
2018,11,2018.875,1866.3,1.2,1860.8,0.8,2018-11-01
2018,12,2018.9579999999999,1866.0,0.9,1861.6,0.7,2018-12-01
2019,1,2019.0420000000001,1865.0,1.1,1862.3,0.7,2019-01-01
2019,2,2019.125,1865.0,0.8,1863.0,0.7,2019-02-01
2019,3,2019.2079999999999,1866.2,0.9,1863.7,0.7,2019-03-01
2019,4,2019.2920000000001,1865.3,0.6,1864.4,0.6,2019-04-01
2019,5,2019.375,1861.9,1.2,1865.2,0.6,2019-05-01
2019,6,2019.4579999999999,1858.8,1.3,1865.9,0.6,2019-06-01
2019,7,2019.5420000000001,1858.4,1.3,1866.7,0.6,2019-07-01
2019,8,2019.625,1863.0,1.3,1867.6,0.5,2019-08-01
2019,9,2019.7079999999999,1870.7,1.1,1868.5,0.5,2019-09-01
2019,10,2019.7920000000001,1875.4,1.1,1869.4,0.5,2019-10-01
2019,11,2019.875,1875.5,1.0,1870.3,0.5,2019-11-01
2019,12,2019.9579999999999,1875.0,0.8,1871.3,0.6,2019-12-01
2020,1,2020.0420000000001,1874.0,1.1,1872.4,0.6,2020-01-01
2020,2,2020.125,1873.3,1.1,1873.4,0.6,2020-02-01
2020,3,2020.2079999999999,1874.9,0.8,1874.5,0.6,2020-03-01
2020,4,2020.2920000000001,1875.9,1.2,1875.7,0.6,2020-04-01
2020,5,2020.375,1874.4,1.1,1876.8,0.6,2020-05-01
2020,6,2020.4579999999999,1871.9,1.2,1878.1,0.6,2020-06-01
2020,7,2020.5420000000001,1871.5,1.3,1879.3,0.6,2020-07-01
2020,8,2020.625,1876.5,1.2,1880.6,0.6,2020-08-01
2020,9,2020.7079999999999,1884.7,1.0,1881.9,0.6,2020-09-01
2020,10,2020.7920000000001,1890.1,0.9,1883.3,0.6,2020-10-01
2020,11,2020.875,1891.7,0.6,1884.7,0.6,2020-11-01
2020,12,2020.9579999999999,1892.1,0.8,1886.2,0.6,2020-12-01
2021,1,2021.0420000000001,1890.7,0.9,1887.7,0.6,2021-01-01
2021,2,2021.125,1888.3,-9.9,1889.2,-9.9,2021-02-01
2021,3,2021.2079999999999,1888.8,-9.9,1890.7,-9.9,2021-03-01
2021,4,2021.2920000000001,1891.2,-9.9,1892.3,-9.9,2021-04-01
2021,5,2021.375,1891.8,-9.9,1893.9,-9.9,2021-05-01
2021,6,2021.4579999999999,1888.6,-9.9,1895.6,-9.9,2021-06-01
2021,7,2021.5420000000001,1886.5,-9.9,1897.2,-9.9,2021-07-01
2021,8,2021.625,1892.7,-9.9,1898.8,-9.9,2021-08-01
2021,9,2021.7079999999999,1902.8,-9.9,1900.4,-9.9,2021-09-01
2021,10,2021.7920000000001,1908.2,-9.9,1901.9,-9.9,2021-10-01
2021,11,2021.875,1910.2,-9.9,1903.3,-9.9,2021-11-01
2021,12,2021.9579999999999,1910.5,-9.9,1904.6,-9.9,2021-12-01
2022,1,2022.0420000000001,1909.1,-9.9,1905.8,-9.9,2022-01-01
2022,2,2022.125,1908.5,-9.9,1906.8,-9.9,2022-02-01
